date,META_A,META_D,META_BEST
2022-01-03 10:00:00,1.000099825392157,1.000116608137255,1.0000331452941176
2022-01-03 11:00:00,1.0002706790146119,1.0002510447922273,1.000184591784278
2022-01-03 12:00:00,1.000291668419956,1.0002627862685358,1.0001575980768909
2022-01-03 13:00:00,1.0002163572447833,1.000221602605741,1.000115507032704
2022-01-03 14:00:00,1.000307574917295,1.0003069466120442,1.0001626818928675
2022-01-03 15:00:00,1.0002835515501896,1.0003327950338912,1.0001441205404293
2022-01-03 16:00:00,1.0003562330356484,1.000388698435998,1.0001858886180235
2022-01-03 17:00:00,1.0002258444466035,1.0002817443302379,1.0000636409958445
2022-01-03 18:00:00,1.0002759685093867,1.0003136749906532,0.9999582401708108
2022-01-04 10:00:00,1.0001935695996855,1.0002294306324147,0.9999245065795787
2022-01-04 11:00:00,1.0003950432972033,1.0004051711395003,0.9999751327573468
2022-01-04 12:00:00,1.0006330900439382,1.000545469235727,1.0001634479763108
2022-01-04 13:00:00,1.0005772399042199,1.0004763092767615,1.0001657283489722
2022-01-04 14:00:00,1.0005149915417302,1.000458404576176,1.000188096074932
2022-01-04 15:00:00,1.0006085407724261,1.0005019278516363,1.0002234267388495
2022-01-04 16:00:00,1.0007983239380802,1.0006580435240708,1.000323946153342
2022-01-04 17:00:00,1.0008590916273699,1.0007436199961603,1.000411100848215
2022-01-04 18:00:00,1.0007888649754777,1.0007367839361145,1.0004442739899218
2022-01-05 10:00:00,1.000739554832585,1.0006209042088874,1.0003990561646412
2022-01-05 11:00:00,1.0006152707307008,1.0005244339551123,1.0003265284100094
2022-01-05 12:00:00,1.0004254368464243,1.0003837968075033,1.0003364926429446
2022-01-05 13:00:00,0.9998947091905588,0.9999994597489152,1.000281701173004
2022-01-05 14:00:00,0.9998931282786004,0.9999703429019006,1.0001613740509645
2022-01-05 15:00:00,1.0000144535462685,1.0001239257979229,1.0003465126481996
2022-01-05 16:00:00,1.0001414084204057,1.0002784626917558,1.0005625513059255
2022-01-05 17:00:00,1.0003302081537186,1.0004744036113515,1.0007775845580915
2022-01-05 18:00:00,1.0012952890790552,1.0015058617263854,1.0014646404458667
2022-01-06 10:00:00,1.0019032208018417,1.0021437304320302,1.0020224009736742
2022-01-06 11:00:00,1.001432383357258,1.0017023073406421,1.0016670672281531
2022-01-06 12:00:00,1.0011934314780855,1.0016166599274483,1.001697832842907
2022-01-06 13:00:00,1.0013328690614745,1.00170285699505,1.0017679013116971
2022-01-06 14:00:00,1.0009890848834857,1.0014720327397955,1.0017299913697226
2022-01-06 15:00:00,1.001193898437778,1.0017244704568482,1.00186549165372
2022-01-06 16:00:00,1.0012525343400027,1.0018672963318458,1.0016789905617864
2022-01-06 17:00:00,1.0017237882751058,1.002292365641665,1.0018259352984407
2022-01-06 18:00:00,0.9993072845102464,1.0002323222067755,1.0011474612556932
2022-01-10 10:00:00,0.9997625299164911,1.0006336711136565,1.0011317569817912
2022-01-10 11:00:00,0.9999689492197721,1.0008010774211378,1.0012186045728084
2022-01-10 12:00:00,1.0001771774598043,1.000892743440998,1.0012146782253395
2022-01-10 13:00:00,1.0004995243662145,1.0011071556657654,1.0012146782253395
2022-01-10 14:00:00,1.0007999617200054,1.0013390540902591,1.0012284945952656
2022-01-10 15:00:00,1.0005655868299113,1.001198462160245,1.001153023169259
2022-01-10 16:00:00,1.0012115440271008,1.0015256669706785,1.001245797762414
2022-01-10 17:00:00,1.0014483730596748,1.0015680782442558,1.0013607506942939
2022-01-10 18:00:00,1.0003961905265863,1.0007750175904697,1.001196046288984
2022-01-11 10:00:00,1.0000390821388738,1.0004767035316553,1.0011645501337147
2022-01-11 11:00:00,0.9995958098155204,1.0002260727394503,1.001160623998224
2022-01-11 12:00:00,0.9995563171570689,1.0002203112411485,1.0011543531010567
2022-01-11 13:00:00,0.9994815284915006,1.0001156394603676,1.0011514100017158
2022-01-11 14:00:00,0.9993091952406717,1.000035853666421,1.0012243955099385
2022-01-11 15:00:00,0.9993485860497182,1.000005827099701,1.0012539535191198
2022-01-11 16:00:00,0.9994037749774074,1.000067802264756,1.0011244035278035
2022-01-11 17:00:00,0.9995198810049077,1.0001155966815767,1.0011204775497504
2022-01-11 18:00:00,0.9994759204546747,1.0000927685528298,1.0011204775497504
2022-01-12 10:00:00,0.9996359303763058,1.0000865235617802,1.0011204775497504
2022-01-12 11:00:00,0.9994204748260874,1.000021225951703,1.0011204775497504
2022-01-12 12:00:00,0.9989077649697865,0.9996442650093416,1.0010589018680955
2022-01-12 13:00:00,0.9988878302963545,0.9996055495709925,1.001043124590944
2022-01-12 14:00:00,0.9990068296642511,0.9997006476329541,1.0010425264186062
2022-01-12 15:00:00,0.9991209570859485,0.9997432210611519,1.001085218330681
2022-01-12 16:00:00,0.998852444504168,0.9995196378991095,1.0010472518793392
2022-01-12 17:00:00,0.9987430610543108,0.9994635733727378,1.0009837424974233
2022-01-12 18:00:00,0.9990885046396966,0.9998372537934167,1.0012030587223542
2022-01-13 10:00:00,0.9992152854447407,0.9999548966051632,1.0012618396484032
