date,S1_A,S1_C,S2_A,S2_C,S3_A,S3_B,S4_A,S4_D,S5_A,S5_C,S6_A,S6_D
2025-08-18,1.1779703594141238,1.19892324613116,1.202471963105459,1.2269776758711592,2.0013178599592303,1.5865587252262825,1.8674765825202868,2.003244532369993,1.0685101461072821,1.0572475798745837,1.1582836784105195,1.1724325830713593
2025-08-19,1.1789244890741473,1.19985908471265,1.2034459385167895,1.2279715003620553,1.9926679569732257,1.5852050051932212,1.8637947096308154,1.9999229113676005,1.0685101461072821,1.0572475798745837,1.1582836784105195,1.1724325830713593
2025-08-20,1.180227550844496,1.2011852854299856,1.2055160049891853,1.2293287736497245,1.96517537152907,1.5765702452666421,1.8546719015721997,1.9924031200475165,1.0685101461072821,1.0572475798745837,1.1582836784105195,1.1724325830713593
2025-08-21,1.180192838269471,1.2011499564510024,1.203705739043785,1.2274465924755984,1.9692207162429716,1.5778538275523168,1.8592087508835693,1.995720298958126,1.0685101461072821,1.0572475798745837,1.1582836784105195,1.1724325830713593
2025-08-22,1.180192838269471,1.2011499564510024,1.2039142718582658,1.2276592382113887,1.97084789837955,1.5776662105225785,1.8584805130333268,1.9951171969795933,1.0685101461072821,1.0572475798745837,1.1582836784105195,1.1724325830713593
2025-08-23,1.180192838269471,1.2011499564510024,1.2042905418084227,1.2278236795555846,1.9691600596020886,1.5774084848265055,1.858716568482302,1.9956965273752687,1.0685101461072821,1.0572475798745837,1.1582836784105195,1.1724325830713593
2025-08-24,1.180192838269471,1.2011499564510024,1.2050389899615952,1.228293867411178,1.9662904026472305,1.5773620904593049,1.857104907053289,1.9947303332063835,1.0685101461072821,1.0572475798745837,1.1582836784105195,1.1724325830713593
2025-08-25,1.180192838269471,1.2011499564510024,1.2051749360808246,1.228468563312785,1.9730595805901363,1.5773620904593049,1.8588733133527378,1.9969134951538308,1.0685101461072821,1.0572475798745837,1.1582836784105195,1.1724325830713593
2025-08-26,1.180192838269471,1.2011499564510024,1.2051086613843103,1.2284010076586027,1.9724132318052472,1.5773620904593049,1.8607489110586364,1.9988185612001026,1.0685101461072821,1.0572475798745837,1.1582836784105195,1.1724325830713593
2025-08-27,1.180192838269471,1.2011499564510024,1.2050732170119167,1.228364878217201,1.9655013830135613,1.5773620904593049,1.8597852904928573,1.998978646578669,1.0685101461072821,1.0572475798745837,1.1582836784105195,1.1724325830713593
2025-08-28,1.180192838269471,1.2011499564510024,1.2050732170119167,1.228364878217201,1.9635315355601366,1.5773620904593049,1.861218880822233,2.0012333933672073,1.0685101461072821,1.0572475798745837,1.1582836784105195,1.1724325830713593
2025-08-29,1.180192838269471,1.2011499564510024,1.2050732170119167,1.228364878217201,1.9630581003864678,1.5776029295261567,1.8608995394556693,2.0006469484020264,1.0685101461072821,1.0572475798745837,1.1581044285605389,1.1722511436117993
2025-08-30,1.1801070930943842,1.2010626886673135,1.2049856641895011,1.228364878217201,1.9659238649806168,1.5780307893606702,1.8608112222581734,2.000401192461438,1.0685101461072821,1.0572475798745837,1.157699617244963,1.1718413873619067
2025-08-31,1.177885317965467,1.1988014606604938,1.2027170504382032,1.228364878217201,1.967687043117402,1.579770910831447,1.8593688987230423,2.0001750118054327,1.0685101461072821,1.0572475798745837,1.1567409507079143,1.170871010324497
2025-09-01,1.1781828019098775,1.199104227136689,1.2030208058265395,1.228638982781802,1.9638249676884494,1.5802406956706938,1.8586689032074863,2.0002797797959775,1.0685101461072821,1.0572475798745837,1.1573111913356924,1.1714482166726998
2025-09-02,1.1781481494745272,1.1990689593653026,1.2029854228616623,1.228602846341132,1.9656232341250235,1.5788106131641393,1.8584249736872986,2.0000760971891767,1.0685101461072821,1.0572475798745837,1.1555718744731756,1.169687653349647
2025-09-03,1.1780623096003564,1.1989815952009233,1.2028977733437527,1.2285133303377478,1.9641166243847803,1.5780596119613663,1.8593818854517794,2.0011059457837423,1.0685101461072821,1.0572475798745837,1.1555718744731756,1.169687653349647
2025-09-04,1.177869042934644,1.1989463310363586,1.2027004323033403,1.2283117869446667,1.9606967172273915,1.578354223623405,1.8580418989271934,1.9996638240643692,1.0685101461072821,1.0572475798745837,1.1575777548785313,1.1717180363972703
2025-09-05,1.1779479795607166,1.1989463310363586,1.2027810330414883,1.2283941040654096,1.9601058209043696,1.5780280279413397,1.8582989983706797,1.9999405199002507,1.0685101461072821,1.0572475798745837,1.1574963798860758,1.1716356673762953
2025-09-06,1.1780843436692046,1.1990033564501754,1.2027508998390193,1.228363329180179,1.961819197828566,1.577871329758165,1.858302159665211,1.9999439221520057,1.0685101461072821,1.0572475798745837,1.15741232726513,1.1715505880185126
2025-09-07,1.1801038304039289,1.2010234380104188,1.2037361169661103,1.2291157826467685,1.9553714678508358,1.5761330733766947,1.8588489650756925,2.000532405651099,1.0685101461072821,1.0572475798745837,1.1576173730713666,1.171758138542391
2025-09-08,1.1814074237700398,1.2023501400734045,1.2038724365409563,1.229472725100142,1.9516649462116735,1.5760867165215955,1.8594109235472898,2.0011371971937058,1.0685101461072821,1.0572475798745837,1.157412290939456,1.1715505512491058
2025-09-09,1.1813379292157005,1.2022794135945767,1.2024307355637753,1.228589075570281,1.9462474319952285,1.5760867165215955,1.858606765511074,2.0002717453786634,1.0685101461072821,1.0572475798745837,1.1568580865313547,1.1709895770095038
2025-09-10,1.1813379292157005,1.2022794135945767,1.2010321657412508,1.2271239455172918,1.9383223868674868,1.5760867165215955,1.8591927984371148,2.000902446356177,1.0685101461072821,1.0572475798745837,1.1568240612935157,1.1709551361395918
2025-09-11,1.1813379292157005,1.2022794135945767,1.199925521280436,1.2259932597989773,1.934223050515104,1.5760867165215955,1.857820925224933,1.9994260075120438,1.0685101461072821,1.0572475798745837,1.1568240612935157,1.1709551361395918
2025-09-12,1.1813379292157005,1.2022794135945767,1.1997987667950762,1.2258637516403923,1.9332900586844575,1.576206851413788,1.858152270865454,1.9997826086688824,1.0685101461072821,1.0572475798745837,1.1568240612935157,1.1709551361395918
2025-09-13,1.1813379292157005,1.2022794135945767,1.199763478596053,1.2258276968241677,1.9324071615059986,1.5759774484142721,1.8579915559964546,1.9996096439420306,1.0685101461072821,1.0572475798745837,1.1570434767937061,1.1711772318890605
2025-09-14,1.1813379292157005,1.2022794135945767,1.199763478596053,1.2258276968241677,1.9337083455947783,1.5781617030973143,1.8622629692900696,2.004206628889357,1.0685101461072821,1.0572475798745837,1.156709033376739,1.170838703110183
2025-09-15,1.1813379292157005,1.2022794135945767,1.199763478596053,1.2258276968241677,1.9313006125352465,1.5756419609206371,1.8619945197012513,2.0039177177880223,1.0685101461072821,1.0572475798745837,1.1565558980286443,1.1706836971517356
2025-09-16,1.1813379292157005,1.2022794135945767,1.199763478596053,1.2258276968241677,1.9335555718650224,1.5770151857199277,1.8630450734386301,2.005048345846025,1.0685101461072821,1.0572475798745837,1.1565218816787024,1.17064926527829
2025-09-17,1.1813379292157005,1.2022794135945767,1.199763478596053,1.2258276968241677,1.938523431173331,1.579143574580343,1.8673691155731895,2.0097019710603976,1.0685101461072821,1.0572475798745837,1.1565218816787024,1.17064926527829
2025-09-18,1.1813379292157005,1.2022794135945767,1.199763478596053,1.2258276968241677,1.9394551357079004,1.579665657095351,1.8711731749397156,2.013795979868395,1.0685101461072821,1.0572475798745837,1.1565218816787024,1.17064926527829
2025-09-19,1.182425382745158,1.203386144327057,1.2005702687218969,1.2266520140328738,1.9415014764978489,1.579702694679719,1.867653382625193,2.010007905248746,1.0685101461072821,1.0572475798745837,1.1565218816787024,1.17064926527829
2025-09-22,1.1794518047861995,1.2017906340997269,1.1975157488892845,1.2250617347389212,1.955074725743148,1.5843548661490487,1.8738299892136832,2.016655299345517,1.0685101461072821,1.0572475798745837,1.1565218816787024,1.17064926527829
2025-09-23,1.1825226060788758,1.2048842496171144,1.2006335811693039,1.2282152540665077,1.9330632604835665,1.5820584267162028,1.8626364607540693,2.004608588269061,1.0685101461072821,1.0572475798745837,1.1565218816787024,1.17064926527829
2025-09-24,1.1820081677047412,1.2048246737610144,1.199389375889219,1.2269424661583914,1.9507812077730389,1.5844599895467129,1.8601544757567445,2.001937423741562,1.0685101461072821,1.0572475798745837,1.1565218816787024,1.17064926527829
2025-09-25,1.1843452620658839,1.2068955405846826,1.2029604434611767,1.2305955704309783,1.9443796194056346,1.5847280270509327,1.8528344735525513,1.994059483201982,1.0685101461072821,1.0572475798745837,1.1565218816787024,1.17064926527829
2025-09-26,1.184293919305426,1.206807723315457,1.2028344022192774,1.230506028677875,1.9461025193176047,1.584795241891911,1.8527946299820515,1.9940166027122601,1.0685101461072821,1.0572475798745837,1.1565218816787024,1.17064926527829
2025-09-27,1.1839504893949842,1.2064577646932073,1.202479909232202,1.2301491978537542,1.9491876493118567,1.5849283460475798,1.8535468776803743,1.9944828202152876,1.0685101461072821,1.0572475798745837,1.1565218816787024,1.17064926527829
2025-09-28,1.1830993794244655,1.2055904748514972,1.200144910402198,1.2292648768818073,1.9703506205591979,1.5892088767059778,1.8624909075517362,1.997720308138393,1.0685101461072821,1.0572475798745837,1.1565218816787024,1.17064926527829
2025-09-29,1.1825138614537658,1.2049938259979804,1.199429192689398,1.2286565115249475,1.9726865813276997,1.5874585912265013,1.8646837276554853,2.0000135852904726,1.069589050971505,1.0572475798745837,1.1565218816787024,1.17064926527829
2025-09-30,1.1824790816343114,1.2049583850030983,1.1993586380310046,1.2286203745687263,1.9850572466610314,1.5829659470786515,1.87615177060196,2.0123139241358605,1.0722644889359336,1.0572475798745837,1.1565218816787024,1.17064926527829
2025-10-01,1.1824790816343114,1.2049583850030983,1.1993586380310046,1.2286203745687263,1.990320606099981,1.5834966531732253,1.8767888565623216,2.011388810157802,1.0722329517450826,1.0572475798745837,1.1565218816787024,1.17064926527829
2025-10-02,1.1824790816343114,1.2049583850030983,1.1993586380310046,1.2286203745687263,2.012734504431099,1.5854440606440134,1.8835513187301887,2.0169196750484986,1.0736305336028262,1.0586256293314404,1.1565218816787024,1.17064926527829
2025-10-03,1.1824790816343114,1.2049583850030983,1.1993586380310046,1.2286203745687263,2.0300189697283955,1.5889519675418866,1.8874752946011866,2.0203365540935017,1.0733017241471525,1.0583014152689225,1.1565218816787024,1.17064926527829
2025-10-04,1.182896827844271,1.205384072701352,1.2005437024305856,1.2298343519565837,2.01634730663679,1.5848072695208626,1.8839726356391018,2.017458301825078,1.073527308809472,1.0582702887567088,1.1565218816787024,1.17064926527829
2025-10-05,1.1842141769004981,1.2067264649820535,1.2036328051886596,1.2329988220886678,1.9803510024562228,1.5776877764317032,1.8723105424806548,2.00902132087535,1.0746250889946474,1.0593213416420963,1.1565218816787024,1.17064926527829
2025-10-06,1.1841793470717659,1.206690973027201,1.2043079794706335,1.232926292746192,1.9659760690417012,1.5767668513069995,1.8679844324037196,2.006815240561996,1.075240643095477,1.0592901851320482,1.1565218816787024,1.17064926527829
2025-10-07,1.1841793470717659,1.206690973027201,1.2021398631067761,1.232926292746192,2.0152220452945375,1.5812708691225794,1.882602672026178,2.0171031836146556,1.0752090183706802,1.0592901851320482,1.1565218816787024,1.17064926527829
2025-10-08,1.1841793470717659,1.206690973027201,1.2023494922561047,1.232926292746192,1.9855183255159237,1.5781921310197604,1.8737239999972748,2.01038458666739,1.0752090183706802,1.0592901851320482,1.1565218816787024,1.17064926527829
2025-10-09,1.1841793470717659,1.206690973027201,1.2023141290357442,1.232926292746192,2.0179468888279053,1.5800558125371917,1.8862046055245625,2.012088486941241,1.0752090183706802,1.0592901851320482,1.1565218816787024,1.17064926527829
2025-10-10,1.1841793470717659,1.206690973027201,1.2023141290357442,1.232926292746192,2.0147522782952296,1.5801492904979508,1.885554559502764,2.0120095029994767,1.0753067352636974,1.0593864552934085,1.1565218816787024,1.17064926527829
2025-10-11,1.1841793470717659,1.206690973027201,1.2024184623196439,1.2330332824636225,2.008510856617242,1.5797551687324152,1.883012114336672,2.011970032107168,1.0754818628812692,1.059355296868253,1.1565218816787024,1.17064926527829
2025-10-12,1.1841793470717659,1.206690973027201,1.202265219745061,1.232876138174282,2.0142861181010665,1.5817319033653015,1.8851097266957544,2.016874361733449,1.075509474929144,1.0593513373720433,1.1565218816787024,1.17064926527829
2025-10-13,1.1841793470717659,1.206690973027201,1.2020619124531131,1.2328398771113946,2.032258306359515,1.5848922772122374,1.8847325295460995,2.0167557220651116,1.073840454407612,1.0593201799797678,1.1565218816787024,1.17064926527829
2025-10-14,1.18372883718439,1.206690973027201,1.2016399540741751,1.2328398771113946,2.025549800172193,1.584845662733496,1.8833547058083706,2.0167557220651116,1.0744132958613575,1.0598541191001554,1.1565218816787024,1.17064926527829
2025-10-15,1.188779819273633,1.2118044438552282,1.2067673630677622,1.2380641564738422,1.9279793594068697,1.584845662733496,1.8715466501036322,2.0167557220651116,1.076402005799637,1.0618158803962041,1.1565218816787024,1.17064926527829
2025-10-16,1.189134690328871,1.211768802548056,1.206731869910025,1.2380277428221813,1.9184005092409873,1.5836667864744174,1.872901143459802,2.017282453579293,1.0761745873829176,1.0615915436845795,1.1565218816787024,1.17064926527829
2025-10-17,1.1909642544914063,1.211768802548056,1.206731869910025,1.2380277428221813,1.9067541073880285,1.5850332868976,1.8847003909175215,2.023898574001309,1.0765017425583505,1.0619142656404628,1.1565218816787024,1.17064926527829
