feature,importance
rv_annualized,0.10548171
rv,0.07441951
bv,0.026734738
bv_annualized,0.025465393
rv_w,0.018469509
rv_2w,0.012811201
rv_m,0.008785531
m2_ru,0.008554673
close_MOEXFN,0.0069653657
rv_q,0.006878195
idx_MOEXCN_rv_annualized_ma5,0.0053923875
m2_ru_lag1,0.0053026103
si_fut_diff22,0.0052854586
rv_MOEXCN,0.005284166
idx_MOEXFN_rv_annualized_vol22,0.0052524474
fed_rate,0.005131145
idx_MOEXFN_rv_annualized_ma22,0.0050382335
close_RVI,0.004751597
yahoo_dxy_ma5,0.004751329
idx_MOEXMM_rv_annualized_ma5,0.0047278297
yahoo_sp500_ma22,0.004718574
close_MOEXEU,0.004699195
sp500,0.004641067
idx_MOEXOG_rv_annualized_ma22,0.0046204026
idx_IMOEX_rv_annualized_ma5,0.0046120062
dxy,0.0044260183
m2_ru_diff1,0.004418647
yahoo_brent_ret22,0.0043529463
yahoo_eem_ret5,0.0042139916
rv_MOEXMM,0.004192658
rv_evening,0.004175344
cpi_us,0.0041588345
idx_CNYRUB_TOM_rv_annualized_ma22,0.0041444823
yahoo_sp500_ma5,0.004123062
yahoo_eem_ma5,0.004113345
yahoo_brent_ma5,0.004042256
idx_RGBI_rv_annualized_ma22,0.0039830212
idx_RGBI_rv_annualized_ma5,0.00397974
idx_MOEXCN_rv_annualized_vol22,0.003944638
vix,0.0038961386
yahoo_tbill_3m_ma22,0.0038490584
pmi_ru_lag1,0.003825767
yahoo_vix_lag1,0.0038183506
rv_d,0.0038056439
si_fut_diff1,0.003804843
idx_MOEXOG_rv_annualized_vol22,0.0038013805
idx_MOEXFN_rv_annualized_ma5,0.0037301509
wti,0.0037248055
idx_MOEXEU_rv_annualized_vol22,0.0037227306
brent,0.0037158965
yahoo_gold_ma22,0.003702426
yahoo_wti_vol22,0.0036871533
yahoo_dxy_vol22,0.0036668144
yahoo_brent_vol22,0.003637156
yahoo_vix_ma22,0.0036010174
yahoo_gold_vol22,0.0035916022
yahoo_vix_vol22,0.003562973
idx_MOEXMM_rv_annualized_vol22,0.003556166
close_IMOEX,0.0035455287
idx_MOEXCH_rv_annualized_ret5,0.0035235023
rv_MOEXFN,0.0035217062
yahoo_sp500_ret5,0.003518114
yahoo_eem_ma22,0.003505274
idx_RGBI_rv_annualized_lag1,0.0034993975
key_rate_cbr_lag1,0.003464257
yahoo_gold_ma5,0.0034612238
yahoo_brent_ret5,0.0034346725
idx_RVI_rv_annualized_ma22,0.0034216968
yahoo_brent_ma22,0.0034119512
yahoo_wti_ret22,0.0034107221
rsv_pos,0.003405527
yahoo_dxy_ret22,0.0034024909
yahoo_eem_lag1,0.0034000874
idx_IMOEX_rv_annualized_vol22,0.0033921923
idx_CNYRUB_TOM_rv_annualized_ret1,0.0033896223
idx_MOEXCN_rv_annualized_ret5,0.0033689153
yahoo_sp500_lag1,0.0033676706
idx_IMOEX_rv_annualized_ret5,0.0033602973
yahoo_vix_ret5,0.0033573504
idx_RVI_rv_annualized_lag1,0.003350349
fed_rate_diff22,0.0033502758
idx_MOEXOG_rv_annualized_ma5,0.0033320459
idx_MOEXEU_rv_annualized_ret22,0.0033265213
idx_CNYRUB_TOM_rv_annualized_vol22,0.0033240337
idx_MOEXCN_rv_annualized_ma22,0.003313316
idx_RVI_rv_annualized_vol22,0.0033008067
idx_MOEXCN_rv_annualized_ret1,0.0032953015
idx_MOEXMM_rv_annualized_ret5,0.0032937978
cpi_ru_lag1,0.0032672982
idx_MOEXCH_rv_annualized_ma22,0.0032630325
idx_MOEXTL_rv_annualized_lag1,0.0032628211
yahoo_gold_ret5,0.003255674
yahoo_wti_ret5,0.003249788
fed_rate_diff1,0.0032477404
idx_MOEXCH_rv_annualized_vol22,0.0032362237
rv_IMOEX,0.0032325503
idx_CNYRUB_TOM_rv_annualized_ret5,0.0032269151
yahoo_eem_ret22,0.0032251298
yahoo_dxy_ma22,0.0032249491
idx_MOEXOG_rv_annualized_lag1,0.0031823888
yahoo_treasury_5y_ma5,0.0031808338
idx_MOEXOG_rv_annualized_ret5,0.0031596133
idx_CNYRUB_TOM_rv_annualized_ma5,0.0031551092
yahoo_eem_ret1,0.0031452593
yahoo_gold_ret1,0.0031416742
rv_RVI,0.0031393783
yahoo_treasury_10y_ma22,0.0031338558
yahoo_treasury_10y_ret5,0.003123296
treasury_5y,0.0031229213
yahoo_treasury_10y_ret1,0.0031218557
idx_CNYRUB_TOM_rv_annualized_lag1,0.0031095233
yahoo_wti_ma5,0.003109079
close_MOEXTL,0.003103622
close_MOEXCH,0.0031023882
yahoo_treasury_10y_lag1,0.0030955141
close_MOEXCN,0.0030918177
idx_MOEXCH_rv_annualized_ret22,0.0030882095
rv_RGBI,0.0030696015
yahoo_vix_ret22,0.003067067
yahoo_tbill_3m_ret5,0.003065658
pmi_ru_diff1,0.003061859
close_RGBI,0.0030615567
idx_MOEXFN_rv_annualized_ret1,0.0030558666
idx_MOEXOG_rv_annualized_ret1,0.0030554577
idx_MOEXFN_rv_annualized_lag1,0.0030493317
yahoo_tbill_3m_vol22,0.0030403927
m2_ru_diff22,0.0030402408
idx_RVI_rv_annualized_ret1,0.0030372955
idx_RGBI_rv_annualized_ret22,0.0030366015
idx_RGBI_rv_annualized_ret5,0.003035767
yahoo_dxy_lag1,0.0030297954
idx_MOEXEU_rv_annualized_ret1,0.0030029458
yahoo_wti_ma22,0.0029995935
rv_MOEXOG,0.002999265
fed_rate_lag1,0.002999251
idx_RVI_rv_annualized_ret22,0.002993694
rv_MOEXEU,0.0029929588
idx_MOEXTL_rv_annualized_ma5,0.0029850614
idx_MOEXCN_rv_annualized_lag1,0.002982248
si_fut_lag1,0.0029791389
yahoo_sp500_ret1,0.002977595
cpi_ru_diff22,0.0029759747
idx_CNYRUB_TOM_rv_annualized_ret22,0.0029756026
idx_MOEXTL_rv_annualized_ret1,0.0029722466
yahoo_sp500_vol22,0.002971761
yahoo_vix_ret1,0.0029652352
idx_RGBI_rv_annualized_ret1,0.002965075
rv_midday,0.0029486313
unemp_us_diff22,0.0029435041
idx_MOEXCH_rv_annualized_ma5,0.0029398007
yahoo_brent_ret1,0.0029350934
rv_MOEXCH,0.0029332263
yahoo_treasury_10y_ma5,0.002923738
idx_IMOEX_rv_annualized_lag1,0.0029174078
si_fut,0.0029103868
close_MOEXOG,0.002907821
idx_IMOEX_rv_annualized_ma22,0.0029023218
idx_RVI_rv_annualized_ma5,0.0028995664
yahoo_brent_lag1,0.0028953266
idx_MOEXEU_rv_annualized_ma22,0.0028938889
idx_MOEXOG_rv_annualized_ret22,0.0028858867
key_rate_cbr,0.002884352
idx_MOEXFN_rv_annualized_ret22,0.0028816944
yahoo_dxy_ret1,0.0028790194
yahoo_treasury_5y_ret5,0.0028699154
rv_MOEXTL,0.002863682
pmi_ru_diff22,0.0028627848
yahoo_treasury_5y_ret1,0.0028440077
rsv_neg,0.0028423644
idx_MOEXTL_rv_annualized_vol22,0.0028341203
idx_RGBI_rv_annualized_vol22,0.0028339888
idx_MOEXFN_rv_annualized_ret5,0.0028323666
yahoo_gold_lag1,0.002830714
close_MOEXMM,0.0028278842
yahoo_gold_ret22,0.002827071
yahoo_vix_ma5,0.0028262977
idx_MOEXCH_rv_annualized_ret1,0.002820684
idx_RVI_rv_annualized_ret5,0.0028144757
yahoo_treasury_5y_ret22,0.002814198
key_rate_cbr_diff22,0.0027757743
idx_MOEXTL_rv_annualized_ma22,0.0027724546
rv_CNYRUB_TOM,0.0027630043
yahoo_wti_lag1,0.0027592143
yahoo_tbill_3m_ret22,0.0027527006
idx_MOEXCH_rv_annualized_lag1,0.0027453885
yahoo_treasury_5y_lag1,0.00273698
yahoo_treasury_5y_vol22,0.002719063
yahoo_tbill_3m_ret1,0.0027116302
idx_MOEXMM_rv_annualized_ret1,0.0027054052
