feature,importance
yahoo_treasury_10y_vol22,0.0026880838
yahoo_sp500_ret22,0.0026879245
idx_MOEXEU_rv_annualized_ma5,0.0026865671
idx_MOEXMM_rv_annualized_ma22,0.0026767992
yahoo_tbill_3m_ma5,0.0026752604
pmi_ru,0.0026485957
yahoo_treasury_10y_ret22,0.0026465985
idx_MOEXEU_rv_annualized_ret5,0.0026410944
cpi_us_diff22,0.0026171296
eem,0.0026096338
close_CNYRUB_TOM,0.0026035055
gold,0.0025921857
idx_MOEXMM_rv_annualized_lag1,0.0025918868
yahoo_wti_ret1,0.0025880807
idx_IMOEX_rv_annualized_ret22,0.0025866327
idx_MOEXTL_rv_annualized_ret22,0.0025832835
yahoo_eem_vol22,0.0025738196
yahoo_treasury_5y_ma22,0.002547298
cpi_ru,0.002522404
idx_MOEXTL_rv_annualized_ret5,0.0025084226
idx_MOEXCN_rv_annualized_ret22,0.0024984002
cpi_us_diff1,0.0024978726
idx_IMOEX_rv_annualized_ret1,0.0024746803
idx_MOEXEU_rv_annualized_lag1,0.002460113
treasury_10y,0.0024242988
idx_MOEXMM_rv_annualized_ret22,0.0024206298
yahoo_dxy_ret5,0.0023658716
close,0.002315226
key_rate_cbr_diff1,0.002284558
tbill_3m,0.0022657416
rkurt,0.002225118
volume,0.0021788748
jump_annualized,0.0021062111
rv_morning,0.002063265
rskew,0.0019945798
jump,0.0019786211
yahoo_tbill_3m_lag1,0.0019079036
jump_lag1,0.0017700632
jump_lag22,0.0017633763
jump_lag5,0.0016314603
cpi_us_lag1,0.0014363835
unemp_us,0.0009592193
unemp_us_diff1,0.0
unemp_us_lag1,0.0
cpi_ru_diff1,0.0
