feature,importance
pmi_ru_diff22,0.0027109738
yahoo_treasury_10y_ma5,0.0027057328
cpi_ru_diff1,0.0027036753
yahoo_treasury_10y_ret22,0.0026980191
yahoo_treasury_10y_vol22,0.002696557
yahoo_vix_vol22,0.0026506658
close_CNYRUB_TOM,0.0026486043
yahoo_wti_ret5,0.002646329
wti,0.0025921674
idx_MOEXEU_rv_annualized_ma22,0.0025498425
rv_RVI,0.0025069907
yahoo_eem_lag1,0.0025044163
idx_IMOEX_rv_annualized_vol22,0.0024777811
idx_MOEXTL_rv_annualized_ma22,0.0024391427
vix,0.002430378
idx_MOEXEU_rv_annualized_ma5,0.002429353
yahoo_vix_ret5,0.0024266434
idx_MOEXCN_rv_annualized_ma5,0.0023817627
idx_MOEXTL_rv_annualized_ma5,0.0023573786
yahoo_vix_ma5,0.0023326117
close_MOEXCN,0.0023122085
idx_MOEXCH_rv_annualized_vol22,0.0023095135
idx_MOEXCN_rv_annualized_vol22,0.0022980797
yahoo_tbill_3m_ret22,0.0022894712
yahoo_eem_ret5,0.0022835133
yahoo_dxy_ret5,0.002283411
close_RVI,0.0022365735
idx_MOEXTL_rv_annualized_vol22,0.0022265082
treasury_5y,0.002225673
treasury_10y,0.0022244446
yahoo_vix_ret22,0.002214465
tbill_3m,0.0022014473
fed_rate_diff1,0.0021891028
yahoo_tbill_3m_ret5,0.0021883796
yahoo_gold_ret5,0.0021752734
idx_MOEXOG_rv_annualized_ma5,0.002172863
yahoo_treasury_5y_lag1,0.0021576204
yahoo_vix_lag1,0.002156841
yahoo_gold_lag1,0.002153048
idx_MOEXEU_rv_annualized_lag1,0.002151629
close_MOEXTL,0.0021497826
rv_MOEXFN,0.0020985594
yahoo_sp500_ret5,0.0020883272
yahoo_brent_ret1,0.0020823912
idx_RGBI_rv_annualized_lag1,0.002065501
yahoo_tbill_3m_lag1,0.0020549016
idx_MOEXCN_rv_annualized_ret5,0.0020414402
yahoo_treasury_10y_lag1,0.0020197805
idx_MOEXFN_rv_annualized_ret5,0.0020189215
yahoo_treasury_5y_ret5,0.0020148102
close,0.002004282
rv_MOEXEU,0.0019977149
key_rate_cbr_diff1,0.0019829478
idx_CNYRUB_TOM_rv_annualized_ret5,0.0019689596
idx_IMOEX_rv_annualized_ma5,0.0019629272
rsv_neg,0.0019625758
idx_RVI_rv_annualized_lag1,0.0019441259
idx_MOEXOG_rv_annualized_ret1,0.0019061448
idx_MOEXTL_rv_annualized_ret1,0.0018945002
yahoo_vix_ret1,0.0018817299
idx_MOEXOG_rv_annualized_lag1,0.0018675044
idx_CNYRUB_TOM_rv_annualized_ret22,0.0018510021
idx_IMOEX_rv_annualized_ret22,0.0018133823
yahoo_gold_ret1,0.001813316
idx_RGBI_rv_annualized_ret22,0.0018127762
rv_MOEXCN,0.001778733
close_MOEXMM,0.0017505954
yahoo_eem_ret1,0.0017183031
rv_RGBI,0.0017069683
idx_RVI_rv_annualized_ret5,0.0016977892
idx_IMOEX_rv_annualized_ret1,0.0016949363
idx_MOEXOG_rv_annualized_ret22,0.0016909573
idx_MOEXEU_rv_annualized_ret22,0.0016699571
idx_MOEXOG_rv_annualized_ret5,0.0016615767
yahoo_treasury_10y_ret5,0.0016411437
idx_MOEXCN_rv_annualized_lag1,0.0016404912
idx_MOEXCH_rv_annualized_lag1,0.0016399253
idx_MOEXTL_rv_annualized_lag1,0.0016264541
rsv_pos,0.0016107614
idx_IMOEX_rv_annualized_ret5,0.0016072568
idx_CNYRUB_TOM_rv_annualized_lag1,0.0016024234
idx_MOEXFN_rv_annualized_ret22,0.0015964991
yahoo_dxy_ret1,0.0015877131
idx_MOEXCH_rv_annualized_ret22,0.0015842974
rv_CNYRUB_TOM,0.0015811544
yahoo_treasury_10y_ret1,0.0015696458
idx_RGBI_rv_annualized_ret1,0.0015681541
idx_RVI_rv_annualized_ret22,0.0015640396
idx_MOEXTL_rv_annualized_ret22,0.0015288597
idx_RGBI_rv_annualized_ret5,0.0015286291
yahoo_wti_ret1,0.0015233866
idx_RVI_rv_annualized_ret1,0.0015187473
idx_MOEXEU_rv_annualized_ret5,0.0015067043
yahoo_sp500_ret1,0.001492197
rv_IMOEX,0.0014446954
rv_MOEXOG,0.001442456
si_fut_diff1,0.0014369389
yahoo_treasury_5y_ret1,0.0014348257
idx_MOEXCH_rv_annualized_ret5,0.0014340816
rv_MOEXCH,0.0014318194
idx_MOEXCN_rv_annualized_ret22,0.0014293088
idx_MOEXCH_rv_annualized_ret1,0.0014259372
idx_MOEXMM_rv_annualized_lag1,0.0014252228
idx_MOEXFN_rv_annualized_lag1,0.0014138712
pmi_ru_diff1,0.0014080248
idx_MOEXTL_rv_annualized_ret5,0.0013915721
idx_CNYRUB_TOM_rv_annualized_ret1,0.0013878257
idx_MOEXCN_rv_annualized_ret1,0.0013666662
rv_MOEXTL,0.001359977
yahoo_tbill_3m_ret1,0.0013560822
idx_MOEXFN_rv_annualized_ret1,0.0013422593
rv_evening,0.0013236201
volume,0.0012904959
idx_MOEXMM_rv_annualized_ret1,0.0012819781
rv_midday,0.0012789591
idx_MOEXMM_rv_annualized_ret22,0.0012317954
idx_MOEXMM_rv_annualized_ret5,0.001206589
idx_MOEXEU_rv_annualized_ret1,0.0012048156
idx_IMOEX_rv_annualized_lag1,0.0011928657
rv_MOEXMM,0.0010663087
rv_morning,0.0009963183
rkurt,0.0009638909
jump_annualized,0.00093662133
jump,0.0008729268
rskew,0.0008615307
jump_lag5,0.0008563864
jump_lag22,0.0007810812
jump_lag1,0.00074098585
