time,open,high,low,close,Volume
2015-06-03T23:00:00+03:00,54516,54575,54504,54534,22448
2015-06-04T07:00:00+03:00,54595,55326,54595,55158,524641
2015-06-04T11:00:00+03:00,55158,55482,54970,55261,1352560
2015-06-04T15:00:00+03:00,55261,56297,54815,56199,1711303
2015-06-04T19:00:00+03:00,56235,56890,56119,56742,386392
2015-06-04T23:00:00+03:00,56741,56749,56422,56663,107099
2015-06-05T07:00:00+03:00,56656,56926,56024,56329,834167
2015-06-05T11:00:00+03:00,56327,56532,55707,56120,1470247
2015-06-05T15:00:00+03:00,56120,57390,55985,56508,2120814
2015-06-05T19:00:00+03:00,56598,56968,56350,56425,385351
2015-06-05T23:00:00+03:00,56423,56499,56218,56362,76120
2015-06-08T07:00:00+03:00,56351,56456,55744,56194,634738
2015-06-08T11:00:00+03:00,56197,56545,55946,55985,1081114
2015-06-08T15:00:00+03:00,55986,56434,55767,56264,1135985
2015-06-08T19:00:00+03:00,56287,56456,56167,56188,311272
2015-06-08T23:00:00+03:00,56187,56189,56052,56108,54791
2015-06-09T07:00:00+03:00,56085,56236,55605,56203,615614
2015-06-09T11:00:00+03:00,56203,56244,55812,55984,906164
2015-06-09T15:00:00+03:00,55986,56078,55650,55685,940649
2015-06-09T19:00:00+03:00,55661,55815,55630,55721,166917
2015-06-09T23:00:00+03:00,55720,55744,55625,55630,40683
2015-06-10T07:00:00+03:00,55620,55620,54804,54852,798543
2015-06-10T11:00:00+03:00,54851,54924,54100,54542,1517144
2015-06-10T15:00:00+03:00,54543,54619,53874,54396,1178792
2015-06-10T19:00:00+03:00,54406,54579,54295,54429,314787
2015-06-10T23:00:00+03:00,54430,54476,54394,54436,40395
2015-06-11T07:00:00+03:00,54414,54730,54200,54704,797450
2015-06-11T11:00:00+03:00,54704,54952,54453,54770,1069205
2015-06-11T15:00:00+03:00,54769,54990,54550,54785,949215
2015-06-11T19:00:00+03:00,56496,56583,56249,56334,41141
2015-06-11T23:00:00+03:00,56338,56566,56327,56550,13708
2015-06-15T07:00:00+03:00,56569,57501,56559,56817,381575
2015-06-15T11:00:00+03:00,56817,57111,56450,56460,1137929
2015-06-15T15:00:00+03:00,56459,56569,55938,56155,1169845
2015-06-15T19:00:00+03:00,56155,56278,56097,56119,17572
2015-06-15T23:00:00+03:00,56118,56129,56020,56036,28879
2015-06-16T07:00:00+03:00,56036,56036,55430,55609,512674
2015-06-16T11:00:00+03:00,55610,55970,55389,55794,842903
2015-06-16T15:00:00+03:00,55794,56087,55302,55329,965861
2015-06-16T19:00:00+03:00,55310,55510,55053,55339,292790
2015-06-16T23:00:00+03:00,55338,55389,55215,55346,36791
2015-06-17T07:00:00+03:00,55341,55645,55001,55569,520706
2015-06-17T11:00:00+03:00,55568,55890,55494,55641,1156348
2015-06-17T15:00:00+03:00,55640,55980,55585,55912,836791
2015-06-17T19:00:00+03:00,55877,56076,55235,55298,730110
2015-06-17T23:00:00+03:00,55298,55349,55127,55177,47768
2015-06-18T07:00:00+03:00,55200,55491,54531,54548,873541
2015-06-18T11:00:00+03:00,54548,55144,54521,54991,1265357
2015-06-18T15:00:00+03:00,54989,55222,54790,54830,845377
2015-06-18T19:00:00+03:00,54856,55073,54590,55018,340417
2015-06-18T23:00:00+03:00,55018,55095,54960,55086,36387
2015-06-19T07:00:00+03:00,55083,55553,54868,55538,669272
2015-06-19T11:00:00+03:00,55539,56181,55461,55996,1269673
2015-06-19T15:00:00+03:00,55995,56040,55639,55760,734544
2015-06-19T19:00:00+03:00,55749,55816,55513,55644,193563
2015-06-19T23:00:00+03:00,55642,55667,55470,55515,47610
2015-06-22T07:00:00+03:00,55495,55495,54818,55007,792922
2015-06-22T11:00:00+03:00,55007,55445,54938,55387,752518
2015-06-22T15:00:00+03:00,55391,55636,55253,55384,1018210
2015-06-22T19:00:00+03:00,55360,55495,55185,55477,255803
2015-06-22T23:00:00+03:00,55476,55490,55390,55482,38850
2015-06-23T07:00:00+03:00,55489,55986,55340,55951,660959
2015-06-23T11:00:00+03:00,55954,56092,55811,55865,718870
2015-06-23T15:00:00+03:00,55865,56219,55484,55643,1269674
2015-06-23T19:00:00+03:00,55611,55732,55257,55270,325232
2015-06-23T23:00:00+03:00,55268,55325,55227,55313,48122
2015-06-24T07:00:00+03:00,55313,55848,55062,55677,778234
2015-06-24T11:00:00+03:00,55677,55867,55436,55827,1024296
2015-06-24T15:00:00+03:00,55826,56250,55702,56209,1064384
2015-06-24T19:00:00+03:00,56193,56193,55750,56048,250465
2015-06-24T23:00:00+03:00,56047,56075,55930,55945,24816
2015-06-25T07:00:00+03:00,55945,56446,55880,56021,601621
2015-06-25T11:00:00+03:00,56021,56290,55984,56080,871218
2015-06-25T15:00:00+03:00,56080,56300,56051,56135,764406
2015-06-25T19:00:00+03:00,56150,56221,56080,56151,122896
2015-06-25T23:00:00+03:00,56150,56270,56126,56259,32778
2015-06-26T07:00:00+03:00,56272,56420,56163,56300,393681
2015-06-26T11:00:00+03:00,56302,56706,56295,56669,1250917
2015-06-26T15:00:00+03:00,56667,56800,56362,56400,910224
2015-06-26T19:00:00+03:00,56360,56592,56081,56216,370288
2015-06-26T23:00:00+03:00,56216,56284,56151,56190,48468
2015-06-29T07:00:00+03:00,56281,57180,56281,56967,557407
2015-06-29T11:00:00+03:00,56968,57133,56740,56945,878747
2015-06-29T15:00:00+03:00,56945,57061,56611,57033,1091469
2015-06-29T19:00:00+03:00,57031,57094,56917,57069,275627
2015-06-29T23:00:00+03:00,57072,57278,57050,57278,92386
2015-06-30T07:00:00+03:00,57246,57455,57165,57236,513401
2015-06-30T11:00:00+03:00,57236,57297,56934,57158,1064643
2015-06-30T15:00:00+03:00,57156,57350,56829,56920,1142997
2015-06-30T19:00:00+03:00,56900,56900,56368,56576,501607
2015-06-30T23:00:00+03:00,56578,56725,56574,56710,51131
2015-07-01T07:00:00+03:00,56726,57098,56726,56848,456532
2015-07-01T11:00:00+03:00,56846,56956,56611,56825,907037
2015-07-01T15:00:00+03:00,56828,57183,56738,56979,1171514
2015-07-01T19:00:00+03:00,56995,57339,56964,57263,340496
2015-07-01T23:00:00+03:00,57263,57346,57233,57325,43264
