strategy,timeframe,category,ticker,sharpe,annual_return,annual_vol,max_drawdown,calmar,win_rate,profit_factor,payoff_ratio,exposure,turnover,avg_trade_bars,n_trades,sl_exit_pct,tp_exit_pct,signal_exit_pct,trailing_exit_pct,max_hold_exit_pct,adx_breakout_exit_pct
S1_MA_Reversion,daily,Contrarian,AFLT,-0.6319446661725424,-0.10612053838227177,0.16792694687179663,-0.7495025935136393,-0.14158795353166526,0.4835443037974684,0.8003795035784944,0.8422841896297244,0.24780426599749059,16.441656210790466,7.596153846153846,52,57.1,19.8,23.1,0.0,0.0,0.0
S1_MA_Reversion,daily,Contrarian,ALRS,-0.8027462791432475,-0.1209236965112385,0.15063750484187552,-0.8807264253046324,-0.1372999526719236,0.47642679900744417,0.7677302101880494,0.8277091328589907,0.25282308657465496,17.232120451693852,7.327272727272727,55,61.0,19.5,19.5,0.0,0.0,0.0
S1_MA_Reversion,daily,Contrarian,HYDR,0.018447119712110258,0.002596664332300787,0.14076258911011003,-0.4459795845084524,0.005822383854549678,0.5342465753424658,1.0069762609896278,0.872712759524344,0.22898368883312423,16.12547051442911,7.1568627450980395,51,49.3,21.3,29.3,0.0,0.0,0.0
S1_MA_Reversion,daily,Contrarian,IRAO,-0.17147556302444605,-0.0245841294009283,0.14336812177385017,-0.4826456709366547,-0.05093618544887947,0.4789156626506024,0.9268804362605899,0.9968336767330873,0.20854271356783918,16.77889447236181,6.264150943396227,53,57.1,20.0,22.9,0.0,0.0,0.0
S1_MA_Reversion,daily,Contrarian,LKOH,-0.1857546477701186,-0.02357717224904949,0.12692641897298587,-0.3042204631300447,-0.07750028386148038,0.5,0.9318844904227161,0.9318844904227163,0.22710163111668757,16.915934755332497,6.703703703703703,54,48.1,24.1,27.8,0.0,0.0,0.0
S1_MA_Reversion,daily,Contrarian,LSRG,0.3319068541459188,0.0530044630455893,0.15969680162822592,-0.46429575421804453,0.11416099019655716,0.532608695652174,1.1321401112774967,0.9761820347239639,0.23232323232323232,17.81818181818182,6.456140350877193,57,48.1,28.4,23.5,0.0,0.0,0.0
S1_MA_Reversion,daily,Contrarian,MGNT,-0.10735987050870438,-0.017601783742035852,0.16395123856458788,-0.5145917955580158,-0.03420533303090994,0.5080091533180778,0.9639017249140819,0.9204827282963305,0.2741530740276035,17.548306148055207,7.803571428571429,56,47.1,17.6,35.3,0.0,0.0,0.0
S1_MA_Reversion,daily,Contrarian,MOEX,-0.3503676992175885,-0.05997689623468961,0.1711827213770703,-0.5071461903282481,-0.11826352515015409,0.5136476426799007,0.8695809167314937,0.8149695548111584,0.25282308657465496,18.654956085319952,6.830508474576271,59,58.7,23.9,17.4,0.0,0.0,0.0
S1_MA_Reversion,daily,Contrarian,MTLR,-0.6304939905840573,-0.15754278180250664,0.24987197999550653,-0.9832028686804907,-0.16023425767048183,0.4785100286532951,0.7805486269976393,0.8459838412369622,0.21922110552763818,16.93718592964824,6.462962962962963,54,58.0,25.0,17.0,0.0,0.0,0.0
S1_MA_Reversion,daily,Contrarian,MTSS,-0.8317676120542051,-0.10632362977467018,0.1278285283458972,-0.8219896943100238,-0.12934910317083476,0.44327176781002636,0.7094611281675812,0.8783804443979577,0.2379158819836786,15.977401129943503,7.431372549019608,51,60.2,16.9,22.9,0.0,0.0,0.0
S1_MA_Reversion,daily,Contrarian,NVTK,-0.37296421484578074,-0.07877002470100364,0.21119995314717996,-0.8769888893097255,-0.0898187259396219,0.49441340782122906,0.8456313765522462,0.8551865333494467,0.22515723270440252,18.067924528301887,6.280701754385965,57,54.9,25.6,18.3,0.0,1.2,0.0
S1_MA_Reversion,daily,Contrarian,OGKB,-0.4375494453496705,-0.07436280553173842,0.16995291920050523,-0.6844437857133325,-0.1086470606994217,0.45187165775401067,0.8502207942501586,1.0061784547339152,0.23551637279596976,18.408060453400505,6.448275862068965,58,54.4,22.8,22.8,0.0,0.0,0.0
S1_MA_Reversion,daily,Contrarian,PHOR,0.1454347159112511,0.018356464594999126,0.12621790113854817,-0.2695679961360094,0.06809586025834256,0.5081521739130435,1.0570092652070826,0.9891797936429918,0.23115577889447236,17.886934673366834,6.456140350877193,57,49.4,21.5,27.8,0.0,1.3,0.0
