strategy,category,sharpe_median,sharpe_mean,return_annual,vol_annual,maxdd,calmar,winrate,profit_factor,exposure,turnover,avg_trade_days
S1_MA_Reversion,Contrarian,0.0404279471643133,0.0869018910588173,0.00344878749014932,0.05369889226454674,-0.12136477323789088,0.01853980513701318,0.48484848484848486,1.0486155287483514,0.020754716981132074,1.2663316582914574,7.5
S2_Bollinger,Contrarian,-0.03400024680740546,-0.052215224479703067,-0.00234499435854505,0.07030464325612752,-0.19597644300874245,-0.013949992312757087,0.5147058823529411,0.9693584471995449,0.0370138017565872,1.899497487437186,9.428571428571429
S3_Donchian,Trend,0.04854661134616885,0.008723336037363501,0.008910970336033261,0.2222612658096325,-0.5268962638212711,0.031018147704220463,0.49514563106796117,1.0171584155698106,0.2766624843161857,9.485570890840652,15.59375
S4_Supertrend,Trend,0.11130068256341748,0.12951681652179725,0.010049920112379812,0.09476852783508961,-0.18592150355405976,0.0418714003325538,0.4805194805194805,1.1078522599676655,0.07672955974842767,3.161856963613551,13.833333333333334
S5_Pivot,Range,-0.38574941811735003,-0.3657420314705335,-0.05339498141328471,0.14306283620418425,-0.5091143327085051,-0.1063814516395439,0.5081967213114754,0.8741943161576854,0.2697616060225847,48.534504391468005,3.4173228346456694
S6_VWAP,Range,-0.5137275169978351,-0.45180166750466333,-0.06293670260571452,0.1271539182101557,-0.5537760729611764,-0.11816587218832572,0.49415204678362573,0.8102978363178727,0.2095357590966123,14.581132075471698,6.96078431372549
