strategy,timeframe,ticker,recalib_freq,train_window,recalib_idx,sharpe_train,p_ma_window,p_z_entry,p_z_exit,p_max_hold,p_sl_mult,p_tp_mult,p_rsi_thresh,p_vol_regime,p_consec_candles,p_vol_exhaustion,p_ma200_filter,p_mean_revert_speed,p_bb_window,p_bb_std,p_bw_percentile,p_rsi_divergence,p_close_vs_bb_pct,p_squeeze_then_expand,p_dc_window,p_initial_sl_mult,p_trail_n,p_trail_atr_mult,p_breakeven_thresh,p_adx_thresh,p_vol_confirm,p_daily_ma_confirm,p_momentum_filter,p_atr_expansion,p_atr_period,p_multiplier,p_pivot_type,p_target_exit,p_adx_exit_thresh,p_adx_entry_thresh,p_bb_squeeze_pctl,p_flat_ma_slope,p_vol_compression,p_intraday_range,p_range_bound_check,p_vwap_window,p_dev_mult,p_exit_mult,p_hurst_proxy,p_vwap_slope_flat
S1_MeanRev,hourly,LKOH,126,504,9,2.1327,15.0,2.5,0.5,50.0,2.5,4.0,45,1.0,4,False,ON,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,LKOH,126,504,10,1.9816,10.0,1.5,0.7,50.0,1.0,1.5,45,1.2,2,True,ON,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,LKOH,252,504,0,1.5593,10.0,2.0,0.7,20.0,2.0,3.0,OFF,OFF,2,False,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,LKOH,252,504,1,2.2661,20.0,2.5,0.3,30.0,1.5,1.5,30,1.0,4,False,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,LKOH,252,504,2,1.5971,15.0,2.0,0.7,50.0,2.5,4.0,OFF,1.2,2,True,ON,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,LKOH,252,504,3,1.5824,25.0,3.0,0.5,20.0,1.0,3.0,30,OFF,3,True,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,LKOH,252,504,4,1.7416,20.0,2.5,0.3,30.0,2.5,2.5,40,1.0,4,False,ON,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,LKOH,252,504,5,1.7834,10.0,1.25,0.7,20.0,2.0,1.5,30,1.0,3,False,ON,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,LKOH,126,252,0,2.115,10.0,1.0,0.7,30.0,1.0,2.0,45,1.2,4,False,ON,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,LKOH,126,252,1,2.2758,30.0,1.0,0.5,30.0,3.0,1.5,45,1.2,4,True,ON,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,LKOH,126,252,2,2.7531,10.0,2.5,0.5,30.0,3.0,1.5,35,1.2,2,False,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,LKOH,126,252,3,2.731,15.0,3.0,0.5,30.0,1.5,3.0,OFF,OFF,4,False,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,LKOH,126,252,4,2.674,10.0,1.0,0.5,40.0,3.0,3.0,35,1.2,OFF,False,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,LKOH,126,252,5,2.5025,20.0,2.5,0.5,40.0,3.0,2.0,40,1.0,3,True,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,LKOH,126,252,6,2.0047,10.0,2.0,0.3,20.0,1.0,1.5,OFF,1.0,4,False,ON,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,LKOH,126,252,7,2.7053,10.0,1.5,0.7,30.0,2.0,4.0,45,1.5,4,False,ON,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,LKOH,126,252,8,2.2068,15.0,3.0,0.5,40.0,3.0,4.0,30,1.0,3,False,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,LKOH,126,252,9,2.6412,15.0,2.5,0.5,50.0,2.5,4.0,45,1.0,4,False,ON,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,LKOH,126,252,10,2.5473,10.0,1.5,0.7,40.0,1.0,3.0,45,1.5,4,True,ON,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,LKOH,126,252,11,2.5344,10.0,1.0,0.7,30.0,1.5,2.0,30,1.5,4,True,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,LKOH,126,252,12,2.8436,10.0,1.0,0.3,40.0,2.0,4.0,30,1.0,4,False,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,LKOH,63,504,0,1.8268,,,,15.0,2.0,3.0,,1.5,3,True,,,10.0,1.75,OFF,OFF,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,LKOH,63,504,1,1.5997,,,,15.0,2.5,3.0,,1.0,4,True,,,30.0,2.25,0.2,OFF,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,LKOH,63,504,2,1.9061,,,,10.0,1.5,4.0,,1.2,2,False,,,15.0,2.0,OFF,OFF,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,LKOH,63,504,3,1.8064,,,,20.0,1.0,2.5,,1.0,3,True,,,30.0,2.25,0.15,OFF,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,LKOH,63,504,4,1.8064,,,,10.0,1.5,2.5,,1.0,2,True,,,30.0,2.25,0.2,OFF,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,LKOH,63,504,5,1.6968,,,,15.0,2.0,5.0,,OFF,OFF,True,,,15.0,2.25,0.15,OFF,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,LKOH,63,504,6,1.6968,,,,15.0,2.5,4.0,,OFF,2,True,,,15.0,2.25,0.2,OFF,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,LKOH,63,504,7,1.3431,,,,15.0,3.0,2.5,,1.5,OFF,False,,,10.0,1.5,OFF,ON,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,LKOH,63,504,8,1.3708,,,,10.0,1.5,5.0,,OFF,4,False,,,20.0,1.5,0.25,ON,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,LKOH,63,504,9,1.3998,,,,10.0,3.0,4.0,,1.5,4,True,,,20.0,1.5,0.2,ON,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,LKOH,63,504,10,1.6802,,,,10.0,3.0,5.0,,1.2,OFF,True,,,30.0,1.5,0.25,ON,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,LKOH,63,504,11,1.5581,,,,15.0,3.0,2.5,,OFF,2,False,,,20.0,1.5,OFF,OFF,ON,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,LKOH,63,504,12,1.4037,,,,15.0,2.5,5.0,,1.0,4,True,,,10.0,1.5,0.5,OFF,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,LKOH,63,504,13,1.6547,,,,10.0,3.0,2.5,,1.0,3,True,,,10.0,1.75,0.25,OFF,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,LKOH,63,504,14,1.8113,,,,20.0,3.0,4.0,,1.5,OFF,True,,,30.0,1.75,0.25,ON,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,LKOH,63,504,15,2.0288,,,,20.0,3.0,5.0,,1.2,OFF,False,,,20.0,1.75,0.33,OFF,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,LKOH,63,504,16,2.4229,,,,10.0,3.0,5.0,,1.0,OFF,False,,,15.0,1.75,0.25,OFF,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,LKOH,63,504,17,2.5388,,,,20.0,2.5,3.0,,1.0,OFF,False,,,15.0,1.75,0.15,OFF,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,LKOH,63,504,18,2.0481,,,,20.0,1.5,5.0,,1.0,OFF,False,,,15.0,2.0,0.5,OFF,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,LKOH,126,504,0,1.8268,,,,15.0,2.0,3.0,,1.5,3,True,,,10.0,1.75,OFF,OFF,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,LKOH,126,504,1,1.7293,,,,20.0,1.0,4.0,,1.5,2,False,,,15.0,2.0,OFF,OFF,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,LKOH,126,504,2,1.6383,,,,10.0,2.0,2.5,,OFF,OFF,True,,,15.0,2.25,OFF,OFF,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,LKOH,126,504,3,1.6968,,,,20.0,1.5,2.0,,1.5,OFF,True,,,15.0,2.25,0.15,OFF,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,LKOH,126,504,4,1.388,,,,10.0,2.0,4.0,,OFF,4,True,,,30.0,1.5,0.2,ON,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,LKOH,126,504,5,1.6321,,,,20.0,1.5,2.5,,OFF,OFF,True,,,25.0,1.5,0.2,ON,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,LKOH,126,504,6,1.6788,,,,10.0,3.0,2.5,,1.0,3,True,,,10.0,1.5,0.5,OFF,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,LKOH,126,504,7,1.9899,,,,15.0,3.0,3.0,,OFF,OFF,True,,,20.0,1.5,0.25,ON,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,LKOH,126,504,8,2.4164,,,,10.0,2.0,4.0,,1.0,OFF,False,,,15.0,1.75,0.15,OFF,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,LKOH,126,504,9,2.0481,,,,20.0,2.0,5.0,,1.0,3,False,,,15.0,2.0,0.5,OFF,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,LKOH,252,504,0,1.8268,,,,15.0,2.0,3.0,,1.5,3,True,,,10.0,1.75,OFF,OFF,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,LKOH,252,504,1,1.9425,,,,15.0,2.5,3.0,,1.0,4,True,,,30.0,2.25,0.2,OFF,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,LKOH,252,504,2,1.3998,,,,20.0,2.5,4.0,,OFF,4,True,,,20.0,1.5,0.33,ON,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,LKOH,252,504,3,1.6788,,,,10.0,2.5,5.0,,1.0,2,True,,,10.0,1.5,0.5,OFF,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,LKOH,252,504,4,2.1631,,,,10.0,2.5,4.0,,1.0,OFF,False,,,15.0,1.75,0.2,OFF,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,LKOH,126,252,0,2.1514,,,,20.0,3.0,4.0,,1.0,2,False,,,25.0,1.75,OFF,OFF,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,LKOH,126,252,1,2.2163,,,,20.0,3.0,3.0,,1.2,OFF,False,,,10.0,1.75,OFF,OFF,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,LKOH,126,252,2,2.7651,,,,20.0,2.5,3.0,,1.0,4,True,,,25.0,2.0,0.2,OFF,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,LKOH,126,252,3,2.3271,,,,20.0,1.5,2.0,,1.5,OFF,True,,,15.0,2.25,0.15,OFF,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,LKOH,126,252,4,1.9261,,,,20.0,2.5,2.5,,1.2,OFF,False,,,10.0,2.25,0.33,OFF,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,LKOH,126,252,5,1.9836,,,,20.0,2.5,4.0,,1.0,OFF,False,,,25.0,2.0,OFF,OFF,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,LKOH,126,252,6,1.9679,,,,10.0,1.0,2.5,,1.2,2,False,,,20.0,1.5,OFF,OFF,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,LKOH,126,252,7,2.1729,,,,10.0,1.5,5.0,,OFF,2,True,,,20.0,1.5,0.25,ON,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,LKOH,126,252,8,2.332,,,,10.0,2.5,5.0,,OFF,4,False,,,15.0,1.75,0.25,OFF,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,LKOH,126,252,9,2.526,,,,20.0,2.5,4.0,,1.5,4,False,,,15.0,1.75,0.15,OFF,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,LKOH,126,252,10,2.6273,,,,20.0,2.5,4.0,,1.2,3,False,,,15.0,1.5,0.5,OFF,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,LKOH,126,252,11,2.3677,,,,20.0,2.0,5.0,,1.5,3,False,,,15.0,2.0,0.5,OFF,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,LKOH,63,504,0,2.0103,,,,20.0,2.5,5.0,,OFF,OFF,True,,,15.0,1.75,0.2,ON,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,LKOH,63,504,1,2.2626,,,,20.0,3.0,2.5,,1.5,2,False,,,15.0,1.75,0.33,ON,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,LKOH,63,504,2,1.8115,,,,20.0,2.5,4.0,,1.5,OFF,True,,,10.0,1.5,0.15,ON,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,LKOH,63,504,3,2.3304,,,,40.0,3.0,2.0,,1.0,2,False,,,20.0,2.0,0.15,ON,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,LKOH,63,504,4,1.7854,,,,30.0,2.5,1.5,,1.5,OFF,False,,,30.0,1.5,0.33,OFF,ON,ON,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,LKOH,63,504,5,1.7167,,,,40.0,1.0,1.5,,1.0,2,True,,,15.0,1.5,0.2,ON,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,LKOH,63,504,6,1.651,,,,40.0,2.0,3.0,,1.5,OFF,False,,,20.0,1.75,0.5,OFF,ON,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,LKOH,63,504,7,1.6693,,,,30.0,1.0,2.5,,1.0,3,False,,,15.0,1.75,0.15,ON,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,LKOH,63,504,8,1.6338,,,,20.0,1.5,4.0,,1.5,4,False,,,20.0,1.75,0.15,OFF,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,LKOH,63,504,9,2.1158,,,,30.0,1.0,4.0,,1.2,4,False,,,20.0,1.5,0.5,OFF,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,LKOH,63,504,10,1.7217,,,,30.0,1.5,2.5,,1.5,2,False,,,30.0,1.5,0.2,OFF,ON,ON,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,LKOH,63,504,11,1.9319,,,,30.0,1.5,2.5,,1.5,3,False,,,20.0,1.75,0.5,OFF,ON,ON,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,LKOH,63,504,12,2.2325,,,,30.0,1.0,5.0,,1.2,4,False,,,20.0,1.5,0.5,OFF,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,LKOH,63,504,13,2.1751,,,,20.0,2.0,5.0,,1.5,OFF,False,,,20.0,2.5,0.5,OFF,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,LKOH,63,504,14,2.0714,,,,30.0,2.5,3.0,,1.5,OFF,False,,,20.0,2.5,0.5,OFF,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,LKOH,63,504,15,1.8858,,,,20.0,1.0,3.0,,OFF,4,False,,,10.0,2.25,0.33,OFF,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,LKOH,63,504,16,2.0018,,,,20.0,1.0,2.5,,1.0,4,False,,,30.0,2.25,OFF,ON,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,LKOH,63,504,17,1.8887,,,,20.0,1.0,4.0,,1.0,3,False,,,25.0,2.0,0.33,ON,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,LKOH,63,504,18,2.0561,,,,30.0,1.5,4.0,,1.0,4,False,,,30.0,2.25,0.25,ON,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,LKOH,63,504,19,2.7249,,,,20.0,3.0,5.0,,1.0,2,False,,,25.0,2.0,0.15,ON,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,LKOH,63,504,20,2.1902,,,,20.0,2.5,4.0,,1.2,4,False,,,30.0,1.75,0.15,ON,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,LKOH,126,504,0,2.0103,,,,20.0,2.5,5.0,,OFF,OFF,True,,,15.0,1.75,0.2,ON,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,LKOH,126,504,1,1.9604,,,,40.0,2.0,1.5,,1.2,4,False,,,20.0,2.5,0.33,OFF,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,LKOH,126,504,2,1.7214,,,,20.0,2.5,5.0,,1.0,2,False,,,20.0,2.0,0.2,ON,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,LKOH,126,504,3,1.8879,,,,40.0,2.0,1.5,,1.5,4,False,,,15.0,1.5,0.15,OFF,ON,ON,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,LKOH,126,504,4,1.9404,,,,30.0,2.0,3.0,,1.5,4,False,,,20.0,1.5,0.5,OFF,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,LKOH,126,504,5,1.7217,,,,30.0,2.0,2.5,,OFF,3,False,,,25.0,1.5,0.2,OFF,ON,ON,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,LKOH,126,504,6,2.0708,,,,40.0,1.5,5.0,,OFF,4,False,,,20.0,1.75,0.5,OFF,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,LKOH,126,504,7,2.15,,,,20.0,3.0,4.0,,OFF,OFF,False,,,20.0,2.5,0.5,OFF,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,LKOH,126,504,8,2.0025,,,,40.0,1.0,4.0,,OFF,3,True,,,15.0,1.5,0.33,OFF,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,LKOH,126,504,9,1.8887,,,,30.0,1.5,5.0,,1.0,3,False,,,25.0,2.0,0.25,ON,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,LKOH,126,504,10,2.1021,,,,20.0,1.5,2.5,,1.0,3,False,,,25.0,2.0,OFF,ON,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,LKOH,252,504,0,2.0103,,,,20.0,2.5,5.0,,OFF,OFF,True,,,15.0,1.75,0.2,ON,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,LKOH,252,504,1,1.7854,,,,40.0,2.0,1.5,,1.2,2,False,,,30.0,1.5,0.2,OFF,ON,ON,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,LKOH,252,504,2,2.2234,,,,20.0,2.5,4.0,,1.2,4,False,,,20.0,1.5,0.5,OFF,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,LKOH,252,504,3,1.9969,,,,30.0,2.0,2.5,,1.5,3,False,,,30.0,1.5,0.2,OFF,ON,ON,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,LKOH,252,504,4,2.2485,,,,20.0,1.0,2.5,,OFF,OFF,True,,,15.0,1.5,0.15,OFF,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,LKOH,252,504,5,2.3482,,,,30.0,1.5,4.0,,1.2,4,False,,,30.0,2.25,0.15,ON,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,LKOH,126,252,0,2.7396,,,,40.0,2.0,1.5,,OFF,3,True,,,20.0,2.0,0.25,ON,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,LKOH,126,252,1,2.4162,,,,30.0,2.5,1.5,,OFF,OFF,True,,,20.0,2.0,0.33,ON,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,LKOH,126,252,2,3.3245,,,,20.0,1.5,5.0,,1.2,2,True,,,15.0,1.5,OFF,ON,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,LKOH,126,252,3,2.6717,,,,40.0,2.0,1.5,,1.5,4,False,,,15.0,1.5,0.15,OFF,ON,ON,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,LKOH,126,252,4,2.6051,,,,20.0,2.0,4.0,,1.0,2,True,,,20.0,2.5,0.2,OFF,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,LKOH,126,252,5,2.3595,,,,30.0,2.0,4.0,,1.5,4,False,,,20.0,1.75,0.5,OFF,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,LKOH,126,252,6,2.6628,,,,40.0,1.5,5.0,,OFF,4,False,,,20.0,1.75,0.5,OFF,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,LKOH,126,252,7,2.5151,,,,40.0,1.0,1.5,,1.5,4,True,,,10.0,1.5,0.15,OFF,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,LKOH,126,252,8,2.8348,,,,40.0,2.5,5.0,,1.2,3,True,,,25.0,1.5,0.15,OFF,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,LKOH,126,252,9,2.696,,,,40.0,3.0,3.0,,1.5,OFF,False,,,20.0,1.5,0.5,OFF,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,LKOH,126,252,10,2.9102,,,,20.0,3.0,4.0,,1.0,2,False,,,30.0,2.25,OFF,ON,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,LKOH,126,252,11,3.2498,,,,30.0,3.0,4.0,,1.2,3,False,,,30.0,2.0,0.2,ON,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,LKOH,126,252,12,2.3187,,,,30.0,2.0,2.0,,1.2,4,False,,,30.0,2.0,0.2,ON,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S3_Donchian,daily,LKOH,63,504,0,1.2016,,,,,,,,,,,,,,,,,,,15.0,2.5,30.0,3.0,OFF,15,OFF,OFF,OFF,ON,,,,,,,,,,,,,,,,
S3_Donchian,daily,LKOH,63,504,1,1.1506,,,,,,,,,,,,,,,,,,,15.0,3.0,25.0,3.0,OFF,15,OFF,OFF,ON,ON,,,,,,,,,,,,,,,,
S3_Donchian,daily,LKOH,63,504,2,1.0593,,,,,,,,,,,,,,,,,,,15.0,2.5,30.0,2.5,2.0,15,1.0,OFF,OFF,OFF,,,,,,,,,,,,,,,,
S3_Donchian,daily,LKOH,63,504,3,1.1755,,,,,,,,,,,,,,,,,,,15.0,3.0,30.0,3.0,1.0,15,1.0,OFF,OFF,OFF,,,,,,,,,,,,,,,,
S3_Donchian,daily,LKOH,63,504,4,1.1497,,,,,,,,,,,,,,,,,,,15.0,2.0,30.0,3.0,1.0,15,0.8,OFF,OFF,OFF,,,,,,,,,,,,,,,,
S3_Donchian,daily,LKOH,63,504,5,0.9007,,,,,,,,,,,,,,,,,,,15.0,2.0,30.0,2.5,1.0,15,0.8,OFF,OFF,OFF,,,,,,,,,,,,,,,,
S3_Donchian,daily,LKOH,63,504,6,1.1168,,,,,,,,,,,,,,,,,,,15.0,2.5,30.0,2.5,1.0,15,0.8,OFF,OFF,OFF,,,,,,,,,,,,,,,,
S3_Donchian,daily,LKOH,63,504,7,1.3709,,,,,,,,,,,,,,,,,,,10.0,2.5,25.0,2.5,1.0,OFF,0.8,OFF,OFF,OFF,,,,,,,,,,,,,,,,
S3_Donchian,daily,LKOH,63,504,8,1.4656,,,,,,,,,,,,,,,,,,,15.0,3.0,25.0,2.5,2.0,15,0.8,OFF,ON,OFF,,,,,,,,,,,,,,,,
S3_Donchian,daily,LKOH,63,504,9,1.6929,,,,,,,,,,,,,,,,,,,15.0,3.0,25.0,2.5,1.5,15,0.8,OFF,OFF,OFF,,,,,,,,,,,,,,,,
S3_Donchian,daily,LKOH,63,504,10,1.8441,,,,,,,,,,,,,,,,,,,20.0,2.0,5.0,2.5,OFF,15,0.8,OFF,OFF,OFF,,,,,,,,,,,,,,,,
S3_Donchian,daily,LKOH,63,504,11,1.9434,,,,,,,,,,,,,,,,,,,10.0,2.5,3.0,2.5,0.5,15,OFF,OFF,OFF,OFF,,,,,,,,,,,,,,,,
S3_Donchian,daily,LKOH,63,504,12,1.6878,,,,,,,,,,,,,,,,,,,10.0,3.0,25.0,3.0,OFF,OFF,OFF,OFF,ON,OFF,,,,,,,,,,,,,,,,
