strategy,timeframe,ticker,recalib_freq,train_window,recalib_idx,sharpe_train,p_ma_window,p_z_entry,p_z_exit,p_max_hold,p_sl_mult,p_tp_mult,p_rsi_thresh,p_vol_regime,p_consec_candles,p_vol_exhaustion,p_ma200_filter,p_mean_revert_speed,p_bb_window,p_bb_std,p_bw_percentile,p_rsi_divergence,p_close_vs_bb_pct,p_squeeze_then_expand,p_dc_window,p_initial_sl_mult,p_trail_n,p_trail_atr_mult,p_breakeven_thresh,p_adx_thresh,p_vol_confirm,p_daily_ma_confirm,p_momentum_filter,p_atr_expansion,p_atr_period,p_multiplier,p_pivot_type,p_target_exit,p_adx_exit_thresh,p_adx_entry_thresh,p_bb_squeeze_pctl,p_flat_ma_slope,p_vol_compression,p_intraday_range,p_range_bound_check,p_vwap_window,p_dev_mult,p_exit_mult,p_hurst_proxy,p_vwap_slope_flat
S1_MeanRev,daily,AFLT,63,504,0,1.1589,30.0,1.0,0.5,20.0,3.0,1.5,35,1.0,4,True,ON,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,504,1,1.1589,30.0,1.0,0.7,25.0,1.5,2.5,35,1.0,4,True,ON,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,504,2,1.1589,20.0,1.25,0.5,20.0,1.5,5.0,35,1.2,4,True,ON,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,504,3,2.0266,25.0,1.0,0.5,15.0,1.5,1.5,OFF,1.0,4,False,ON,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,504,4,2.22,20.0,1.0,0.7,25.0,2.0,1.5,30,1.2,2,False,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,504,5,1.5337,10.0,1.0,0.5,15.0,1.0,2.0,OFF,1.5,4,False,ON,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,504,6,1.8493,15.0,2.5,0.5,10.0,1.5,1.5,45,1.5,4,False,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,504,7,1.6048,15.0,2.5,0.3,15.0,1.5,1.5,30,1.2,2,False,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,504,8,1.3311,15.0,3.0,0.7,20.0,3.0,2.0,35,1.2,OFF,False,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,504,9,1.3767,20.0,3.0,0.7,15.0,2.0,2.0,OFF,1.0,4,False,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,504,10,1.479,15.0,3.0,0.5,25.0,3.0,1.5,35,1.2,2,False,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,504,11,1.359,25.0,1.5,0.5,10.0,1.0,2.5,40,1.5,4,True,ON,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,504,12,1.3239,20.0,1.0,0.3,15.0,1.0,5.0,35,1.0,4,False,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,504,13,1.7791,10.0,2.0,0.3,20.0,1.5,4.0,40,1.2,3,False,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,504,14,1.7804,30.0,1.0,0.7,15.0,3.0,1.5,35,1.2,OFF,True,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,504,15,1.7894,10.0,1.25,0.3,25.0,1.0,3.0,35,1.5,4,True,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,504,16,1.6475,15.0,1.25,0.3,20.0,1.5,2.0,35,1.5,2,True,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,504,17,1.6819,25.0,1.25,0.3,20.0,3.0,1.5,35,OFF,4,True,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,504,18,1.8754,15.0,2.0,0.3,15.0,1.5,2.5,45,1.0,3,True,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,126,504,0,1.1589,30.0,1.0,0.5,20.0,3.0,1.5,35,1.0,4,True,ON,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,126,504,1,1.1589,30.0,1.0,0.7,25.0,1.5,2.5,35,1.0,4,True,ON,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,126,504,2,2.2228,25.0,1.25,0.3,10.0,1.0,1.5,30,1.5,2,False,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,126,504,3,1.5282,30.0,1.5,0.3,25.0,1.5,4.0,OFF,1.0,4,True,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,126,504,4,1.5345,15.0,3.0,0.3,15.0,2.0,2.0,45,1.2,4,False,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,126,504,5,1.479,20.0,3.0,0.3,25.0,2.0,1.5,35,1.2,3,False,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,126,504,6,1.4649,10.0,1.5,0.5,15.0,1.5,4.0,30,1.5,2,False,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,126,504,7,1.7302,10.0,1.25,0.3,15.0,2.0,4.0,35,1.5,OFF,True,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,126,504,8,1.6952,25.0,1.25,0.3,25.0,3.0,4.0,35,1.5,4,True,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,126,504,9,1.9665,30.0,1.0,0.5,15.0,1.5,4.0,35,1.5,4,True,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,252,504,0,1.1589,30.0,1.0,0.5,20.0,3.0,1.5,35,1.0,4,True,ON,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,252,504,1,2.0509,30.0,1.0,0.5,25.0,3.0,3.0,35,1.0,3,True,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,252,504,2,1.5045,15.0,3.0,0.3,10.0,2.0,1.5,OFF,1.5,4,False,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,252,504,3,1.426,15.0,1.5,0.3,25.0,2.0,1.5,30,1.0,4,False,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,252,504,4,2.0675,15.0,1.0,0.3,15.0,3.0,5.0,35,1.5,2,True,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,126,252,0,1.566,30.0,3.0,0.7,25.0,1.5,5.0,30,1.0,2,False,ON,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,126,252,1,1.6418,30.0,1.0,0.7,25.0,1.5,2.5,35,1.0,4,True,ON,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,126,252,2,3.5399,15.0,1.5,0.5,20.0,2.0,1.5,35,1.5,2,False,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,126,252,3,2.4027,20.0,1.0,0.7,20.0,2.5,3.0,45,1.0,2,False,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,126,252,4,2.2529,15.0,1.5,0.5,10.0,2.0,1.5,45,1.5,4,False,ON,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,126,252,5,1.745,15.0,3.0,0.3,20.0,1.0,2.0,35,OFF,3,False,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,126,252,6,2.1284,15.0,2.5,0.5,15.0,1.5,2.0,30,OFF,2,False,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,126,252,7,1.8819,30.0,1.25,0.7,15.0,1.0,5.0,30,1.5,OFF,True,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,126,252,8,2.2816,15.0,1.25,0.7,25.0,1.0,4.0,OFF,1.2,4,True,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,126,252,9,2.5473,30.0,1.0,0.5,15.0,3.0,1.5,35,OFF,4,True,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,126,252,10,3.0057,10.0,1.25,0.3,20.0,2.5,5.0,40,OFF,2,True,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,126,252,11,2.4445,15.0,2.0,0.3,25.0,1.0,3.0,OFF,OFF,2,True,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,504,0,1.9891,10.0,2.0,0.5,30.0,2.0,2.5,40,1.2,2,True,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,504,1,1.9528,10.0,2.0,0.5,20.0,2.5,2.5,40,1.5,2,True,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,504,2,1.6232,10.0,2.0,0.3,50.0,1.0,4.0,40,OFF,3,True,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,504,3,1.6153,10.0,2.0,0.5,20.0,2.5,3.0,40,1.5,2,True,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,504,4,1.3432,25.0,3.0,0.5,20.0,1.5,2.0,45,OFF,OFF,False,ON,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,504,5,1.3784,10.0,1.5,0.5,50.0,3.0,5.0,45,1.5,2,False,ON,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,504,6,1.5902,30.0,1.0,0.5,20.0,1.5,1.5,30,OFF,4,False,ON,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,504,7,1.6675,15.0,1.0,0.3,30.0,2.0,2.0,35,OFF,2,False,ON,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,504,8,1.8902,25.0,2.0,0.7,20.0,1.0,2.0,35,OFF,2,False,ON,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,504,9,2.1071,20.0,1.5,0.7,50.0,1.0,2.0,35,OFF,OFF,False,ON,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,504,10,2.1842,15.0,1.25,0.3,40.0,3.0,1.5,35,OFF,OFF,False,ON,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,504,11,2.0881,10.0,1.25,0.3,40.0,2.5,2.0,35,OFF,OFF,False,ON,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,504,12,2.8142,25.0,1.5,0.3,40.0,3.0,1.5,35,OFF,2,False,ON,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,504,13,2.6903,20.0,1.5,0.3,50.0,2.0,4.0,35,1.2,2,False,ON,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,504,14,2.3169,15.0,1.0,0.3,40.0,2.0,2.0,35,1.5,OFF,False,ON,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,504,15,2.2663,20.0,1.0,0.3,50.0,2.5,5.0,35,1.2,OFF,False,ON,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,504,16,2.3144,25.0,2.5,0.5,40.0,3.0,5.0,45,1.0,3,False,ON,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,504,17,2.0255,10.0,2.0,0.5,50.0,1.5,2.0,30,1.5,OFF,False,ON,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,504,18,2.1478,20.0,2.5,0.5,50.0,2.0,2.0,OFF,1.0,3,False,ON,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,504,19,2.1746,10.0,1.25,0.3,30.0,3.0,3.0,OFF,1.5,3,False,ON,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,504,20,2.1299,30.0,1.25,0.3,30.0,3.0,4.0,OFF,1.0,OFF,False,ON,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,126,504,0,1.9891,10.0,2.0,0.5,30.0,2.0,2.5,40,1.2,2,True,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,126,504,1,1.5598,10.0,2.0,0.3,20.0,1.0,2.5,40,1.2,OFF,True,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,126,504,2,1.3703,25.0,3.0,0.7,20.0,2.5,3.0,40,OFF,2,False,ON,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,126,504,3,1.5249,15.0,1.5,0.5,20.0,3.0,2.0,30,1.0,4,False,ON,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,126,504,4,2.1709,20.0,2.0,0.3,20.0,1.5,1.5,35,OFF,OFF,False,ON,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,126,504,5,2.4317,20.0,2.0,0.5,50.0,1.5,1.5,35,OFF,2,False,ON,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,126,504,6,2.8117,20.0,2.0,0.5,40.0,2.5,1.5,35,OFF,OFF,False,ON,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,126,504,7,2.2763,15.0,1.0,0.3,30.0,2.0,2.0,35,OFF,2,False,ON,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,126,504,8,2.0612,20.0,2.5,0.3,20.0,3.0,2.0,OFF,1.5,4,False,ON,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,126,504,9,2.2418,25.0,2.5,0.5,50.0,2.5,5.0,45,1.0,2,False,ON,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,126,504,10,2.2219,10.0,1.25,0.3,40.0,2.5,3.0,OFF,1.2,3,False,ON,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,252,504,0,1.9891,10.0,2.0,0.5,30.0,2.0,2.5,40,1.2,2,True,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,252,504,1,1.4059,25.0,3.0,0.3,50.0,1.0,2.5,45,OFF,3,False,ON,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,252,504,2,2.1946,20.0,2.0,0.5,40.0,2.5,1.5,35,OFF,2,False,ON,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,252,504,3,2.6116,10.0,1.5,0.3,50.0,3.0,2.5,35,1.5,OFF,False,ON,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,252,504,4,2.4986,20.0,2.5,0.3,20.0,3.0,4.0,OFF,1.2,2,False,ON,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,252,504,5,2.0384,10.0,2.0,0.7,50.0,3.0,5.0,30,1.2,4,False,ON,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,126,252,0,3.02,10.0,1.0,0.5,50.0,1.5,2.5,45,1.5,4,False,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,126,252,1,1.8046,15.0,2.5,0.7,40.0,2.5,2.5,40,OFF,4,False,ON,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,126,252,2,2.2966,10.0,2.0,0.3,50.0,1.0,4.0,40,OFF,3,True,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,126,252,3,2.1445,10.0,2.0,0.3,30.0,2.5,4.0,35,OFF,2,True,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,126,252,4,2.4673,30.0,2.0,0.7,30.0,3.0,3.0,35,1.5,4,False,ON,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,126,252,5,2.3482,10.0,1.0,0.7,40.0,2.0,1.5,40,OFF,OFF,False,ON,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,126,252,6,3.0299,20.0,2.0,0.5,40.0,2.5,1.5,35,OFF,OFF,False,ON,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,126,252,7,3.2584,15.0,1.0,0.3,30.0,2.0,2.0,35,OFF,2,False,ON,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,126,252,8,3.5311,10.0,1.5,0.7,30.0,2.0,2.0,45,1.5,OFF,True,ON,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,126,252,9,2.7032,10.0,1.25,0.5,20.0,2.0,2.0,35,OFF,2,False,ON,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,126,252,10,2.753,20.0,2.5,0.3,50.0,1.5,4.0,OFF,1.0,2,False,ON,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,126,252,11,2.8164,30.0,2.5,0.7,30.0,1.5,2.0,45,1.2,3,True,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,126,252,12,3.6699,25.0,1.0,0.5,20.0,2.0,2.5,35,1.2,OFF,False,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,AFLT,63,504,0,1.3264,,,,15.0,1.5,4.0,,1.5,3,True,,,15.0,1.5,0.15,OFF,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,AFLT,63,504,1,1.418,,,,10.0,1.0,1.5,,1.0,4,False,,,15.0,1.5,0.2,OFF,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,AFLT,63,504,2,1.0098,,,,10.0,2.0,5.0,,1.0,2,False,,,20.0,2.25,0.33,ON,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,AFLT,63,504,3,1.4912,,,,15.0,2.0,3.0,,1.0,OFF,True,,,10.0,1.5,0.33,OFF,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,AFLT,63,504,4,1.4353,,,,20.0,3.0,1.5,,1.0,4,False,,,20.0,2.25,0.25,OFF,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,AFLT,63,504,5,1.2679,,,,15.0,1.5,1.5,,1.2,3,False,,,15.0,1.75,0.2,OFF,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,AFLT,63,504,6,1.5483,,,,10.0,1.0,2.0,,1.5,OFF,False,,,15.0,2.5,0.33,OFF,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,AFLT,63,504,7,1.8293,,,,15.0,2.5,1.5,,1.0,3,False,,,20.0,2.25,0.5,OFF,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,AFLT,63,504,8,1.5345,,,,10.0,2.5,2.0,,1.2,4,False,,,15.0,1.5,OFF,OFF,ON,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,AFLT,63,504,9,1.4555,,,,20.0,2.5,3.0,,1.0,3,False,,,25.0,2.25,0.5,OFF,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,AFLT,63,504,10,1.3571,,,,15.0,2.5,1.5,,1.0,3,False,,,20.0,2.5,0.5,OFF,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,AFLT,63,504,11,0.9525,,,,20.0,1.0,1.5,,1.0,2,True,,,25.0,1.5,0.5,ON,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,AFLT,63,504,12,1.4159,,,,15.0,1.5,2.0,,1.2,OFF,False,,,15.0,1.5,OFF,OFF,ON,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,AFLT,63,504,13,1.3297,,,,15.0,2.0,1.5,,OFF,2,True,,,20.0,2.0,0.33,OFF,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,AFLT,63,504,14,1.4637,,,,20.0,3.0,4.0,,1.0,4,False,,,25.0,1.75,0.25,OFF,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,AFLT,63,504,15,1.6702,,,,20.0,2.0,2.5,,1.0,4,False,,,25.0,1.75,0.25,OFF,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,AFLT,63,504,16,1.6693,,,,20.0,2.0,5.0,,1.0,2,True,,,15.0,1.75,0.2,OFF,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,AFLT,63,504,17,1.9943,,,,15.0,2.0,5.0,,1.5,2,True,,,20.0,2.25,0.5,OFF,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,AFLT,63,504,18,1.875,,,,20.0,1.0,3.0,,1.0,3,True,,,15.0,2.0,OFF,OFF,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,AFLT,126,504,0,1.3264,,,,15.0,1.5,4.0,,1.5,3,True,,,15.0,1.5,0.15,OFF,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,AFLT,126,504,1,1.0576,,,,15.0,1.5,1.5,,1.0,3,False,,,25.0,1.5,0.25,OFF,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,AFLT,126,504,2,1.4721,,,,15.0,1.0,2.0,,1.5,OFF,False,,,30.0,2.5,0.5,OFF,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,AFLT,126,504,3,1.5087,,,,20.0,3.0,1.5,,1.5,4,False,,,20.0,1.5,0.15,OFF,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,AFLT,126,504,4,1.3815,,,,15.0,3.0,1.5,,1.0,3,False,,,15.0,1.5,0.25,OFF,ON,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,AFLT,126,504,5,1.4181,,,,20.0,1.0,4.0,,1.0,OFF,False,,,10.0,1.75,0.5,OFF,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,AFLT,126,504,6,1.4446,,,,15.0,3.0,3.0,,1.2,OFF,False,,,20.0,2.25,0.33,OFF,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,AFLT,126,504,7,1.6038,,,,15.0,1.0,5.0,,1.5,2,True,,,20.0,2.0,0.5,OFF,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,AFLT,126,504,8,1.7463,,,,20.0,2.0,3.0,,1.0,3,False,,,20.0,2.25,0.2,OFF,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,AFLT,126,504,9,1.9227,,,,15.0,1.5,5.0,,OFF,2,True,,,15.0,2.0,OFF,OFF,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,AFLT,252,504,0,1.3264,,,,15.0,1.5,4.0,,1.5,3,True,,,15.0,1.5,0.15,OFF,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,AFLT,252,504,1,1.5068,,,,20.0,3.0,2.0,,1.0,2,False,,,20.0,2.0,0.33,OFF,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,AFLT,252,504,2,1.6945,,,,10.0,1.5,2.0,,1.2,2,False,,,15.0,2.5,0.33,OFF,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,AFLT,252,504,3,1.4446,,,,20.0,3.0,4.0,,1.2,4,False,,,25.0,1.75,0.33,OFF,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,AFLT,252,504,4,1.8263,,,,15.0,1.0,4.0,,1.0,OFF,True,,,10.0,1.75,OFF,OFF,OFF,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,AFLT,126,252,0,1.8893,,,,10.0,3.0,2.0,,1.2,2,False,,,10.0,1.5,0.5,OFF,OFF,ON,,,,,,,,,,,,,,,,,,,,,,,,,,
