Rank,Strategy,Category,Sharpe,AnnRet,AnnVol,MaxDD,Calmar,WinRate,PF,Exposure,Turnover,AvgTrade
1,S6_DualMA,Trend,0.4937383195271546,0.0510753780777661,0.1129472315013085,-0.2287036738649439,0.217194352985463,0.4918642491864249,1.1050576846035642,0.1412701739677216,44.899895068205666,14.715328467153284
2,S4_Donchian,Trend,0.3914891987334274,0.1012275240783043,0.2435745425134799,-0.4961987216699696,0.1918043538768855,0.4862062906343349,1.0432143446138635,0.4345333799370849,106.0672492135617,19.366568914956012
3,S5_Supertrend,Trend,0.0465774166645316,0.0062085888043219,0.1772298049702443,-0.5315303762942035,0.0103156462264526,0.483494593056346,1.006204022962279,0.2401538999650227,70.98889121777405,16.183962264150942
4,S3_RSI_Reversion,Contrarian,-0.2048495738207664,-0.0470369552005956,0.2301803299640913,-0.7144690266004103,-0.072099416282118,0.4871377401497883,0.947498062225296,0.1734958324577992,50.70635086983861,15.72222222222222
5,S2_Bollinger,Contrarian,-0.4241230340409036,-0.108517622129231,0.2476532087886881,-0.9639598036615236,-0.1285716179803003,0.4916042366313614,0.9286244349989196,0.2613009152518689,98.40201215678054,12.224683544303796
6,S1_MA_Reversion,Contrarian,-0.4468890702078633,-0.124990738665391,0.2512363982663972,-0.886446265699966,-0.1244719679559316,0.4927376355947784,0.9379746742471672,0.3464682456508069,166.74837355718782,9.427756653992397
7,S8_RSI_Stoch,Range,-0.4472104335313068,-0.0484903713366573,0.109457831629859,-0.5386480146218456,-0.0922179728713074,0.4861910241657077,0.9101873180306408,0.1123312583059383,52.03217458208015,9.792682926829269
8,S7_Keltner,Range,-0.8537666114059009,-0.1240050023980199,0.149984587987783,-0.8748253998811599,-0.1321872380668625,0.4867567567567568,0.8921473172716662,0.2411332633788037,112.5047159924544,9.785714285714286
