strategy,timeframe,ticker,recalib_freq,train_window,recalib_idx,sharpe_train,p_ma_window,p_z_entry,p_z_exit,p_max_hold,p_sl_mult,p_tp_mult,p_rsi_thresh,p_vol_regime,p_consec_candles,p_vol_exhaustion,p_bb_window,p_bb_std,p_bw_percentile,p_rsi_divergence,p_dc_window,p_initial_sl_mult,p_trail_n,p_trail_atr_mult,p_breakeven_thresh,p_adx_thresh,p_vol_confirm,p_daily_ma_confirm,p_atr_period,p_multiplier,p_pivot_type,p_adx_exit_thresh,p_adx_entry_thresh,p_bb_squeeze_pctl,p_flat_ma_slope,p_vol_compression,p_vwap_window,p_dev_mult,p_exit_mult,p_hurst_proxy
S5_PivotPoints,daily,AFLT,63,504,8,0.4886,,,,5.0,2.0,1.5,,,,,,,,,,,,,,,,,,,classic,30.0,25,OFF,0.01,OFF,,,,
S5_PivotPoints,daily,AFLT,63,504,9,0.4886,,,,5.0,1.5,2.0,,,,,,,,,,,,,,,,,,,classic,35.0,25,OFF,0.01,OFF,,,,
S5_PivotPoints,daily,AFLT,63,504,10,0.319,,,,10.0,2.0,1.5,,,,,,,,,,,,,,,,,,,fibonacci,35.0,20,OFF,OFF,1.0,,,,
S5_PivotPoints,daily,AFLT,63,504,11,-0.753,,,,10.0,1.5,1.5,,,,,,,,,,,,,,,,,,,classic,30.0,20,0.3,0.01,0.9,,,,
S5_PivotPoints,daily,AFLT,63,504,12,-0.4164,,,,10.0,1.5,1.5,,,,,,,,,,,,,,,,,,,classic,30.0,20,0.3,0.01,0.9,,,,
S5_PivotPoints,daily,AFLT,63,504,13,-0.4164,,,,10.0,1.5,1.5,,,,,,,,,,,,,,,,,,,classic,30.0,20,0.3,0.01,0.9,,,,
S5_PivotPoints,daily,AFLT,63,504,14,0.2868,,,,10.0,1.5,2.0,,,,,,,,,,,,,,,,,,,fibonacci,25.0,OFF,OFF,OFF,OFF,,,,
S5_PivotPoints,daily,AFLT,63,504,15,0.6154,,,,8.0,1.5,1.5,,,,,,,,,,,,,,,,,,,classic,35.0,15,OFF,0.01,OFF,,,,
S5_PivotPoints,daily,AFLT,63,504,16,1.1478,,,,10.0,1.5,1.5,,,,,,,,,,,,,,,,,,,classic,30.0,15,OFF,0.01,OFF,,,,
S5_PivotPoints,daily,AFLT,63,504,17,1.1478,,,,5.0,1.5,1.5,,,,,,,,,,,,,,,,,,,classic,35.0,15,OFF,0.01,OFF,,,,
S5_PivotPoints,daily,AFLT,63,504,18,1.474,,,,8.0,1.5,1.5,,,,,,,,,,,,,,,,,,,classic,25.0,15,OFF,0.01,OFF,,,,
S5_PivotPoints,daily,AFLT,126,252,0,1.4845,,,,5.0,1.0,2.0,,,,,,,,,,,,,,,,,,,fibonacci,30.0,20,0.4,0.01,0.8,,,,
S5_PivotPoints,daily,AFLT,126,252,1,2.1476,,,,5.0,2.0,1.0,,,,,,,,,,,,,,,,,,,fibonacci,35.0,OFF,0.4,0.01,0.8,,,,
S5_PivotPoints,daily,AFLT,126,252,2,2.0955,,,,8.0,1.0,2.0,,,,,,,,,,,,,,,,,,,classic,30.0,OFF,0.4,OFF,0.8,,,,
S5_PivotPoints,daily,AFLT,126,252,3,1.901,,,,5.0,1.0,1.5,,,,,,,,,,,,,,,,,,,classic,30.0,25,0.2,OFF,0.8,,,,
S5_PivotPoints,daily,AFLT,126,252,4,1.4833,,,,10.0,1.0,1.0,,,,,,,,,,,,,,,,,,,classic,30.0,OFF,OFF,OFF,1.0,,,,
S5_PivotPoints,daily,AFLT,126,252,5,0.7225,,,,10.0,2.0,1.5,,,,,,,,,,,,,,,,,,,classic,30.0,20,OFF,OFF,OFF,,,,
S5_PivotPoints,daily,AFLT,126,252,6,-0.5885,,,,10.0,1.5,1.5,,,,,,,,,,,,,,,,,,,classic,30.0,20,0.3,0.01,0.9,,,,
S5_PivotPoints,daily,AFLT,126,252,7,0.334,,,,10.0,1.0,2.0,,,,,,,,,,,,,,,,,,,fibonacci,25.0,OFF,OFF,0.01,OFF,,,,
S5_PivotPoints,daily,AFLT,126,252,8,1.0,,,,5.0,1.0,2.0,,,,,,,,,,,,,,,,,,,classic,35.0,20,OFF,0.02,OFF,,,,
S5_PivotPoints,daily,AFLT,126,252,9,1.3947,,,,15.0,1.5,2.0,,,,,,,,,,,,,,,,,,,fibonacci,25.0,15,OFF,OFF,OFF,,,,
S5_PivotPoints,daily,AFLT,126,252,10,1.3434,,,,8.0,1.0,2.0,,,,,,,,,,,,,,,,,,,classic,25.0,15,OFF,0.01,0.9,,,,
S5_PivotPoints,daily,AFLT,126,252,11,2.1212,,,,5.0,2.0,2.0,,,,,,,,,,,,,,,,,,,classic,35.0,20,OFF,0.01,0.9,,,,
S5_PivotPoints,daily,AFLT,126,504,0,1.4579,,,,8.0,1.0,1.0,,,,,,,,,,,,,,,,,,,classic,25.0,OFF,0.4,0.01,0.8,,,,
S5_PivotPoints,daily,AFLT,126,504,1,1.5975,,,,10.0,1.5,1.5,,,,,,,,,,,,,,,,,,,classic,35.0,OFF,0.4,0.01,0.8,,,,
S5_PivotPoints,daily,AFLT,126,504,2,1.2496,,,,8.0,1.0,1.5,,,,,,,,,,,,,,,,,,,classic,35.0,OFF,OFF,OFF,0.9,,,,
S5_PivotPoints,daily,AFLT,126,504,3,0.4358,,,,10.0,2.0,1.0,,,,,,,,,,,,,,,,,,,classic,25.0,20,OFF,OFF,0.9,,,,
S5_PivotPoints,daily,AFLT,126,504,4,0.4886,,,,8.0,2.0,1.0,,,,,,,,,,,,,,,,,,,classic,35.0,25,OFF,0.01,OFF,,,,
S5_PivotPoints,daily,AFLT,126,504,5,0.319,,,,8.0,2.0,1.5,,,,,,,,,,,,,,,,,,,fibonacci,30.0,20,OFF,OFF,1.0,,,,
S5_PivotPoints,daily,AFLT,126,504,6,-0.4164,,,,10.0,1.5,1.5,,,,,,,,,,,,,,,,,,,classic,30.0,20,0.3,0.01,0.9,,,,
S5_PivotPoints,daily,AFLT,126,504,7,0.4266,,,,10.0,1.0,1.5,,,,,,,,,,,,,,,,,,,fibonacci,30.0,20,OFF,OFF,OFF,,,,
S5_PivotPoints,daily,AFLT,126,504,8,1.1478,,,,5.0,2.0,1.0,,,,,,,,,,,,,,,,,,,classic,30.0,15,OFF,0.01,OFF,,,,
S5_PivotPoints,daily,AFLT,126,504,9,1.474,,,,15.0,1.0,1.0,,,,,,,,,,,,,,,,,,,classic,35.0,15,OFF,0.01,OFF,,,,
S5_PivotPoints,daily,AFLT,252,252,0,1.4845,,,,5.0,1.0,2.0,,,,,,,,,,,,,,,,,,,fibonacci,30.0,20,0.4,0.01,0.8,,,,
S5_PivotPoints,daily,AFLT,252,252,1,2.1708,,,,15.0,1.0,1.0,,,,,,,,,,,,,,,,,,,fibonacci,35.0,OFF,0.2,OFF,0.8,,,,
S5_PivotPoints,daily,AFLT,252,252,2,1.5829,,,,5.0,2.0,2.0,,,,,,,,,,,,,,,,,,,classic,30.0,OFF,OFF,OFF,1.0,,,,
S5_PivotPoints,daily,AFLT,252,252,3,-0.5885,,,,10.0,1.5,1.5,,,,,,,,,,,,,,,,,,,classic,30.0,20,0.3,0.01,0.9,,,,
S5_PivotPoints,daily,AFLT,252,252,4,1.0,,,,10.0,1.0,1.0,,,,,,,,,,,,,,,,,,,classic,25.0,20,OFF,0.01,OFF,,,,
S5_PivotPoints,daily,AFLT,252,252,5,1.3434,,,,5.0,1.5,1.0,,,,,,,,,,,,,,,,,,,classic,25.0,15,0.3,0.01,0.8,,,,
S5_PivotPoints,daily,AFLT,252,504,0,1.4579,,,,8.0,1.0,1.0,,,,,,,,,,,,,,,,,,,classic,25.0,OFF,0.4,0.01,0.8,,,,
S5_PivotPoints,daily,AFLT,252,504,1,1.116,,,,8.0,1.5,2.0,,,,,,,,,,,,,,,,,,,classic,30.0,OFF,OFF,OFF,0.8,,,,
S5_PivotPoints,daily,AFLT,252,504,2,0.4886,,,,15.0,2.0,1.5,,,,,,,,,,,,,,,,,,,classic,30.0,25,OFF,0.01,OFF,,,,
S5_PivotPoints,daily,AFLT,252,504,3,-0.4164,,,,10.0,1.5,1.5,,,,,,,,,,,,,,,,,,,classic,30.0,20,0.3,0.01,0.9,,,,
S5_PivotPoints,daily,AFLT,252,504,4,1.1478,,,,8.0,1.0,1.0,,,,,,,,,,,,,,,,,,,classic,30.0,15,OFF,0.01,OFF,,,,
S5_PivotPoints,hourly,AFLT,63,252,0,3.037,,,,10.0,1.0,1.5,,,,,,,,,,,,,,,,,,,classic,30.0,25,0.2,0.01,0.8,,,,
S5_PivotPoints,hourly,AFLT,63,252,1,3.0915,,,,30.0,1.0,1.5,,,,,,,,,,,,,,,,,,,classic,25.0,25,0.2,0.02,0.8,,,,
S5_PivotPoints,hourly,AFLT,63,252,2,2.2881,,,,10.0,2.0,1.0,,,,,,,,,,,,,,,,,,,classic,30.0,15,0.3,0.02,1.0,,,,
S5_PivotPoints,hourly,AFLT,63,252,3,1.5761,,,,10.0,1.0,1.0,,,,,,,,,,,,,,,,,,,classic,30.0,25,0.2,OFF,OFF,,,,
S5_PivotPoints,hourly,AFLT,63,252,4,2.0411,,,,30.0,1.5,1.5,,,,,,,,,,,,,,,,,,,fibonacci,25.0,15,0.3,0.02,1.0,,,,
S5_PivotPoints,hourly,AFLT,63,252,5,1.8803,,,,20.0,1.5,1.5,,,,,,,,,,,,,,,,,,,classic,30.0,15,0.3,OFF,0.8,,,,
S5_PivotPoints,hourly,AFLT,63,252,6,2.0288,,,,10.0,2.0,2.0,,,,,,,,,,,,,,,,,,,classic,25.0,20,OFF,0.01,0.8,,,,
S5_PivotPoints,hourly,AFLT,63,252,7,1.69,,,,20.0,1.0,1.5,,,,,,,,,,,,,,,,,,,classic,30.0,20,OFF,0.02,0.9,,,,
S5_PivotPoints,hourly,AFLT,63,252,8,2.3413,,,,10.0,2.0,1.5,,,,,,,,,,,,,,,,,,,classic,25.0,20,0.3,0.02,0.9,,,,
S5_PivotPoints,hourly,AFLT,63,252,9,1.563,,,,30.0,1.5,1.5,,,,,,,,,,,,,,,,,,,classic,25.0,20,0.3,OFF,OFF,,,,
S5_PivotPoints,hourly,AFLT,63,252,10,0.8561,,,,20.0,1.0,1.0,,,,,,,,,,,,,,,,,,,classic,35.0,25,OFF,0.01,0.9,,,,
S5_PivotPoints,hourly,AFLT,63,252,11,0.9395,,,,10.0,1.0,1.5,,,,,,,,,,,,,,,,,,,classic,25.0,15,0.2,0.02,OFF,,,,
S5_PivotPoints,hourly,AFLT,63,252,12,1.2972,,,,16.0,1.5,1.0,,,,,,,,,,,,,,,,,,,classic,25.0,25,OFF,0.01,OFF,,,,
S5_PivotPoints,hourly,AFLT,63,252,13,1.3394,,,,20.0,1.5,1.5,,,,,,,,,,,,,,,,,,,classic,25.0,25,OFF,0.02,OFF,,,,
S5_PivotPoints,hourly,AFLT,63,252,14,1.9958,,,,30.0,1.5,1.0,,,,,,,,,,,,,,,,,,,classic,25.0,25,OFF,0.02,OFF,,,,
S5_PivotPoints,hourly,AFLT,63,252,15,1.0874,,,,10.0,1.0,1.0,,,,,,,,,,,,,,,,,,,classic,25.0,OFF,0.3,0.01,1.0,,,,
S5_PivotPoints,hourly,AFLT,63,252,16,0.607,,,,20.0,1.5,2.0,,,,,,,,,,,,,,,,,,,classic,30.0,15,0.4,0.01,OFF,,,,
S5_PivotPoints,hourly,AFLT,63,252,17,0.2366,,,,20.0,2.0,2.0,,,,,,,,,,,,,,,,,,,fibonacci,35.0,OFF,OFF,0.02,OFF,,,,
S5_PivotPoints,hourly,AFLT,63,252,18,0.5996,,,,30.0,1.0,1.5,,,,,,,,,,,,,,,,,,,classic,35.0,15,0.2,OFF,0.8,,,,
S5_PivotPoints,hourly,AFLT,63,252,19,-2.6591,,,,20.0,1.5,1.5,,,,,,,,,,,,,,,,,,,classic,30.0,20,0.3,0.01,0.9,,,,
S5_PivotPoints,hourly,AFLT,63,252,20,0.5764,,,,10.0,2.0,2.0,,,,,,,,,,,,,,,,,,,fibonacci,25.0,15,0.2,OFF,OFF,,,,
S5_PivotPoints,hourly,AFLT,63,252,21,0.9321,,,,30.0,2.0,1.5,,,,,,,,,,,,,,,,,,,classic,30.0,20,0.4,0.02,OFF,,,,
S5_PivotPoints,hourly,AFLT,63,252,22,1.1232,,,,20.0,1.5,1.0,,,,,,,,,,,,,,,,,,,classic,30.0,OFF,0.2,0.01,OFF,,,,
S5_PivotPoints,hourly,AFLT,63,252,23,1.9294,,,,30.0,2.0,2.0,,,,,,,,,,,,,,,,,,,fibonacci,30.0,OFF,OFF,OFF,OFF,,,,
S5_PivotPoints,hourly,AFLT,63,252,24,2.7227,,,,30.0,2.0,1.5,,,,,,,,,,,,,,,,,,,classic,30.0,OFF,0.2,0.01,OFF,,,,
S5_PivotPoints,hourly,AFLT,63,504,0,2.0454,,,,16.0,1.5,1.5,,,,,,,,,,,,,,,,,,,fibonacci,30.0,25,0.2,0.01,0.8,,,,
S5_PivotPoints,hourly,AFLT,63,504,1,2.1483,,,,16.0,1.5,2.0,,,,,,,,,,,,,,,,,,,classic,30.0,20,0.2,OFF,0.8,,,,
S5_PivotPoints,hourly,AFLT,63,504,2,1.5358,,,,20.0,1.5,1.0,,,,,,,,,,,,,,,,,,,classic,35.0,20,0.3,0.02,0.9,,,,
S5_PivotPoints,hourly,AFLT,63,504,3,1.2338,,,,16.0,1.0,1.0,,,,,,,,,,,,,,,,,,,classic,30.0,25,0.3,0.01,1.0,,,,
S5_PivotPoints,hourly,AFLT,63,504,4,1.2977,,,,20.0,1.5,2.0,,,,,,,,,,,,,,,,,,,classic,30.0,20,0.2,OFF,0.8,,,,
S5_PivotPoints,hourly,AFLT,63,504,5,1.4751,,,,20.0,2.0,2.0,,,,,,,,,,,,,,,,,,,classic,30.0,20,0.2,0.02,0.8,,,,
S5_PivotPoints,hourly,AFLT,63,504,6,0.9357,,,,10.0,1.5,1.0,,,,,,,,,,,,,,,,,,,classic,30.0,25,0.3,0.01,0.9,,,,
S5_PivotPoints,hourly,AFLT,63,504,7,0.9791,,,,30.0,1.5,1.5,,,,,,,,,,,,,,,,,,,classic,25.0,15,0.2,0.02,0.9,,,,
S5_PivotPoints,hourly,AFLT,63,504,8,1.0164,,,,20.0,1.0,1.5,,,,,,,,,,,,,,,,,,,classic,25.0,OFF,0.3,0.02,0.9,,,,
S5_PivotPoints,hourly,AFLT,63,504,9,0.4993,,,,30.0,1.0,1.0,,,,,,,,,,,,,,,,,,,classic,25.0,OFF,0.3,OFF,1.0,,,,
S5_PivotPoints,hourly,AFLT,63,504,10,0.7376,,,,16.0,1.5,1.0,,,,,,,,,,,,,,,,,,,classic,25.0,OFF,0.2,0.01,OFF,,,,
S5_PivotPoints,hourly,AFLT,63,504,11,0.7058,,,,10.0,1.5,1.0,,,,,,,,,,,,,,,,,,,classic,25.0,OFF,0.3,0.02,1.0,,,,
S5_PivotPoints,hourly,AFLT,63,504,12,0.4081,,,,16.0,1.5,1.0,,,,,,,,,,,,,,,,,,,classic,25.0,25,OFF,0.01,OFF,,,,
S5_PivotPoints,hourly,AFLT,63,504,13,0.4655,,,,20.0,1.5,1.5,,,,,,,,,,,,,,,,,,,classic,25.0,25,OFF,0.02,OFF,,,,
S5_PivotPoints,hourly,AFLT,63,504,14,0.2581,,,,16.0,1.0,2.0,,,,,,,,,,,,,,,,,,,classic,25.0,15,0.2,OFF,0.8,,,,
S5_PivotPoints,hourly,AFLT,63,504,15,0.2581,,,,30.0,1.0,1.5,,,,,,,,,,,,,,,,,,,classic,25.0,15,0.2,0.02,0.8,,,,
S5_PivotPoints,hourly,AFLT,63,504,16,-1.6692,,,,20.0,1.5,1.5,,,,,,,,,,,,,,,,,,,classic,30.0,20,0.3,0.01,0.9,,,,
S5_PivotPoints,hourly,AFLT,63,504,17,0.4103,,,,20.0,1.0,1.5,,,,,,,,,,,,,,,,,,,classic,25.0,25,OFF,OFF,OFF,,,,
S5_PivotPoints,hourly,AFLT,63,504,18,0.3171,,,,20.0,2.0,2.0,,,,,,,,,,,,,,,,,,,fibonacci,25.0,15,0.4,0.02,OFF,,,,
S5_PivotPoints,hourly,AFLT,63,504,19,0.7728,,,,30.0,2.0,1.0,,,,,,,,,,,,,,,,,,,fibonacci,25.0,15,0.2,0.02,OFF,,,,
S5_PivotPoints,hourly,AFLT,63,504,20,1.0746,,,,20.0,1.5,1.0,,,,,,,,,,,,,,,,,,,classic,30.0,OFF,0.2,0.01,OFF,,,,
S5_PivotPoints,hourly,AFLT,126,252,0,3.037,,,,10.0,1.0,1.5,,,,,,,,,,,,,,,,,,,classic,30.0,25,0.2,0.01,0.8,,,,
S5_PivotPoints,hourly,AFLT,126,252,1,2.2881,,,,10.0,2.0,1.0,,,,,,,,,,,,,,,,,,,classic,25.0,15,0.3,0.02,1.0,,,,
S5_PivotPoints,hourly,AFLT,126,252,2,2.0394,,,,10.0,1.5,1.5,,,,,,,,,,,,,,,,,,,fibonacci,35.0,15,0.3,OFF,1.0,,,,
S5_PivotPoints,hourly,AFLT,126,252,3,1.7368,,,,16.0,1.5,1.0,,,,,,,,,,,,,,,,,,,classic,30.0,20,0.3,OFF,0.9,,,,
S5_PivotPoints,hourly,AFLT,126,252,4,2.5206,,,,20.0,1.5,1.5,,,,,,,,,,,,,,,,,,,classic,25.0,20,0.3,0.01,0.9,,,,
S5_PivotPoints,hourly,AFLT,126,252,5,1.1205,,,,10.0,2.0,1.0,,,,,,,,,,,,,,,,,,,classic,25.0,25,OFF,0.01,0.9,,,,
S5_PivotPoints,hourly,AFLT,126,252,6,1.3489,,,,16.0,1.5,1.0,,,,,,,,,,,,,,,,,,,classic,35.0,25,OFF,0.01,1.0,,,,
S5_PivotPoints,hourly,AFLT,126,252,7,1.653,,,,16.0,1.5,2.0,,,,,,,,,,,,,,,,,,,classic,30.0,25,OFF,OFF,OFF,,,,
S5_PivotPoints,hourly,AFLT,126,252,8,0.719,,,,30.0,1.0,1.5,,,,,,,,,,,,,,,,,,,classic,25.0,15,0.3,0.02,OFF,,,,
S5_PivotPoints,hourly,AFLT,126,252,9,0.8409,,,,30.0,1.0,1.5,,,,,,,,,,,,,,,,,,,classic,25.0,15,0.2,0.01,OFF,,,,
S5_PivotPoints,hourly,AFLT,126,252,10,0.5764,,,,16.0,2.0,1.5,,,,,,,,,,,,,,,,,,,fibonacci,25.0,15,0.2,0.02,OFF,,,,
S5_PivotPoints,hourly,AFLT,126,252,11,0.988,,,,20.0,2.0,1.5,,,,,,,,,,,,,,,,,,,classic,30.0,20,0.4,0.01,OFF,,,,
S5_PivotPoints,hourly,AFLT,126,252,12,2.4559,,,,20.0,2.0,2.0,,,,,,,,,,,,,,,,,,,classic,25.0,OFF,0.2,0.01,OFF,,,,
S5_PivotPoints,hourly,AFLT,126,504,0,2.0454,,,,16.0,1.5,1.5,,,,,,,,,,,,,,,,,,,fibonacci,30.0,25,0.2,0.01,0.8,,,,
S5_PivotPoints,hourly,AFLT,126,504,1,1.5625,,,,10.0,1.5,1.0,,,,,,,,,,,,,,,,,,,classic,25.0,20,0.3,OFF,0.9,,,,
S5_PivotPoints,hourly,AFLT,126,504,2,1.4989,,,,20.0,2.0,2.0,,,,,,,,,,,,,,,,,,,classic,25.0,20,0.2,OFF,0.8,,,,
S5_PivotPoints,hourly,AFLT,126,504,3,1.0378,,,,16.0,1.0,1.0,,,,,,,,,,,,,,,,,,,classic,30.0,25,0.3,0.01,1.0,,,,
S5_PivotPoints,hourly,AFLT,126,504,4,1.0527,,,,30.0,1.5,2.0,,,,,,,,,,,,,,,,,,,classic,30.0,15,0.2,0.02,0.8,,,,
S5_PivotPoints,hourly,AFLT,126,504,5,0.6744,,,,16.0,2.0,1.0,,,,,,,,,,,,,,,,,,,classic,25.0,OFF,0.2,0.01,OFF,,,,
S5_PivotPoints,hourly,AFLT,126,504,6,0.3939,,,,20.0,1.5,1.0,,,,,,,,,,,,,,,,,,,classic,25.0,25,OFF,0.01,OFF,,,,
S5_PivotPoints,hourly,AFLT,126,504,7,0.3515,,,,16.0,1.5,2.0,,,,,,,,,,,,,,,,,,,classic,30.0,25,OFF,OFF,OFF,,,,
S5_PivotPoints,hourly,AFLT,126,504,8,-1.6692,,,,20.0,1.5,1.5,,,,,,,,,,,,,,,,,,,classic,30.0,20,0.3,0.01,0.9,,,,
S5_PivotPoints,hourly,AFLT,126,504,9,0.3958,,,,16.0,2.0,2.0,,,,,,,,,,,,,,,,,,,fibonacci,35.0,15,0.4,0.01,OFF,,,,
S5_PivotPoints,hourly,AFLT,126,504,10,1.1808,,,,30.0,1.5,1.0,,,,,,,,,,,,,,,,,,,fibonacci,35.0,15,0.2,OFF,OFF,,,,
S5_PivotPoints,hourly,AFLT,252,252,0,3.037,,,,10.0,1.0,1.5,,,,,,,,,,,,,,,,,,,classic,30.0,25,0.2,0.01,0.8,,,,
S5_PivotPoints,hourly,AFLT,252,252,1,2.0411,,,,16.0,1.5,1.5,,,,,,,,,,,,,,,,,,,fibonacci,25.0,15,0.3,0.02,1.0,,,,
S5_PivotPoints,hourly,AFLT,252,252,2,2.1807,,,,20.0,2.0,2.0,,,,,,,,,,,,,,,,,,,classic,25.0,20,0.2,OFF,0.8,,,,
S5_PivotPoints,hourly,AFLT,252,252,3,1.1535,,,,30.0,1.0,1.0,,,,,,,,,,,,,,,,,,,classic,35.0,25,OFF,0.01,OFF,,,,
S5_PivotPoints,hourly,AFLT,252,252,4,0.921,,,,20.0,2.0,2.0,,,,,,,,,,,,,,,,,,,classic,25.0,15,OFF,OFF,OFF,,,,
S5_PivotPoints,hourly,AFLT,252,252,5,0.5319,,,,10.0,2.0,1.0,,,,,,,,,,,,,,,,,,,classic,25.0,20,0.4,0.01,OFF,,,,
S5_PivotPoints,hourly,AFLT,252,252,6,2.3934,,,,16.0,2.0,1.0,,,,,,,,,,,,,,,,,,,classic,30.0,OFF,OFF,0.02,1.0,,,,
S5_PivotPoints,hourly,AFLT,252,504,0,2.0454,,,,16.0,1.5,1.5,,,,,,,,,,,,,,,,,,,fibonacci,30.0,25,0.2,0.01,0.8,,,,
S5_PivotPoints,hourly,AFLT,252,504,1,1.3137,,,,16.0,1.0,1.0,,,,,,,,,,,,,,,,,,,classic,25.0,20,0.3,0.01,0.9,,,,
S5_PivotPoints,hourly,AFLT,252,504,2,1.0527,,,,10.0,1.0,2.0,,,,,,,,,,,,,,,,,,,classic,35.0,15,0.2,OFF,0.8,,,,
S5_PivotPoints,hourly,AFLT,252,504,3,0.2714,,,,10.0,2.0,2.0,,,,,,,,,,,,,,,,,,,classic,25.0,OFF,0.3,0.02,1.0,,,,
S5_PivotPoints,hourly,AFLT,252,504,4,-1.6692,,,,20.0,1.5,1.5,,,,,,,,,,,,,,,,,,,classic,30.0,20,0.3,0.01,0.9,,,,
S5_PivotPoints,hourly,AFLT,252,504,5,1.1808,,,,30.0,1.5,1.0,,,,,,,,,,,,,,,,,,,fibonacci,35.0,15,0.2,0.02,OFF,,,,
S6_VWAP,daily,AFLT,63,252,0,1.6153,,,,10.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,30.0,15,0.4,0.01,0.8,15.0,2.0,0.5,OFF
S6_VWAP,daily,AFLT,63,252,1,2.1011,,,,8.0,1.5,1.5,,,,,,,,,,,,,,,,,,,,35.0,OFF,0.4,0.01,OFF,10.0,1.5,0.5,OFF
S6_VWAP,daily,AFLT,63,252,2,2.1011,,,,15.0,1.5,2.0,,,,,,,,,,,,,,,,,,,,30.0,OFF,0.4,0.01,0.9,10.0,1.5,0.5,OFF
S6_VWAP,daily,AFLT,63,252,3,2.2779,,,,8.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,30.0,OFF,0.4,OFF,1.0,25.0,1.5,0.5,ON
S6_VWAP,daily,AFLT,63,252,4,1.9242,,,,5.0,1.5,1.0,,,,,,,,,,,,,,,,,,,,25.0,25,OFF,0.01,0.8,10.0,1.0,0.5,OFF
S6_VWAP,daily,AFLT,63,252,5,2.0495,,,,8.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,30.0,OFF,0.4,0.01,0.8,10.0,1.0,0.3,OFF
S6_VWAP,daily,AFLT,63,252,6,1.656,,,,10.0,1.5,2.0,,,,,,,,,,,,,,,,,,,,35.0,OFF,0.2,OFF,OFF,25.0,1.5,0.7,OFF
S6_VWAP,daily,AFLT,63,252,7,2.4649,,,,8.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,25.0,20,0.4,OFF,0.8,10.0,1.0,0.3,OFF
S6_VWAP,daily,AFLT,63,252,8,1.5547,,,,15.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,25.0,20,OFF,OFF,0.8,10.0,1.0,0.3,OFF
S6_VWAP,daily,AFLT,63,252,9,1.7887,,,,10.0,1.5,1.0,,,,,,,,,,,,,,,,,,,,25.0,OFF,OFF,OFF,1.0,15.0,1.0,0.3,ON
S6_VWAP,daily,AFLT,63,252,10,1.622,,,,15.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,30.0,15,OFF,0.02,OFF,10.0,1.0,0.3,ON
S6_VWAP,daily,AFLT,63,252,11,1.2904,,,,10.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,25.0,OFF,0.3,0.01,OFF,15.0,1.0,0.5,ON
S6_VWAP,daily,AFLT,63,252,12,1.5516,,,,15.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,35.0,20,0.4,0.01,0.8,25.0,2.0,0.5,OFF
S6_VWAP,daily,AFLT,63,252,13,1.5516,,,,15.0,1.5,2.0,,,,,,,,,,,,,,,,,,,,35.0,OFF,OFF,0.01,0.9,25.0,2.0,0.7,OFF
S6_VWAP,daily,AFLT,63,252,14,0.983,,,,8.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,25.0,20,OFF,0.02,0.8,25.0,2.0,0.5,ON
S6_VWAP,daily,AFLT,63,252,15,1.2309,,,,10.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,35.0,25,OFF,0.01,OFF,25.0,1.0,0.7,OFF
S6_VWAP,daily,AFLT,63,252,16,1.5372,,,,8.0,1.5,1.0,,,,,,,,,,,,,,,,,,,,25.0,OFF,OFF,OFF,0.9,10.0,2.0,0.7,ON
S6_VWAP,daily,AFLT,63,252,17,2.129,,,,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,30.0,25,OFF,0.02,OFF,15.0,2.0,0.7,OFF
S6_VWAP,daily,AFLT,63,252,18,0.9627,,,,8.0,1.5,2.0,,,,,,,,,,,,,,,,,,,,25.0,OFF,OFF,OFF,OFF,25.0,2.0,0.5,ON
S6_VWAP,daily,AFLT,63,252,19,1.6058,,,,5.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,25.0,OFF,OFF,OFF,0.8,25.0,2.0,0.3,ON
S6_VWAP,daily,AFLT,63,252,20,2.4598,,,,10.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,30.0,OFF,0.2,OFF,1.0,25.0,2.0,0.3,OFF
S6_VWAP,daily,AFLT,63,252,21,1.3924,,,,10.0,1.5,2.0,,,,,,,,,,,,,,,,,,,,25.0,OFF,0.3,OFF,1.0,25.0,2.0,0.5,ON
S6_VWAP,daily,AFLT,63,252,22,2.3746,,,,5.0,1.5,2.0,,,,,,,,,,,,,,,,,,,,25.0,OFF,0.3,OFF,OFF,15.0,2.0,0.7,ON
S6_VWAP,daily,AFLT,63,504,0,1.1715,,,,15.0,1.5,1.5,,,,,,,,,,,,,,,,,,,,35.0,25,0.4,OFF,0.8,25.0,1.5,0.7,ON
S6_VWAP,daily,AFLT,63,504,1,1.3187,,,,5.0,1.5,1.0,,,,,,,,,,,,,,,,,,,,30.0,OFF,OFF,OFF,0.9,25.0,1.5,0.3,ON
