strategy,timeframe,ticker,recalib_freq,train_window,recalib_idx,sharpe_train,p_ma_window,p_z_entry,p_z_exit,p_max_hold,p_sl_mult,p_tp_mult,p_rsi_thresh,p_vol_regime,p_consec_candles,p_vol_exhaustion,p_bb_window,p_bb_std,p_bw_percentile,p_rsi_divergence,p_dc_window,p_initial_sl_mult,p_trail_n,p_trail_atr_mult,p_breakeven_thresh,p_adx_thresh,p_vol_confirm,p_daily_ma_confirm,p_atr_period,p_multiplier,p_pivot_type,p_adx_exit_thresh,p_adx_entry_thresh,p_bb_squeeze_pctl,p_flat_ma_slope,p_vol_compression,p_vwap_window,p_dev_mult,p_exit_mult,p_hurst_proxy
S1_MeanRev,daily,AFLT,63,252,0,-1.9469,20.0,2.0,0.5,20.0,1.5,2.0,40,1.2,3,ON,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,252,1,-1.886,20.0,2.0,0.5,20.0,1.5,2.0,40,1.2,3,ON,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,252,2,-1.7452,20.0,2.0,0.5,20.0,1.5,2.0,40,1.2,3,ON,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,252,3,1.1254,15.0,2.5,0.3,10.0,1.0,1.5,35,1.5,2,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,252,4,3.1431,15.0,1.5,0.5,15.0,1.0,2.0,35,OFF,OFF,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,252,5,2.5742,15.0,1.5,0.5,20.0,1.5,2.0,35,1.0,2,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,252,6,2.148,15.0,2.5,0.5,10.0,1.0,1.5,OFF,1.2,OFF,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,252,7,2.4609,20.0,1.5,0.7,20.0,2.0,1.5,OFF,1.0,3,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,252,8,1.9574,15.0,1.5,0.5,20.0,1.0,2.5,45,1.0,2,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,252,9,1.4192,25.0,1.5,0.7,20.0,2.0,2.0,OFF,1.0,4,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,252,10,1.7277,15.0,2.5,0.5,15.0,1.5,2.0,35,1.2,3,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,252,11,2.187,15.0,2.5,0.5,25.0,1.5,2.0,35,1.5,2,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,252,12,1.4304,15.0,2.5,0.5,25.0,1.5,1.5,OFF,1.5,4,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,252,13,1.4212,20.0,1.5,0.7,10.0,1.0,3.0,35,1.2,2,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,252,14,1.4844,15.0,1.5,0.3,20.0,1.0,2.0,35,1.5,OFF,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,252,15,2.0274,25.0,1.5,0.7,25.0,1.0,2.0,40,1.2,2,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,252,16,2.0203,25.0,2.0,0.5,20.0,1.0,3.0,35,1.5,2,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,252,17,2.1602,25.0,1.5,0.3,20.0,1.5,3.0,35,1.5,4,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,252,18,2.3522,25.0,1.5,0.7,15.0,1.5,1.5,35,OFF,4,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,252,19,2.6118,15.0,1.5,0.7,15.0,2.0,3.0,40,1.0,4,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,252,20,2.2371,15.0,1.5,0.7,10.0,1.5,3.0,40,1.0,2,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,252,21,2.025,15.0,2.0,0.3,25.0,1.0,3.0,OFF,1.0,3,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,252,22,2.4235,15.0,2.0,0.3,10.0,1.0,2.5,45,1.5,2,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,504,0,0.0304,20.0,1.5,0.7,25.0,1.0,1.5,OFF,1.0,2,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,504,1,0.4347,15.0,2.5,0.5,20.0,1.0,3.0,40,1.2,OFF,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,504,2,0.5282,15.0,2.5,0.7,25.0,1.0,2.0,40,1.5,OFF,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,504,3,1.3506,20.0,1.5,0.7,10.0,1.0,2.5,OFF,1.0,OFF,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,504,4,1.9028,20.0,2.5,0.7,25.0,1.5,1.5,35,1.2,3,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,504,5,1.5182,15.0,2.5,0.3,10.0,1.5,1.5,45,1.5,4,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,504,6,1.5804,15.0,2.5,0.5,25.0,1.0,2.0,35,1.5,3,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,504,7,1.4217,15.0,2.5,0.3,20.0,1.5,2.0,40,1.5,4,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,504,8,1.2956,15.0,2.5,0.3,10.0,1.5,1.5,35,1.2,2,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,504,9,1.0726,15.0,2.5,0.7,20.0,1.5,2.0,40,1.5,4,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,504,10,1.256,15.0,2.5,0.5,15.0,1.5,2.0,35,1.2,3,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,504,11,0.831,15.0,1.5,0.3,20.0,1.0,2.0,OFF,1.0,4,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,504,12,1.2949,15.0,1.5,0.3,25.0,1.0,1.5,35,1.0,4,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,504,13,1.4771,15.0,1.5,0.5,20.0,1.0,2.0,35,1.2,4,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,504,14,1.6279,20.0,1.5,0.3,20.0,2.0,1.5,35,1.5,2,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,504,15,1.6663,25.0,2.0,0.5,10.0,1.0,1.5,40,1.2,3,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,504,16,1.6668,15.0,2.0,0.3,15.0,1.0,3.0,OFF,1.0,3,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,504,17,1.8415,25.0,1.5,0.3,20.0,1.5,3.0,35,1.5,4,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,63,504,18,1.8905,15.0,2.0,0.3,20.0,2.0,3.0,OFF,1.0,2,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,126,252,0,-1.9469,20.0,2.0,0.5,20.0,1.5,2.0,40,1.2,3,ON,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,126,252,1,-1.7452,20.0,2.0,0.5,20.0,1.5,2.0,40,1.2,3,ON,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,126,252,2,3.1063,15.0,1.5,0.5,10.0,1.5,3.0,35,1.0,3,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,126,252,3,2.269,15.0,2.5,0.5,10.0,1.0,1.5,40,1.2,OFF,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,126,252,4,2.1075,20.0,2.5,0.7,25.0,2.0,1.5,40,1.5,4,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,126,252,5,1.9048,15.0,2.5,0.3,10.0,1.5,1.5,45,1.5,4,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,126,252,6,1.694,15.0,2.5,0.3,10.0,1.5,2.0,40,OFF,OFF,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,126,252,7,1.4761,25.0,2.0,0.5,15.0,1.0,3.0,45,1.5,2,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,126,252,8,2.065,15.0,1.5,0.7,10.0,1.0,2.5,40,1.5,4,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,126,252,9,2.5473,25.0,1.5,0.3,20.0,2.0,1.5,35,1.5,4,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,126,252,10,2.2371,15.0,1.5,0.7,25.0,1.5,3.0,40,1.0,2,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,126,252,11,2.1511,15.0,2.0,0.5,10.0,2.0,2.0,45,1.0,3,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,126,504,0,0.0304,20.0,1.5,0.7,25.0,1.0,1.5,OFF,1.0,2,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,126,504,1,0.6648,15.0,2.5,0.5,15.0,1.0,3.0,35,1.5,OFF,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,126,504,2,1.5967,20.0,1.5,0.5,20.0,2.0,2.0,OFF,1.0,4,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,126,504,3,1.5267,15.0,2.5,0.7,20.0,2.0,2.0,45,1.2,4,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,126,504,4,1.5951,15.0,2.5,0.3,15.0,1.5,1.5,45,1.5,4,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,126,504,5,1.0805,15.0,1.5,0.3,25.0,1.0,3.0,OFF,1.0,4,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,126,504,6,1.2949,15.0,1.5,0.5,10.0,1.0,3.0,35,1.0,4,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,126,504,7,1.6371,15.0,1.5,0.5,10.0,1.0,3.0,35,1.5,4,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,126,504,8,1.6077,15.0,1.5,0.7,10.0,2.0,1.5,40,1.0,3,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,126,504,9,1.8905,15.0,2.0,0.3,25.0,1.0,3.0,OFF,1.0,3,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,252,252,0,-1.9469,20.0,2.0,0.5,20.0,1.5,2.0,40,1.2,3,ON,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,252,252,1,3.593,15.0,1.5,0.5,20.0,2.0,1.5,35,1.2,3,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,252,252,2,1.8498,20.0,1.5,0.5,20.0,2.0,2.0,OFF,1.0,4,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,252,252,3,1.9264,15.0,2.5,0.5,20.0,1.5,2.0,OFF,OFF,OFF,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,252,252,4,2.1861,25.0,2.0,0.3,20.0,1.0,2.5,40,OFF,2,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,252,252,5,2.0806,15.0,1.5,0.7,15.0,1.5,2.5,40,1.0,3,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,252,504,0,0.0304,20.0,1.5,0.7,25.0,1.0,1.5,OFF,1.0,2,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,252,504,1,1.8831,15.0,2.5,0.3,20.0,1.5,1.5,35,1.2,2,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,252,504,2,1.8033,15.0,2.5,0.5,10.0,1.5,2.0,OFF,1.5,4,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,252,504,3,1.0931,15.0,1.5,0.7,10.0,1.5,1.5,40,1.0,4,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,daily,AFLT,252,504,4,1.6556,25.0,1.5,0.3,20.0,1.5,3.0,35,OFF,4,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,252,0,2.2761,15.0,2.5,0.3,20.0,1.5,1.5,40,OFF,OFF,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,252,1,2.0971,15.0,2.5,0.3,30.0,1.5,1.5,40,1.5,3,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,252,2,1.8004,15.0,2.5,0.3,30.0,2.0,2.0,OFF,1.5,3,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,252,3,2.394,15.0,2.5,0.3,20.0,1.0,2.5,40,1.5,2,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,252,4,2.1928,15.0,2.5,0.3,20.0,1.0,2.0,OFF,1.0,3,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,252,5,1.7305,25.0,2.5,0.3,50.0,1.5,3.0,45,1.0,3,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,252,6,1.879,25.0,2.5,0.3,30.0,1.0,2.5,35,1.0,4,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,252,7,2.3591,15.0,2.5,0.5,40.0,1.5,2.0,OFF,1.0,3,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,252,8,1.6969,25.0,2.5,0.3,20.0,2.0,3.0,45,1.5,4,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,252,9,1.1999,20.0,2.5,0.7,50.0,2.0,2.5,40,1.0,4,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,252,10,1.8173,20.0,2.5,0.3,30.0,2.0,2.0,40,1.2,4,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,252,11,1.7435,15.0,2.5,0.5,40.0,1.5,2.5,35,OFF,3,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,252,12,1.617,15.0,2.5,0.7,50.0,1.0,1.5,OFF,OFF,3,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,252,13,2.0062,25.0,2.5,0.7,50.0,1.5,1.5,45,OFF,4,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,252,14,1.7858,20.0,2.0,0.3,20.0,1.5,1.5,35,1.2,2,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,252,15,2.3153,20.0,2.5,0.7,20.0,1.0,2.0,35,1.2,4,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,252,16,2.3575,20.0,2.5,0.5,40.0,2.0,3.0,35,1.2,OFF,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,252,17,2.1324,20.0,2.5,0.3,40.0,1.5,2.5,35,1.0,OFF,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,252,18,1.6444,15.0,2.5,0.5,40.0,1.0,1.5,40,1.0,2,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,252,19,2.092,20.0,2.0,0.3,50.0,1.5,1.5,OFF,OFF,4,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,252,20,1.6705,20.0,2.5,0.3,40.0,1.0,1.5,OFF,1.5,3,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,252,21,1.5504,25.0,2.0,0.7,30.0,1.0,2.5,OFF,1.0,4,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,252,22,2.2092,25.0,2.0,0.5,30.0,1.5,3.0,40,1.2,4,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,252,23,2.794,25.0,2.0,0.3,30.0,1.5,3.0,40,1.2,4,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,252,24,3.3088,25.0,2.0,0.3,30.0,2.0,2.0,35,1.2,2,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,504,0,1.6008,15.0,2.5,0.3,20.0,1.0,2.5,OFF,1.2,OFF,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,504,1,1.6285,15.0,2.5,0.3,50.0,1.5,2.5,40,1.2,OFF,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,504,2,1.6601,15.0,2.5,0.3,20.0,1.5,2.5,40,1.0,3,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,504,3,1.3937,15.0,2.5,0.5,20.0,2.0,3.0,40,1.0,3,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,504,4,1.1631,15.0,2.5,0.5,20.0,2.0,3.0,45,1.0,3,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,504,5,1.2787,25.0,2.5,0.5,50.0,2.0,2.5,OFF,1.0,4,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,504,6,1.596,25.0,2.5,0.3,30.0,1.0,2.5,35,1.0,4,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,504,7,1.3543,25.0,2.5,0.5,20.0,2.0,3.0,45,OFF,4,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,504,8,1.386,25.0,2.5,0.3,20.0,2.0,3.0,45,1.5,4,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,504,9,1.2554,20.0,2.5,0.3,50.0,2.0,2.5,OFF,1.0,4,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,504,10,0.9708,15.0,2.5,0.3,50.0,1.5,2.5,OFF,1.0,4,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,504,11,1.1536,15.0,2.5,0.3,20.0,2.0,1.5,OFF,1.0,4,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,504,12,1.2031,15.0,2.5,0.7,30.0,2.0,2.5,40,1.2,3,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,504,13,1.4163,20.0,2.0,0.3,50.0,1.0,2.5,35,1.5,2,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,504,14,1.3508,25.0,2.0,0.5,30.0,1.5,3.0,40,1.2,OFF,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,504,15,1.4525,20.0,2.5,0.3,40.0,1.0,2.5,35,OFF,4,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,504,16,1.3073,20.0,2.5,0.3,50.0,1.0,2.5,35,1.5,4,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,504,17,1.1625,15.0,2.5,0.5,50.0,2.0,1.5,45,1.0,4,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,504,18,1.5259,20.0,2.5,0.7,50.0,1.0,2.5,OFF,1.2,3,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,504,19,1.2654,25.0,1.5,0.5,40.0,2.0,3.0,35,1.0,OFF,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,63,504,20,1.434,25.0,2.0,0.5,30.0,2.0,3.0,45,1.0,3,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,126,252,0,2.2761,15.0,2.5,0.3,20.0,1.5,1.5,40,OFF,OFF,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,126,252,1,1.8004,15.0,2.5,0.3,30.0,1.0,2.5,40,OFF,3,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,126,252,2,2.394,15.0,2.5,0.3,20.0,1.5,2.5,40,1.0,3,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,126,252,3,2.082,25.0,2.5,0.5,30.0,1.5,3.0,35,1.0,4,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,126,252,4,1.7754,25.0,2.0,0.7,20.0,1.0,2.5,45,1.0,OFF,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,126,252,5,1.8525,20.0,2.5,0.3,50.0,2.0,2.5,45,1.2,4,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,126,252,6,1.7696,25.0,2.5,0.3,30.0,1.0,2.5,45,1.5,3,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,126,252,7,1.9029,20.0,2.0,0.3,30.0,1.0,3.0,OFF,1.2,2,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,126,252,8,2.3575,20.0,2.5,0.5,50.0,2.0,3.0,35,1.2,OFF,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,126,252,9,1.6444,15.0,2.5,0.5,40.0,1.5,1.5,35,1.5,OFF,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,126,252,10,1.622,20.0,2.5,0.3,30.0,1.0,2.5,OFF,1.5,2,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,126,252,11,1.8449,15.0,2.5,0.3,30.0,2.0,2.0,35,1.5,3,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,126,252,12,2.997,25.0,2.5,0.5,40.0,1.5,3.0,45,1.2,2,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,126,504,0,1.6008,15.0,2.5,0.3,20.0,1.0,2.5,OFF,1.2,OFF,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,126,504,1,1.6601,15.0,2.5,0.3,50.0,1.5,2.5,40,1.2,OFF,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,126,504,2,1.4669,15.0,2.5,0.3,20.0,1.5,2.5,40,1.0,3,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,126,504,3,1.7214,25.0,2.5,0.5,30.0,1.5,3.0,35,1.0,4,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,126,504,4,1.3089,25.0,2.5,0.3,20.0,2.0,2.0,40,OFF,4,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,126,504,5,1.1865,15.0,2.5,0.3,50.0,1.5,2.5,35,OFF,3,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,126,504,6,1.2031,15.0,2.5,0.7,50.0,1.5,2.0,40,1.2,OFF,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,126,504,7,1.3142,20.0,2.0,0.3,40.0,2.0,2.5,45,1.0,4,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,126,504,8,1.3113,25.0,2.0,0.3,40.0,1.5,3.0,OFF,1.2,OFF,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,126,504,9,1.3436,25.0,2.5,0.3,20.0,1.0,3.0,OFF,1.2,4,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,126,504,10,1.6355,20.0,2.0,0.3,30.0,2.0,3.0,35,1.0,3,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,252,252,0,2.2761,15.0,2.5,0.3,20.0,1.5,1.5,40,OFF,OFF,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,252,252,1,2.394,15.0,2.5,0.3,50.0,1.5,2.5,40,1.2,OFF,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,252,252,2,1.7754,25.0,2.0,0.7,30.0,1.0,2.5,45,1.0,2,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,252,252,3,1.5728,15.0,2.5,0.5,20.0,2.0,1.5,35,OFF,3,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,252,252,4,2.0789,20.0,2.5,0.3,50.0,1.5,2.0,35,1.2,OFF,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,252,252,5,1.7257,20.0,2.5,0.3,40.0,1.5,3.0,OFF,1.5,3,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,252,252,6,2.9476,25.0,2.0,0.5,40.0,2.0,1.5,35,1.2,OFF,False,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,252,504,0,1.6008,15.0,2.5,0.3,20.0,1.0,2.5,OFF,1.2,OFF,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,252,504,1,1.3141,15.0,2.5,0.3,30.0,1.5,2.0,40,1.0,OFF,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,252,504,2,1.1043,15.0,2.5,0.7,40.0,2.0,3.0,45,1.0,4,True,,,,,,,,,,,,,,,,,,,,,,,,
S1_MeanRev,hourly,AFLT,252,504,3,1.2039,15.0,2.5,0.7,40.0,1.5,1.5,40,1.5,OFF,True,,,,,,,,,,,,,,,,,,,,,,,,
