strategy,timeframe,category,ticker,sharpe,annual_return,annual_vol,max_drawdown,calmar,win_rate,profit_factor,exposure,turnover,avg_trade_bars,n_trades
S1_MA_Reversion,daily,Contrarian,AFLT,-0.7152439648783729,-0.2107622201747204,0.2946717910588179,-1.5092389033575966,-0.13964801709380714,0.4809437386569873,0.7694047985494833,0.3456712672521957,18.022584692597242,9.666666666666666,57
S1_MA_Reversion,daily,Contrarian,ALRS,-0.19062985071284136,-0.04503655392847813,0.23625132034709373,-0.6445222156322452,-0.06987587523930333,0.5062836624775583,0.9410271283702855,0.349435382685069,18.813048933500628,9.283333333333333,60
S1_MA_Reversion,daily,Contrarian,HYDR,0.23687588020039654,0.04902158259061875,0.20695050314597918,-0.40423746076596623,0.12126927202078348,0.5228758169934641,1.0874419992631956,0.28795483061480553,17.232120451693852,8.345454545454546,55
S1_MA_Reversion,daily,Contrarian,IRAO,0.07297024383182477,0.022842824629604633,0.313043008082181,-0.6433895647086814,0.035503878027533096,0.5119705340699816,1.0330179915860165,0.34108040201005024,18.99497487437186,9.05,60
S1_MA_Reversion,daily,Contrarian,LKOH,-0.46298275212657625,-0.10481900819794208,0.22639938035809443,-0.902064194539289,-0.11619905637810651,0.46972477064220186,0.8407299805875923,0.34190715181932246,18.813048933500628,9.083333333333334,60
S1_MA_Reversion,daily,Contrarian,LSRG,0.012649931643958395,0.003271162391161514,0.25859130967903854,-0.8152430475016239,0.004012499586701471,0.5096660808435852,1.003991511818382,0.3592171717171717,18.454545454545453,9.810344827586206,58
S1_MA_Reversion,daily,Contrarian,MGNT,-0.2219498270099364,-0.05666257276038892,0.25529451193423197,-0.7374979610146685,-0.0768308195488854,0.5045703839122486,0.9229812829851903,0.34316185696361357,18.813048933500628,9.116666666666667,60
S1_MA_Reversion,daily,Contrarian,MOEX,-0.43744337133182565,-0.09250493076130839,0.21146721341249483,-0.7956323205139745,-0.11626592884204437,0.5019083969465649,0.8621910946423292,0.328732747804266,17.39021329987453,9.527272727272727,55
S1_MA_Reversion,daily,Contrarian,MTLR,-0.8089400799759058,-0.3184855700050795,0.39370724468809315,-1.8938106585051688,-0.16817181198909714,0.4839797639123103,0.7722600142809332,0.37248743718592964,16.304020100502512,11.403846153846153,52
S1_MA_Reversion,daily,Contrarian,MTSS,-0.6750129395943132,-0.162016221638896,0.24001943094049244,-1.1535031298202316,-0.14045581451013966,0.44982698961937717,0.761297614145642,0.3628374136848713,18.82485875706215,9.796610169491526,59
S1_MA_Reversion,daily,Contrarian,NVTK,0.08680244285249723,0.023980585934920067,0.27626625641942026,-0.44846471445051195,0.0534726259663542,0.5113636363636364,1.0317913082244132,0.3320754716981132,19.81132075471698,8.516129032258064,62
S1_MA_Reversion,daily,Contrarian,OGKB,-0.31007504113650214,-0.10682272386346726,0.3445060378672705,-0.9928618562568161,-0.1075907219018355,0.4803001876172608,0.8824448876209072,0.33564231738035266,18.72544080604534,8.883333333333333,60
S1_MA_Reversion,daily,Contrarian,PHOR,0.18501701047238786,0.033553150976183665,0.1813517086375751,-0.3521559754665953,0.09527923225419312,0.4990859232175503,1.06335389931228,0.3435929648241206,20.894472361809047,8.287878787878787,66
S1_MA_Reversion,daily,Contrarian,RTKM,-0.23374987660178315,-0.05148573754982691,0.2202599560620866,-0.5942820143699858,-0.08663519390605874,0.5136612021857924,0.9258723421228927,0.34441656210790467,18.654956085319952,9.305084745762711,59
S1_MA_Reversion,daily,Contrarian,SBER,-0.35500488202525593,-0.09946685708968507,0.28018447668167207,-1.0623187254680289,-0.09363184014840994,0.5078125,0.8627422976677853,0.3212045169385194,17.864491844416563,9.142857142857142,56
S1_MA_Reversion,daily,Contrarian,TATN,-0.451507629658716,-0.12276165245829061,0.2718927530661736,-1.2194067912027282,-0.10067325632753615,0.4691588785046729,0.8372059244780189,0.3360552763819096,18.99497487437186,8.916666666666666,60
S1_MA_Reversion,daily,Contrarian,VTBR,-0.41475434167722974,-0.13530085913094866,0.3262192713494065,-1.430418072948363,-0.09458833168408444,0.49387755102040815,0.8334110314059993,0.3081761006289308,15.056603773584905,10.208333333333334,48
S2_Bollinger,daily,Contrarian,AFLT,-0.587628507059347,-0.16262080723268296,0.27674084098894686,-1.1783388403372022,-0.13800852663580723,0.46831955922865015,0.7684728605736119,0.22772898368883313,11.382685069008783,10.083333333333334,36
S2_Bollinger,daily,Contrarian,ALRS,-0.09480825871824103,-0.02156410846494186,0.22744968377731575,-0.5256861597978506,-0.04102087921286383,0.5177664974619289,0.9650109118845586,0.24717691342534504,10.90840652446675,11.257142857142858,35
S2_Bollinger,daily,Contrarian,HYDR,0.3798409991049663,0.0758837215305489,0.19977759565017095,-0.3945794127422989,0.1923154606652243,0.5204359673024523,1.1555258270283395,0.2302383939774153,12.173149309912171,9.41025641025641,39
S2_Bollinger,daily,Contrarian,IRAO,0.05343060853554168,0.01655046057047901,0.309756168310712,-0.7731215877911799,0.02140731914854936,0.5403422982885085,1.0270929624588805,0.25690954773869346,12.030150753768845,10.763157894736842,38
S2_Bollinger,daily,Contrarian,LKOH,-0.1957219163619888,-0.04398386330653703,0.2247263062006231,-0.8386264929699627,-0.05244750037739675,0.4708994708994709,0.9167546367300736,0.2371392722710163,11.066499372647428,10.8,35
S2_Bollinger,daily,Contrarian,LSRG,-0.027824690795384605,-0.006494789719309436,0.23341821718956007,-0.7106199199465519,-0.0091396111155988,0.4925373134328358,0.9897352650128145,0.2537878787878788,10.818181818181818,11.823529411764707,34
S2_Bollinger,daily,Contrarian,MGNT,-0.04506246312961584,-0.011131350252255803,0.24702045736465933,-0.6685246495266102,-0.016650620527063644,0.5083532219570406,0.9818787859798345,0.26286072772898367,11.066499372647428,11.63888888888889,36
S2_Bollinger,daily,Contrarian,MOEX,-0.22546033612827587,-0.045206328841368715,0.20050679253688566,-0.5787869821166419,-0.07810529648757436,0.5026041666666666,0.9151548928629872,0.24090338770388958,11.066499372647428,10.971428571428572,35
S2_Bollinger,daily,Contrarian,MTLR,-0.34733919860712226,-0.12441058185561439,0.3581818071629055,-1.0054293305589734,-0.12373876320720394,0.5,0.8819137583940329,0.28266331658291455,11.71356783919598,12.162162162162161,37
S2_Bollinger,daily,Contrarian,MTSS,-0.5057719663885789,-0.11752089494992515,0.23235944805140743,-0.9524548131439747,-0.12338737053781941,0.45916114790286977,0.7914929578325726,0.2843691148775895,12.022598870056498,11.615384615384615,39
S2_Bollinger,daily,Contrarian,NVTK,0.43455453787754944,0.1131633357010055,0.26041227472555617,-0.38183873572858473,0.2963642111507599,0.5276243093922652,1.2030276763293979,0.22767295597484277,12.679245283018869,9.05,40
S2_Bollinger,daily,Contrarian,OGKB,-0.2667098684409066,-0.09011126197191129,0.3378624964223127,-0.9126967287325474,-0.09873078223589984,0.4814004376367615,0.8894756404494737,0.2877833753148615,10.949622166246852,13.057142857142857,35
S2_Bollinger,daily,Contrarian,PHOR,-0.07845136800492308,-0.013646363963242494,0.1739467941768223,-0.4195427658111891,-0.03252675311146683,0.4986449864498645,0.9694991931566577,0.23178391959798994,11.71356783919598,9.972972972972974,37
S2_Bollinger,daily,Contrarian,RTKM,-0.10941749747916432,-0.023300478102041694,0.21295020119134653,-0.5649529978027852,-0.041243215263326145,0.5031982942430704,0.9618985884392837,0.294228356336261,13.754077791718947,10.906976744186046,43
S2_Bollinger,daily,Contrarian,SBER,-0.39525734944889823,-0.1082593964490457,0.27389597334493654,-0.8475834676144359,-0.12772712138162265,0.4915254237288136,0.8235499137659037,0.22208281053952322,9.801756587202007,11.419354838709678,31
S2_Bollinger,daily,Contrarian,TATN,-0.1728295590166472,-0.045574769649899344,0.263697772008488,-0.7934025202016366,-0.057442179082462325,0.4918793503480278,0.9275510899801834,0.2707286432160804,12.34673366834171,11.051282051282051,39
S2_Bollinger,daily,Contrarian,VTBR,-0.27408213798458586,-0.08829963778051494,0.3221648752078869,-0.9751935763973555,-0.09054575411244925,0.52,0.8892450965686372,0.2830188679245283,11.569811320754717,12.162162162162161,37
S3_RSI_Reversion,daily,Contrarian,AFLT,-0.3787065815516504,-0.08641265118030686,0.22817837183144218,-0.7254015588695738,-0.11912388403874899,0.47668393782383417,0.8105299187755343,0.12107904642409034,5.375156838143036,11.352941176470589,17
S3_RSI_Reversion,daily,Contrarian,ALRS,-0.33750606680904105,-0.04552550271500672,0.13488795370533233,-0.4806091553955627,-0.09472458483970662,0.48863636363636365,0.8425065122221878,0.11041405269761606,4.900878293601004,11.0,16
S3_RSI_Reversion,daily,Contrarian,HYDR,0.41034684205111266,0.05022308845215205,0.12239179958376842,-0.12051602451245239,0.4167336970774598,0.5217391304347826,1.2746048881083776,0.08657465495608532,4.900878293601004,8.625,16
S3_RSI_Reversion,daily,Contrarian,IRAO,0.11794878376678987,0.03139234008011113,0.26615229998624274,-0.4982277490271739,0.063008012181993,0.5425531914893617,1.1035009125809534,0.11809045226130653,6.015075376884423,9.4,20
S3_RSI_Reversion,daily,Contrarian,LKOH,0.28060608989008656,0.05051094717448946,0.18000659641519043,-0.4535700539326161,0.11136305568796112,0.48936170212765956,1.1893631811908112,0.11794228356336262,5.375156838143036,11.058823529411764,17
S3_RSI_Reversion,daily,Contrarian,LSRG,-0.052978995985551315,-0.008393012071278282,0.15842150110899167,-0.43154609182067183,-0.019448703696674844,0.4911504424778761,0.9748243127410572,0.14267676767676768,6.681818181818182,10.761904761904763,21
S3_RSI_Reversion,daily,Contrarian,MGNT,0.5807622158125796,0.08977584716663353,0.1545827960605576,-0.24924642748015574,0.36018910310672847,0.5203619909502263,1.365722939871577,0.13864491844416563,7.11417816813049,9.608695652173912,23
S3_RSI_Reversion,daily,Contrarian,MOEX,0.32029564270089733,0.04780495939359268,0.14925260609378488,-0.24985496233150106,0.19133083828916034,0.5018315018315018,1.1498809644578907,0.171267252195734,7.588456712672523,11.375,24
S3_RSI_Reversion,daily,Contrarian,MTLR,-0.41366608770087626,-0.11655672037086642,0.2817652300643728,-0.9819754621840663,-0.11869616386505843,0.5019011406844106,0.8260067897729115,0.16520100502512564,7.28140703517588,11.434782608695652,23
S3_RSI_Reversion,daily,Contrarian,MTSS,-0.01756129736795133,-0.0035945791099004517,0.20468756006947508,-0.40087531232839096,-0.008966825841736612,0.49242424242424243,0.9890540552359117,0.1657250470809793,6.4858757062146895,12.571428571428571,21
S3_RSI_Reversion,daily,Contrarian,NVTK,0.5700334944259916,0.10772351433346371,0.18897751691229722,-0.3062920344943666,0.35170197785683843,0.5079365079365079,1.3850501552592684,0.11886792452830189,6.022641509433963,9.947368421052632,19
S3_RSI_Reversion,daily,Contrarian,OGKB,0.4091929257238751,0.07907523193337841,0.1932468206616521,-0.28880466261541043,0.27380178428310115,0.4898989898989899,1.2859216443711063,0.12468513853904283,6.030226700251889,10.421052631578947,19
S3_RSI_Reversion,daily,Contrarian,PHOR,0.4884864797358253,0.04973279547061811,0.1018099733231383,-0.09212236470415036,0.5398558279559394,0.5488721804511278,1.3904253991547335,0.0835427135678392,5.06532663316583,8.3125,16
S3_RSI_Reversion,daily,Contrarian,RTKM,0.03430746611479757,0.005436666119737147,0.15846889133535264,-0.22172227690235252,0.024520161869578307,0.510752688172043,1.0200080499485886,0.11668757841907151,5.6913425345043915,10.333333333333334,18
S3_RSI_Reversion,daily,Contrarian,SBER,0.31849660003476166,0.047953887016441855,0.1505632619350035,-0.28029684908103636,0.17108250475758274,0.5238095238095238,1.1663176948418807,0.15809284818067754,7.430363864491845,10.5,24
S3_RSI_Reversion,daily,Contrarian,TATN,-0.14233131623312756,-0.023662934462046245,0.16625248110042218,-0.5923936410895542,-0.03994461253588817,0.47297297297297297,0.9163581169564977,0.13944723618090452,6.964824120603016,10.090909090909092,22
S3_RSI_Reversion,daily,Contrarian,VTBR,-0.29026629533939197,-0.08366184860886411,0.2882244681940873,-0.9252426889824851,-0.09042151816500096,0.5205479452054794,0.8204117438689971,0.13773584905660377,6.181132075471698,10.95,20
S4_Donchian,daily,Trend,AFLT,0.2362440723682841,0.07928134313001796,0.3355908249262872,-0.5746884769894319,0.13795533807349314,0.4745762711864407,1.0701282281477595,0.5181932245922208,14.702634880803013,18.355555555555554,45
S4_Donchian,daily,Trend,ALRS,0.29889301642502597,0.07403515176664163,0.24769783065578097,-0.29619525538355024,0.2499538747532325,0.4856687898089172,1.0937486502779612,0.39397741530740277,11.856963613550816,16.972972972972972,37
S4_Donchian,daily,Trend,HYDR,-0.43058044689573105,-0.08495206064942377,0.19729660569095858,-0.832801614194699,-0.10200756002564976,0.4605009633911368,0.8690340850726801,0.32559598494353825,10.27603513174404,15.727272727272727,33
S4_Donchian,daily,Trend,IRAO,-0.34677231080679316,-0.07606714250585182,0.21935760190562972,-0.8303621550690133,-0.09160718855199959,0.49248747913188645,0.8857314489660681,0.37625628140703515,10.13065326633166,19.322580645161292,31
S4_Donchian,daily,Trend,LKOH,0.005640070552306272,0.0012345483478413172,0.2188888128955231,-0.44532681014079634,0.002772230011148436,0.5022970903522205,1.0018547431983482,0.4096612296110414,12.963613550815559,16.325,40
S4_Donchian,daily,Trend,LSRG,0.2360841370774838,0.05607294988220122,0.23751256893553102,-0.41226665102429894,0.13601136483604706,0.5181674565560821,1.0746963197098818,0.3996212121212121,8.90909090909091,23.444444444444443,27
S4_Donchian,daily,Trend,MGNT,0.13050097850931233,0.03637589833493327,0.27874042593740056,-0.4703776171732286,0.07733339556745301,0.4993788819875776,1.0379829804888492,0.5050188205771644,13.121706398996237,20.125,40
S4_Donchian,daily,Trend,MOEX,0.17105584016484915,0.03551413834860421,0.2076172220391814,-0.5452164199265248,0.06513769037511785,0.47884615384615387,1.0597931534956357,0.32622333751568383,14.386449184441657,11.304347826086957,46
S4_Donchian,daily,Trend,MTLR,0.19464576023455377,0.06519639791395317,0.33494897518132233,-0.906995546199165,0.07188171781786991,0.475,1.0647635045538484,0.35175879396984927,10.763819095477388,16.470588235294116,34
