strategy,category,ticker,sharpe,annual_return,annual_vol,max_drawdown,calmar,win_rate,profit_factor,exposure,turnover,avg_trade_days,n_trades,n_days,n_active
S6_VWAP,Range,HYDR,-0.5867785468554902,-0.0705369575684455,0.12021052566841216,-0.5537760729611764,-0.1273745129349253,0.4940119760479042,0.7876223232228402,0.2095357590966123,16.915934755332497,6.185185185185185,54,1594,334
S6_VWAP,Range,IRAO,0.01774203820307493,0.0022979458926389385,0.12951983680435736,-0.3328780766696859,0.006903265951392722,0.5118733509234829,1.0069334047951637,0.23806532663316582,18.678391959798997,6.5344827586206895,58,1592,379
S6_VWAP,Range,LKOH,-0.499524797406379,-0.061311748111760704,0.12274014909790693,-0.5005973615326648,-0.12247716992363736,0.48220064724919093,0.804219343253448,0.19385194479297366,13.912170639899625,7.0227272727272725,44,1594,309
S6_VWAP,Range,LSRG,-0.38992967106563003,-0.05588957623150763,0.1433324529491902,-0.6048767867818603,-0.09239828251445754,0.5073746312684366,0.8574525915160437,0.21401515151515152,14.795454545454545,7.212765957446808,47,1584,339
S6_VWAP,Range,MGNT,-0.2992834273297643,-0.03527027444965972,0.11784907291507761,-0.43243620743559297,-0.08156179765523652,0.501779359430605,0.8811555483664597,0.17628607277289837,13.59598494353827,6.534883720930233,43,1594,281
S6_VWAP,Range,MOEX,-0.5719341485558624,-0.0644509411066877,0.11268944382745245,-0.43738860291224907,-0.1473539563618171,0.48695652173913045,0.8102978363178727,0.2164366373902133,15.4930991217064,7.040816326530612,49,1594,345
S6_VWAP,Range,MTLR,-0.54385813039483,-0.11479185454434288,0.211069483251094,-0.8860290157430788,-0.12955766967526602,0.493006993006993,0.7704928724146082,0.17964824120603015,13.296482412060302,6.975609756097561,41,1592,286
S6_VWAP,Range,MTSS,-0.9675652716494847,-0.0852479014894022,0.0881055821113478,-0.7017362470210923,-0.12148139967300262,0.44904458598726116,0.6657473612200827,0.19711236660389203,12.338983050847459,8.051282051282051,39,1593,314
S6_VWAP,Range,NVTK,-0.33135703571083114,-0.05127295319836649,0.154736274388667,-0.49163666437576925,-0.1042903365709466,0.48,0.8847296161508723,0.22012578616352202,14.264150943396228,7.954545454545454,44,1590,350
S6_VWAP,Range,OGKB,-0.5137275169978351,-0.07309687846278301,0.14228725548896584,-0.5672179576375618,-0.12886911896659328,0.46355685131195334,0.8289277330143924,0.21599496221662468,16.503778337531486,6.596153846153846,52,1588,343
S6_VWAP,Range,PHOR,0.01663177366344808,0.001947824743847298,0.11711467359179281,-0.32635694901163037,0.005968387527050583,0.5098591549295775,1.006402138895599,0.22298994974874373,16.462311557788944,6.96078431372549,51,1592,355
S6_VWAP,Range,RTKM,-0.5205068296971236,-0.06293670260571452,0.12091426858382744,-0.5576029888720192,-0.11287009550115543,0.51,0.8016455952429016,0.18820577164366373,13.754077791718947,6.818181818181818,44,1594,300
S6_VWAP,Range,SBER,-0.8938840734038201,-0.10860692909882924,0.12150001586365114,-0.8066203031002459,-0.13464442772069882,0.49415204678362573,0.6954229402782114,0.21455457967377667,15.176913425345045,7.125,48,1594,342
S6_VWAP,Range,TATN,-0.4075886819199231,-0.051826497924231066,0.1271539182101557,-0.48312009447456805,-0.1072745648897021,0.5050167224080268,0.8453797979503435,0.1878140703517588,14.56281407035176,6.5,46,1592,299
S6_VWAP,Range,VTBR,-0.5666324538574948,-0.07293942291731959,0.12872440048353367,-0.504268315488306,-0.1446440727625114,0.5,0.7903855944161238,0.18867924528301888,14.581132075471698,6.666666666666667,45,1590,300
