,META-A_strat,META-A_exposure,META-A_mmf,META-A_total,META-B_strat,META-B_exposure,META-B_mmf,META-B_total,META-D_strat,META-D_exposure,META-D_mmf,META-D_total,META-BEST_strat,META-BEST_exposure,META-BEST_mmf,META-BEST_total
2022-02-08,-7.176703551003971e-05,0.06100217864923748,0.00018008177395768048,0.00010831473844764077,0.0005286930023484793,0.026143790849673203,0.00018676694422061063,0.0007154599465690899,2.4687787735233613e-05,0.044662309368191724,0.000183215447518429,0.0002079032352536626,0.0005506825914316504,0.02723311546840958,0.00018655803264989407,0.0007372406240815445
2022-02-09,0.0014625348563621632,0.051198257080610016,0.0001819619780941296,0.0016444968344562928,0.0008045863728687319,0.016339869281045753,0.00018864714835705972,0.0009932335212257917,0.0010378273826394668,0.0392156862745098,0.00018426000537201184,0.0012220873880114786,0.0008221190476176421,0.023965141612200435,0.00018718476736204377,0.0010093038149796858
2022-02-10,0.001698773816213972,0.04139433551198257,0.0001838421822305787,0.0018826159984445508,0.0,0.0,0.00019178082191780824,0.00019178082191780824,0.0017457390990436306,0.03159041394335512,0.0001857223863670278,0.0019314614854106583,-2.140716391119124e-05,0.00980392156862745,0.00018990061778135914,0.0001684934538701679
2022-02-11,0.0006594836808444526,0.09912854030501089,0.00017276986898260067,0.0008322535498270533,0.000795490590519865,0.054466230936819175,0.0001813352433819799,0.0009768258339018449,0.0008653513392411494,0.07080610021786493,0.0001782015698212314,0.0010435529090623808,0.0010173251008669393,0.05228758169934641,0.00018175306652341302,0.0011990781673903524
2022-02-14,-0.0015251097220877474,0.1786492374727669,0.00018002208493747576,-0.0013450876371502716,0.0006040374106197621,0.03812636165577342,0.00021082161936311815,0.0008148590299828802,-0.0014518717509799384,0.1383442265795207,0.00018885605992777628,-0.001263015691052162,0.0006040374106197621,0.03812636165577342,0.00021082161936311815,0.0008148590299828802
2022-02-15,-0.0010231217229493828,0.12091503267973855,0.00019267615722087922,-0.0008304455657285035,0.0005754491167730968,0.013071895424836602,0.00021631300922195365,0.0007917621259950504,-0.000984103074150866,0.08169934640522876,0.00020127137613036082,-0.0007828316980205052,0.0005754491167730968,0.013071895424836602,0.00021631300922195365,0.0007917621259950504
2022-02-16,-0.00041319144616525083,0.0860566448801743,0.0002003163518070851,-0.00021287509435816574,-0.0001438623709333342,0.0032679738562091504,0.00021846181394932402,7.459944301598981e-05,-1.086726676335914e-05,0.058823529411764705,0.00020628525382755843,0.00019541798706419929,-0.0001438623709333342,0.0032679738562091504,0.00021846181394932402,7.459944301598981e-05
2022-02-17,2.353859442316697e-05,0.09150326797385622,0.00019912257140299042,0.00022266116582615739,-0.0004265879215545887,0.02396514161220044,0.0002139254484137643,-0.0002126624731408244,0.00033228974765320274,0.07952069716775599,0.00020174888829199868,0.0005340386359452014,-0.0004755696218443628,0.021786492374727667,0.00021440296057540216,-0.00026116666126896066
2022-02-18,0.007007972904721882,0.14052287581699346,0.00018837854776613844,0.00719635145248802,0.0029169552707033475,0.06535947712418301,0.00020485271734264484,0.003121807988045992,0.00672341282777289,0.12854030501089322,0.0001910048646551467,0.006914417692428037,0.0031387356037273495,0.06427015250544664,0.00020509147342346375,0.0033438270771508133
2022-02-21,0.03193005057803888,0.19825708061002179,0.00017572447548273496,0.032105775053521614,0.013369724725130316,0.08387799564270153,0.00020079386396872298,0.013570518589099039,0.029128601231260598,0.16884531590413943,0.00018217088966484616,0.029310772120925446,0.013791350419601889,0.07952069716775599,0.00020174888829199868,0.013993099307893888
2022-02-22,0.04546207819642034,0.22766884531590412,0.00016927806130062376,0.04563135625772097,0.00037872457785215197,0.0010893246187363833,0.0002189393261109619,0.0005976639039631139,0.03503828976558676,0.16230936819172115,0.00018360342614975975,0.03522189319173652,0.00037872457785215197,0.0010893246187363835,0.0002189393261109619,0.0005976639039631139
2022-02-24,-0.014830461140236562,0.1917211328976035,0.00017715701196764855,-0.014653304128268914,0.0036754974833763665,0.0021786492374727667,0.00021870057003014296,0.0038941980534065094,0.020721319689628093,0.04357298474945534,0.0002096278389590235,0.020930947528587117,0.0036754974833763665,0.002178649237472767,0.00021870057003014296,0.0038941980534065094
2022-02-25,0.00833649785808488,0.18082788671023964,0.0001795445727758379,0.008516042430860717,0.0,0.0,0.00021917808219178083,0.00021917808219178083,0.004925426922138598,0.029411764705882353,0.00021273166800966963,0.005138158590148268,0.0,0.0,0.00021917808219178083,0.00021917808219178083
2022-03-24,0.014316709476823952,0.13988095238095238,0.000435950750163079,0.01475266022698703,0.0006404129181765139,0.008928571428571428,0.0005023238747553817,0.0011427367929318956,0.004901883945007457,0.03273809523809523,0.0004902560339204175,0.005392139978927874,0.0006404129181765139,0.008928571428571428,0.0005023238747553817,0.0011427367929318956
2022-03-25,0.005275377274710058,0.14583333333333331,0.000432933789954338,0.005708311064664396,2.7238685933683726e-05,0.011904761904761904,0.0005008153946510111,0.0005280540805846949,9.88431607444884e-05,0.023809523809523808,0.0004947814742335291,0.0005936246349780175,0.0001320449900890086,0.008928571428571428,0.0005023238747553817,0.0006343688648443903
2022-03-28,-0.0004189076217070431,0.1568627450980392,0.0004273435401557884,8.435918448745276e-06,0.0005235881264962217,0.01715686274509804,0.0004981533709374161,0.0010217414974336377,0.0006292128742642067,0.0196078431372549,0.0004969110932044051,0.0011261239674686119,0.0006281613087479876,0.007352941176470587,0.0005031224818694602,0.0011312837906174477
2022-03-29,-0.010632087040784666,0.14705882352941177,0.00043231265108783243,-0.010199774389696834,-7.843137254881505e-06,0.0,0.0005068493150684932,0.0004990061778136117,0.0006901381638197979,0.012254901960784314,0.0005006379264034382,0.0011907760902232362,0.00044453422173496016,0.0024509803921568627,0.0005056070373354822,0.0009501412590704423
2022-03-30,-0.00430261040643265,0.1053921568627451,0.00045343137254901964,-0.00384917903388363,0.0023644929203965326,0.007352941176470588,0.0005031224818694602,0.0028676154022659927,0.001615483083647451,0.01715686274509804,0.0004981533709374161,0.002113636454584867,0.002368423347581139,0.007352941176470587,0.0005031224818694602,0.002871545829450599
2022-03-31,-0.00440307057143019,0.06318082788671024,0.0004748261557286538,-0.003928244415701536,-0.00046584126856663577,0.016339869281045753,0.0004985674635150864,3.272619494845068e-05,0.00020233772054867316,0.0010893246187363833,0.0005062971916315994,0.0007086349121802726,0.0002540508213646486,0.01525054466230937,0.0004991195869519802,0.0007531704083166288
2022-04-01,-0.00022761458916942257,0.05010893246187364,0.00048145163697137916,0.0002538370478019566,-7.843137254881505e-06,0.0,0.0005068493150684932,0.0004990061778136117,0.0007692849789016076,0.014161220043572984,0.000499671710388874,0.0012689566892904816,-3.9215686274962636e-06,0.0,0.0005068493150684932,0.0005029277464409969
2022-04-04,-0.0004582613736088259,0.049019607843137254,0.0004820037604082729,2.374238679944701e-05,-0.0001593750441006847,0.006535947712418301,0.0005035365744471304,0.00034416153034644574,-0.00021725220506252363,0.0392156862745098,0.00048697287134031697,0.00026972066627779334,-0.0001593750441006847,0.006535947712418301,0.0005035365744471304,0.00034416153034644574
2022-04-05,0.0004988763065836288,0.09477124183006536,0.000458814576058734,0.0009576908826423628,-0.00018489794938669757,0.020697167755991286,0.0004963589697675113,0.00031146102038081375,0.0009992527925632988,0.06427015250544661,0.00047427403229175993,0.0014735268248550588,-0.0001770553964485222,0.020697167755991286,0.0004963589697675113,0.00031930357331898913
2022-04-06,0.0006220156094669527,0.13725490196078433,0.0004372817620198765,0.0010592973714868292,0.0007337962622577798,0.04248366013071895,0.00048531650102963565,0.0012191127632874155,0.0005211609449942145,0.09694989106753812,0.00045771032918494645,0.000978871274179161,0.0007219713031791919,0.05228758169934641,0.00048034739009759155,0.0012023186932767834
2022-04-07,0.001561007871824005,0.1339869281045752,0.00043893813233055785,0.001999946004154563,0.0008948386488374371,0.02832244008714597,0.0004924941057092548,0.0013873327545466919,0.0018774515984549822,0.09477124183006536,0.000458814576058734,0.002336266174513716,0.001490742396418332,0.038126361655773426,0.0004875249947772108,0.0019782673911955427
2022-04-08,0.0023434590892319473,0.14379084967320263,0.00043396902139851374,0.002777428110630461,0.0007053529615999032,0.05010893246187364,0.00048145163697137916,0.0011868045985712825,0.0026135265897146986,0.1187363834422658,0.0004466678604470708,0.0030601944501617694,0.0005846922118175613,0.049019607843137254,0.0004820037604082729,0.0010666959722258342
2022-04-11,0.008818290634530657,0.14379084967320263,0.00036359566657713315,0.00918188630110779,0.0017901991759847746,0.03050108932461874,0.00041170501686214824,0.0022019041928469226,0.008141813449928481,0.12091503267973855,0.0003733100546154535,0.008515123504543934,0.00198594781031991,0.027233115468409588,0.00041309278658190827,0.0023990405969018186
2022-04-12,-0.002470741547566324,0.1971677559912854,0.00034092876115438567,-0.0021298127864119386,-0.0002808204400515102,0.04139433551198257,0.0004070791177962814,0.0001262586777447712,-0.001020545253599181,0.16122004357298475,0.0003561942280717462,-0.0006643510255274349,-0.0002769003759968136,0.04139433551198257,0.0004070791177962814,0.00013017874179946777
2022-04-13,0.002479539324909963,0.12745098039215685,0.0003705345151759334,0.002850073840085896,9.457953621350157e-05,0.00980392156862745,0.0004204942250872952,0.0005150737613007967,0.0023295527420623685,0.12091503267973855,0.0003733100546154535,0.002702862796677822,9.457953621350157e-05,0.00980392156862745,0.0004204942250872952,0.0005150737613007967
2022-04-14,0.0035491774032392343,0.1383442265795207,0.0003659086161100666,0.003915086019349301,0.0009395891360071129,0.03485838779956427,0.0004098546572358015,0.0013494437932429144,0.0035981522501682406,0.1328976034858388,0.000368221565643,0.00396637381581124,0.0013360275631431051,0.03485838779956427,0.0004098546572358015,0.0017458822203789066
2022-04-15,-0.00042703354649731295,0.12745098039215685,0.0003705345151759334,-5.6499031321379574e-05,-0.00016579817129469543,0.01198257080610022,0.00041956904527412186,0.00025377087397942643,-0.00026401546367660345,0.12636165577342048,0.0003709971050825201,0.00010698164140591663,-0.0001697200091559381,0.011982570806100218,0.00041956904527412186,0.00024984903611818376
2022-04-18,0.00515018038600501,0.12309368191721133,0.0003723848748022801,0.00552256526080729,0.0010693132497681113,0.03376906318082788,0.0004103172471423882,0.0014796304969104995,0.00515018038600501,0.12309368191721133,0.0003723848748022801,0.00552256526080729,0.0010903979886862647,0.032679738562091505,0.00041077983704897484,0.0015011778257352395
2022-04-19,0.001316382816693551,0.1328976034858388,0.000368221565643,0.001684604382336551,0.0015034534133044897,0.05555555555555555,0.0004010654490106545,0.0019045188623151442,0.0015449901543942435,0.12418300653594772,0.00037192228489569347,0.0019169124392899369,0.0014261868185754256,0.054466230936819175,0.00040152803891724124,0.001827714857492667
2022-04-20,-0.002117225927718569,0.11764705882352941,0.00037469782433521354,-0.0017425281033833554,-0.00011143953340064794,0.018518518518518517,0.00041679350583460174,0.0003053539724339538,-0.0018716556736652068,0.10675381263616558,0.0003793237234010804,-0.0014923319502641265,-0.0005828207208562475,0.018518518518518517,0.00041679350583460174,-0.00016602721502164574
2022-04-21,-0.001305231697617204,0.09803921568627451,0.00038302444265377386,-0.0009222072549634301,0.0002318855069582959,0.006535947712418301,0.0004218819948070553,0.0006537675017653513,-0.00157942020450752,0.07734204793028322,0.0003918136508789208,-0.0011876065536285992,0.00047245876767787465,0.008714596949891068,0.0004209568149938819,0.0008934155826717566
2022-04-22,0.003581945278857246,0.1056644880174292,0.00037978631330766704,0.003961731592164913,0.0012759599787801612,0.02505446623093682,0.00041401796639508167,0.0016899779451752428,0.0036878928066899075,0.08387799564270154,0.0003890381114394007,0.004076930918129308,0.0012759599787801612,0.02505446623093682,0.00041401796639508167,0.0016899779451752428
2022-04-25,-0.0029195967798184563,0.16230936819172115,0.0003557316381651595,-0.002563865141653297,0.0004046708063447646,0.020697167755991286,0.0004158683260214284,0.000820539132366193,-0.002455785777816799,0.1383442265795207,0.0003659086161100666,-0.0020898771617067326,0.00028929707750791067,0.028322440087145972,0.0004126301966753216,0.0007019272741832323
2022-04-26,-0.003359220713210598,0.10130718954248366,0.0003816366729340138,-0.002977584040276584,0.00048144609930944604,0.010893246187363835,0.0004200316351807085,0.0009014777344901546,-0.0031330825529293227,0.0915032679738562,0.00038579998209329393,-0.002747282570836029,0.00012247848524449267,0.007625272331154683,0.00042141940490046854,0.0005438978901449612
2022-04-27,0.0005688167820621093,0.03159041394335512,0.00041124242695556154,0.000980059209017671,0.0002608095804268462,0.020697167755991286,0.0004158683260214284,0.0006766779064482746,0.0006723352037640851,0.0196078431372549,0.00041633091592801504,0.0010886661196921,0.00026060413749373623,0.00980392156862745,0.0004204942250872952,0.0006810983625810314
