date,META-A_strat,META-A_mmf,META-A_total,META-A_exposure,META-B_strat,META-B_mmf,META-B_total,META-B_exposure,META-C_strat,META-C_mmf,META-C_total,META-C_exposure,META-D_strat,META-D_mmf,META-D_total,META-D_exposure,META-BEST_strat,META-BEST_mmf,META-BEST_total,META-BEST_exposure,META-MEAN(BCD)_strat,META-MEAN(BCD)_mmf,META-MEAN(BCD)_total,META-MEAN(BCD)_exposure,IMOEX,META-D x2,META-D x2 + MMF,META-D x3,META-D x3 + MMF,META-BEST x2,META-BEST x2 + MMF,META-BEST x3,META-BEST x3 + MMF
2025-05-15,0.00037236313725490196,0.0004871071716357776,0.0008594703088906795,0.08823529411764706,-5.137460784313725e-05,0.0005290088638195005,0.00047763425597636326,0.00980392156862745,-6.922117647058824e-05,0.0005132957292506044,0.0004440745527800162,0.0392156862745098,0.00024434813725490197,0.000492344883158743,0.000736693020413645,0.0784313725490196,0.00024434813725490197,0.000492344883158743,0.000736693020413645,0.0784313725490196,4.125078431372549e-05,0.0005115498254096159,0.0005528006097233414,0.04248366013071895,-0.028780422746656265,0.0004886962745098039,0.0009391394654848242,0.0007330444117647059,0.001141585910556003,0.0004886962745098039,0.0009391394654848242,0.0007330444117647059,0.001141585910556003
2025-05-16,-0.0006781794117647059,0.0004818694601128123,-0.0001963099516518936,0.09803921568627451,1.3515882352941168e-05,0.000523771152296535,0.0005372870346494762,0.0196078431372549,-0.0001117836274509804,0.0005080580177276389,0.00039627439027665855,0.049019607843137254,-0.000586711274509804,0.0004871071716357776,-9.960410287402635e-05,0.08823529411764706,-0.000586711274509804,0.0004871071716357776,-9.960410287402635e-05,0.08823529411764706,-0.00022832633986928107,0.0005063121138866505,0.0002779857740173694,0.05228758169934641,0.00010211087832967536,-0.001173422549019608,-0.0007334547810905185,-0.0017601338235294119,-0.0013673054593070105,-0.001173422549019608,-0.0007334547810905185,-0.0017601338235294119,-0.0013673054593070105
2025-05-19,0.0003152257843137256,0.00047139403706688155,0.0007866198213806071,0.11764705882352941,-0.00023663264705882356,0.000523771152296535,0.0002871385052377114,0.0196078431372549,-0.000136053431372549,0.0005185334407735697,0.0003824800094010207,0.029411764705882353,0.0002664524509803922,0.0004766317485898469,0.0007430841995702391,0.10784313725490197,0.0002272367647058824,0.0004766317485898469,0.0007038685132957293,0.10784313725490197,-3.541120915032679e-05,0.0005063121138866505,0.00047090090473632374,0.05228758169934641,0.0148890625770155,0.0005329049019607844,0.0009519218237980125,0.0007993573529411766,0.0011607594480257859,0.0004544735294117648,0.0008734904512489928,0.0006817102941176472,0.0010431123892022565
2025-05-20,0.0004045247058823529,0.00047139403706688155,0.0008759187429492345,0.11764705882352941,-0.0002537677450980392,0.000523771152296535,0.0002700034071984958,0.0196078431372549,-0.000292983431372549,0.000523771152296535,0.00023078772092398602,0.0196078431372549,0.0002212120588235294,0.0004766317485898469,0.0006978438074133762,0.10784313725490197,0.00024485186274509805,0.0004818694601128123,0.0007267213228579104,0.09803921568627451,-0.00010851303921568629,0.0005080580177276389,0.00039954497851195267,0.049019607843137254,-0.020540270516854364,0.0004424241176470588,0.0008614410394842868,0.0006636361764705881,0.0010250382715551974,0.0004897037254901961,0.0009191960703733549,0.0007345555882352942,0.0011116708178887994
2025-05-21,0.0015523251960784315,0.0004766317485898469,0.0020289569446682782,0.10784313725490197,0.0002584702941176471,0.000523771152296535,0.000782241446414182,0.0196078431372549,0.0005616578431372549,0.0005080580177276389,0.0010697158608648939,0.049019607843137254,0.0013359419607843136,0.0004818694601128123,0.0018178114208971259,0.09803921568627451,0.0015944122549019608,0.0004766317485898469,0.0020710440034918077,0.10784313725490197,0.0007186900326797387,0.0005045662100456621,0.0012232562427254008,0.05555555555555556,0.0003541803911568664,0.0026718839215686273,0.0031013762664517863,0.004007825882352941,0.0043849411120064465,0.0031888245098039216,0.0036078414316411496,0.0047832367647058826,0.005144638859790491
2025-05-22,0.00027334460784313733,0.0004818694601128123,0.0007552140679559496,0.09803921568627451,-0.00010941843137254902,0.0005290088638195005,0.00041959043244695147,0.00980392156862745,3.750401960784314e-05,0.0005028203062046737,0.0005403243258125168,0.058823529411764705,0.0002702259803921569,0.0004871071716357776,0.0007573331520279345,0.08823529411764706,0.00020002323529411768,0.0004818694601128123,0.00068189269540693,0.09803921568627451,6.610385620915033e-05,0.0005063121138866505,0.0005724159700958008,0.05228758169934641,-0.011421814036156164,0.0005404519607843138,0.0009804197287134032,0.0008106779411764707,0.001203506305398872,0.00040004647058823536,0.0008295388154713941,0.0006000697058823531,0.0009771849355358583
2025-05-23,0.0017341750000000001,0.00047139403706688155,0.002205569037066882,0.11764705882352941,0.00018581941176470593,0.0005080580177276389,0.0006938774294923449,0.049019607843137254,0.00030194764705882357,0.0005132957292506044,0.0008152433763094281,0.0392156862745098,0.0020095157843137254,0.0004871071716357776,0.002496622955949503,0.08823529411764706,0.0017341750000000001,0.0004818694601128123,0.0022160444601128123,0.09803921568627451,0.000832427614379085,0.0005028203062046737,0.0013352479205837587,0.0588235294117647,-0.007900693370007428,0.004019031568627451,0.00445899933655654,0.006028547352941177,0.006421375717163578,0.0034683500000000003,0.003897842344883159,0.005202525,0.005579640229653506
2025-05-26,-0.001267762843137255,0.0004609186140209509,-0.0008068442291163042,0.13725490196078433,-0.0004536420588235294,0.0005132957292506044,5.965367042707503e-05,0.0392156862745098,-8.172990196078433e-05,0.0005080580177276389,0.0004263281157668546,0.049019607843137254,-0.0011718438235294117,0.0004661563255439162,-0.0007056874979854955,0.12745098039215685,-0.0012110595098039215,0.0004661563255439162,-0.0007449031842600054,0.12745098039215688,-0.0005690719281045753,0.0004958366908407198,-7.323523726385543e-05,0.0718954248366013,-0.025363705281397753,-0.0023436876470588233,-0.0019456215713134566,-0.0035155314705882347,-0.0031855556446414176,-0.002422119019607843,-0.002024052943862476,-0.0036331785294117644,-0.003303202703464947
2025-05-27,-0.0018442258823529413,0.0004347300564061241,-0.0014094958259468172,0.18627450980392157,0.0001267862745098039,0.0005028203062046737,0.0006296065807144776,0.058823529411764705,0.0005986120588235295,0.000492344883158743,0.0010909569419822725,0.0784313725490196,-0.002012701764705883,0.0004609186140209509,-0.001551783150684932,0.13725490196078433,-0.0018504636274509804,0.00045044319097502016,-0.0014000204364759603,0.15686274509803924,-0.00042910114379085003,0.0004853612677947892,5.626012400393915e-05,0.09150326797385622,0.01367118051440075,-0.004025403529411766,-0.0036378128767123297,-0.006038105294117649,-0.005723842602739728,-0.0037009272549019608,-0.003334287448294386,-0.005551390882352941,-0.005268554460112812
2025-05-28,0.0004591132352941175,0.0004556809024979855,0.0009147941377921031,0.14705882352941177,-0.0005075106862745098,0.0005290088638195005,2.149817754499065e-05,0.00980392156862745,-7.896500000000003e-05,0.0005132957292506044,0.0004343307292506044,0.0392156862745098,0.0009673500980392157,0.0004766317485898469,0.0014439818466290626,0.10784313725490197,0.0007705454901960784,0.00047139403706688155,0.00124193952726296,0.11764705882352942,0.000126958137254902,0.0005063121138866505,0.0006332702511415526,0.05228758169934641,0.017703480405590444,0.0019347001960784314,0.0023537171179156594,0.002902050294117647,0.0032634523892022564,0.0015410909803921567,0.001949632479183454,0.002311636470588235,0.0026573254311039484
2025-05-29,-0.0008067661764705881,0.0004609186140209509,-0.00034584756244963725,0.13725490196078433,0.00021227666666666668,0.0005290088638195005,0.0007412855304861672,0.00980392156862745,0.00047327852941176474,0.0005132957292506044,0.0009865742586623691,0.0392156862745098,-0.0012036914705882355,0.0004818694601128123,-0.0007218220104754233,0.09803921568627451,-0.001019042843137255,0.0004766317485898469,-0.0005424110945474081,0.10784313725490197,-0.00017271209150326798,0.0005080580177276389,0.000335345926224371,0.049019607843137254,0.008882665517736754,-0.002407382941176471,-0.001977890596293312,-0.0036110744117647062,-0.003233959182111201,-0.00203808568627451,-0.0016190687644372821,-0.0030571285294117654,-0.002695726434327156
2025-05-30,-0.0010881473529411767,0.0004661563255439162,-0.0006219910273972606,0.12745098039215685,0.0,0.0005290088638195005,0.0005290088638195005,0.00980392156862745,-0.0001581070588235294,0.0005132957292506044,0.00035518867042707506,0.0392156862745098,-0.001107355980392157,0.0004871071716357776,-0.0006202488087563794,0.08823529411764706,-0.0010881473529411767,0.0004818694601128123,-0.0006062778928283645,0.09803921568627451,-0.00042182101307189547,0.0005098039215686275,8.798290849673201e-05,0.04575163398692811,0.006722563471106113,-0.002214711960784314,-0.0017747441928552244,-0.0033220679411764707,-0.0029292395769540693,-0.0021762947058823535,-0.0017468023609991947,-0.0032644420588235305,-0.002887326829170025
2025-06-02,-0.0002711968627450981,0.0004661563255439162,0.00019495946279881812,0.12745098039215685,0.0004928477450980392,0.0005290088638195005,0.0010218566089175397,0.00980392156862745,0.0005921906862745098,0.0005028203062046737,0.0010950109924791835,0.058823529411764705,-0.00031041254901960797,0.0004766317485898469,0.00016621919957023892,0.10784313725490197,-7.897990196078436e-05,0.00047139403706688155,0.0003924141351060972,0.11764705882352942,0.0002582086274509805,0.0005028203062046737,0.0007610289336556542,0.05882352941176471,0.00029694255222123545,-0.0006208250980392159,-0.00020180817620198789,-0.000931237647058824,-0.0005698355519742147,-0.00015795980392156872,0.00025058169486972864,-0.0002369397058823531,0.00010874925463336002
2025-06-03,-0.000496899411764706,0.0004766317485898469,-2.0267663174859077e-05,0.10784313725490197,1.2831568627450979e-05,0.0005132957292506044,0.0005261272978780554,0.0392156862745098,-0.00031985617647058823,0.0005132957292506044,0.0001934395527800162,0.0392156862745098,-0.000496899411764706,0.0004871071716357776,-9.792240128928356e-06,0.08823529411764706,-0.0005588702941176472,0.0004818694601128123,-7.70008340048349e-05,0.09803921568627451,-0.0002679746732026144,0.0005045662100456621,0.0002365915368430477,0.05555555555555556,0.0015514176564757065,-0.000993798823529412,-0.0005538310556003225,-0.001490698235294118,-0.0010978698710717165,-0.0011177405882352943,-0.0006882482433521356,-0.0016766108823529414,-0.001299495652699436
2025-06-04,0.000255570294117647,0.00047139403706688155,0.0007269643311845286,0.11764705882352941,0.0005584073529411764,0.0005028203062046737,0.00106122765914585,0.058823529411764705,0.0003802453921568627,0.0004975825946817084,0.000877827986838571,0.06862745098039216,0.00033068137254901956,0.0004871071716357776,0.0008177885441847971,0.08823529411764706,0.0003047694117647058,0.0004766317485898469,0.0007814011603545527,0.10784313725490197,0.00042311137254901957,0.0004958366908407198,0.0009189480633897394,0.07189542483660132,0.007321651623465986,0.0006613627450980391,0.0011013305130271286,0.0009920441176470586,0.00138487248186946,0.0006095388235294116,0.0010285557453666397,0.0009143082352941175,0.0012757103303787268
2025-06-05,-0.0002540555882352942,0.00047139403706688155,0.00021733844883158737,0.11764705882352941,-0.0012623027450980391,0.0005028203062046737,-0.0007594824388933655,0.058823529411764705,0.00016763441176470583,0.0004975825946817084,0.0006652170064464142,0.06862745098039216,-2.3614117647058868e-05,0.0004871071716357776,0.00046349305398871876,0.08823529411764706,-0.0003780370588235295,0.0004766317485898469,9.859468976631739e-05,0.10784313725490197,-0.0003727608169934641,0.0004958366908407198,0.00012307587384725573,0.07189542483660132,0.0006305148153467055,-4.7228235294117736e-05,0.0003927395326349717,-7.084235294117661e-05,0.0003219860112812247,-0.000756074117647059,-0.00033705719580983095,-0.0011341111764705885,-0.0007727090813859792
2025-06-06,-0.0010092404901960786,0.0004818694601128123,-0.0005273710300832664,0.09803921568627451,-0.0021731942156862747,0.0005185334407735697,-0.0016546607749127048,0.029411764705882353,0.0009920996078431373,0.0005080580177276389,0.0015001576255707764,0.049019607843137254,-0.0009700248039215685,0.000492344883158743,-0.00047767992076282553,0.0784313725490196,-0.0009343601960784312,0.0004871071716357776,-0.0004472530244426536,0.08823529411764706,-0.0007170398039215684,0.0005063121138866505,-0.00021072769003491784,0.05228758169934641,-0.0246620994815534,-0.001940049607843137,-0.001489606416868117,-0.0029100744117647056,-0.002501532912973408,-0.0018687203921568625,-0.001428752624227773,-0.0028030805882352937,-0.0024102522240128923
