Model,H=1,H=5,H=22
HAR-J,0.5284737788147335,0.7656341347002051,0.9297218889976504
XGBoost,0.4120296984290534,0.9131877078925598,1.081448289808653
LightGBM,0.389778948651651,1.5414464141320185,0.8543587015717895
V1_Adaptive,0.3903037641318319,0.7709509040646678,0.8638912971363026
