feature,importance
idx_RGBI_rv_annualized_ret22,0.20325828
idx_RVI_rv_annualized_ret22,0.16734494
yahoo_vix_ret22,0.12125038
rv_w,0.105236
rv_midday,0.07784725
volume,0.07493402
rv_evening,0.071096204
idx_MOEXFN_rv_annualized_ret22,0.052340165
idx_MOEXMM_rv_annualized_ret5,0.043566834
idx_CNYRUB_TOM_rv_annualized_ret5,0.037534606
rskew,0.0108744055
close,0.0076698232
idx_MOEXTL_rv_annualized_lag1,0.006534765
close_MOEXFN,0.0055363667
idx_IMOEX_rv_annualized_ret22,0.0038630324
rsv_neg,0.002529765
rsv_pos,0.0015591563
idx_RGBI_rv_annualized_ret1,0.0010813513
idx_MOEXEU_rv_annualized_ret5,0.0008678185
idx_CNYRUB_TOM_rv_annualized_ret22,0.0005686354
idx_IMOEX_rv_annualized_ret5,0.0005338625
idx_MOEXMM_rv_annualized_ret22,0.00052921
jump_lag22,0.00045040247
idx_MOEXTL_rv_annualized_ret1,0.0004225607
rv_d,0.00037632778
close_RGBI,0.00032338817
yahoo_sp500_ret22,0.00030488343
idx_MOEXCN_rv_annualized_ret22,0.00027152142
yahoo_sp500_ret1,0.00026745544
idx_MOEXOG_rv_annualized_ret22,0.0002316973
idx_MOEXEU_rv_annualized_ret22,0.00023160358
rv_morning,0.00013558273
idx_RVI_rv_annualized_ret1,0.000109372144
rv_annualized,9.642996e-05
rv_IMOEX,9.237235e-05
idx_IMOEX_rv_annualized_lag1,6.498392e-05
rkurt,6.458552e-05
yahoo_wti_ret22,0.0
yahoo_dxy_ret22,0.0
yahoo_dxy_ma5,0.0
yahoo_dxy_ma22,0.0
yahoo_dxy_vol22,0.0
yahoo_wti_ma5,0.0
yahoo_eem_ma5,0.0
yahoo_wti_ret5,0.0
yahoo_eem_lag1,0.0
yahoo_eem_ret5,0.0
yahoo_wti_ret1,0.0
yahoo_wti_lag1,0.0
yahoo_eem_vol22,0.0
yahoo_eem_ret22,0.0
yahoo_eem_ma22,0.0
yahoo_eem_ret1,0.0
yahoo_gold_ret1,0.0
yahoo_dxy_ret5,0.0
yahoo_sp500_ret5,0.0
yahoo_brent_ma5,0.0
yahoo_brent_ma22,0.0
yahoo_brent_vol22,0.0
yahoo_vix_lag1,0.0
yahoo_vix_ret1,0.0
yahoo_vix_ret5,0.0
yahoo_vix_ma5,0.0
yahoo_vix_ma22,0.0
yahoo_vix_vol22,0.0
yahoo_sp500_lag1,0.0
yahoo_sp500_ma5,0.0
yahoo_dxy_ret1,0.0
yahoo_sp500_ma22,0.0
yahoo_sp500_vol22,0.0
yahoo_gold_lag1,0.0
yahoo_wti_vol22,0.0
yahoo_gold_ret5,0.0
yahoo_gold_ret22,0.0
yahoo_gold_ma5,0.0
yahoo_gold_ma22,0.0
yahoo_gold_vol22,0.0
yahoo_dxy_lag1,0.0
yahoo_wti_ma22,0.0
yahoo_treasury_10y_ret22,0.0
yahoo_tbill_3m_lag1,0.0
fed_rate,0.0
cpi_ru_lag1,0.0
cpi_ru_diff1,0.0
cpi_ru_diff22,0.0
cpi_us_lag1,0.0
cpi_us_diff1,0.0
cpi_us_diff22,0.0
unemp_us_lag1,0.0
unemp_us_diff1,0.0
unemp_us_diff22,0.0
m2_ru_lag1,0.0
m2_ru_diff1,0.0
m2_ru_diff22,0.0
pmi_ru_lag1,0.0
pmi_ru_diff1,0.0
pmi_ru_diff22,0.0
key_rate_cbr_lag1,0.0
key_rate_cbr_diff1,0.0
key_rate_cbr_diff22,0.0
fed_rate_lag1,0.0
fed_rate_diff1,0.0
fed_rate_diff22,0.0
si_fut_lag1,0.0
si_fut_diff1,0.0
si_fut,0.0
key_rate_cbr,0.0
yahoo_tbill_3m_ret1,0.0
pmi_ru,0.0
yahoo_tbill_3m_ret5,0.0
yahoo_tbill_3m_ret22,0.0
yahoo_tbill_3m_ma5,0.0
yahoo_tbill_3m_ma22,0.0
yahoo_tbill_3m_vol22,0.0
yahoo_treasury_10y_lag1,0.0
yahoo_treasury_10y_ret1,0.0
yahoo_treasury_10y_ret5,0.0
yahoo_brent_ret5,0.0
yahoo_treasury_10y_ma5,0.0
yahoo_treasury_10y_ma22,0.0
yahoo_treasury_10y_vol22,0.0
yahoo_treasury_5y_lag1,0.0
yahoo_treasury_5y_ret1,0.0
yahoo_treasury_5y_ret5,0.0
yahoo_treasury_5y_ret22,0.0
yahoo_treasury_5y_ma5,0.0
yahoo_treasury_5y_ma22,0.0
yahoo_treasury_5y_vol22,0.0
cpi_ru,0.0
cpi_us,0.0
unemp_us,0.0
m2_ru,0.0
yahoo_brent_ret22,0.0
idx_MOEXOG_rv_annualized_ret5,0.0
yahoo_brent_ret1,0.0
idx_MOEXEU_rv_annualized_vol22,0.0
idx_MOEXTL_rv_annualized_ret22,0.0
idx_MOEXTL_rv_annualized_ma5,0.0
idx_MOEXTL_rv_annualized_ma22,0.0
idx_MOEXTL_rv_annualized_vol22,0.0
rv_MOEXEU,0.0
close_MOEXEU,0.0
idx_MOEXEU_rv_annualized_lag1,0.0
idx_MOEXEU_rv_annualized_ret1,0.0
idx_MOEXEU_rv_annualized_ma5,0.0
idx_MOEXEU_rv_annualized_ma22,0.0
rv_CNYRUB_TOM,0.0
yahoo_brent_lag1,0.0
close_CNYRUB_TOM,0.0
idx_CNYRUB_TOM_rv_annualized_lag1,0.0
idx_CNYRUB_TOM_rv_annualized_ret1,0.0
idx_CNYRUB_TOM_rv_annualized_ma5,0.0
idx_CNYRUB_TOM_rv_annualized_ma22,0.0
idx_CNYRUB_TOM_rv_annualized_vol22,0.0
rv_RVI,0.0
close_RVI,0.0
idx_RVI_rv_annualized_lag1,0.0
idx_RVI_rv_annualized_ret5,0.0
idx_MOEXTL_rv_annualized_ret5,0.0
close_MOEXTL,0.0
rv_MOEXTL,0.0
idx_IMOEX_rv_annualized_vol22,0.0
n_bars,0.0
bv,0.0
jump,0.0
bv_annualized,0.0
jump_annualized,0.0
rv_2w,0.0
rv_m,0.0
rv_q,0.0
jump_lag1,0.0
jump_lag5,0.0
rv_MOEXMM,0.0
close_MOEXMM,0.0
idx_MOEXMM_rv_annualized_lag1,0.0
idx_MOEXMM_rv_annualized_ret1,0.0
idx_MOEXMM_rv_annualized_ma5,0.0
idx_MOEXMM_rv_annualized_ma22,0.0
idx_MOEXMM_rv_annualized_vol22,0.0
close_IMOEX,0.0
idx_IMOEX_rv_annualized_ret1,0.0
idx_IMOEX_rv_annualized_ma5,0.0
idx_IMOEX_rv_annualized_ma22,0.0
