window,H=1,H=5,H=22
20,0.3828903335122893,0.9115292363282469,0.8316357046727891
40,0.3823633027866648,0.9483795225321339,0.8418560044254951
60,0.38266707781033876,0.9747892514936274,0.8440787606471664
90,0.3824719656708333,1.012034616403034,0.8467156616026946
120,0.38265587660469574,1.0460850399439063,0.8496791598779112
