shrinkage,H=1,H=5,H=22
0.0,0.3744659101563746,1.1654891146941087,0.8943978559603232
0.1,0.37456437102146123,1.2038630811604285,0.8929126955044288
0.2,0.3748433329615826,1.2447808133355247,0.8923129590109409
0.3,0.3753107604695576,1.2754109791159287,0.8924098712750878
0.4,0.3759766911239019,1.2996850348287312,0.8930855988141069
0.5,0.376853255862839,1.3198444247029248,0.8942643611252199
