sharpe,ann_ret_pct,max_dd_pct,exposure_pct,n_trades,year,approach,strategy,timeframe,ticker,sigma_variant
0.6854,3.04,-2.68,1.11,12,2022,A,S6_VWAP,hourly,HYDR,v1_sqrt9
-1.0199,-2.01,-2.71,2.89,16,2023,A,S6_VWAP,hourly,HYDR,v1_sqrt9
-0.2976,-0.63,-2.65,1.74,11,2024,A,S6_VWAP,hourly,HYDR,v1_sqrt9
-0.7434,-2.33,-3.25,2.91,21,2025,A,S6_VWAP,hourly,HYDR,v1_sqrt9
1.0189,4.48,-2.49,1.3,13,2022,B,S6_VWAP,hourly,HYDR,v1_sqrt9
-0.7639,-1.95,-3.58,2.97,16,2023,B,S6_VWAP,hourly,HYDR,v1_sqrt9
0.459,0.84,-1.16,1.39,11,2024,B,S6_VWAP,hourly,HYDR,v1_sqrt9
0.7774,6.65,-3.08,3.54,19,2025,B,S6_VWAP,hourly,HYDR,v1_sqrt9
1.3291,5.41,-0.07,0.24,4,2022,C,S6_VWAP,hourly,HYDR,v1_sqrt9
-1.6219,-1.65,-1.89,0.52,3,2023,C,S6_VWAP,hourly,HYDR,v1_sqrt9
1.3082,0.68,-0.17,0.22,1,2024,C,S6_VWAP,hourly,HYDR,v1_sqrt9
-0.8183,-1.21,-2.09,0.18,3,2025,C,S6_VWAP,hourly,HYDR,v1_sqrt9
0.6854,1.82,-1.61,1.11,12,2022,D,S6_VWAP,hourly,HYDR,v1_sqrt9
-1.0199,-1.21,-1.63,2.89,16,2023,D,S6_VWAP,hourly,HYDR,v1_sqrt9
-0.0209,-0.05,-2.39,1.74,11,2024,D,S6_VWAP,hourly,HYDR,v1_sqrt9
-0.7186,-2.27,-3.13,2.91,21,2025,D,S6_VWAP,hourly,HYDR,v1_sqrt9
1.3291,5.41,-0.07,0.24,4,2022,E,S6_VWAP,hourly,HYDR,v1_sqrt9
-1.2025,-1.94,-2.79,0.57,4,2023,E,S6_VWAP,hourly,HYDR,v1_sqrt9
1.4085,0.54,-0.07,0.13,1,2024,E,S6_VWAP,hourly,HYDR,v1_sqrt9
-0.7946,-1.21,-2.11,0.21,2,2025,E,S6_VWAP,hourly,HYDR,v1_sqrt9
1.3291,3.25,-0.04,0.24,4,2022,F,S6_VWAP,hourly,HYDR,v1_sqrt9
-1.6219,-0.99,-1.14,0.52,3,2023,F,S6_VWAP,hourly,HYDR,v1_sqrt9
1.3082,0.69,-0.17,0.22,1,2024,F,S6_VWAP,hourly,HYDR,v1_sqrt9
-0.8183,-1.31,-2.26,0.18,3,2025,F,S6_VWAP,hourly,HYDR,v1_sqrt9
1.3291,3.25,-0.04,0.24,4,2022,G,S6_VWAP,hourly,HYDR,v1_sqrt9
-1.2025,-1.17,-1.68,0.57,4,2023,G,S6_VWAP,hourly,HYDR,v1_sqrt9
1.4085,0.55,-0.07,0.13,1,2024,G,S6_VWAP,hourly,HYDR,v1_sqrt9
-0.7946,-1.32,-2.29,0.21,2,2025,G,S6_VWAP,hourly,HYDR,v1_sqrt9
1.0189,4.48,-2.49,1.3,13,2022,B,S6_VWAP,hourly,HYDR,v2_sqrtN
-0.7639,-1.95,-3.58,2.97,16,2023,B,S6_VWAP,hourly,HYDR,v2_sqrtN
0.459,0.84,-1.16,1.39,11,2024,B,S6_VWAP,hourly,HYDR,v2_sqrtN
0.7774,6.65,-3.08,3.54,19,2025,B,S6_VWAP,hourly,HYDR,v2_sqrtN
1.3291,5.41,-0.07,0.24,4,2022,C,S6_VWAP,hourly,HYDR,v2_sqrtN
-1.6219,-1.65,-1.89,0.52,3,2023,C,S6_VWAP,hourly,HYDR,v2_sqrtN
1.3082,0.68,-0.17,0.22,1,2024,C,S6_VWAP,hourly,HYDR,v2_sqrtN
-0.8183,-1.21,-2.09,0.18,3,2025,C,S6_VWAP,hourly,HYDR,v2_sqrtN
0.6854,1.82,-1.61,1.11,12,2022,D,S6_VWAP,hourly,HYDR,v2_sqrtN
-1.0199,-1.21,-1.63,2.89,16,2023,D,S6_VWAP,hourly,HYDR,v2_sqrtN
-0.0209,-0.05,-2.39,1.74,11,2024,D,S6_VWAP,hourly,HYDR,v2_sqrtN
-0.7186,-2.27,-3.13,2.91,21,2025,D,S6_VWAP,hourly,HYDR,v2_sqrtN
1.3291,5.41,-0.07,0.24,4,2022,E,S6_VWAP,hourly,HYDR,v2_sqrtN
-1.2025,-1.94,-2.79,0.57,4,2023,E,S6_VWAP,hourly,HYDR,v2_sqrtN
1.4085,0.54,-0.07,0.13,1,2024,E,S6_VWAP,hourly,HYDR,v2_sqrtN
-0.7946,-1.21,-2.11,0.21,2,2025,E,S6_VWAP,hourly,HYDR,v2_sqrtN
1.3291,3.25,-0.04,0.24,4,2022,F,S6_VWAP,hourly,HYDR,v2_sqrtN
-1.6219,-0.99,-1.14,0.52,3,2023,F,S6_VWAP,hourly,HYDR,v2_sqrtN
1.3082,0.69,-0.17,0.22,1,2024,F,S6_VWAP,hourly,HYDR,v2_sqrtN
-0.8183,-1.31,-2.26,0.18,3,2025,F,S6_VWAP,hourly,HYDR,v2_sqrtN
1.3291,3.25,-0.04,0.24,4,2022,G,S6_VWAP,hourly,HYDR,v2_sqrtN
-1.2025,-1.17,-1.68,0.57,4,2023,G,S6_VWAP,hourly,HYDR,v2_sqrtN
1.4085,0.55,-0.07,0.13,1,2024,G,S6_VWAP,hourly,HYDR,v2_sqrtN
-0.7946,-1.32,-2.29,0.21,2,2025,G,S6_VWAP,hourly,HYDR,v2_sqrtN
0.6548,2.83,-2.67,0.77,13,2022,B,S6_VWAP,hourly,HYDR,v3_div9
-0.9806,-1.88,-2.27,2.19,17,2023,B,S6_VWAP,hourly,HYDR,v3_div9
0.459,0.84,-1.16,1.39,11,2024,B,S6_VWAP,hourly,HYDR,v3_div9
-0.6014,-1.53,-2.11,1.37,22,2025,B,S6_VWAP,hourly,HYDR,v3_div9
1.3291,5.41,-0.07,0.24,4,2022,C,S6_VWAP,hourly,HYDR,v3_div9
-1.6219,-1.65,-1.89,0.52,3,2023,C,S6_VWAP,hourly,HYDR,v3_div9
1.3082,0.68,-0.17,0.22,1,2024,C,S6_VWAP,hourly,HYDR,v3_div9
-0.8183,-1.21,-2.09,0.18,3,2025,C,S6_VWAP,hourly,HYDR,v3_div9
0.6854,1.82,-1.61,1.11,12,2022,D,S6_VWAP,hourly,HYDR,v3_div9
-1.0199,-1.21,-1.63,2.89,16,2023,D,S6_VWAP,hourly,HYDR,v3_div9
-0.0209,-0.05,-2.39,1.74,11,2024,D,S6_VWAP,hourly,HYDR,v3_div9
-0.7186,-2.27,-3.13,2.91,21,2025,D,S6_VWAP,hourly,HYDR,v3_div9
1.2374,5.02,-0.07,0.19,4,2022,E,S6_VWAP,hourly,HYDR,v3_div9
-1.0389,-0.97,-1.3,0.35,4,2023,E,S6_VWAP,hourly,HYDR,v3_div9
1.4085,0.54,-0.07,0.13,1,2024,E,S6_VWAP,hourly,HYDR,v3_div9
-0.9705,-1.42,-2.11,0.14,3,2025,E,S6_VWAP,hourly,HYDR,v3_div9
1.3291,3.25,-0.04,0.24,4,2022,F,S6_VWAP,hourly,HYDR,v3_div9
-1.6219,-0.99,-1.14,0.52,3,2023,F,S6_VWAP,hourly,HYDR,v3_div9
1.3082,0.69,-0.17,0.22,1,2024,F,S6_VWAP,hourly,HYDR,v3_div9
-0.8183,-1.31,-2.26,0.18,3,2025,F,S6_VWAP,hourly,HYDR,v3_div9
1.2374,3.01,-0.04,0.19,4,2022,G,S6_VWAP,hourly,HYDR,v3_div9
-1.0389,-0.58,-0.78,0.35,4,2023,G,S6_VWAP,hourly,HYDR,v3_div9
1.4085,0.55,-0.07,0.13,1,2024,G,S6_VWAP,hourly,HYDR,v3_div9
-0.9705,-1.54,-2.29,0.14,3,2025,G,S6_VWAP,hourly,HYDR,v3_div9
0.9319,4.19,-2.49,1.35,13,2022,B,S6_VWAP,hourly,HYDR,v4_realized
-1.1629,-2.49,-2.94,2.32,16,2023,B,S6_VWAP,hourly,HYDR,v4_realized
-0.3897,-0.9,-2.49,2.39,11,2024,B,S6_VWAP,hourly,HYDR,v4_realized
0.9565,8.15,-3.01,3.26,19,2025,B,S6_VWAP,hourly,HYDR,v4_realized
1.0374,4.29,-0.84,0.29,6,2022,C,S6_VWAP,hourly,HYDR,v4_realized
-1.5663,-1.22,-1.44,0.92,14,2023,C,S6_VWAP,hourly,HYDR,v4_realized
-2.5721,-1.13,-1.15,0.22,5,2024,C,S6_VWAP,hourly,HYDR,v4_realized
-0.8268,-0.42,-0.85,0.42,10,2025,C,S6_VWAP,hourly,HYDR,v4_realized
0.6854,1.82,-1.61,1.11,12,2022,D,S6_VWAP,hourly,HYDR,v4_realized
-1.0199,-1.21,-1.63,2.89,16,2023,D,S6_VWAP,hourly,HYDR,v4_realized
-0.2037,-1.25,-7.3,1.74,11,2024,D,S6_VWAP,hourly,HYDR,v4_realized
-0.7454,-7.0,-9.76,2.91,21,2025,D,S6_VWAP,hourly,HYDR,v4_realized
1.0915,4.59,-0.89,0.38,8,2022,E,S6_VWAP,hourly,HYDR,v4_realized
-2.1105,-1.95,-1.98,0.74,12,2023,E,S6_VWAP,hourly,HYDR,v4_realized
-2.7795,-1.45,-1.62,0.39,9,2024,E,S6_VWAP,hourly,HYDR,v4_realized
0.9238,7.03,-0.98,0.49,12,2025,E,S6_VWAP,hourly,HYDR,v4_realized
1.0374,2.58,-0.51,0.29,6,2022,F,S6_VWAP,hourly,HYDR,v4_realized
-1.5663,-0.73,-0.86,0.92,14,2023,F,S6_VWAP,hourly,HYDR,v4_realized
-2.5721,-3.39,-3.44,0.22,5,2024,F,S6_VWAP,hourly,HYDR,v4_realized
-0.8268,-1.27,-2.56,0.42,10,2025,F,S6_VWAP,hourly,HYDR,v4_realized
1.0915,2.75,-0.53,0.38,8,2022,G,S6_VWAP,hourly,HYDR,v4_realized
-2.1105,-1.17,-1.19,0.74,12,2023,G,S6_VWAP,hourly,HYDR,v4_realized
-2.7795,-4.36,-4.87,0.39,9,2024,G,S6_VWAP,hourly,HYDR,v4_realized
0.9238,21.08,-2.94,0.49,12,2025,G,S6_VWAP,hourly,HYDR,v4_realized
2.1548,19.61,-4.82,18.0,11,2020,A,S1_MeanRev,daily,MGNT,daily
1.3291,10.31,-4.16,20.39,11,2021,A,S1_MeanRev,daily,MGNT,daily
-1.8388,-24.22,-22.49,32.05,13,2022,A,S1_MeanRev,daily,MGNT,daily
0.7809,6.88,-7.73,21.65,9,2023,A,S1_MeanRev,daily,MGNT,daily
0.7983,10.37,-10.76,48.05,17,2024,A,S1_MeanRev,daily,MGNT,daily
0.2703,2.88,-7.02,33.65,14,2025,A,S1_MeanRev,daily,MGNT,daily
-0.1102,-1.63,-8.95,26.92,12,2022,B,S1_MeanRev,daily,MGNT,daily
0.7265,6.58,-7.32,24.02,8,2023,B,S1_MeanRev,daily,MGNT,daily
1.0938,13.61,-5.95,36.72,20,2024,B,S1_MeanRev,daily,MGNT,daily
0.746,7.62,-8.58,14.15,14,2025,B,S1_MeanRev,daily,MGNT,daily
-0.4198,-2.2,-4.43,9.4,9,2022,C,S1_MeanRev,daily,MGNT,daily
1.9741,8.17,-0.68,2.76,7,2023,C,S1_MeanRev,daily,MGNT,daily
0.4215,2.52,-4.63,22.66,11,2024,C,S1_MeanRev,daily,MGNT,daily
0.5334,5.49,-7.34,32.08,16,2025,C,S1_MeanRev,daily,MGNT,daily
-1.8623,-35.38,-32.85,32.05,13,2022,D,S1_MeanRev,daily,MGNT,daily
0.9168,7.58,-6.82,21.65,9,2023,D,S1_MeanRev,daily,MGNT,daily
0.7505,9.59,-11.08,48.05,17,2024,D,S1_MeanRev,daily,MGNT,daily
0.3253,6.86,-14.03,33.65,14,2025,D,S1_MeanRev,daily,MGNT,daily
-0.3001,-1.44,-5.03,5.13,5,2022,E,S1_MeanRev,daily,MGNT,daily
1.9505,8.08,-0.68,3.54,8,2023,E,S1_MeanRev,daily,MGNT,daily
0.1132,0.63,-4.63,18.75,11,2024,E,S1_MeanRev,daily,MGNT,daily
0.797,8.1,-8.09,13.52,15,2025,E,S1_MeanRev,daily,MGNT,daily
-0.5199,-5.16,-9.23,9.4,9,2022,F,S1_MeanRev,daily,MGNT,daily
1.9803,9.07,-0.68,2.76,7,2023,F,S1_MeanRev,daily,MGNT,daily
0.3914,2.42,-4.88,22.66,11,2024,F,S1_MeanRev,daily,MGNT,daily
0.5955,12.12,-14.66,32.08,16,2025,F,S1_MeanRev,daily,MGNT,daily
-0.3512,-3.13,-9.62,5.13,5,2022,G,S1_MeanRev,daily,MGNT,daily
1.9557,8.96,-0.68,3.54,8,2023,G,S1_MeanRev,daily,MGNT,daily
0.085,0.49,-4.88,18.75,11,2024,G,S1_MeanRev,daily,MGNT,daily
0.8524,17.16,-16.14,13.52,15,2025,G,S1_MeanRev,daily,MGNT,daily
0.58,6.44,-8.36,38.4,9,2020,A,S2_Bollinger,daily,MGNT,daily
1.2676,10.69,-3.89,28.63,10,2021,A,S2_Bollinger,daily,MGNT,daily
0.3083,1.85,-4.32,2.14,2,2022,A,S2_Bollinger,daily,MGNT,daily
0.427,2.71,-6.9,22.83,11,2023,A,S2_Bollinger,daily,MGNT,daily
1.195,13.06,-9.97,39.84,15,2024,A,S2_Bollinger,daily,MGNT,daily
-0.3086,-2.88,-8.31,33.96,15,2025,A,S2_Bollinger,daily,MGNT,daily
0.3083,1.85,-4.32,2.14,2,2022,B,S2_Bollinger,daily,MGNT,daily
-0.4086,-3.8,-8.07,29.53,10,2023,B,S2_Bollinger,daily,MGNT,daily
1.4876,16.49,-7.82,39.06,15,2024,B,S2_Bollinger,daily,MGNT,daily
0.1978,2.89,-15.63,40.88,12,2025,B,S2_Bollinger,daily,MGNT,daily
1.6123,6.51,-0.19,1.71,1,2022,C,S2_Bollinger,daily,MGNT,daily
0.9581,3.85,-3.76,10.24,9,2023,C,S2_Bollinger,daily,MGNT,daily
1.1818,12.84,-9.97,38.67,14,2024,C,S2_Bollinger,daily,MGNT,daily
-0.2645,-2.09,-7.52,27.99,14,2025,C,S2_Bollinger,daily,MGNT,daily
0.3533,2.69,-5.26,2.14,2,2022,D,S2_Bollinger,daily,MGNT,daily
0.4674,5.17,-11.67,22.83,11,2023,D,S2_Bollinger,daily,MGNT,daily
1.1379,22.08,-18.31,39.84,15,2024,D,S2_Bollinger,daily,MGNT,daily
-0.2931,-8.0,-23.59,33.96,15,2025,D,S2_Bollinger,daily,MGNT,daily
1.6123,6.51,-0.19,1.71,1,2022,E,S2_Bollinger,daily,MGNT,daily
0.8907,5.1,-4.74,12.6,8,2023,E,S2_Bollinger,daily,MGNT,daily
1.5064,16.6,-7.82,38.28,13,2024,E,S2_Bollinger,daily,MGNT,daily
0.162,2.13,-13.63,35.53,12,2025,E,S2_Bollinger,daily,MGNT,daily
1.5582,8.36,-0.2,1.71,1,2022,F,S2_Bollinger,daily,MGNT,daily
0.9162,6.69,-7.24,10.24,9,2023,F,S2_Bollinger,daily,MGNT,daily
1.1254,21.72,-18.31,38.67,14,2024,F,S2_Bollinger,daily,MGNT,daily
-0.2683,-6.37,-22.56,27.99,14,2025,F,S2_Bollinger,daily,MGNT,daily
1.5582,8.36,-0.2,1.71,1,2022,G,S2_Bollinger,daily,MGNT,daily
0.8383,8.62,-8.88,12.6,8,2023,G,S2_Bollinger,daily,MGNT,daily
1.457,28.58,-14.47,38.28,13,2024,G,S2_Bollinger,daily,MGNT,daily
0.1589,6.27,-41.04,35.53,12,2025,G,S2_Bollinger,daily,MGNT,daily
0.8016,20.63,-21.14,37.2,7,2020,A,S3_Donchian,daily,MGNT,daily
0.5534,8.85,-11.2,38.82,8,2021,A,S3_Donchian,daily,MGNT,daily
0.9334,39.81,-20.85,40.6,6,2022,A,S3_Donchian,daily,MGNT,daily
-0.7573,-11.08,-19.19,38.19,11,2023,A,S3_Donchian,daily,MGNT,daily
-0.1206,-2.9,-29.11,55.47,10,2024,A,S3_Donchian,daily,MGNT,daily
-0.507,-8.11,-18.84,25.16,9,2025,A,S3_Donchian,daily,MGNT,daily
1.1861,47.38,-12.8,28.21,7,2022,B,S3_Donchian,daily,MGNT,daily
0.4285,4.9,-8.42,24.02,11,2023,B,S3_Donchian,daily,MGNT,daily
0.3576,6.54,-9.01,28.91,13,2024,B,S3_Donchian,daily,MGNT,daily
0.0844,1.15,-13.55,17.61,10,2025,B,S3_Donchian,daily,MGNT,daily
1.4252,55.25,-12.68,12.39,8,2022,C,S3_Donchian,daily,MGNT,daily
-0.0534,-0.43,-6.3,9.45,11,2023,C,S3_Donchian,daily,MGNT,daily
0.6111,9.92,-10.05,10.16,10,2024,C,S3_Donchian,daily,MGNT,daily
0.9755,6.14,-2.42,5.35,4,2025,C,S3_Donchian,daily,MGNT,daily
0.952,81.23,-46.5,40.6,6,2022,D,S3_Donchian,daily,MGNT,daily
-0.7573,-6.65,-11.51,38.19,11,2023,D,S3_Donchian,daily,MGNT,daily
-0.1206,-4.35,-43.66,55.47,10,2024,D,S3_Donchian,daily,MGNT,daily
-0.507,-12.17,-28.26,25.16,9,2025,D,S3_Donchian,daily,MGNT,daily
1.0611,40.09,-10.66,7.69,7,2022,E,S3_Donchian,daily,MGNT,daily
-0.6745,-4.51,-9.49,7.48,9,2023,E,S3_Donchian,daily,MGNT,daily
0.8364,12.11,-8.88,6.64,7,2024,E,S3_Donchian,daily,MGNT,daily
0.6527,4.05,-2.68,4.09,3,2025,E,S3_Donchian,daily,MGNT,daily
1.4841,109.33,-28.96,12.39,8,2022,F,S3_Donchian,daily,MGNT,daily
-0.0534,-0.26,-3.78,9.45,11,2023,F,S3_Donchian,daily,MGNT,daily
0.6111,14.89,-15.07,10.16,10,2024,F,S3_Donchian,daily,MGNT,daily
0.9755,9.2,-3.63,5.35,4,2025,F,S3_Donchian,daily,MGNT,daily
1.0507,74.55,-24.85,7.69,7,2022,G,S3_Donchian,daily,MGNT,daily
-0.6745,-2.7,-5.69,7.48,9,2023,G,S3_Donchian,daily,MGNT,daily
0.8364,18.17,-13.32,6.64,7,2024,G,S3_Donchian,daily,MGNT,daily
0.6527,6.07,-4.03,4.09,3,2025,G,S3_Donchian,daily,MGNT,daily
0.5875,12.05,-13.63,28.4,4,2020,A,S4_Supertrend,daily,MGNT,daily
1.4817,17.67,-8.89,50.2,4,2021,A,S4_Supertrend,daily,MGNT,daily
0.6664,17.45,-15.24,53.42,5,2022,A,S4_Supertrend,daily,MGNT,daily
-0.4499,-4.92,-12.62,32.28,5,2023,A,S4_Supertrend,daily,MGNT,daily
0.9472,25.07,-23.31,37.89,6,2024,A,S4_Supertrend,daily,MGNT,daily
-0.2154,-2.87,-12.96,17.3,3,2025,A,S4_Supertrend,daily,MGNT,daily
1.0363,21.14,-8.68,15.38,8,2022,B,S4_Supertrend,daily,MGNT,daily
1.1664,9.68,-0.47,2.36,5,2023,B,S4_Supertrend,daily,MGNT,daily
0.169,1.23,-5.38,2.34,6,2024,B,S4_Supertrend,daily,MGNT,daily
-1.1939,-6.34,-9.08,1.26,4,2025,B,S4_Supertrend,daily,MGNT,daily
1.2641,28.05,-11.35,23.5,18,2022,C,S4_Supertrend,daily,MGNT,daily
0.771,6.53,-2.38,6.69,8,2023,C,S4_Supertrend,daily,MGNT,daily
1.2953,31.46,-13.08,22.27,12,2024,C,S4_Supertrend,daily,MGNT,daily
0.8141,5.5,-2.42,6.6,6,2025,C,S4_Supertrend,daily,MGNT,daily
0.6406,35.78,-32.37,53.42,5,2022,D,S4_Supertrend,daily,MGNT,daily
-0.541,-15.14,-35.56,32.28,5,2023,D,S4_Supertrend,daily,MGNT,daily
1.0932,46.58,-36.89,37.89,6,2024,D,S4_Supertrend,daily,MGNT,daily
-0.2655,-6.05,-23.55,17.3,3,2025,D,S4_Supertrend,daily,MGNT,daily
1.227,24.01,-6.06,8.55,5,2022,E,S4_Supertrend,daily,MGNT,daily
1.0135,8.26,-0.46,1.57,3,2023,E,S4_Supertrend,daily,MGNT,daily
0.2531,1.78,-4.73,1.56,4,2024,E,S4_Supertrend,daily,MGNT,daily
-0.9156,-1.97,-2.49,0.31,1,2025,E,S4_Supertrend,daily,MGNT,daily
1.3408,64.23,-23.78,23.5,18,2022,F,S4_Supertrend,daily,MGNT,daily
0.7942,15.95,-5.29,6.69,8,2023,F,S4_Supertrend,daily,MGNT,daily
1.4115,54.5,-19.58,22.27,12,2024,F,S4_Supertrend,daily,MGNT,daily
0.7735,7.93,-3.72,6.6,6,2025,F,S4_Supertrend,daily,MGNT,daily
1.2963,55.06,-12.83,8.55,5,2022,G,S4_Supertrend,daily,MGNT,daily
1.0088,19.44,-1.04,1.57,3,2023,G,S4_Supertrend,daily,MGNT,daily
0.2567,2.72,-7.17,1.56,4,2024,G,S4_Supertrend,daily,MGNT,daily
-0.9156,-3.03,-3.83,0.31,1,2025,G,S4_Supertrend,daily,MGNT,daily
0.0,0.0,0.0,0.0,0,2020,A,S5_PivotPoints,daily,MGNT,daily
-1.4751,-3.49,-3.53,1.18,3,2021,A,S5_PivotPoints,daily,MGNT,daily
-0.4106,-2.69,-6.66,3.85,2,2022,A,S5_PivotPoints,daily,MGNT,daily
1.0227,1.99,-0.79,3.54,3,2023,A,S5_PivotPoints,daily,MGNT,daily
0.0,0.0,0.0,0.0,0,2024,A,S5_PivotPoints,daily,MGNT,daily
-0.8508,-5.37,-6.78,4.4,5,2025,A,S5_PivotPoints,daily,MGNT,daily
-0.4106,-2.69,-6.66,3.85,2,2022,B,S5_PivotPoints,daily,MGNT,daily
1.0227,1.99,-0.79,3.54,3,2023,B,S5_PivotPoints,daily,MGNT,daily
0.0,0.0,0.0,0.0,0,2024,B,S5_PivotPoints,daily,MGNT,daily
-0.5566,-3.22,-5.08,4.09,6,2025,B,S5_PivotPoints,daily,MGNT,daily
0.8761,1.86,-0.3,0.85,1,2022,C,S5_PivotPoints,daily,MGNT,daily
0.8591,0.47,-0.07,0.39,1,2023,C,S5_PivotPoints,daily,MGNT,daily
0.0,0.0,0.0,0.0,0,2024,C,S5_PivotPoints,daily,MGNT,daily
0.6377,0.84,-0.53,1.26,4,2025,C,S5_PivotPoints,daily,MGNT,daily
-0.3992,-3.91,-9.98,3.85,2,2022,D,S5_PivotPoints,daily,MGNT,daily
1.0008,4.01,-1.67,3.54,3,2023,D,S5_PivotPoints,daily,MGNT,daily
0.0,0.0,0.0,0.0,0,2024,D,S5_PivotPoints,daily,MGNT,daily
-0.757,-8.85,-11.17,4.4,5,2025,D,S5_PivotPoints,daily,MGNT,daily
0.8761,1.86,-0.3,0.85,1,2022,E,S5_PivotPoints,daily,MGNT,daily
0.8591,0.47,-0.07,0.39,1,2023,E,S5_PivotPoints,daily,MGNT,daily
0.0,0.0,0.0,0.0,0,2024,E,S5_PivotPoints,daily,MGNT,daily
0.6377,0.84,-0.53,1.26,4,2025,E,S5_PivotPoints,daily,MGNT,daily
0.8761,2.78,-0.45,0.85,1,2022,F,S5_PivotPoints,daily,MGNT,daily
0.8591,0.88,-0.13,0.39,1,2023,F,S5_PivotPoints,daily,MGNT,daily
0.0,0.0,0.0,0.0,0,2024,F,S5_PivotPoints,daily,MGNT,daily
0.689,1.63,-0.84,1.26,4,2025,F,S5_PivotPoints,daily,MGNT,daily
0.8761,2.78,-0.45,0.85,1,2022,G,S5_PivotPoints,daily,MGNT,daily
0.8591,0.88,-0.13,0.39,1,2023,G,S5_PivotPoints,daily,MGNT,daily
0.0,0.0,0.0,0.0,0,2024,G,S5_PivotPoints,daily,MGNT,daily
0.689,1.63,-0.84,1.26,4,2025,G,S5_PivotPoints,daily,MGNT,daily
0.0,0.0,0.0,0.0,0,2020,A,S6_VWAP,daily,MGNT,daily
0.0,0.0,0.0,0.0,0,2021,A,S6_VWAP,daily,MGNT,daily
-1.0649,-2.93,-2.72,0.43,1,2022,A,S6_VWAP,daily,MGNT,daily
-0.1307,-0.12,-0.66,0.79,1,2023,A,S6_VWAP,daily,MGNT,daily
0.0,0.0,0.0,0.0,0,2024,A,S6_VWAP,daily,MGNT,daily
0.6443,2.38,-2.29,3.77,3,2025,A,S6_VWAP,daily,MGNT,daily
-1.0649,-2.93,-2.72,0.43,1,2022,B,S6_VWAP,daily,MGNT,daily
0.2591,0.25,-0.66,1.18,1,2023,B,S6_VWAP,daily,MGNT,daily
0.0,0.0,0.0,0.0,0,2024,B,S6_VWAP,daily,MGNT,daily
0.7251,2.78,-2.29,3.77,3,2025,B,S6_VWAP,daily,MGNT,daily
0.0,0.0,0.0,0.0,0,2022,C,S6_VWAP,daily,MGNT,daily
0.8591,0.47,-0.07,0.39,1,2023,C,S6_VWAP,daily,MGNT,daily
0.0,0.0,0.0,0.0,0,2024,C,S6_VWAP,daily,MGNT,daily
1.4526,3.69,-0.07,1.57,3,2025,C,S6_VWAP,daily,MGNT,daily
-1.0649,-1.76,-1.63,0.43,1,2022,D,S6_VWAP,daily,MGNT,daily
-0.1307,-0.35,-1.97,0.79,1,2023,D,S6_VWAP,daily,MGNT,daily
0.0,0.0,0.0,0.0,0,2024,D,S6_VWAP,daily,MGNT,daily
0.6805,7.33,-6.35,3.77,3,2025,D,S6_VWAP,daily,MGNT,daily
0.0,0.0,0.0,0.0,0,2022,E,S6_VWAP,daily,MGNT,daily
0.8591,0.47,-0.07,0.39,1,2023,E,S6_VWAP,daily,MGNT,daily
0.0,0.0,0.0,0.0,0,2024,E,S6_VWAP,daily,MGNT,daily
1.4526,3.69,-0.07,1.57,3,2025,E,S6_VWAP,daily,MGNT,daily
0.0,0.0,0.0,0.0,0,2022,F,S6_VWAP,daily,MGNT,daily
0.8591,1.4,-0.21,0.39,1,2023,F,S6_VWAP,daily,MGNT,daily
0.0,0.0,0.0,0.0,0,2024,F,S6_VWAP,daily,MGNT,daily
1.4436,10.91,-0.21,1.57,3,2025,F,S6_VWAP,daily,MGNT,daily
0.0,0.0,0.0,0.0,0,2022,G,S6_VWAP,daily,MGNT,daily
0.8591,1.4,-0.21,0.39,1,2023,G,S6_VWAP,daily,MGNT,daily
0.0,0.0,0.0,0.0,0,2024,G,S6_VWAP,daily,MGNT,daily
1.4436,10.91,-0.21,1.57,3,2025,G,S6_VWAP,daily,MGNT,daily
0.7358,1.97,-1.69,1.2,4,2020,A,S1_MeanRev,hourly,MGNT,v1_sqrt9
-0.7842,-1.09,-1.64,0.52,3,2021,A,S1_MeanRev,hourly,MGNT,v1_sqrt9
0.6146,1.07,-1.63,0.72,3,2022,A,S1_MeanRev,hourly,MGNT,v1_sqrt9
-1.5288,-2.15,-2.17,0.13,1,2023,A,S1_MeanRev,hourly,MGNT,v1_sqrt9
-0.8482,-2.19,-3.3,1.87,6,2024,A,S1_MeanRev,hourly,MGNT,v1_sqrt9
1.2675,1.86,-0.07,0.14,2,2025,A,S1_MeanRev,hourly,MGNT,v1_sqrt9
1.78,3.89,-0.65,1.06,3,2022,B,S1_MeanRev,hourly,MGNT,v1_sqrt9
-1.3753,-0.18,-0.18,0.04,1,2023,B,S1_MeanRev,hourly,MGNT,v1_sqrt9
-0.3027,-0.4,-1.99,0.74,6,2024,B,S1_MeanRev,hourly,MGNT,v1_sqrt9
1.2226,2.08,-0.65,0.28,2,2025,B,S1_MeanRev,hourly,MGNT,v1_sqrt9
1.1647,0.63,-0.07,0.1,2,2022,C,S1_MeanRev,hourly,MGNT,v1_sqrt9
0.0,0.0,0.0,0.0,0,2023,C,S1_MeanRev,hourly,MGNT,v1_sqrt9
0.1028,0.06,-0.44,0.35,3,2024,C,S1_MeanRev,hourly,MGNT,v1_sqrt9
1.3486,0.69,-0.07,0.11,1,2025,C,S1_MeanRev,hourly,MGNT,v1_sqrt9
