sharpe,ann_ret_pct,max_dd_pct,exposure_pct,n_trades,year,approach,strategy,timeframe,ticker,sigma_variant
-0.6136,-0.18,-0.3,0.18,3,2025,B,S2_Bollinger,hourly,SBER,v3_div9
0.7987,1.52,-1.0,0.38,2,2022,C,S2_Bollinger,hourly,SBER,v3_div9
0.8539,0.45,-0.07,0.04,1,2023,C,S2_Bollinger,hourly,SBER,v3_div9
0.0,0.0,0.0,0.0,0,2024,C,S2_Bollinger,hourly,SBER,v3_div9
0.0548,0.01,-0.07,0.04,1,2025,C,S2_Bollinger,hourly,SBER,v3_div9
1.96,7.29,-1.39,1.11,7,2022,D,S2_Bollinger,hourly,SBER,v3_div9
1.3085,1.01,-0.07,0.09,1,2023,D,S2_Bollinger,hourly,SBER,v3_div9
-1.9533,-1.01,-1.18,0.61,3,2024,D,S2_Bollinger,hourly,SBER,v3_div9
-0.368,-0.35,-1.58,0.67,3,2025,D,S2_Bollinger,hourly,SBER,v3_div9
-0.0469,-0.05,-1.0,0.14,2,2022,E,S2_Bollinger,hourly,SBER,v3_div9
0.0,0.0,0.0,0.0,0,2023,E,S2_Bollinger,hourly,SBER,v3_div9
0.0,0.0,0.0,0.0,0,2024,E,S2_Bollinger,hourly,SBER,v3_div9
0.0548,0.01,-0.07,0.04,1,2025,E,S2_Bollinger,hourly,SBER,v3_div9
0.6177,1.06,-1.05,0.38,2,2022,F,S2_Bollinger,hourly,SBER,v3_div9
0.8539,0.45,-0.07,0.04,1,2023,F,S2_Bollinger,hourly,SBER,v3_div9
0.0,0.0,0.0,0.0,0,2024,F,S2_Bollinger,hourly,SBER,v3_div9
0.0548,0.01,-0.07,0.04,1,2025,F,S2_Bollinger,hourly,SBER,v3_div9
-0.2402,-0.27,-1.05,0.14,2,2022,G,S2_Bollinger,hourly,SBER,v3_div9
0.0,0.0,0.0,0.0,0,2023,G,S2_Bollinger,hourly,SBER,v3_div9
0.0,0.0,0.0,0.0,0,2024,G,S2_Bollinger,hourly,SBER,v3_div9
0.0548,0.01,-0.07,0.04,1,2025,G,S2_Bollinger,hourly,SBER,v3_div9
2.1895,10.96,-1.43,0.82,7,2022,B,S2_Bollinger,hourly,SBER,v4_realized
1.3085,1.01,-0.07,0.09,1,2023,B,S2_Bollinger,hourly,SBER,v4_realized
-1.2495,-0.5,-0.67,0.48,3,2024,B,S2_Bollinger,hourly,SBER,v4_realized
-0.4405,-0.12,-0.3,0.14,3,2025,B,S2_Bollinger,hourly,SBER,v4_realized
1.1171,1.97,-0.65,0.34,3,2022,C,S2_Bollinger,hourly,SBER,v4_realized
0.8539,0.45,-0.07,0.04,1,2023,C,S2_Bollinger,hourly,SBER,v4_realized
-1.9936,-0.72,-0.81,0.39,4,2024,C,S2_Bollinger,hourly,SBER,v4_realized
-0.8853,-0.79,-1.63,0.42,7,2025,C,S2_Bollinger,hourly,SBER,v4_realized
2.0826,11.21,-1.72,1.11,7,2022,D,S2_Bollinger,hourly,SBER,v4_realized
1.3085,1.01,-0.07,0.09,1,2023,D,S2_Bollinger,hourly,SBER,v4_realized
-1.9533,-1.01,-1.18,0.61,3,2024,D,S2_Bollinger,hourly,SBER,v4_realized
-0.368,-0.35,-1.58,0.67,3,2025,D,S2_Bollinger,hourly,SBER,v4_realized
0.3742,0.33,-0.65,0.14,2,2022,E,S2_Bollinger,hourly,SBER,v4_realized
0.8539,0.45,-0.07,0.04,1,2023,E,S2_Bollinger,hourly,SBER,v4_realized
-1.9936,-0.72,-0.81,0.39,4,2024,E,S2_Bollinger,hourly,SBER,v4_realized
-0.4851,-0.13,-0.23,0.11,2,2025,E,S2_Bollinger,hourly,SBER,v4_realized
1.1171,1.97,-0.65,0.34,3,2022,F,S2_Bollinger,hourly,SBER,v4_realized
0.8539,0.45,-0.07,0.04,1,2023,F,S2_Bollinger,hourly,SBER,v4_realized
-1.9936,-0.72,-0.81,0.39,4,2024,F,S2_Bollinger,hourly,SBER,v4_realized
-0.8853,-0.79,-1.63,0.42,7,2025,F,S2_Bollinger,hourly,SBER,v4_realized
0.3742,0.33,-0.65,0.14,2,2022,G,S2_Bollinger,hourly,SBER,v4_realized
0.8539,0.45,-0.07,0.04,1,2023,G,S2_Bollinger,hourly,SBER,v4_realized
-1.9936,-0.72,-0.81,0.39,4,2024,G,S2_Bollinger,hourly,SBER,v4_realized
-0.4851,-0.13,-0.23,0.11,2,2025,G,S2_Bollinger,hourly,SBER,v4_realized
0.5803,7.51,-15.9,21.02,27,2020,A,S3_Donchian,hourly,SBER,v1_sqrt9
0.242,2.34,-8.44,22.0,24,2021,A,S3_Donchian,hourly,SBER,v1_sqrt9
1.1896,28.22,-14.88,16.24,25,2022,A,S3_Donchian,hourly,SBER,v1_sqrt9
1.8724,20.03,-5.52,30.62,34,2023,A,S3_Donchian,hourly,SBER,v1_sqrt9
0.7562,7.51,-6.6,27.55,35,2024,A,S3_Donchian,hourly,SBER,v1_sqrt9
-0.6949,-5.9,-9.11,19.5,37,2025,A,S3_Donchian,hourly,SBER,v1_sqrt9
2.3807,45.65,-10.37,8.75,31,2022,B,S3_Donchian,hourly,SBER,v1_sqrt9
1.6092,15.18,-5.03,17.06,45,2023,B,S3_Donchian,hourly,SBER,v1_sqrt9
0.9174,8.4,-7.28,22.86,38,2024,B,S3_Donchian,hourly,SBER,v1_sqrt9
-1.0867,-8.87,-12.53,17.12,38,2025,B,S3_Donchian,hourly,SBER,v1_sqrt9
2.4797,47.3,-13.55,6.34,15,2022,C,S3_Donchian,hourly,SBER,v1_sqrt9
1.874,3.74,-0.13,0.66,5,2023,C,S3_Donchian,hourly,SBER,v1_sqrt9
0.3817,3.06,-5.51,7.34,17,2024,C,S3_Donchian,hourly,SBER,v1_sqrt9
0.3162,0.94,-2.68,1.09,7,2025,C,S3_Donchian,hourly,SBER,v1_sqrt9
1.2783,86.9,-44.65,16.24,25,2022,D,S3_Donchian,hourly,SBER,v1_sqrt9
1.9977,19.37,-5.44,30.62,34,2023,D,S3_Donchian,hourly,SBER,v1_sqrt9
0.7552,7.24,-6.41,27.55,35,2024,D,S3_Donchian,hourly,SBER,v1_sqrt9
-0.6949,-17.7,-27.33,19.5,37,2025,D,S3_Donchian,hourly,SBER,v1_sqrt9
2.7921,46.97,-9.53,4.18,15,2022,E,S3_Donchian,hourly,SBER,v1_sqrt9
1.4864,1.93,-0.16,0.48,5,2023,E,S3_Donchian,hourly,SBER,v1_sqrt9
0.5187,3.81,-5.86,6.61,18,2024,E,S3_Donchian,hourly,SBER,v1_sqrt9
0.4462,1.31,-2.2,1.02,6,2025,E,S3_Donchian,hourly,SBER,v1_sqrt9
2.491,140.31,-40.65,6.34,15,2022,F,S3_Donchian,hourly,SBER,v1_sqrt9
1.7838,3.7,-0.14,0.66,5,2023,F,S3_Donchian,hourly,SBER,v1_sqrt9
0.3734,2.85,-5.28,7.34,17,2024,F,S3_Donchian,hourly,SBER,v1_sqrt9
0.3162,2.81,-8.04,1.09,7,2025,F,S3_Donchian,hourly,SBER,v1_sqrt9
2.7898,138.17,-28.58,4.18,15,2022,G,S3_Donchian,hourly,SBER,v1_sqrt9
1.3939,1.78,-0.17,0.48,5,2023,G,S3_Donchian,hourly,SBER,v1_sqrt9
0.4973,3.49,-5.61,6.61,18,2024,G,S3_Donchian,hourly,SBER,v1_sqrt9
0.4462,3.94,-6.61,1.02,6,2025,G,S3_Donchian,hourly,SBER,v1_sqrt9
2.3807,45.65,-10.37,8.75,31,2022,B,S3_Donchian,hourly,SBER,v2_sqrtN
1.6092,15.18,-5.03,17.06,45,2023,B,S3_Donchian,hourly,SBER,v2_sqrtN
0.9174,8.4,-7.28,22.86,38,2024,B,S3_Donchian,hourly,SBER,v2_sqrtN
-1.0867,-8.87,-12.53,17.12,38,2025,B,S3_Donchian,hourly,SBER,v2_sqrtN
2.4797,47.3,-13.55,6.34,15,2022,C,S3_Donchian,hourly,SBER,v2_sqrtN
1.874,3.74,-0.13,0.66,5,2023,C,S3_Donchian,hourly,SBER,v2_sqrtN
0.3335,2.68,-5.51,7.48,18,2024,C,S3_Donchian,hourly,SBER,v2_sqrtN
0.0044,0.01,-3.12,0.95,6,2025,C,S3_Donchian,hourly,SBER,v2_sqrtN
1.2783,86.9,-44.65,16.24,25,2022,D,S3_Donchian,hourly,SBER,v2_sqrtN
1.9977,19.37,-5.44,30.62,34,2023,D,S3_Donchian,hourly,SBER,v2_sqrtN
0.7585,7.27,-6.41,27.55,35,2024,D,S3_Donchian,hourly,SBER,v2_sqrtN
-0.6949,-17.7,-27.33,19.5,37,2025,D,S3_Donchian,hourly,SBER,v2_sqrtN
2.7921,46.97,-9.53,4.18,15,2022,E,S3_Donchian,hourly,SBER,v2_sqrtN
1.4864,1.93,-0.16,0.48,5,2023,E,S3_Donchian,hourly,SBER,v2_sqrtN
0.4659,3.42,-5.86,6.74,19,2024,E,S3_Donchian,hourly,SBER,v2_sqrtN
0.1546,0.39,-2.65,0.88,5,2025,E,S3_Donchian,hourly,SBER,v2_sqrtN
2.491,140.31,-40.65,6.34,15,2022,F,S3_Donchian,hourly,SBER,v2_sqrtN
1.7838,3.7,-0.14,0.66,5,2023,F,S3_Donchian,hourly,SBER,v2_sqrtN
0.3247,2.48,-5.28,7.48,18,2024,F,S3_Donchian,hourly,SBER,v2_sqrtN
0.0044,0.03,-9.37,0.95,6,2025,F,S3_Donchian,hourly,SBER,v2_sqrtN
2.7898,138.17,-28.58,4.18,15,2022,G,S3_Donchian,hourly,SBER,v2_sqrtN
1.3939,1.78,-0.17,0.48,5,2023,G,S3_Donchian,hourly,SBER,v2_sqrtN
0.4443,3.12,-5.61,6.74,19,2024,G,S3_Donchian,hourly,SBER,v2_sqrtN
0.1546,1.17,-7.94,0.88,5,2025,G,S3_Donchian,hourly,SBER,v2_sqrtN
1.5694,22.54,-6.64,3.84,48,2022,B,S3_Donchian,hourly,SBER,v3_div9
-0.3281,-1.69,-5.55,6.08,80,2023,B,S3_Donchian,hourly,SBER,v3_div9
-1.1562,-6.37,-9.56,7.08,74,2024,B,S3_Donchian,hourly,SBER,v3_div9
-2.0581,-7.78,-10.07,3.75,57,2025,B,S3_Donchian,hourly,SBER,v3_div9
2.4797,47.3,-13.55,6.34,15,2022,C,S3_Donchian,hourly,SBER,v3_div9
1.874,3.74,-0.13,0.66,5,2023,C,S3_Donchian,hourly,SBER,v3_div9
0.3817,3.06,-5.51,7.34,17,2024,C,S3_Donchian,hourly,SBER,v3_div9
0.3162,0.94,-2.68,1.09,7,2025,C,S3_Donchian,hourly,SBER,v3_div9
1.1032,16.44,-8.94,16.24,25,2022,D,S3_Donchian,hourly,SBER,v3_div9
1.9977,19.37,-5.44,30.62,34,2023,D,S3_Donchian,hourly,SBER,v3_div9
0.7552,7.24,-6.41,27.55,35,2024,D,S3_Donchian,hourly,SBER,v3_div9
-0.6949,-3.54,-5.47,19.5,37,2025,D,S3_Donchian,hourly,SBER,v3_div9
2.0292,25.72,-5.73,2.21,26,2022,E,S3_Donchian,hourly,SBER,v3_div9
-1.359,-0.39,-0.39,0.26,6,2023,E,S3_Donchian,hourly,SBER,v3_div9
-0.9302,-4.28,-6.0,2.22,26,2024,E,S3_Donchian,hourly,SBER,v3_div9
0.0348,0.08,-2.26,0.42,8,2025,E,S3_Donchian,hourly,SBER,v3_div9
2.5424,30.3,-7.92,6.34,15,2022,F,S3_Donchian,hourly,SBER,v3_div9
1.7838,3.7,-0.14,0.66,5,2023,F,S3_Donchian,hourly,SBER,v3_div9
0.3734,2.85,-5.28,7.34,17,2024,F,S3_Donchian,hourly,SBER,v3_div9
0.3162,0.56,-1.61,1.09,7,2025,F,S3_Donchian,hourly,SBER,v3_div9
1.969,15.79,-3.3,2.21,26,2022,G,S3_Donchian,hourly,SBER,v3_div9
-1.2728,-0.37,-0.37,0.26,6,2023,G,S3_Donchian,hourly,SBER,v3_div9
-0.9509,-4.18,-5.8,2.22,26,2024,G,S3_Donchian,hourly,SBER,v3_div9
0.0348,0.05,-1.36,0.42,8,2025,G,S3_Donchian,hourly,SBER,v3_div9
2.9156,57.78,-5.19,6.73,38,2022,B,S3_Donchian,hourly,SBER,v4_realized
1.1815,7.9,-4.71,8.97,66,2023,B,S3_Donchian,hourly,SBER,v4_realized
-1.3759,-9.29,-12.45,9.78,67,2024,B,S3_Donchian,hourly,SBER,v4_realized
-2.1636,-9.05,-11.67,4.9,57,2025,B,S3_Donchian,hourly,SBER,v4_realized
1.3955,30.93,-13.69,11.24,51,2022,C,S3_Donchian,hourly,SBER,v4_realized
0.5363,4.66,-8.37,19.69,140,2023,C,S3_Donchian,hourly,SBER,v4_realized
-0.1571,-1.48,-9.27,17.82,99,2024,C,S3_Donchian,hourly,SBER,v4_realized
-1.1118,-8.18,-11.31,14.77,84,2025,C,S3_Donchian,hourly,SBER,v4_realized
1.2152,43.19,-22.33,16.24,25,2022,D,S3_Donchian,hourly,SBER,v4_realized
1.8724,30.04,-8.28,30.62,34,2023,D,S3_Donchian,hourly,SBER,v4_realized
0.7562,11.27,-9.89,27.55,35,2024,D,S3_Donchian,hourly,SBER,v4_realized
-0.6949,-8.85,-13.66,19.5,37,2025,D,S3_Donchian,hourly,SBER,v4_realized
2.9391,57.81,-5.19,5.91,39,2022,E,S3_Donchian,hourly,SBER,v4_realized
0.311,1.87,-4.93,7.83,75,2023,E,S3_Donchian,hourly,SBER,v4_realized
-1.4134,-9.13,-12.12,8.0,72,2024,E,S3_Donchian,hourly,SBER,v4_realized
-2.0645,-8.6,-11.1,4.59,59,2025,E,S3_Donchian,hourly,SBER,v4_realized
1.4232,47.26,-20.53,11.24,51,2022,F,S3_Donchian,hourly,SBER,v4_realized
0.5363,6.98,-12.56,19.69,140,2023,F,S3_Donchian,hourly,SBER,v4_realized
-0.1571,-2.22,-13.9,17.82,99,2024,F,S3_Donchian,hourly,SBER,v4_realized
-1.1118,-12.26,-16.96,14.77,84,2025,F,S3_Donchian,hourly,SBER,v4_realized
2.9732,87.53,-7.78,5.91,39,2022,G,S3_Donchian,hourly,SBER,v4_realized
0.311,2.81,-7.4,7.83,75,2023,G,S3_Donchian,hourly,SBER,v4_realized
-1.4134,-13.7,-18.18,8.0,72,2024,G,S3_Donchian,hourly,SBER,v4_realized
-2.0645,-12.89,-16.65,4.59,59,2025,G,S3_Donchian,hourly,SBER,v4_realized
0.0694,0.62,-15.73,17.6,31,2020,A,S4_Supertrend,hourly,SBER,v1_sqrt9
-0.4244,-3.04,-6.93,10.72,17,2021,A,S4_Supertrend,hourly,SBER,v1_sqrt9
0.0879,0.97,-8.86,12.78,24,2022,A,S4_Supertrend,hourly,SBER,v1_sqrt9
0.1518,1.07,-6.16,12.86,17,2023,A,S4_Supertrend,hourly,SBER,v1_sqrt9
0.6076,3.18,-3.76,13.12,17,2024,A,S4_Supertrend,hourly,SBER,v1_sqrt9
-0.4092,-2.63,-6.03,11.59,29,2025,A,S4_Supertrend,hourly,SBER,v1_sqrt9
0.6149,4.95,-4.46,6.54,24,2022,B,S4_Supertrend,hourly,SBER,v1_sqrt9
0.8055,3.89,-5.72,5.77,17,2023,B,S4_Supertrend,hourly,SBER,v1_sqrt9
0.8798,4.57,-5.11,17.38,17,2024,B,S4_Supertrend,hourly,SBER,v1_sqrt9
-0.006,-0.04,-5.94,13.16,29,2025,B,S4_Supertrend,hourly,SBER,v1_sqrt9
1.8252,6.08,-0.15,0.29,6,2022,C,S4_Supertrend,hourly,SBER,v1_sqrt9
0.897,0.66,-0.07,0.04,1,2023,C,S4_Supertrend,hourly,SBER,v1_sqrt9
0.1942,0.06,-0.23,0.09,2,2024,C,S4_Supertrend,hourly,SBER,v1_sqrt9
-0.4867,-0.62,-1.71,0.14,4,2025,C,S4_Supertrend,hourly,SBER,v1_sqrt9
0.0879,1.45,-13.29,12.78,24,2022,D,S4_Supertrend,hourly,SBER,v1_sqrt9
0.1518,0.86,-4.93,12.86,17,2023,D,S4_Supertrend,hourly,SBER,v1_sqrt9
0.6266,3.28,-3.61,13.12,17,2024,D,S4_Supertrend,hourly,SBER,v1_sqrt9
-0.4092,-2.63,-6.03,11.59,29,2025,D,S4_Supertrend,hourly,SBER,v1_sqrt9
1.7557,4.41,-0.04,0.19,4,2022,E,S4_Supertrend,hourly,SBER,v1_sqrt9
0.897,0.66,-0.07,0.04,1,2023,E,S4_Supertrend,hourly,SBER,v1_sqrt9
0.1942,0.06,-0.23,0.09,2,2024,E,S4_Supertrend,hourly,SBER,v1_sqrt9
-0.4867,-0.62,-1.71,0.14,4,2025,E,S4_Supertrend,hourly,SBER,v1_sqrt9
1.8252,9.12,-0.22,0.29,6,2022,F,S4_Supertrend,hourly,SBER,v1_sqrt9
0.897,0.53,-0.06,0.04,1,2023,F,S4_Supertrend,hourly,SBER,v1_sqrt9
0.1488,0.04,-0.19,0.09,2,2024,F,S4_Supertrend,hourly,SBER,v1_sqrt9
-0.4867,-0.62,-1.71,0.14,4,2025,F,S4_Supertrend,hourly,SBER,v1_sqrt9
1.7557,6.62,-0.06,0.19,4,2022,G,S4_Supertrend,hourly,SBER,v1_sqrt9
0.897,0.53,-0.06,0.04,1,2023,G,S4_Supertrend,hourly,SBER,v1_sqrt9
0.1488,0.04,-0.19,0.09,2,2024,G,S4_Supertrend,hourly,SBER,v1_sqrt9
-0.4867,-0.62,-1.71,0.14,4,2025,G,S4_Supertrend,hourly,SBER,v1_sqrt9
0.6149,4.95,-4.46,6.54,24,2022,B,S4_Supertrend,hourly,SBER,v2_sqrtN
0.8055,3.89,-5.72,5.77,17,2023,B,S4_Supertrend,hourly,SBER,v2_sqrtN
0.8798,4.57,-5.11,17.38,17,2024,B,S4_Supertrend,hourly,SBER,v2_sqrtN
-0.006,-0.04,-5.94,13.16,29,2025,B,S4_Supertrend,hourly,SBER,v2_sqrtN
1.8252,6.08,-0.15,0.29,6,2022,C,S4_Supertrend,hourly,SBER,v2_sqrtN
0.897,0.66,-0.07,0.04,1,2023,C,S4_Supertrend,hourly,SBER,v2_sqrtN
0.1942,0.06,-0.23,0.09,2,2024,C,S4_Supertrend,hourly,SBER,v2_sqrtN
-0.4867,-0.62,-1.71,0.14,4,2025,C,S4_Supertrend,hourly,SBER,v2_sqrtN
0.0879,1.45,-13.29,12.78,24,2022,D,S4_Supertrend,hourly,SBER,v2_sqrtN
0.1518,0.86,-4.93,12.86,17,2023,D,S4_Supertrend,hourly,SBER,v2_sqrtN
0.6266,3.28,-3.61,13.12,17,2024,D,S4_Supertrend,hourly,SBER,v2_sqrtN
-0.4092,-2.63,-6.03,11.59,29,2025,D,S4_Supertrend,hourly,SBER,v2_sqrtN
1.7557,4.41,-0.04,0.19,4,2022,E,S4_Supertrend,hourly,SBER,v2_sqrtN
0.897,0.66,-0.07,0.04,1,2023,E,S4_Supertrend,hourly,SBER,v2_sqrtN
0.1942,0.06,-0.23,0.09,2,2024,E,S4_Supertrend,hourly,SBER,v2_sqrtN
-0.4867,-0.62,-1.71,0.14,4,2025,E,S4_Supertrend,hourly,SBER,v2_sqrtN
1.8252,9.12,-0.22,0.29,6,2022,F,S4_Supertrend,hourly,SBER,v2_sqrtN
0.897,0.53,-0.06,0.04,1,2023,F,S4_Supertrend,hourly,SBER,v2_sqrtN
0.1488,0.04,-0.19,0.09,2,2024,F,S4_Supertrend,hourly,SBER,v2_sqrtN
-0.4867,-0.62,-1.71,0.14,4,2025,F,S4_Supertrend,hourly,SBER,v2_sqrtN
1.7557,6.62,-0.06,0.19,4,2022,G,S4_Supertrend,hourly,SBER,v2_sqrtN
0.897,0.53,-0.06,0.04,1,2023,G,S4_Supertrend,hourly,SBER,v2_sqrtN
0.1488,0.04,-0.19,0.09,2,2024,G,S4_Supertrend,hourly,SBER,v2_sqrtN
-0.4867,-0.62,-1.71,0.14,4,2025,G,S4_Supertrend,hourly,SBER,v2_sqrtN
-1.874,-7.7,-7.07,1.44,27,2022,B,S4_Supertrend,hourly,SBER,v3_div9
-0.2194,-0.42,-2.02,0.87,17,2023,B,S4_Supertrend,hourly,SBER,v3_div9
-2.2395,-1.82,-1.85,0.96,17,2024,B,S4_Supertrend,hourly,SBER,v3_div9
-1.0704,-2.32,-3.83,1.02,29,2025,B,S4_Supertrend,hourly,SBER,v3_div9
1.8252,6.08,-0.15,0.29,6,2022,C,S4_Supertrend,hourly,SBER,v3_div9
0.897,0.66,-0.07,0.04,1,2023,C,S4_Supertrend,hourly,SBER,v3_div9
0.1942,0.06,-0.23,0.09,2,2024,C,S4_Supertrend,hourly,SBER,v3_div9
-0.4867,-0.62,-1.71,0.14,4,2025,C,S4_Supertrend,hourly,SBER,v3_div9
0.0879,1.45,-13.29,12.78,24,2022,D,S4_Supertrend,hourly,SBER,v3_div9
0.1518,0.86,-4.93,12.86,17,2023,D,S4_Supertrend,hourly,SBER,v3_div9
0.6266,3.28,-3.61,13.12,17,2024,D,S4_Supertrend,hourly,SBER,v3_div9
-0.4092,-2.63,-6.03,11.59,29,2025,D,S4_Supertrend,hourly,SBER,v3_div9
0.9914,0.89,-0.04,0.05,1,2022,E,S4_Supertrend,hourly,SBER,v3_div9
0.897,0.66,-0.07,0.04,1,2023,E,S4_Supertrend,hourly,SBER,v3_div9
0.0,0.0,0.0,0.0,0,2024,E,S4_Supertrend,hourly,SBER,v3_div9
-0.4867,-0.62,-1.71,0.14,4,2025,E,S4_Supertrend,hourly,SBER,v3_div9
1.8252,9.12,-0.22,0.29,6,2022,F,S4_Supertrend,hourly,SBER,v3_div9
0.897,0.53,-0.06,0.04,1,2023,F,S4_Supertrend,hourly,SBER,v3_div9
0.1488,0.04,-0.19,0.09,2,2024,F,S4_Supertrend,hourly,SBER,v3_div9
-0.4867,-0.62,-1.71,0.14,4,2025,F,S4_Supertrend,hourly,SBER,v3_div9
0.9914,1.33,-0.06,0.05,1,2022,G,S4_Supertrend,hourly,SBER,v3_div9
0.897,0.53,-0.06,0.04,1,2023,G,S4_Supertrend,hourly,SBER,v3_div9
0.0,0.0,0.0,0.0,0,2024,G,S4_Supertrend,hourly,SBER,v3_div9
-0.4867,-0.62,-1.71,0.14,4,2025,G,S4_Supertrend,hourly,SBER,v3_div9
-2.0415,-8.88,-8.14,2.26,27,2022,B,S4_Supertrend,hourly,SBER,v4_realized
0.2007,0.84,-3.62,2.41,17,2023,B,S4_Supertrend,hourly,SBER,v4_realized
-1.4128,-3.45,-4.24,2.17,17,2024,B,S4_Supertrend,hourly,SBER,v4_realized
-0.7703,-2.61,-4.57,2.77,29,2025,B,S4_Supertrend,hourly,SBER,v4_realized
0.8073,6.37,-2.98,6.49,43,2022,C,S4_Supertrend,hourly,SBER,v4_realized
0.0634,0.2,-1.73,1.09,18,2023,C,S4_Supertrend,hourly,SBER,v4_realized
-0.8041,-1.07,-1.69,1.09,21,2024,C,S4_Supertrend,hourly,SBER,v4_realized
-1.2654,-2.78,-3.58,1.61,39,2025,C,S4_Supertrend,hourly,SBER,v4_realized
0.1467,2.37,-13.68,12.78,24,2022,D,S4_Supertrend,hourly,SBER,v4_realized
0.1518,3.22,-18.48,12.86,17,2023,D,S4_Supertrend,hourly,SBER,v4_realized
0.6076,9.55,-11.27,13.12,17,2024,D,S4_Supertrend,hourly,SBER,v4_realized
-0.3918,-7.53,-18.08,11.59,29,2025,D,S4_Supertrend,hourly,SBER,v4_realized
-1.1827,-4.29,-3.94,1.59,19,2022,E,S4_Supertrend,hourly,SBER,v4_realized
0.8425,2.48,-1.09,0.66,8,2023,E,S4_Supertrend,hourly,SBER,v4_realized
-0.1261,-0.05,-0.27,0.22,5,2024,E,S4_Supertrend,hourly,SBER,v4_realized
-0.8472,-2.17,-3.01,1.23,22,2025,E,S4_Supertrend,hourly,SBER,v4_realized
0.9183,10.5,-4.09,6.49,43,2022,F,S4_Supertrend,hourly,SBER,v4_realized
0.0634,0.59,-5.2,1.09,18,2023,F,S4_Supertrend,hourly,SBER,v4_realized
-0.8041,-3.2,-5.07,1.09,21,2024,F,S4_Supertrend,hourly,SBER,v4_realized
-1.2119,-7.87,-10.17,1.61,39,2025,F,S4_Supertrend,hourly,SBER,v4_realized
-1.081,-5.2,-4.77,1.59,19,2022,G,S4_Supertrend,hourly,SBER,v4_realized
0.8425,7.44,-3.26,0.66,8,2023,G,S4_Supertrend,hourly,SBER,v4_realized
-0.1261,-0.16,-0.8,0.22,5,2024,G,S4_Supertrend,hourly,SBER,v4_realized
-0.7957,-6.06,-8.98,1.23,22,2025,G,S4_Supertrend,hourly,SBER,v4_realized
-0.909,-4.93,-6.5,4.49,25,2020,A,S5_PivotPoints,hourly,SBER,v1_sqrt9
0.0181,0.09,-5.4,5.32,26,2021,A,S5_PivotPoints,hourly,SBER,v1_sqrt9
-0.857,-4.3,-5.16,3.94,12,2022,A,S5_PivotPoints,hourly,SBER,v1_sqrt9
-2.4025,-12.95,-16.21,6.12,30,2023,A,S5_PivotPoints,hourly,SBER,v1_sqrt9
-3.5838,-8.67,-9.01,4.43,20,2024,A,S5_PivotPoints,hourly,SBER,v1_sqrt9
-1.3404,-5.81,-10.93,5.53,38,2025,A,S5_PivotPoints,hourly,SBER,v1_sqrt9
-0.2376,-1.01,-2.84,3.17,14,2022,B,S5_PivotPoints,hourly,SBER,v1_sqrt9
-1.803,-10.54,-15.06,8.88,28,2023,B,S5_PivotPoints,hourly,SBER,v1_sqrt9
-2.5421,-8.13,-8.7,7.34,18,2024,B,S5_PivotPoints,hourly,SBER,v1_sqrt9
-0.765,-3.83,-13.0,8.47,33,2025,B,S5_PivotPoints,hourly,SBER,v1_sqrt9
0.7328,1.77,-1.3,1.39,5,2022,C,S5_PivotPoints,hourly,SBER,v1_sqrt9
-0.1703,-0.3,-1.8,0.87,3,2023,C,S5_PivotPoints,hourly,SBER,v1_sqrt9
-1.157,-0.51,-0.51,0.52,1,2024,C,S5_PivotPoints,hourly,SBER,v1_sqrt9
-0.7234,-2.02,-4.09,1.75,11,2025,C,S5_PivotPoints,hourly,SBER,v1_sqrt9
-0.857,-4.3,-5.16,3.94,12,2022,D,S5_PivotPoints,hourly,SBER,v1_sqrt9
-2.4025,-32.39,-40.53,6.12,30,2023,D,S5_PivotPoints,hourly,SBER,v1_sqrt9
-3.5838,-8.67,-9.01,4.43,20,2024,D,S5_PivotPoints,hourly,SBER,v1_sqrt9
-1.1932,-5.76,-11.74,5.53,38,2025,D,S5_PivotPoints,hourly,SBER,v1_sqrt9
0.3486,0.92,-2.11,1.01,5,2022,E,S5_PivotPoints,hourly,SBER,v1_sqrt9
-0.0507,-0.09,-1.8,0.83,4,2023,E,S5_PivotPoints,hourly,SBER,v1_sqrt9
-0.9229,-0.78,-0.79,0.7,1,2024,E,S5_PivotPoints,hourly,SBER,v1_sqrt9
-0.5885,-2.02,-6.2,2.56,11,2025,E,S5_PivotPoints,hourly,SBER,v1_sqrt9
0.7328,1.77,-1.3,1.39,5,2022,F,S5_PivotPoints,hourly,SBER,v1_sqrt9
-0.1703,-0.75,-4.49,0.87,3,2023,F,S5_PivotPoints,hourly,SBER,v1_sqrt9
-1.157,-0.51,-0.51,0.52,1,2024,F,S5_PivotPoints,hourly,SBER,v1_sqrt9
-0.5123,-1.59,-4.15,1.75,11,2025,F,S5_PivotPoints,hourly,SBER,v1_sqrt9
0.3486,0.92,-2.11,1.01,5,2022,G,S5_PivotPoints,hourly,SBER,v1_sqrt9
-0.0507,-0.22,-4.49,0.83,4,2023,G,S5_PivotPoints,hourly,SBER,v1_sqrt9
-0.9229,-0.78,-0.79,0.7,1,2024,G,S5_PivotPoints,hourly,SBER,v1_sqrt9
-0.3782,-1.44,-6.25,2.56,11,2025,G,S5_PivotPoints,hourly,SBER,v1_sqrt9
