ticker,strategy,timeframe,approach,sigma_variant,sharpe_median,sharpe_mean,n_obs
VTBR,S3_Donchian,hourly,C,v2_sqrtN,0.8368,0.7723,4
VTBR,S3_Donchian,hourly,C,v3_div9,0.8368,0.7723,4
VTBR,S3_Donchian,hourly,C,v4_realized,0.473,0.293,4
VTBR,S3_Donchian,hourly,D,v1_sqrt9,0.5124,0.5566,4
VTBR,S3_Donchian,hourly,D,v2_sqrtN,0.5124,0.5566,4
VTBR,S3_Donchian,hourly,D,v3_div9,0.4674,0.5024,4
VTBR,S3_Donchian,hourly,D,v4_realized,0.5946,0.6743,4
VTBR,S3_Donchian,hourly,E,v1_sqrt9,0.1734,0.1783,4
VTBR,S3_Donchian,hourly,E,v2_sqrtN,0.1734,0.1783,4
VTBR,S3_Donchian,hourly,E,v3_div9,-1.2184,-1.1781,4
VTBR,S3_Donchian,hourly,E,v4_realized,-0.8512,-0.5907,4
VTBR,S3_Donchian,hourly,F,v1_sqrt9,0.8952,0.8381,4
VTBR,S3_Donchian,hourly,F,v2_sqrtN,0.8952,0.8381,4
VTBR,S3_Donchian,hourly,F,v3_div9,0.9215,0.8182,4
VTBR,S3_Donchian,hourly,F,v4_realized,0.5534,0.4379,4
VTBR,S3_Donchian,hourly,G,v1_sqrt9,0.2273,0.2471,4
VTBR,S3_Donchian,hourly,G,v2_sqrtN,0.2273,0.2471,4
VTBR,S3_Donchian,hourly,G,v3_div9,-1.3603,-1.217,4
VTBR,S3_Donchian,hourly,G,v4_realized,-0.684,-0.2274,4
VTBR,S4_Supertrend,daily,A,daily,0.3118,0.3075,6
VTBR,S4_Supertrend,daily,B,daily,0.8856,0.6898,4
VTBR,S4_Supertrend,daily,C,daily,1.1118,0.8062,4
VTBR,S4_Supertrend,daily,D,daily,0.3465,0.3358,4
VTBR,S4_Supertrend,daily,E,daily,0.7171,0.514,4
VTBR,S4_Supertrend,daily,F,daily,1.1522,0.8198,4
VTBR,S4_Supertrend,daily,G,daily,0.7037,0.5072,4
VTBR,S4_Supertrend,hourly,A,v1_sqrt9,0.792,0.7486,6
VTBR,S4_Supertrend,hourly,B,v1_sqrt9,0.5516,0.4722,4
VTBR,S4_Supertrend,hourly,B,v2_sqrtN,0.5516,0.4722,4
VTBR,S4_Supertrend,hourly,B,v3_div9,0.0994,-0.4818,4
VTBR,S4_Supertrend,hourly,B,v4_realized,-0.415,-0.719,4
VTBR,S4_Supertrend,hourly,C,v1_sqrt9,1.4154,1.421,4
VTBR,S4_Supertrend,hourly,C,v2_sqrtN,1.4154,1.421,4
VTBR,S4_Supertrend,hourly,C,v3_div9,1.4154,1.421,4
VTBR,S4_Supertrend,hourly,C,v4_realized,0.5643,0.415,4
VTBR,S4_Supertrend,hourly,D,v1_sqrt9,0.6018,0.5279,4
VTBR,S4_Supertrend,hourly,D,v2_sqrtN,0.6018,0.5279,4
VTBR,S4_Supertrend,hourly,D,v3_div9,0.5558,0.5049,4
VTBR,S4_Supertrend,hourly,D,v4_realized,0.5847,0.5194,4
VTBR,S4_Supertrend,hourly,E,v1_sqrt9,1.2847,1.3364,4
VTBR,S4_Supertrend,hourly,E,v2_sqrtN,1.2847,1.3364,4
VTBR,S4_Supertrend,hourly,E,v3_div9,0.8736,0.7495,4
VTBR,S4_Supertrend,hourly,E,v4_realized,-0.3787,-0.6242,4
VTBR,S4_Supertrend,hourly,F,v1_sqrt9,1.4453,1.436,4
VTBR,S4_Supertrend,hourly,F,v2_sqrtN,1.4453,1.436,4
VTBR,S4_Supertrend,hourly,F,v3_div9,1.4598,1.4433,4
VTBR,S4_Supertrend,hourly,F,v4_realized,0.5643,0.415,4
VTBR,S4_Supertrend,hourly,G,v1_sqrt9,1.3269,1.3575,4
VTBR,S4_Supertrend,hourly,G,v2_sqrtN,1.3269,1.3575,4
VTBR,S4_Supertrend,hourly,G,v3_div9,0.901,0.7632,4
VTBR,S4_Supertrend,hourly,G,v4_realized,-0.3787,-0.6242,4
VTBR,S5_PivotPoints,daily,A,daily,-0.1857,-0.1676,6
VTBR,S5_PivotPoints,daily,B,daily,-0.0455,0.1713,4
VTBR,S5_PivotPoints,daily,C,daily,0.7004,0.6218,4
VTBR,S5_PivotPoints,daily,D,daily,0.028,0.0207,4
VTBR,S5_PivotPoints,daily,E,daily,0.7444,0.6692,4
VTBR,S5_PivotPoints,daily,F,daily,0.6868,0.6118,4
VTBR,S5_PivotPoints,daily,G,daily,0.7292,0.6619,4
VTBR,S5_PivotPoints,hourly,A,v1_sqrt9,-0.9904,-0.9195,6
VTBR,S5_PivotPoints,hourly,B,v1_sqrt9,0.0972,-0.0766,4
VTBR,S5_PivotPoints,hourly,B,v2_sqrtN,0.0972,-0.0766,4
VTBR,S5_PivotPoints,hourly,B,v3_div9,0.1017,-0.0784,4
VTBR,S5_PivotPoints,hourly,B,v4_realized,0.0491,-0.0431,4
VTBR,S5_PivotPoints,hourly,C,v1_sqrt9,0.5799,0.1224,4
VTBR,S5_PivotPoints,hourly,C,v2_sqrtN,0.5799,0.2016,4
VTBR,S5_PivotPoints,hourly,C,v3_div9,0.5799,0.1224,4
VTBR,S5_PivotPoints,hourly,C,v4_realized,-0.5636,-0.459,4
VTBR,S5_PivotPoints,hourly,D,v1_sqrt9,-0.6772,-0.6757,4
VTBR,S5_PivotPoints,hourly,D,v2_sqrtN,-0.6772,-0.6757,4
VTBR,S5_PivotPoints,hourly,D,v3_div9,-0.6812,-0.6777,4
VTBR,S5_PivotPoints,hourly,D,v4_realized,-0.6809,-0.677,4
VTBR,S5_PivotPoints,hourly,E,v1_sqrt9,0.7035,0.3774,4
VTBR,S5_PivotPoints,hourly,E,v2_sqrtN,0.7035,0.6981,4
VTBR,S5_PivotPoints,hourly,E,v3_div9,0.9543,0.6315,4
VTBR,S5_PivotPoints,hourly,E,v4_realized,0.7151,0.3015,4
VTBR,S5_PivotPoints,hourly,F,v1_sqrt9,0.6009,0.1329,4
VTBR,S5_PivotPoints,hourly,F,v2_sqrtN,0.6009,0.212,4
VTBR,S5_PivotPoints,hourly,F,v3_div9,0.5945,0.1297,4
VTBR,S5_PivotPoints,hourly,F,v4_realized,-0.5636,-0.459,4
VTBR,S5_PivotPoints,hourly,G,v1_sqrt9,0.7056,0.3785,4
VTBR,S5_PivotPoints,hourly,G,v2_sqrtN,0.7056,0.6992,4
VTBR,S5_PivotPoints,hourly,G,v3_div9,0.9543,0.6115,4
VTBR,S5_PivotPoints,hourly,G,v4_realized,0.7151,0.3015,4
VTBR,S6_VWAP,daily,A,daily,0.5692,0.4528,6
VTBR,S6_VWAP,daily,B,daily,0.648,0.467,4
VTBR,S6_VWAP,daily,C,daily,0.9426,0.8651,4
VTBR,S6_VWAP,daily,D,daily,0.7359,0.548,4
VTBR,S6_VWAP,daily,E,daily,0.9946,0.8911,4
VTBR,S6_VWAP,daily,F,daily,0.9338,0.8594,4
VTBR,S6_VWAP,daily,G,daily,0.9834,0.8842,4
VTBR,S6_VWAP,hourly,A,v1_sqrt9,-0.942,-0.7879,6
VTBR,S6_VWAP,hourly,B,v1_sqrt9,-0.2448,-0.2706,4
VTBR,S6_VWAP,hourly,B,v2_sqrtN,-0.2448,-0.2706,4
VTBR,S6_VWAP,hourly,B,v3_div9,0.0398,-0.109,4
VTBR,S6_VWAP,hourly,B,v4_realized,-0.65,-0.4355,4
VTBR,S6_VWAP,hourly,C,v1_sqrt9,0.3391,0.147,4
VTBR,S6_VWAP,hourly,C,v2_sqrtN,0.3391,0.147,4
VTBR,S6_VWAP,hourly,C,v3_div9,0.3391,0.147,4
VTBR,S6_VWAP,hourly,C,v4_realized,-0.6822,-0.4566,4
VTBR,S6_VWAP,hourly,D,v1_sqrt9,-0.6506,-0.6094,4
VTBR,S6_VWAP,hourly,D,v2_sqrtN,-0.6506,-0.6094,4
VTBR,S6_VWAP,hourly,D,v3_div9,-0.6506,-0.6094,4
VTBR,S6_VWAP,hourly,D,v4_realized,-0.5802,-0.556,4
VTBR,S6_VWAP,hourly,E,v1_sqrt9,0.6338,0.5188,4
VTBR,S6_VWAP,hourly,E,v2_sqrtN,0.6338,0.5188,4
VTBR,S6_VWAP,hourly,E,v3_div9,0.5787,0.4912,4
VTBR,S6_VWAP,hourly,E,v4_realized,-0.9474,-0.5855,4
VTBR,S6_VWAP,hourly,F,v1_sqrt9,0.3187,0.1368,4
VTBR,S6_VWAP,hourly,F,v2_sqrtN,0.3187,0.1368,4
VTBR,S6_VWAP,hourly,F,v3_div9,0.3187,0.1368,4
VTBR,S6_VWAP,hourly,F,v4_realized,-0.7121,-0.4519,4
VTBR,S6_VWAP,hourly,G,v1_sqrt9,0.6206,0.5122,4
VTBR,S6_VWAP,hourly,G,v2_sqrtN,0.6206,0.5122,4
VTBR,S6_VWAP,hourly,G,v3_div9,0.5567,0.4802,4
VTBR,S6_VWAP,hourly,G,v4_realized,-0.8938,-0.5556,4
