ticker,strategy,timeframe,approach,sigma_variant,sharpe_median,sharpe_mean,n_obs
ALRS,S6_VWAP,hourly,B,v3_div9,-0.4976,-0.4881,4
ALRS,S6_VWAP,hourly,B,v4_realized,-0.1614,-0.4619,4
ALRS,S6_VWAP,hourly,C,v1_sqrt9,0.0685,0.0275,4
ALRS,S6_VWAP,hourly,C,v2_sqrtN,0.0685,0.0275,4
ALRS,S6_VWAP,hourly,C,v3_div9,0.0685,0.0275,4
ALRS,S6_VWAP,hourly,C,v4_realized,0.1899,0.0864,4
ALRS,S6_VWAP,hourly,D,v1_sqrt9,-0.8511,-0.8828,4
ALRS,S6_VWAP,hourly,D,v2_sqrtN,-0.8511,-0.8828,4
ALRS,S6_VWAP,hourly,D,v3_div9,-0.8511,-0.8828,4
ALRS,S6_VWAP,hourly,D,v4_realized,-0.8559,-0.9224,4
ALRS,S6_VWAP,hourly,E,v1_sqrt9,0.5266,0.5166,4
ALRS,S6_VWAP,hourly,E,v2_sqrtN,0.5266,0.5166,4
ALRS,S6_VWAP,hourly,E,v3_div9,0.2769,0.0622,4
ALRS,S6_VWAP,hourly,E,v4_realized,-0.2602,-0.2811,4
ALRS,S6_VWAP,hourly,F,v1_sqrt9,0.0722,0.0433,4
ALRS,S6_VWAP,hourly,F,v2_sqrtN,0.0722,0.0433,4
ALRS,S6_VWAP,hourly,F,v3_div9,0.0722,0.0433,4
ALRS,S6_VWAP,hourly,F,v4_realized,0.1899,0.0864,4
ALRS,S6_VWAP,hourly,G,v1_sqrt9,0.5266,0.5294,4
ALRS,S6_VWAP,hourly,G,v2_sqrtN,0.5266,0.5294,4
ALRS,S6_VWAP,hourly,G,v3_div9,0.2772,0.1005,4
ALRS,S6_VWAP,hourly,G,v4_realized,-0.2602,-0.2811,4
HYDR,S1_MeanRev,daily,A,daily,0.0,0.1353,6
HYDR,S1_MeanRev,daily,B,daily,0.0,0.3928,4
HYDR,S1_MeanRev,daily,C,daily,0.0,0.3966,4
HYDR,S1_MeanRev,daily,D,daily,0.0,0.2508,4
HYDR,S1_MeanRev,daily,E,daily,0.0,0.4976,4
HYDR,S1_MeanRev,daily,F,daily,0.0,0.4089,4
HYDR,S1_MeanRev,daily,G,daily,0.0,0.5116,4
HYDR,S1_MeanRev,hourly,A,v1_sqrt9,0.5598,0.3319,6
HYDR,S1_MeanRev,hourly,B,v1_sqrt9,1.2037,0.8152,4
HYDR,S1_MeanRev,hourly,B,v2_sqrtN,1.2037,0.8152,4
HYDR,S1_MeanRev,hourly,B,v3_div9,0.699,0.5316,4
HYDR,S1_MeanRev,hourly,B,v4_realized,0.6494,0.6022,4
HYDR,S1_MeanRev,hourly,C,v1_sqrt9,0.9142,0.5094,4
HYDR,S1_MeanRev,hourly,C,v2_sqrtN,0.9142,0.5094,4
HYDR,S1_MeanRev,hourly,C,v3_div9,0.9142,0.5094,4
HYDR,S1_MeanRev,hourly,C,v4_realized,0.0939,0.0162,4
HYDR,S1_MeanRev,hourly,D,v1_sqrt9,0.5718,0.1631,4
HYDR,S1_MeanRev,hourly,D,v2_sqrtN,0.5718,0.1631,4
HYDR,S1_MeanRev,hourly,D,v3_div9,0.5718,0.1631,4
HYDR,S1_MeanRev,hourly,D,v4_realized,0.5879,0.1851,4
HYDR,S1_MeanRev,hourly,E,v1_sqrt9,0.9161,0.9002,4
HYDR,S1_MeanRev,hourly,E,v2_sqrtN,0.9161,0.9002,4
HYDR,S1_MeanRev,hourly,E,v3_div9,0.7189,0.4603,4
HYDR,S1_MeanRev,hourly,E,v4_realized,0.5892,0.6151,4
HYDR,S1_MeanRev,hourly,F,v1_sqrt9,0.9204,0.5194,4
HYDR,S1_MeanRev,hourly,F,v2_sqrtN,0.9204,0.5194,4
HYDR,S1_MeanRev,hourly,F,v3_div9,0.9204,0.5194,4
HYDR,S1_MeanRev,hourly,F,v4_realized,0.0939,0.0162,4
HYDR,S1_MeanRev,hourly,G,v1_sqrt9,0.9229,0.8719,4
HYDR,S1_MeanRev,hourly,G,v2_sqrtN,0.9229,0.8719,4
HYDR,S1_MeanRev,hourly,G,v3_div9,0.7164,0.474,4
HYDR,S1_MeanRev,hourly,G,v4_realized,0.5892,0.6151,4
HYDR,S2_Bollinger,daily,A,daily,0.0035,0.2658,6
HYDR,S2_Bollinger,daily,B,daily,0.1461,0.5068,4
HYDR,S2_Bollinger,daily,C,daily,0.4064,0.7332,4
HYDR,S2_Bollinger,daily,D,daily,0.0414,0.3512,4
HYDR,S2_Bollinger,daily,E,daily,0.5304,0.8443,4
HYDR,S2_Bollinger,daily,F,daily,0.3376,0.6909,4
HYDR,S2_Bollinger,daily,G,daily,0.4554,0.7979,4
HYDR,S2_Bollinger,hourly,A,v1_sqrt9,0.7329,0.3192,6
HYDR,S2_Bollinger,hourly,B,v1_sqrt9,1.0665,0.8279,4
HYDR,S2_Bollinger,hourly,B,v2_sqrtN,1.0665,0.8279,4
HYDR,S2_Bollinger,hourly,B,v3_div9,0.699,0.4454,4
HYDR,S2_Bollinger,hourly,B,v4_realized,0.6798,0.6174,4
HYDR,S2_Bollinger,hourly,C,v1_sqrt9,0.6661,0.6929,4
HYDR,S2_Bollinger,hourly,C,v2_sqrtN,0.6661,0.6929,4
HYDR,S2_Bollinger,hourly,C,v3_div9,0.6661,0.6929,4
HYDR,S2_Bollinger,hourly,C,v4_realized,0.8462,0.6716,4
HYDR,S2_Bollinger,hourly,D,v1_sqrt9,0.7192,0.2834,4
HYDR,S2_Bollinger,hourly,D,v2_sqrtN,0.7192,0.2834,4
HYDR,S2_Bollinger,hourly,D,v3_div9,0.7192,0.2834,4
HYDR,S2_Bollinger,hourly,D,v4_realized,0.7735,0.3158,4
HYDR,S2_Bollinger,hourly,E,v1_sqrt9,0.977,0.939,4
HYDR,S2_Bollinger,hourly,E,v2_sqrtN,0.977,0.939,4
HYDR,S2_Bollinger,hourly,E,v3_div9,0.535,0.5309,4
HYDR,S2_Bollinger,hourly,E,v4_realized,0.7274,0.7291,4
HYDR,S2_Bollinger,hourly,F,v1_sqrt9,0.6661,0.6929,4
HYDR,S2_Bollinger,hourly,F,v2_sqrtN,0.6661,0.6929,4
HYDR,S2_Bollinger,hourly,F,v3_div9,0.6661,0.6929,4
HYDR,S2_Bollinger,hourly,F,v4_realized,0.8462,0.6716,4
HYDR,S2_Bollinger,hourly,G,v1_sqrt9,1.0081,0.9507,4
HYDR,S2_Bollinger,hourly,G,v2_sqrtN,1.0081,0.9507,4
HYDR,S2_Bollinger,hourly,G,v3_div9,0.535,0.5309,4
HYDR,S2_Bollinger,hourly,G,v4_realized,0.7274,0.7291,4
HYDR,S3_Donchian,daily,A,daily,-0.2092,-0.2371,6
HYDR,S3_Donchian,daily,B,daily,-0.4336,-0.3962,4
HYDR,S3_Donchian,daily,C,daily,0.6351,0.606,4
HYDR,S3_Donchian,daily,D,daily,-0.3312,-0.2624,4
HYDR,S3_Donchian,daily,E,daily,0.7844,0.6767,4
HYDR,S3_Donchian,daily,F,daily,0.7165,0.6726,4
HYDR,S3_Donchian,daily,G,daily,0.8234,0.7042,4
HYDR,S3_Donchian,hourly,A,v1_sqrt9,-0.0506,-0.2624,6
HYDR,S3_Donchian,hourly,B,v1_sqrt9,-0.1248,-0.335,4
HYDR,S3_Donchian,hourly,B,v2_sqrtN,-0.1248,-0.335,4
HYDR,S3_Donchian,hourly,B,v3_div9,-1.166,-1.311,4
HYDR,S3_Donchian,hourly,B,v4_realized,-1.2798,-1.3254,4
HYDR,S3_Donchian,hourly,C,v1_sqrt9,1.1497,0.9342,4
HYDR,S3_Donchian,hourly,C,v2_sqrtN,1.0845,0.9952,4
HYDR,S3_Donchian,hourly,C,v3_div9,1.1497,0.9342,4
HYDR,S3_Donchian,hourly,C,v4_realized,-0.38,-0.1847,4
HYDR,S3_Donchian,hourly,D,v1_sqrt9,0.0523,0.0159,4
HYDR,S3_Donchian,hourly,D,v2_sqrtN,0.0523,0.0159,4
HYDR,S3_Donchian,hourly,D,v3_div9,0.0523,0.0156,4
HYDR,S3_Donchian,hourly,D,v4_realized,0.0523,0.0156,4
HYDR,S3_Donchian,hourly,E,v1_sqrt9,0.159,0.191,4
HYDR,S3_Donchian,hourly,E,v2_sqrtN,0.6335,0.2677,4
HYDR,S3_Donchian,hourly,E,v3_div9,-0.5654,-0.2518,4
HYDR,S3_Donchian,hourly,E,v4_realized,-1.2912,-1.0851,4
HYDR,S3_Donchian,hourly,F,v1_sqrt9,1.1497,0.9342,4
HYDR,S3_Donchian,hourly,F,v2_sqrtN,1.0845,0.9952,4
HYDR,S3_Donchian,hourly,F,v3_div9,1.1497,0.9342,4
HYDR,S3_Donchian,hourly,F,v4_realized,-0.38,-0.1847,4
HYDR,S3_Donchian,hourly,G,v1_sqrt9,0.159,0.191,4
HYDR,S3_Donchian,hourly,G,v2_sqrtN,0.6335,0.2677,4
HYDR,S3_Donchian,hourly,G,v3_div9,-0.5654,-0.2518,4
HYDR,S3_Donchian,hourly,G,v4_realized,-1.2912,-1.0851,4
HYDR,S4_Supertrend,daily,A,daily,-0.1117,-0.1111,6
HYDR,S4_Supertrend,daily,B,daily,-0.1012,-0.2587,4
HYDR,S4_Supertrend,daily,C,daily,0.9563,0.8831,4
HYDR,S4_Supertrend,daily,D,daily,-0.0337,0.0542,4
HYDR,S4_Supertrend,daily,E,daily,0.6897,0.7498,4
HYDR,S4_Supertrend,daily,F,daily,0.9306,0.854,4
HYDR,S4_Supertrend,daily,G,daily,0.6527,0.715,4
HYDR,S4_Supertrend,hourly,A,v1_sqrt9,0.7956,0.6749,6
HYDR,S4_Supertrend,hourly,B,v1_sqrt9,0.491,0.2974,4
HYDR,S4_Supertrend,hourly,B,v2_sqrtN,0.491,0.2974,4
HYDR,S4_Supertrend,hourly,B,v3_div9,-0.5358,-0.7119,4
HYDR,S4_Supertrend,hourly,B,v4_realized,-0.2094,-0.5881,4
HYDR,S4_Supertrend,hourly,C,v1_sqrt9,1.057,1.0735,4
HYDR,S4_Supertrend,hourly,C,v2_sqrtN,1.057,1.0735,4
HYDR,S4_Supertrend,hourly,C,v3_div9,1.057,1.0735,4
HYDR,S4_Supertrend,hourly,C,v4_realized,0.2724,0.0562,4
HYDR,S4_Supertrend,hourly,D,v1_sqrt9,0.5942,0.5041,4
HYDR,S4_Supertrend,hourly,D,v2_sqrtN,0.5942,0.5041,4
HYDR,S4_Supertrend,hourly,D,v3_div9,0.5942,0.5041,4
HYDR,S4_Supertrend,hourly,D,v4_realized,0.6766,0.5226,4
HYDR,S4_Supertrend,hourly,E,v1_sqrt9,1.0072,1.067,4
HYDR,S4_Supertrend,hourly,E,v2_sqrtN,1.0072,1.067,4
HYDR,S4_Supertrend,hourly,E,v3_div9,0.3243,0.3079,4
HYDR,S4_Supertrend,hourly,E,v4_realized,-0.2321,-0.6046,4
HYDR,S4_Supertrend,hourly,F,v1_sqrt9,1.1,1.0851,4
HYDR,S4_Supertrend,hourly,F,v2_sqrtN,1.1,1.0851,4
HYDR,S4_Supertrend,hourly,F,v3_div9,1.1,1.0851,4
HYDR,S4_Supertrend,hourly,F,v4_realized,0.2648,0.0494,4
HYDR,S4_Supertrend,hourly,G,v1_sqrt9,0.9882,1.0805,4
HYDR,S4_Supertrend,hourly,G,v2_sqrtN,0.9882,1.0805,4
HYDR,S4_Supertrend,hourly,G,v3_div9,0.3676,0.3158,4
HYDR,S4_Supertrend,hourly,G,v4_realized,-0.0906,-0.5183,4
HYDR,S5_PivotPoints,daily,A,daily,-0.345,-0.4107,6
HYDR,S5_PivotPoints,daily,B,daily,-0.345,-0.4717,4
HYDR,S5_PivotPoints,daily,C,daily,0.6113,0.646,4
HYDR,S5_PivotPoints,daily,D,daily,-0.4674,-0.6035,4
HYDR,S5_PivotPoints,daily,E,daily,0.855,0.7679,4
HYDR,S5_PivotPoints,daily,F,daily,0.6113,0.646,4
HYDR,S5_PivotPoints,daily,G,daily,0.855,0.7679,4
HYDR,S5_PivotPoints,hourly,A,v1_sqrt9,-1.024,-0.7733,6
HYDR,S5_PivotPoints,hourly,B,v1_sqrt9,0.6151,0.2945,4
HYDR,S5_PivotPoints,hourly,B,v2_sqrtN,0.6151,0.2945,4
HYDR,S5_PivotPoints,hourly,B,v3_div9,0.0368,0.1371,4
HYDR,S5_PivotPoints,hourly,B,v4_realized,0.3506,0.2484,4
HYDR,S5_PivotPoints,hourly,C,v1_sqrt9,-0.1565,0.0497,4
HYDR,S5_PivotPoints,hourly,C,v2_sqrtN,-0.1565,0.0497,4
HYDR,S5_PivotPoints,hourly,C,v3_div9,-0.1565,0.0497,4
HYDR,S5_PivotPoints,hourly,C,v4_realized,-0.2772,-0.198,4
HYDR,S5_PivotPoints,hourly,D,v1_sqrt9,-0.9729,-0.6038,4
HYDR,S5_PivotPoints,hourly,D,v2_sqrtN,-0.9729,-0.6038,4
HYDR,S5_PivotPoints,hourly,D,v3_div9,-0.9729,-0.6038,4
HYDR,S5_PivotPoints,hourly,D,v4_realized,-1.0021,-0.5948,4
HYDR,S5_PivotPoints,hourly,E,v1_sqrt9,0.6304,0.5568,4
HYDR,S5_PivotPoints,hourly,E,v2_sqrtN,0.6304,0.5568,4
HYDR,S5_PivotPoints,hourly,E,v3_div9,0.478,0.5247,4
HYDR,S5_PivotPoints,hourly,E,v4_realized,0.7452,0.7324,4
HYDR,S5_PivotPoints,hourly,F,v1_sqrt9,-0.1435,0.0593,4
HYDR,S5_PivotPoints,hourly,F,v2_sqrtN,-0.1435,0.0593,4
HYDR,S5_PivotPoints,hourly,F,v3_div9,-0.1435,0.0593,4
HYDR,S5_PivotPoints,hourly,F,v4_realized,-0.2772,-0.198,4
HYDR,S5_PivotPoints,hourly,G,v1_sqrt9,0.6403,0.5648,4
HYDR,S5_PivotPoints,hourly,G,v2_sqrtN,0.6403,0.5648,4
HYDR,S5_PivotPoints,hourly,G,v3_div9,0.4812,0.5257,4
HYDR,S5_PivotPoints,hourly,G,v4_realized,0.7452,0.7324,4
HYDR,S6_VWAP,daily,A,daily,0.7191,0.5425,6
HYDR,S6_VWAP,daily,B,daily,0.2674,0.2557,4
HYDR,S6_VWAP,daily,C,daily,0.397,0.5254,4
HYDR,S6_VWAP,daily,D,daily,0.1302,0.2266,4
HYDR,S6_VWAP,daily,E,daily,0.397,0.5355,4
HYDR,S6_VWAP,daily,F,daily,0.3892,0.5284,4
HYDR,S6_VWAP,daily,G,daily,0.3892,0.5308,4
HYDR,S6_VWAP,hourly,A,v1_sqrt9,-0.7334,-0.5875,6
HYDR,S6_VWAP,hourly,B,v1_sqrt9,0.6182,0.3728,4
HYDR,S6_VWAP,hourly,B,v2_sqrtN,0.6182,0.3728,4
HYDR,S6_VWAP,hourly,B,v3_div9,-0.0712,-0.117,4
HYDR,S6_VWAP,hourly,B,v4_realized,0.2711,0.0839,4
HYDR,S6_VWAP,hourly,C,v1_sqrt9,0.245,0.0493,4
HYDR,S6_VWAP,hourly,C,v2_sqrtN,0.245,0.0493,4
HYDR,S6_VWAP,hourly,C,v3_div9,0.245,0.0493,4
HYDR,S6_VWAP,hourly,C,v4_realized,-1.1966,-0.982,4
HYDR,S6_VWAP,hourly,D,v1_sqrt9,-0.3698,-0.2685,4
HYDR,S6_VWAP,hourly,D,v2_sqrtN,-0.3698,-0.2685,4
HYDR,S6_VWAP,hourly,D,v3_div9,-0.3698,-0.2685,4
HYDR,S6_VWAP,hourly,D,v4_realized,-0.4746,-0.3209,4
HYDR,S6_VWAP,hourly,E,v1_sqrt9,0.2672,0.1851,4
HYDR,S6_VWAP,hourly,E,v2_sqrtN,0.2672,0.1851,4
HYDR,S6_VWAP,hourly,E,v3_div9,0.1335,0.1591,4
HYDR,S6_VWAP,hourly,E,v4_realized,-0.5934,-0.7187,4
HYDR,S6_VWAP,hourly,F,v1_sqrt9,0.245,0.0493,4
HYDR,S6_VWAP,hourly,F,v2_sqrtN,0.245,0.0493,4
HYDR,S6_VWAP,hourly,F,v3_div9,0.245,0.0493,4
HYDR,S6_VWAP,hourly,F,v4_realized,-1.1966,-0.982,4
HYDR,S6_VWAP,hourly,G,v1_sqrt9,0.2672,0.1851,4
HYDR,S6_VWAP,hourly,G,v2_sqrtN,0.2672,0.1851,4
HYDR,S6_VWAP,hourly,G,v3_div9,0.1335,0.1591,4
HYDR,S6_VWAP,hourly,G,v4_realized,-0.5934,-0.7187,4
IRAO,S1_MeanRev,daily,A,daily,0.4102,0.7032,6
IRAO,S1_MeanRev,daily,B,daily,0.6082,0.8318,4
IRAO,S1_MeanRev,daily,C,daily,1.0692,1.0622,4
IRAO,S1_MeanRev,daily,D,daily,0.2645,0.66,4
IRAO,S1_MeanRev,daily,E,daily,1.0455,1.0504,4
IRAO,S1_MeanRev,daily,F,daily,1.0692,1.0624,4
IRAO,S1_MeanRev,daily,G,daily,1.0455,1.0505,4
IRAO,S1_MeanRev,hourly,A,v1_sqrt9,-0.0292,-0.135,6
IRAO,S1_MeanRev,hourly,B,v1_sqrt9,0.6135,0.496,4
IRAO,S1_MeanRev,hourly,B,v2_sqrtN,0.6135,0.496,4
IRAO,S1_MeanRev,hourly,B,v3_div9,0.1684,0.253,4
IRAO,S1_MeanRev,hourly,B,v4_realized,0.389,0.3592,4
IRAO,S1_MeanRev,hourly,C,v1_sqrt9,0.6988,0.6626,4
IRAO,S1_MeanRev,hourly,C,v2_sqrtN,0.6988,0.6626,4
IRAO,S1_MeanRev,hourly,C,v3_div9,0.6988,0.6626,4
IRAO,S1_MeanRev,hourly,C,v4_realized,0.9862,0.6756,4
IRAO,S1_MeanRev,hourly,D,v1_sqrt9,0.3458,0.2137,4
IRAO,S1_MeanRev,hourly,D,v2_sqrtN,0.3458,0.2137,4
IRAO,S1_MeanRev,hourly,D,v3_div9,0.3458,0.2137,4
IRAO,S1_MeanRev,hourly,D,v4_realized,0.3458,0.2137,4
IRAO,S1_MeanRev,hourly,E,v1_sqrt9,0.7416,0.3648,4
IRAO,S1_MeanRev,hourly,E,v2_sqrtN,0.7416,0.3648,4
IRAO,S1_MeanRev,hourly,E,v3_div9,0.7416,0.6026,4
IRAO,S1_MeanRev,hourly,E,v4_realized,0.3011,0.4822,4
IRAO,S1_MeanRev,hourly,F,v1_sqrt9,0.6988,0.6626,4
IRAO,S1_MeanRev,hourly,F,v2_sqrtN,0.6988,0.6626,4
IRAO,S1_MeanRev,hourly,F,v3_div9,0.6988,0.6626,4
IRAO,S1_MeanRev,hourly,F,v4_realized,0.9862,0.6756,4
IRAO,S1_MeanRev,hourly,G,v1_sqrt9,0.7416,0.3648,4
IRAO,S1_MeanRev,hourly,G,v2_sqrtN,0.7416,0.3648,4
IRAO,S1_MeanRev,hourly,G,v3_div9,0.7416,0.6026,4
IRAO,S1_MeanRev,hourly,G,v4_realized,0.3011,0.4822,4
IRAO,S2_Bollinger,daily,A,daily,0.3908,0.7074,6
IRAO,S2_Bollinger,daily,B,daily,0.7034,0.8794,4
IRAO,S2_Bollinger,daily,C,daily,0.9778,0.9914,4
IRAO,S2_Bollinger,daily,D,daily,0.347,0.7012,4
IRAO,S2_Bollinger,daily,E,daily,0.9507,0.9778,4
IRAO,S2_Bollinger,daily,F,daily,0.9778,0.9914,4
IRAO,S2_Bollinger,daily,G,daily,0.9507,0.9778,4
IRAO,S2_Bollinger,hourly,A,v1_sqrt9,0.0622,-0.0198,6
IRAO,S2_Bollinger,hourly,B,v1_sqrt9,0.3648,0.3512,4
IRAO,S2_Bollinger,hourly,B,v2_sqrtN,0.3648,0.3512,4
IRAO,S2_Bollinger,hourly,B,v3_div9,0.1634,0.2505,4
IRAO,S2_Bollinger,hourly,B,v4_realized,0.381,0.371,4
IRAO,S2_Bollinger,hourly,C,v1_sqrt9,0.3804,0.3314,4
IRAO,S2_Bollinger,hourly,C,v2_sqrtN,0.3804,0.3314,4
IRAO,S2_Bollinger,hourly,C,v3_div9,0.3804,0.3314,4
IRAO,S2_Bollinger,hourly,C,v4_realized,0.894,0.5708,4
IRAO,S2_Bollinger,hourly,D,v1_sqrt9,0.367,0.2673,4
IRAO,S2_Bollinger,hourly,D,v2_sqrtN,0.367,0.2673,4
IRAO,S2_Bollinger,hourly,D,v3_div9,0.367,0.2673,4
IRAO,S2_Bollinger,hourly,D,v4_realized,0.3587,0.2325,4
IRAO,S2_Bollinger,hourly,E,v1_sqrt9,0.256,-0.0217,4
IRAO,S2_Bollinger,hourly,E,v2_sqrtN,0.256,-0.0217,4
IRAO,S2_Bollinger,hourly,E,v3_div9,0.6418,0.5186,4
IRAO,S2_Bollinger,hourly,E,v4_realized,0.2342,0.2505,4
IRAO,S2_Bollinger,hourly,F,v1_sqrt9,0.3804,0.3314,4
IRAO,S2_Bollinger,hourly,F,v2_sqrtN,0.3804,0.3314,4
IRAO,S2_Bollinger,hourly,F,v3_div9,0.3804,0.3314,4
IRAO,S2_Bollinger,hourly,F,v4_realized,0.89,0.5349,4
IRAO,S2_Bollinger,hourly,G,v1_sqrt9,0.256,-0.0217,4
IRAO,S2_Bollinger,hourly,G,v2_sqrtN,0.256,-0.0217,4
IRAO,S2_Bollinger,hourly,G,v3_div9,0.6418,0.5186,4
IRAO,S2_Bollinger,hourly,G,v4_realized,0.1901,0.1876,4
IRAO,S3_Donchian,daily,A,daily,-0.524,-0.1993,6
IRAO,S3_Donchian,daily,B,daily,-0.4987,-0.4584,4
IRAO,S3_Donchian,daily,C,daily,0.0922,0.2965,4
IRAO,S3_Donchian,daily,D,daily,-0.5732,-0.4741,4
IRAO,S3_Donchian,daily,E,daily,-0.1112,-0.1579,4
IRAO,S3_Donchian,daily,F,daily,0.6036,0.5717,4
IRAO,S3_Donchian,daily,G,daily,0.026,0.1137,4
IRAO,S3_Donchian,hourly,A,v1_sqrt9,-0.48,-0.395,6
IRAO,S3_Donchian,hourly,B,v1_sqrt9,-0.022,0.1995,4
IRAO,S3_Donchian,hourly,B,v2_sqrtN,-0.022,0.1995,4
IRAO,S3_Donchian,hourly,B,v3_div9,-1.6954,-1.2864,4
IRAO,S3_Donchian,hourly,B,v4_realized,-1.0261,-0.7707,4
IRAO,S3_Donchian,hourly,C,v1_sqrt9,0.1998,0.2346,4
IRAO,S3_Donchian,hourly,C,v2_sqrtN,0.1998,0.2346,4
IRAO,S3_Donchian,hourly,C,v3_div9,0.1998,0.2346,4
IRAO,S3_Donchian,hourly,C,v4_realized,-1.9698,-1.525,4
IRAO,S3_Donchian,hourly,D,v1_sqrt9,-0.48,-0.2548,4
IRAO,S3_Donchian,hourly,D,v2_sqrtN,-0.48,-0.2548,4
IRAO,S3_Donchian,hourly,D,v3_div9,-0.48,-0.2664,4
IRAO,S3_Donchian,hourly,D,v4_realized,-0.48,-0.2072,4
IRAO,S3_Donchian,hourly,E,v1_sqrt9,0.9616,0.5897,4
IRAO,S3_Donchian,hourly,E,v2_sqrtN,0.9616,0.5897,4
IRAO,S3_Donchian,hourly,E,v3_div9,0.361,0.2894,4
IRAO,S3_Donchian,hourly,E,v4_realized,-1.4766,-1.2524,4
IRAO,S3_Donchian,hourly,F,v1_sqrt9,0.1998,0.2438,4
IRAO,S3_Donchian,hourly,F,v2_sqrtN,0.1998,0.2438,4
IRAO,S3_Donchian,hourly,F,v3_div9,0.1998,0.2346,4
IRAO,S3_Donchian,hourly,F,v4_realized,-1.9693,-1.4648,4
IRAO,S3_Donchian,hourly,G,v1_sqrt9,0.9616,0.598,4
IRAO,S3_Donchian,hourly,G,v2_sqrtN,0.9616,0.598,4
IRAO,S3_Donchian,hourly,G,v3_div9,0.361,0.2894,4
IRAO,S3_Donchian,hourly,G,v4_realized,-1.4762,-1.1976,4
IRAO,S4_Supertrend,daily,A,daily,0.3046,0.2104,6
IRAO,S4_Supertrend,daily,B,daily,-0.2732,-0.2696,4
IRAO,S4_Supertrend,daily,C,daily,0.3031,0.3086,4
IRAO,S4_Supertrend,daily,D,daily,0.1599,0.1067,4
IRAO,S4_Supertrend,daily,E,daily,0.3031,0.1669,4
IRAO,S4_Supertrend,daily,F,daily,0.2568,0.3078,4
IRAO,S4_Supertrend,daily,G,daily,0.2568,0.1802,4
IRAO,S4_Supertrend,hourly,A,v1_sqrt9,0.1594,-0.0097,6
IRAO,S4_Supertrend,hourly,B,v1_sqrt9,0.1928,0.1878,4
IRAO,S4_Supertrend,hourly,B,v2_sqrtN,0.1928,0.1527,4
IRAO,S4_Supertrend,hourly,B,v3_div9,-0.6638,-0.7168,4
IRAO,S4_Supertrend,hourly,B,v4_realized,-0.4784,-0.6405,4
IRAO,S4_Supertrend,hourly,C,v1_sqrt9,1.0632,1.0042,4
IRAO,S4_Supertrend,hourly,C,v2_sqrtN,1.0632,1.0042,4
IRAO,S4_Supertrend,hourly,C,v3_div9,1.0632,1.0042,4
IRAO,S4_Supertrend,hourly,C,v4_realized,0.1772,0.1521,4
IRAO,S4_Supertrend,hourly,D,v1_sqrt9,0.1594,-0.0817,4
IRAO,S4_Supertrend,hourly,D,v2_sqrtN,0.1594,-0.0817,4
IRAO,S4_Supertrend,hourly,D,v3_div9,0.1594,-0.1177,4
IRAO,S4_Supertrend,hourly,D,v4_realized,0.1594,-0.0303,4
IRAO,S4_Supertrend,hourly,E,v1_sqrt9,0.4178,0.5617,4
IRAO,S4_Supertrend,hourly,E,v2_sqrtN,0.4178,0.5617,4
IRAO,S4_Supertrend,hourly,E,v3_div9,0.2433,0.0591,4
IRAO,S4_Supertrend,hourly,E,v4_realized,0.0789,0.006,4
IRAO,S4_Supertrend,hourly,F,v1_sqrt9,1.0664,1.0058,4
IRAO,S4_Supertrend,hourly,F,v2_sqrtN,1.0664,1.0058,4
IRAO,S4_Supertrend,hourly,F,v3_div9,1.0632,1.0042,4
IRAO,S4_Supertrend,hourly,F,v4_realized,0.1772,0.2562,4
IRAO,S4_Supertrend,hourly,G,v1_sqrt9,0.4236,0.5646,4
IRAO,S4_Supertrend,hourly,G,v2_sqrtN,0.4236,0.5646,4
IRAO,S4_Supertrend,hourly,G,v3_div9,0.2433,0.0591,4
IRAO,S4_Supertrend,hourly,G,v4_realized,0.4136,0.1734,4
IRAO,S5_PivotPoints,daily,A,daily,-0.809,-0.6134,6
IRAO,S5_PivotPoints,daily,B,daily,-1.2494,-0.8629,4
IRAO,S5_PivotPoints,daily,C,daily,0.5248,0.5046,4
IRAO,S5_PivotPoints,daily,D,daily,-1.3219,-0.8628,4
IRAO,S5_PivotPoints,daily,E,daily,0.5248,0.5046,4
IRAO,S5_PivotPoints,daily,F,daily,0.5228,0.5036,4
IRAO,S5_PivotPoints,daily,G,daily,0.5228,0.5036,4
IRAO,S5_PivotPoints,hourly,A,v1_sqrt9,-0.0897,-0.1643,6
IRAO,S5_PivotPoints,hourly,B,v1_sqrt9,0.1754,0.1656,4
IRAO,S5_PivotPoints,hourly,B,v2_sqrtN,0.1754,0.1656,4
IRAO,S5_PivotPoints,hourly,B,v3_div9,-0.953,-0.3682,4
IRAO,S5_PivotPoints,hourly,B,v4_realized,-0.0662,-0.0541,4
IRAO,S5_PivotPoints,hourly,C,v1_sqrt9,0.5114,0.4816,4
IRAO,S5_PivotPoints,hourly,C,v2_sqrtN,0.5114,0.4816,4
IRAO,S5_PivotPoints,hourly,C,v3_div9,0.5114,0.4816,4
IRAO,S5_PivotPoints,hourly,C,v4_realized,-0.7634,-0.5973,4
IRAO,S5_PivotPoints,hourly,D,v1_sqrt9,-0.0839,-0.145,4
IRAO,S5_PivotPoints,hourly,D,v2_sqrtN,-0.0839,-0.145,4
IRAO,S5_PivotPoints,hourly,D,v3_div9,-0.0839,-0.1457,4
IRAO,S5_PivotPoints,hourly,D,v4_realized,-0.0897,-0.1461,4
IRAO,S5_PivotPoints,hourly,E,v1_sqrt9,0.4762,0.4918,4
