sharpe,ann_ret_pct,ann_vol_pct,max_dd_pct,exposure_pct,n_trades,win_rate_pct,year,approach,strategy,timeframe,ticker,commission
0.1794,0.84,4.68,-3.73,5.1,4,50.0,2025,C,S6_VWAP,daily,OGKB,0bps
1.9823,12.12,6.11,-2.58,10.34,7,85.7,2022,D,S6_VWAP,daily,OGKB,0bps
0.0737,0.3,4.05,-3.75,3.94,5,60.0,2023,D,S6_VWAP,daily,OGKB,0bps
1.303,12.47,9.57,-4.01,5.08,6,83.3,2024,D,S6_VWAP,daily,OGKB,0bps
-0.0404,-0.2,4.93,-5.06,5.73,6,50.0,2025,D,S6_VWAP,daily,OGKB,0bps
0.4975,4.84,9.73,-6.06,4.22,23,65.2,2020,A,S5_PivotPoints,hourly,OGKB,0bps
1.4383,10.09,7.02,-5.96,9.89,83,47.0,2021,A,S5_PivotPoints,hourly,OGKB,0bps
0.7381,7.37,9.98,-9.07,7.38,58,46.6,2022,A,S5_PivotPoints,hourly,OGKB,0bps
1.0954,14.26,13.02,-7.47,7.04,64,46.9,2023,A,S5_PivotPoints,hourly,OGKB,0bps
1.5582,13.82,8.87,-4.78,9.47,99,48.5,2024,A,S5_PivotPoints,hourly,OGKB,0bps
0.0904,1.04,11.5,-11.13,5.45,85,41.2,2025,A,S5_PivotPoints,hourly,OGKB,0bps
1.251,12.68,10.14,-5.86,5.84,60,50.0,2022,B,S5_PivotPoints,hourly,OGKB,0bps
0.6067,8.04,13.25,-9.05,5.82,65,40.0,2023,B,S5_PivotPoints,hourly,OGKB,0bps
1.9627,17.41,8.87,-3.9,7.78,100,51.0,2024,B,S5_PivotPoints,hourly,OGKB,0bps
0.1597,1.19,7.47,-5.64,4.04,87,47.1,2025,B,S5_PivotPoints,hourly,OGKB,0bps
1.2578,8.23,6.54,-4.3,5.74,39,48.7,2022,C,S5_PivotPoints,hourly,OGKB,0bps
1.4986,10.0,6.67,-2.88,5.69,47,48.9,2023,C,S5_PivotPoints,hourly,OGKB,0bps
1.4201,11.76,8.28,-4.69,7.08,72,50.0,2024,C,S5_PivotPoints,hourly,OGKB,0bps
0.4207,4.11,9.76,-6.56,3.19,48,39.6,2025,C,S5_PivotPoints,hourly,OGKB,0bps
0.8789,22.08,25.12,-20.5,7.38,58,46.6,2022,D,S5_PivotPoints,hourly,OGKB,0bps
1.1608,14.26,12.28,-6.84,7.04,64,46.9,2023,D,S5_PivotPoints,hourly,OGKB,0bps
1.5584,13.52,8.68,-4.67,9.47,99,48.5,2024,D,S5_PivotPoints,hourly,OGKB,0bps
-0.0116,-0.32,27.93,-28.76,5.45,85,42.4,2025,D,S5_PivotPoints,hourly,OGKB,0bps
2.4971,31.48,12.61,-6.18,36.71,181,66.3,2020,A,S6_VWAP,hourly,OGKB,0bps
2.3384,21.65,9.26,-4.44,15.64,225,52.9,2021,A,S6_VWAP,hourly,OGKB,0bps
-0.5488,-5.61,10.22,-11.22,11.1,162,49.4,2022,A,S6_VWAP,hourly,OGKB,0bps
0.8664,11.97,13.82,-7.13,13.78,197,45.7,2023,A,S6_VWAP,hourly,OGKB,0bps
0.4079,3.5,8.58,-6.44,33.64,277,54.2,2024,A,S6_VWAP,hourly,OGKB,0bps
0.2702,3.42,12.64,-12.26,20.07,228,57.5,2025,A,S6_VWAP,hourly,OGKB,0bps
-0.3882,-4.47,11.52,-14.72,12.06,165,44.8,2022,B,S6_VWAP,hourly,OGKB,0bps
0.7917,11.37,14.36,-13.0,18.2,196,49.5,2023,B,S6_VWAP,hourly,OGKB,0bps
0.2691,2.45,9.1,-5.89,25.42,300,53.3,2024,B,S6_VWAP,hourly,OGKB,0bps
0.8084,10.23,12.65,-11.64,19.29,227,58.1,2025,B,S6_VWAP,hourly,OGKB,0bps
1.1641,7.3,6.27,-3.54,5.5,75,58.7,2022,C,S6_VWAP,hourly,OGKB,0bps
0.6447,4.48,6.96,-5.61,8.75,126,50.0,2023,C,S6_VWAP,hourly,OGKB,0bps
0.6783,3.23,4.76,-3.25,3.43,36,52.8,2024,C,S6_VWAP,hourly,OGKB,0bps
0.461,2.05,4.45,-4.52,4.28,49,59.2,2025,C,S6_VWAP,hourly,OGKB,0bps
-0.5405,-13.84,25.6,-25.98,11.1,162,49.4,2022,D,S6_VWAP,hourly,OGKB,0bps
0.8195,30.06,36.68,-20.93,13.78,197,45.7,2023,D,S6_VWAP,hourly,OGKB,0bps
0.4079,10.49,25.73,-19.32,33.64,277,54.2,2024,D,S6_VWAP,hourly,OGKB,0bps
0.1745,1.97,11.27,-11.73,20.07,228,57.0,2025,D,S6_VWAP,hourly,OGKB,0bps
0.7762,10.14,13.06,-13.38,44.8,35,54.3,2020,A,S6_VWAP,daily,RTKM,0bps
0.7759,6.63,8.54,-5.96,54.9,43,55.8,2021,A,S6_VWAP,daily,RTKM,0bps
0.9182,11.94,13.0,-6.05,40.17,34,67.6,2022,A,S6_VWAP,daily,RTKM,0bps
0.8195,6.93,8.46,-7.11,38.58,29,65.5,2023,A,S6_VWAP,daily,RTKM,0bps
-0.7536,-6.54,8.67,-12.03,21.48,33,51.5,2024,A,S6_VWAP,daily,RTKM,0bps
0.4721,4.31,9.14,-8.07,31.45,50,58.0,2025,A,S6_VWAP,daily,RTKM,0bps
1.8133,27.77,15.32,-7.58,45.73,34,76.5,2022,B,S6_VWAP,daily,RTKM,0bps
0.9969,8.2,8.23,-9.49,22.44,25,64.0,2023,B,S6_VWAP,daily,RTKM,0bps
-2.2624,-26.15,11.56,-28.39,28.12,27,44.4,2024,B,S6_VWAP,daily,RTKM,0bps
0.8444,5.49,6.5,-4.68,22.64,46,56.5,2025,B,S6_VWAP,daily,RTKM,0bps
2.7174,19.19,7.06,-2.96,16.67,25,76.0,2022,C,S6_VWAP,daily,RTKM,0bps
0.3636,1.7,4.66,-3.97,18.11,22,72.7,2023,C,S6_VWAP,daily,RTKM,0bps
0.4718,2.49,5.28,-2.76,12.11,22,59.1,2024,C,S6_VWAP,daily,RTKM,0bps
1.3056,6.56,5.02,-3.24,11.32,27,55.6,2025,C,S6_VWAP,daily,RTKM,0bps
1.2043,13.26,11.01,-4.36,40.17,34,64.7,2022,D,S6_VWAP,daily,RTKM,0bps
1.0765,9.59,8.91,-6.27,38.58,29,65.5,2023,D,S6_VWAP,daily,RTKM,0bps
-0.6264,-4.45,7.11,-8.72,21.48,33,51.5,2024,D,S6_VWAP,daily,RTKM,0bps
0.9214,5.66,6.14,-2.87,31.45,50,58.0,2025,D,S6_VWAP,daily,RTKM,0bps
1.1291,6.11,5.41,-4.39,13.56,41,48.8,2020,A,S5_PivotPoints,hourly,RTKM,0bps
2.2484,12.62,5.61,-3.33,12.33,37,64.9,2021,A,S5_PivotPoints,hourly,RTKM,0bps
1.1174,11.38,10.18,-7.23,11.48,25,52.0,2022,A,S5_PivotPoints,hourly,RTKM,0bps
0.1528,0.94,6.12,-8.15,11.9,36,55.6,2023,A,S5_PivotPoints,hourly,RTKM,0bps
-0.5852,-5.46,9.33,-15.89,10.47,26,46.2,2024,A,S5_PivotPoints,hourly,RTKM,0bps
0.0635,0.56,8.75,-8.12,9.03,33,51.5,2025,A,S5_PivotPoints,hourly,RTKM,0bps
0.9663,9.2,9.52,-7.0,7.4,31,51.6,2022,B,S5_PivotPoints,hourly,RTKM,0bps
0.8122,4.56,5.62,-4.88,9.14,38,57.9,2023,B,S5_PivotPoints,hourly,RTKM,0bps
-0.3932,-2.64,6.72,-10.83,6.26,34,41.2,2024,B,S5_PivotPoints,hourly,RTKM,0bps
-0.2019,-1.13,5.59,-4.48,3.47,40,42.5,2025,B,S5_PivotPoints,hourly,RTKM,0bps
1.2332,7.34,5.95,-2.98,5.81,15,60.0,2022,C,S5_PivotPoints,hourly,RTKM,0bps
1.9223,8.24,4.29,-3.69,7.09,21,76.2,2023,C,S5_PivotPoints,hourly,RTKM,0bps
0.1203,0.88,7.33,-6.89,6.82,16,43.8,2024,C,S5_PivotPoints,hourly,RTKM,0bps
0.2736,1.69,6.19,-5.91,2.8,15,53.3,2025,C,S5_PivotPoints,hourly,RTKM,0bps
1.1564,28.09,24.29,-16.91,11.48,25,52.0,2022,D,S5_PivotPoints,hourly,RTKM,0bps
0.2084,3.4,16.31,-20.76,11.9,36,55.6,2023,D,S5_PivotPoints,hourly,RTKM,0bps
-0.425,-3.93,9.24,-14.17,10.47,26,46.2,2024,D,S5_PivotPoints,hourly,RTKM,0bps
0.0241,0.2,8.42,-7.84,9.03,33,51.5,2025,D,S5_PivotPoints,hourly,RTKM,0bps
4.943,96.86,19.6,-6.84,49.78,310,69.7,2020,A,S6_VWAP,hourly,RTKM,0bps
3.8788,58.95,15.2,-4.65,52.29,339,66.7,2021,A,S6_VWAP,hourly,RTKM,0bps
2.4951,48.67,19.51,-8.5,43.3,262,64.1,2022,A,S6_VWAP,hourly,RTKM,0bps
1.7789,25.7,14.45,-9.24,39.46,269,67.3,2023,A,S6_VWAP,hourly,RTKM,0bps
-0.826,-11.62,14.07,-19.52,26.9,222,54.5,2024,A,S6_VWAP,hourly,RTKM,0bps
0.6873,8.12,11.82,-13.32,28.81,325,55.1,2025,A,S6_VWAP,hourly,RTKM,0bps
2.3034,38.89,16.88,-6.5,27.58,239,57.3,2022,B,S6_VWAP,hourly,RTKM,0bps
2.1139,25.67,12.14,-6.28,26.82,254,61.0,2023,B,S6_VWAP,hourly,RTKM,0bps
-0.7799,-9.55,12.25,-16.33,18.43,216,49.1,2024,B,S6_VWAP,hourly,RTKM,0bps
1.7307,22.03,12.73,-9.33,29.65,320,60.0,2025,B,S6_VWAP,hourly,RTKM,0bps
2.9828,42.32,14.19,-4.67,31.52,207,67.1,2022,C,S6_VWAP,hourly,RTKM,0bps
1.4069,18.56,13.19,-10.42,36.83,255,65.9,2023,C,S6_VWAP,hourly,RTKM,0bps
0.6418,5.28,8.22,-6.17,16.25,140,57.1,2024,C,S6_VWAP,hourly,RTKM,0bps
1.3927,6.53,4.69,-2.94,4.31,49,59.2,2025,C,S6_VWAP,hourly,RTKM,0bps
2.9824,55.58,18.64,-7.1,43.3,262,64.9,2022,D,S6_VWAP,hourly,RTKM,0bps
1.9168,27.87,14.54,-8.98,39.46,269,67.7,2023,D,S6_VWAP,hourly,RTKM,0bps
-0.6396,-8.21,12.84,-17.16,26.9,222,54.5,2024,D,S6_VWAP,hourly,RTKM,0bps
1.1839,12.79,10.8,-6.69,28.81,325,56.0,2025,D,S6_VWAP,hourly,RTKM,0bps
0.866,4.91,5.66,-3.54,42.0,33,63.6,2020,A,S6_VWAP,daily,PHOR,0bps
0.5628,1.43,2.55,-2.26,6.67,4,75.0,2021,A,S6_VWAP,daily,PHOR,0bps
0.3214,2.42,7.53,-4.37,27.35,18,44.4,2022,A,S6_VWAP,daily,PHOR,0bps
1.9705,11.34,5.75,-2.74,45.28,35,62.9,2023,A,S6_VWAP,daily,PHOR,0bps
-0.4172,-2.65,6.36,-8.86,31.64,27,55.6,2024,A,S6_VWAP,daily,PHOR,0bps
2.2761,18.09,7.95,-3.87,31.96,23,69.6,2025,A,S6_VWAP,daily,PHOR,0bps
0.9409,6.06,6.45,-3.45,17.09,26,50.0,2022,B,S6_VWAP,daily,PHOR,0bps
1.631,6.71,4.11,-2.31,27.56,37,45.9,2023,B,S6_VWAP,daily,PHOR,0bps
-0.6229,-3.33,5.34,-8.46,20.7,31,48.4,2024,B,S6_VWAP,daily,PHOR,0bps
1.587,11.32,7.13,-3.87,21.2,28,64.3,2025,B,S6_VWAP,daily,PHOR,0bps
1.0334,4.2,4.06,-2.2,5.13,8,62.5,2022,C,S6_VWAP,daily,PHOR,0bps
2.0158,10.16,5.04,-2.92,31.89,28,64.3,2023,C,S6_VWAP,daily,PHOR,0bps
0.4759,1.5,3.15,-3.02,7.03,9,66.7,2024,C,S6_VWAP,daily,PHOR,0bps
2.1465,16.11,7.51,-3.25,25.95,28,78.6,2025,C,S6_VWAP,daily,PHOR,0bps
0.3318,7.45,22.45,-13.12,27.35,18,44.4,2022,D,S6_VWAP,daily,PHOR,0bps
1.9685,14.66,7.45,-2.93,45.28,35,62.9,2023,D,S6_VWAP,daily,PHOR,0bps
-0.2324,-1.25,5.39,-6.78,31.64,27,55.6,2024,D,S6_VWAP,daily,PHOR,0bps
2.288,20.57,8.99,-3.75,31.96,23,69.6,2025,D,S6_VWAP,daily,PHOR,0bps
2.7588,17.61,6.38,-2.49,7.69,114,57.0,2020,A,S5_PivotPoints,hourly,PHOR,0bps
-0.5643,-4.12,7.31,-11.48,6.97,106,42.5,2021,A,S5_PivotPoints,hourly,PHOR,0bps
-0.1299,-0.92,7.08,-5.29,3.22,48,47.9,2022,A,S5_PivotPoints,hourly,PHOR,0bps
0.0143,0.07,4.61,-5.1,14.0,124,47.6,2023,A,S5_PivotPoints,hourly,PHOR,0bps
1.6968,11.1,6.54,-4.13,8.95,57,68.4,2024,A,S5_PivotPoints,hourly,PHOR,0bps
2.5246,12.7,5.03,-2.15,8.21,23,78.3,2025,A,S5_PivotPoints,hourly,PHOR,0bps
0.5006,4.72,9.43,-8.06,5.96,41,65.9,2022,B,S5_PivotPoints,hourly,PHOR,0bps
-0.0476,-0.29,6.05,-7.13,20.38,88,54.5,2023,B,S5_PivotPoints,hourly,PHOR,0bps
3.1288,20.95,6.7,-3.79,15.38,33,72.7,2024,B,S5_PivotPoints,hourly,PHOR,0bps
1.6109,8.26,5.13,-4.16,9.26,26,65.4,2025,B,S5_PivotPoints,hourly,PHOR,0bps
0.1749,0.75,4.31,-3.48,2.31,33,48.5,2022,C,S5_PivotPoints,hourly,PHOR,0bps
1.04,3.6,3.47,-3.08,9.06,62,50.0,2023,C,S5_PivotPoints,hourly,PHOR,0bps
1.5926,9.29,5.83,-3.98,7.04,46,67.4,2024,C,S5_PivotPoints,hourly,PHOR,0bps
2.5631,12.37,4.83,-2.15,6.45,20,75.0,2025,C,S5_PivotPoints,hourly,PHOR,0bps
-0.1299,-1.13,8.67,-6.47,3.22,48,47.9,2022,D,S5_PivotPoints,hourly,PHOR,0bps
0.0316,0.14,4.44,-4.65,14.0,124,46.8,2023,D,S5_PivotPoints,hourly,PHOR,0bps
1.7053,10.45,6.13,-4.43,8.95,57,68.4,2024,D,S5_PivotPoints,hourly,PHOR,0bps
2.5594,13.11,5.12,-2.22,8.21,23,82.6,2025,D,S5_PivotPoints,hourly,PHOR,0bps
3.1146,49.93,16.03,-10.2,48.98,300,66.0,2020,A,S6_VWAP,hourly,PHOR,0bps
1.6041,29.66,18.49,-15.16,47.8,319,64.6,2021,A,S6_VWAP,hourly,PHOR,0bps
0.919,21.04,22.89,-15.57,36.47,226,64.2,2022,A,S6_VWAP,hourly,PHOR,0bps
1.7448,22.24,12.74,-10.85,48.03,266,62.8,2023,A,S6_VWAP,hourly,PHOR,0bps
0.0434,0.85,19.57,-19.63,57.71,318,54.7,2024,A,S6_VWAP,hourly,PHOR,0bps
0.8224,9.35,11.37,-10.63,19.76,306,54.9,2025,A,S6_VWAP,hourly,PHOR,0bps
0.0832,0.98,11.72,-12.38,15.71,204,59.3,2022,B,S6_VWAP,hourly,PHOR,0bps
2.4316,26.4,10.86,-5.76,40.03,253,66.0,2023,B,S6_VWAP,hourly,PHOR,0bps
2.4882,39.94,16.05,-10.34,45.46,302,59.9,2024,B,S6_VWAP,hourly,PHOR,0bps
0.2233,2.15,9.62,-13.86,17.33,302,57.6,2025,B,S6_VWAP,hourly,PHOR,0bps
1.9804,13.49,6.81,-3.29,6.49,40,75.0,2022,C,S6_VWAP,hourly,PHOR,0bps
0.4723,3.79,8.02,-11.78,15.22,92,62.0,2023,C,S6_VWAP,hourly,PHOR,0bps
0.5774,2.12,3.67,-5.39,5.04,36,66.7,2024,C,S6_VWAP,hourly,PHOR,0bps
1.7355,17.12,9.87,-6.98,13.95,212,56.6,2025,C,S6_VWAP,hourly,PHOR,0bps
1.005,23.09,22.97,-14.13,36.47,226,63.3,2022,D,S6_VWAP,hourly,PHOR,0bps
1.7722,20.59,11.62,-10.78,48.03,266,62.0,2023,D,S6_VWAP,hourly,PHOR,0bps
-0.057,-2.81,49.32,-51.52,57.71,318,54.7,2024,D,S6_VWAP,hourly,PHOR,0bps
0.92,29.63,32.2,-29.28,19.76,306,54.9,2025,D,S6_VWAP,hourly,PHOR,0bps
1.2528,7.34,5.86,-3.09,5.6,8,50.0,2020,A,S6_VWAP,daily,NVTK,0bps
-0.5121,-2.42,4.72,-5.27,6.27,6,33.3,2021,A,S6_VWAP,daily,NVTK,0bps
-1.0445,-3.21,3.08,-2.98,1.28,2,0.0,2022,A,S6_VWAP,daily,NVTK,0bps
0.2778,1.31,4.71,-3.05,22.83,19,57.9,2023,A,S6_VWAP,daily,NVTK,0bps
0.2833,1.45,5.12,-4.16,5.86,5,60.0,2024,A,S6_VWAP,daily,NVTK,0bps
0.9155,10.29,11.24,-11.58,29.94,14,85.7,2025,A,S6_VWAP,daily,NVTK,0bps
-1.0445,-3.21,3.08,-2.98,1.28,2,0.0,2022,B,S6_VWAP,daily,NVTK,0bps
0.87,6.83,7.85,-2.55,16.14,18,55.6,2023,B,S6_VWAP,daily,NVTK,0bps
-0.1987,-1.02,5.14,-4.12,4.69,4,50.0,2024,B,S6_VWAP,daily,NVTK,0bps
1.1701,11.39,9.73,-6.71,16.56,19,78.9,2025,B,S6_VWAP,daily,NVTK,0bps
1.4538,2.1,1.44,-0.45,5.51,11,72.7,2023,C,S6_VWAP,daily,NVTK,0bps
1.2024,3.19,2.66,-0.45,1.17,3,66.7,2024,C,S6_VWAP,daily,NVTK,0bps
1.0468,9.7,9.26,-4.63,18.15,22,59.1,2025,C,S6_VWAP,daily,NVTK,0bps
-1.0454,-3.05,2.91,-2.83,1.28,2,0.0,2022,D,S6_VWAP,daily,NVTK,0bps
0.3725,2.98,7.99,-5.3,22.83,19,57.9,2023,D,S6_VWAP,daily,NVTK,0bps
0.197,0.69,3.5,-2.56,5.86,5,60.0,2024,D,S6_VWAP,daily,NVTK,0bps
0.9313,10.48,11.25,-11.21,29.94,14,85.7,2025,D,S6_VWAP,daily,NVTK,0bps
1.4649,9.85,6.72,-8.13,11.56,19,57.9,2020,A,S5_PivotPoints,hourly,NVTK,0bps
1.2162,9.8,8.05,-4.08,7.15,95,52.6,2021,A,S5_PivotPoints,hourly,NVTK,0bps
0.6433,5.99,9.32,-5.37,6.1,67,49.3,2022,A,S5_PivotPoints,hourly,NVTK,0bps
2.5331,16.7,6.59,-3.0,7.09,102,49.0,2023,A,S5_PivotPoints,hourly,NVTK,0bps
-1.0801,-5.88,5.44,-7.79,5.26,79,32.9,2024,A,S5_PivotPoints,hourly,NVTK,0bps
-0.102,-0.71,7.0,-8.28,3.9,83,41.0,2025,A,S5_PivotPoints,hourly,NVTK,0bps
1.0068,9.67,9.6,-5.16,6.34,67,49.3,2022,B,S5_PivotPoints,hourly,NVTK,0bps
1.2712,9.17,7.21,-4.79,7.83,102,43.1,2023,B,S5_PivotPoints,hourly,NVTK,0bps
0.4978,3.16,6.34,-3.63,8.74,76,47.4,2024,B,S5_PivotPoints,hourly,NVTK,0bps
0.4484,3.27,7.29,-8.47,3.83,86,43.0,2025,B,S5_PivotPoints,hourly,NVTK,0bps
0.9878,8.38,8.49,-4.9,3.84,44,54.5,2022,C,S5_PivotPoints,hourly,NVTK,0bps
2.3561,14.17,6.01,-3.82,5.77,81,49.4,2023,C,S5_PivotPoints,hourly,NVTK,0bps
-0.9619,-4.26,4.43,-6.01,4.04,54,33.3,2024,C,S5_PivotPoints,hourly,NVTK,0bps
-0.03,-0.14,4.75,-5.18,2.55,53,43.4,2025,C,S5_PivotPoints,hourly,NVTK,0bps
0.9113,9.01,9.89,-5.26,6.1,67,50.7,2022,D,S5_PivotPoints,hourly,NVTK,0bps
2.542,49.63,19.52,-8.91,7.09,102,49.0,2023,D,S5_PivotPoints,hourly,NVTK,0bps
-1.0424,-15.39,14.77,-20.89,5.26,79,32.9,2024,D,S5_PivotPoints,hourly,NVTK,0bps
0.1054,0.65,6.19,-6.53,3.9,83,41.0,2025,D,S5_PivotPoints,hourly,NVTK,0bps
0.5903,10.75,18.21,-19.98,47.64,299,58.9,2020,A,S6_VWAP,hourly,NVTK,0bps
0.6294,10.91,17.33,-16.91,51.59,301,59.8,2021,A,S6_VWAP,hourly,NVTK,0bps
-0.3261,-4.92,15.09,-17.54,14.75,221,48.9,2022,A,S6_VWAP,hourly,NVTK,0bps
-0.1696,-1.48,8.7,-7.95,21.7,317,53.0,2023,A,S6_VWAP,hourly,NVTK,0bps
1.6592,12.41,7.48,-4.7,10.82,127,59.8,2024,A,S6_VWAP,hourly,NVTK,0bps
-1.1051,-9.01,8.15,-16.04,16.24,247,52.6,2025,A,S6_VWAP,hourly,NVTK,0bps
0.4077,9.63,23.63,-25.65,31.09,217,53.0,2022,B,S6_VWAP,hourly,NVTK,0bps
-0.1893,-2.32,12.24,-8.84,30.05,269,55.4,2023,B,S6_VWAP,hourly,NVTK,0bps
2.2421,14.47,6.45,-4.46,5.91,116,62.1,2024,B,S6_VWAP,hourly,NVTK,0bps
-1.1534,-9.67,8.38,-17.56,12.58,235,51.5,2025,B,S6_VWAP,hourly,NVTK,0bps
1.0133,9.36,9.23,-6.54,7.98,109,54.1,2022,C,S6_VWAP,hourly,NVTK,0bps
1.3653,7.34,5.37,-3.79,7.66,110,55.5,2023,C,S6_VWAP,hourly,NVTK,0bps
1.982,7.22,3.64,-1.32,3.91,47,63.8,2024,C,S6_VWAP,hourly,NVTK,0bps
-0.7908,-3.95,5.0,-8.16,7.87,122,53.3,2025,C,S6_VWAP,hourly,NVTK,0bps
0.2438,3.4,13.93,-10.57,14.75,221,48.4,2022,D,S6_VWAP,hourly,NVTK,0bps
-0.0583,-0.5,8.54,-7.26,21.7,317,52.7,2023,D,S6_VWAP,hourly,NVTK,0bps
1.6061,11.97,7.45,-5.32,10.82,127,60.6,2024,D,S6_VWAP,hourly,NVTK,0bps
-0.9155,-7.16,7.83,-12.95,16.24,247,52.6,2025,D,S6_VWAP,hourly,NVTK,0bps
-0.1329,-0.99,7.44,-9.08,16.0,16,56.2,2020,A,S6_VWAP,daily,MTLR,0bps
0.5592,7.16,12.81,-16.02,42.75,31,54.8,2021,A,S6_VWAP,daily,MTLR,0bps
1.6604,53.69,32.33,-14.79,25.43,23,47.8,2022,A,S6_VWAP,daily,MTLR,0bps
-0.0539,-0.61,11.35,-12.21,16.54,23,43.5,2023,A,S6_VWAP,daily,MTLR,0bps
0.8891,8.62,9.7,-6.89,17.19,20,65.0,2024,A,S6_VWAP,daily,MTLR,0bps
-0.5271,-5.04,9.57,-11.11,31.13,30,50.0,2025,A,S6_VWAP,daily,MTLR,0bps
1.5217,52.11,34.25,-15.23,32.76,20,50.0,2022,B,S6_VWAP,daily,MTLR,0bps
-0.7281,-8.45,11.61,-16.4,29.53,20,40.0,2023,B,S6_VWAP,daily,MTLR,0bps
-0.103,-1.19,11.53,-14.08,27.34,16,50.0,2024,B,S6_VWAP,daily,MTLR,0bps
-0.0344,-0.39,11.4,-13.82,34.28,27,51.9,2025,B,S6_VWAP,daily,MTLR,0bps
2.1296,25.63,12.04,-1.5,11.64,17,64.7,2022,C,S6_VWAP,daily,MTLR,0bps
0.3142,3.34,10.63,-8.23,16.14,22,45.5,2023,C,S6_VWAP,daily,MTLR,0bps
1.6129,9.53,5.91,-2.54,3.52,6,83.3,2024,C,S6_VWAP,daily,MTLR,0bps
-0.1812,-1.48,8.17,-8.71,22.64,30,40.0,2025,C,S6_VWAP,daily,MTLR,0bps
1.895,39.12,20.64,-9.74,25.43,23,47.8,2022,D,S6_VWAP,daily,MTLR,0bps
0.0705,0.8,11.35,-11.1,16.54,23,47.8,2023,D,S6_VWAP,daily,MTLR,0bps
1.0022,10.07,10.04,-6.96,17.19,20,65.0,2024,D,S6_VWAP,daily,MTLR,0bps
-0.4617,-4.11,8.9,-9.28,31.13,30,50.0,2025,D,S6_VWAP,daily,MTLR,0bps
0.5343,7.83,14.65,-12.86,16.71,33,42.4,2020,A,S5_PivotPoints,hourly,MTLR,0bps
0.7232,11.77,16.27,-22.8,10.98,28,64.3,2021,A,S5_PivotPoints,hourly,MTLR,0bps
1.0669,17.52,16.42,-16.66,13.46,27,51.9,2022,A,S5_PivotPoints,hourly,MTLR,0bps
0.1566,1.82,11.6,-14.92,22.66,33,45.5,2023,A,S5_PivotPoints,hourly,MTLR,0bps
1.4104,12.91,9.16,-4.48,6.0,8,75.0,2024,A,S5_PivotPoints,hourly,MTLR,0bps
-0.8969,-7.29,8.13,-15.86,5.08,11,36.4,2025,A,S5_PivotPoints,hourly,MTLR,0bps
2.1078,21.17,10.05,-2.81,7.14,41,53.7,2022,B,S5_PivotPoints,hourly,MTLR,0bps
0.8635,7.07,8.19,-8.98,12.82,71,43.7,2023,B,S5_PivotPoints,hourly,MTLR,0bps
0.2729,0.78,2.86,-2.04,1.35,21,52.4,2024,B,S5_PivotPoints,hourly,MTLR,0bps
0.2559,0.98,3.83,-3.15,1.05,23,60.9,2025,B,S5_PivotPoints,hourly,MTLR,0bps
2.4004,26.4,11.0,-4.24,9.55,21,66.7,2022,C,S5_PivotPoints,hourly,MTLR,0bps
1.0764,10.76,9.99,-9.17,18.33,27,51.9,2023,C,S5_PivotPoints,hourly,MTLR,0bps
1.2825,10.49,8.18,-4.48,4.56,6,66.7,2024,C,S5_PivotPoints,hourly,MTLR,0bps
-0.1175,-0.59,4.99,-7.95,2.24,5,40.0,2025,C,S5_PivotPoints,hourly,MTLR,0bps
1.1875,41.48,34.93,-34.09,13.46,27,51.9,2022,D,S5_PivotPoints,hourly,MTLR,0bps
0.1556,4.42,28.43,-36.83,22.66,33,45.5,2023,D,S5_PivotPoints,hourly,MTLR,0bps
1.3964,35.9,25.71,-12.66,6.0,8,75.0,2024,D,S5_PivotPoints,hourly,MTLR,0bps
-0.9213,-20.78,22.56,-44.53,5.08,11,36.4,2025,D,S5_PivotPoints,hourly,MTLR,0bps
1.7997,17.31,9.62,-5.59,11.82,90,56.7,2020,A,S6_VWAP,hourly,MTLR,0bps
-0.4237,-5.69,13.42,-18.86,11.11,90,47.8,2021,A,S6_VWAP,hourly,MTLR,0bps
0.388,3.83,9.87,-6.73,16.4,93,50.5,2022,A,S6_VWAP,hourly,MTLR,0bps
-0.906,-5.6,6.18,-6.81,8.18,50,58.0,2023,A,S6_VWAP,hourly,MTLR,0bps
-0.2502,-0.66,2.64,-2.82,1.56,29,55.2,2024,A,S6_VWAP,hourly,MTLR,0bps
0.8756,3.2,3.65,-2.86,2.49,30,63.3,2025,A,S6_VWAP,hourly,MTLR,0bps
0.7475,7.79,10.42,-6.96,20.36,81,53.1,2022,B,S6_VWAP,hourly,MTLR,0bps
0.116,0.78,6.76,-6.52,9.76,47,55.3,2023,B,S6_VWAP,hourly,MTLR,0bps
-0.355,-0.99,2.79,-2.0,1.65,31,54.8,2024,B,S6_VWAP,hourly,MTLR,0bps
1.0149,3.07,3.03,-3.08,1.54,30,53.3,2025,B,S6_VWAP,hourly,MTLR,0bps
1.0832,6.18,5.7,-1.54,3.57,25,56.0,2022,C,S6_VWAP,hourly,MTLR,0bps
-0.6964,-3.83,5.5,-6.28,7.74,46,56.5,2023,C,S6_VWAP,hourly,MTLR,0bps
0.4382,5.31,12.11,-8.28,16.4,93,50.5,2022,D,S6_VWAP,hourly,MTLR,0bps
-0.7824,-5.37,6.86,-6.59,8.18,50,58.0,2023,D,S6_VWAP,hourly,MTLR,0bps
-0.2539,-0.69,2.7,-3.0,1.56,29,55.2,2024,D,S6_VWAP,hourly,MTLR,0bps
0.8289,3.66,4.41,-2.89,2.49,30,63.3,2025,D,S6_VWAP,hourly,MTLR,0bps
