sharpe,ann_ret_pct,ann_vol_pct,max_dd_pct,exposure_pct,n_trades,win_rate_pct,year,approach,strategy,timeframe,ticker
0.7614,10.71,14.07,-7.92,19.14,9,66.7,2024,C,S3_Donchian,daily,AFLT
0.865,9.18,10.61,-3.81,13.52,17,52.9,2025,C,S3_Donchian,daily,AFLT
0.5817,70.69,121.51,-50.09,17.52,10,30.0,2022,D,S3_Donchian,daily,AFLT
0.4692,23.48,50.05,-41.06,36.22,9,55.6,2023,D,S3_Donchian,daily,AFLT
-0.4634,-33.41,72.1,-59.07,47.27,12,41.7,2024,D,S3_Donchian,daily,AFLT
0.8048,10.33,12.84,-7.67,30.82,9,33.3,2025,D,S3_Donchian,daily,AFLT
2.1323,59.06,27.7,-15.61,23.6,3,66.7,2020,A,S4_Supertrend,daily,AFLT
-1.0022,-5.09,5.08,-5.71,20.39,3,33.3,2021,A,S4_Supertrend,daily,AFLT
0.9459,15.96,16.88,-4.28,5.13,3,33.3,2022,A,S4_Supertrend,daily,AFLT
-0.4642,-3.5,7.55,-7.81,8.27,3,66.7,2023,A,S4_Supertrend,daily,AFLT
1.0166,18.83,18.53,-10.35,42.58,7,71.4,2024,A,S4_Supertrend,daily,AFLT
1.0028,12.29,12.26,-9.26,10.69,3,66.7,2025,A,S4_Supertrend,daily,AFLT
1.0265,17.33,16.88,-3.83,2.99,3,33.3,2022,B,S4_Supertrend,daily,AFLT
0.8767,8.18,9.33,-5.18,7.87,3,33.3,2023,B,S4_Supertrend,daily,AFLT
1.2702,12.81,10.09,-4.5,7.03,7,57.1,2024,B,S4_Supertrend,daily,AFLT
0.4352,1.75,4.03,-2.14,0.94,3,66.7,2025,B,S4_Supertrend,daily,AFLT
1.2349,20.2,16.36,-3.44,4.27,4,50.0,2022,C,S4_Supertrend,daily,AFLT
-0.3876,-2.26,5.83,-7.13,6.69,6,66.7,2023,C,S4_Supertrend,daily,AFLT
0.3146,4.34,13.79,-8.39,21.09,18,38.9,2024,C,S4_Supertrend,daily,AFLT
0.7162,7.67,10.7,-9.26,6.6,8,75.0,2025,C,S4_Supertrend,daily,AFLT
1.0475,20.83,19.89,-3.87,5.13,3,33.3,2022,D,S4_Supertrend,daily,AFLT
-0.4094,-3.02,7.37,-7.18,8.27,3,66.7,2023,D,S4_Supertrend,daily,AFLT
1.0687,20.81,19.48,-9.97,42.58,7,71.4,2024,D,S4_Supertrend,daily,AFLT
1.4833,18.25,12.3,-4.37,10.69,3,66.7,2025,D,S4_Supertrend,daily,AFLT
2.1248,5.18,2.44,-0.42,0.44,3,100.0,2020,A,S1_MeanRev,hourly,AFLT
-1.7095,-2.04,1.19,-2.15,0.26,3,0.0,2021,A,S1_MeanRev,hourly,AFLT
0.3695,1.15,3.12,-2.21,0.96,3,66.7,2022,A,S1_MeanRev,hourly,AFLT
0.465,0.86,1.85,-1.05,1.18,3,100.0,2023,A,S1_MeanRev,hourly,AFLT
0.0,0.0,0.0,0.0,0.0,0,0.0,2024,A,S1_MeanRev,hourly,AFLT
0.7503,1.19,1.59,-0.81,0.32,1,100.0,2025,A,S1_MeanRev,hourly,AFLT
-0.0538,-0.16,2.97,-2.87,0.77,3,66.7,2022,B,S1_MeanRev,hourly,AFLT
0.1908,0.37,1.92,-1.05,1.36,3,66.7,2023,B,S1_MeanRev,hourly,AFLT
0.0,0.0,0.0,0.0,0.0,0,0.0,2024,B,S1_MeanRev,hourly,AFLT
-0.9938,-0.72,0.72,-0.91,0.04,1,0.0,2025,B,S1_MeanRev,hourly,AFLT
0.6373,2.07,3.25,-1.62,0.96,3,66.7,2022,D,S1_MeanRev,hourly,AFLT
0.4719,0.93,1.97,-1.09,1.18,3,100.0,2023,D,S1_MeanRev,hourly,AFLT
0.0,0.0,0.0,0.0,0.0,0,0.0,2024,D,S1_MeanRev,hourly,AFLT
0.7555,1.08,1.43,-0.72,0.32,1,100.0,2025,D,S1_MeanRev,hourly,AFLT
1.9157,3.66,1.91,-0.42,0.4,3,100.0,2020,A,S2_Bollinger,hourly,AFLT
-0.1162,-0.24,2.09,-1.26,1.0,3,33.3,2021,A,S2_Bollinger,hourly,AFLT
0.5573,1.77,3.17,-2.21,1.01,3,66.7,2022,A,S2_Bollinger,hourly,AFLT
0.4143,0.79,1.9,-1.05,1.4,3,66.7,2023,A,S2_Bollinger,hourly,AFLT
0.0,0.0,0.0,0.0,0.0,0,0.0,2024,A,S2_Bollinger,hourly,AFLT
0.7503,1.19,1.59,-0.81,0.32,1,100.0,2025,A,S2_Bollinger,hourly,AFLT
0.3148,0.96,3.04,-2.87,0.72,3,66.7,2022,B,S2_Bollinger,hourly,AFLT
0.7404,1.5,2.02,-1.05,1.62,3,66.7,2023,B,S2_Bollinger,hourly,AFLT
0.0,0.0,0.0,0.0,0.0,0,0.0,2024,B,S2_Bollinger,hourly,AFLT
-0.9938,-0.72,0.72,-0.91,0.04,1,0.0,2025,B,S2_Bollinger,hourly,AFLT
0.7608,2.49,3.27,-1.33,1.01,3,66.7,2022,D,S2_Bollinger,hourly,AFLT
0.4139,0.84,2.03,-1.09,1.4,3,66.7,2023,D,S2_Bollinger,hourly,AFLT
0.0,0.0,0.0,0.0,0.0,0,0.0,2024,D,S2_Bollinger,hourly,AFLT
0.7663,1.31,1.71,-0.85,0.32,1,100.0,2025,D,S2_Bollinger,hourly,AFLT
1.3822,19.61,14.19,-11.8,18.18,26,61.5,2020,A,S3_Donchian,hourly,AFLT
-0.7622,-5.94,7.79,-11.31,18.47,29,37.9,2021,A,S3_Donchian,hourly,AFLT
1.9552,62.43,31.93,-23.09,21.34,34,64.7,2022,A,S3_Donchian,hourly,AFLT
-0.3736,-3.8,10.18,-14.21,25.2,44,34.1,2023,A,S3_Donchian,hourly,AFLT
0.1302,1.91,14.63,-14.67,27.38,50,34.0,2024,A,S3_Donchian,hourly,AFLT
-1.6162,-20.81,12.87,-27.02,19.46,64,40.6,2025,A,S3_Donchian,hourly,AFLT
2.0658,49.05,23.75,-13.55,16.19,35,45.7,2022,B,S3_Donchian,hourly,AFLT
0.0716,0.69,9.62,-5.98,23.8,42,40.5,2023,B,S3_Donchian,hourly,AFLT
0.5237,5.71,10.9,-9.62,13.39,63,44.4,2024,B,S3_Donchian,hourly,AFLT
-0.2019,-2.35,11.65,-13.74,19.25,62,40.3,2025,B,S3_Donchian,hourly,AFLT
2.4345,72.0,29.57,-13.64,12.4,22,63.6,2022,C,S3_Donchian,hourly,AFLT
0.4089,2.64,6.46,-6.19,4.51,12,58.3,2023,C,S3_Donchian,hourly,AFLT
0.4923,5.52,11.21,-12.69,11.73,29,37.9,2024,C,S3_Donchian,hourly,AFLT
-0.3532,-2.98,8.43,-7.02,3.82,13,46.2,2025,C,S3_Donchian,hourly,AFLT
2.0232,191.69,94.74,-63.95,21.34,34,64.7,2022,D,S3_Donchian,hourly,AFLT
-0.3736,-11.41,30.55,-42.62,25.2,44,34.1,2023,D,S3_Donchian,hourly,AFLT
0.1302,5.72,43.89,-44.0,27.38,50,34.0,2024,D,S3_Donchian,hourly,AFLT
-1.4654,-6.87,4.69,-8.94,19.46,64,40.6,2025,D,S3_Donchian,hourly,AFLT
1.9007,23.81,12.53,-5.05,14.98,12,58.3,2020,A,S4_Supertrend,hourly,AFLT
-1.2648,-7.08,5.6,-9.79,13.46,15,26.7,2021,A,S4_Supertrend,hourly,AFLT
1.6363,30.47,18.62,-10.88,25.66,23,43.5,2022,A,S4_Supertrend,hourly,AFLT
-1.1455,-8.66,7.56,-13.42,13.34,15,26.7,2023,A,S4_Supertrend,hourly,AFLT
0.5601,5.62,10.04,-7.93,13.04,18,33.3,2024,A,S4_Supertrend,hourly,AFLT
0.7519,9.22,12.27,-7.73,16.91,24,50.0,2025,A,S4_Supertrend,hourly,AFLT
2.3853,26.33,11.04,-4.4,7.69,23,43.5,2022,B,S4_Supertrend,hourly,AFLT
-1.5799,-8.25,5.22,-9.13,3.46,15,20.0,2023,B,S4_Supertrend,hourly,AFLT
1.0915,9.01,8.25,-6.4,7.13,20,30.0,2024,B,S4_Supertrend,hourly,AFLT
0.417,3.97,9.53,-8.52,9.94,23,43.5,2025,B,S4_Supertrend,hourly,AFLT
1.9538,35.64,18.24,-10.03,18.31,16,56.2,2022,C,S4_Supertrend,hourly,AFLT
-0.094,-0.64,6.77,-5.81,8.31,8,50.0,2023,C,S4_Supertrend,hourly,AFLT
0.854,8.2,9.61,-7.93,10.39,15,40.0,2024,C,S4_Supertrend,hourly,AFLT
1.5744,17.17,10.9,-6.7,7.63,19,68.4,2025,C,S4_Supertrend,hourly,AFLT
1.7382,88.07,50.67,-31.87,25.66,23,43.5,2022,D,S4_Supertrend,hourly,AFLT
-1.0812,-7.58,7.01,-12.27,13.34,15,26.7,2023,D,S4_Supertrend,hourly,AFLT
0.5796,5.74,9.91,-7.76,13.04,18,33.3,2024,D,S4_Supertrend,hourly,AFLT
0.761,26.52,34.85,-22.22,16.91,24,50.0,2025,D,S4_Supertrend,hourly,AFLT
-0.7449,-4.5,6.04,-7.66,7.6,4,25.0,2020,A,S1_MeanRev,daily,MOEX
1.0278,8.5,8.27,-5.28,7.45,6,66.7,2021,A,S1_MeanRev,daily,MOEX
0.2183,0.82,3.77,-3.06,5.56,2,50.0,2022,A,S1_MeanRev,daily,MOEX
0.3723,2.28,6.13,-5.14,3.54,3,66.7,2023,A,S1_MeanRev,daily,MOEX
-0.1273,-1.1,8.68,-10.31,10.55,5,60.0,2024,A,S1_MeanRev,daily,MOEX
1.7859,16.35,9.16,-3.54,18.87,11,72.7,2025,A,S1_MeanRev,daily,MOEX
0.2183,0.82,3.77,-3.06,5.56,2,50.0,2022,B,S1_MeanRev,daily,MOEX
0.6151,5.42,8.81,-5.74,9.45,3,66.7,2023,B,S1_MeanRev,daily,MOEX
0.0851,0.62,7.3,-4.08,7.81,5,60.0,2024,B,S1_MeanRev,daily,MOEX
1.0975,8.57,7.81,-4.0,15.72,9,66.7,2025,B,S1_MeanRev,daily,MOEX
0.3138,1.49,4.75,-3.52,5.56,2,50.0,2022,D,S1_MeanRev,daily,MOEX
0.3897,2.45,6.29,-5.15,3.54,3,66.7,2023,D,S1_MeanRev,daily,MOEX
0.0336,0.3,8.86,-9.08,10.55,5,60.0,2024,D,S1_MeanRev,daily,MOEX
1.6766,17.32,10.33,-4.24,18.87,11,72.7,2025,D,S1_MeanRev,daily,MOEX
-0.5304,-3.04,5.74,-6.21,6.4,4,25.0,2020,A,S2_Bollinger,daily,MOEX
1.0278,8.5,8.27,-5.28,7.45,6,66.7,2021,A,S2_Bollinger,daily,MOEX
0.1573,0.59,3.78,-3.27,5.98,2,50.0,2022,A,S2_Bollinger,daily,MOEX
0.3723,2.28,6.13,-5.14,3.54,3,66.7,2023,A,S2_Bollinger,daily,MOEX
-0.1273,-1.1,8.68,-10.31,10.55,5,60.0,2024,A,S2_Bollinger,daily,MOEX
1.5382,14.37,9.34,-4.35,22.01,11,63.6,2025,A,S2_Bollinger,daily,MOEX
0.7055,3.2,4.53,-3.06,6.41,2,50.0,2022,B,S2_Bollinger,daily,MOEX
0.7581,6.71,8.85,-5.74,9.84,3,66.7,2023,B,S2_Bollinger,daily,MOEX
-0.6473,-5.32,8.22,-10.15,11.33,5,40.0,2024,B,S2_Bollinger,daily,MOEX
1.1262,10.5,9.33,-4.47,19.81,9,66.7,2025,B,S2_Bollinger,daily,MOEX
1.6133,13.65,8.46,-3.35,13.84,18,66.7,2025,C,S2_Bollinger,daily,MOEX
0.2466,1.17,4.76,-3.81,5.98,2,50.0,2022,D,S2_Bollinger,daily,MOEX
0.3897,2.45,6.29,-5.15,3.54,3,66.7,2023,D,S2_Bollinger,daily,MOEX
0.0336,0.3,8.86,-9.08,10.55,5,60.0,2024,D,S2_Bollinger,daily,MOEX
1.554,43.51,28.0,-13.04,22.01,11,63.6,2025,D,S2_Bollinger,daily,MOEX
1.7789,34.03,19.13,-10.9,47.2,7,71.4,2020,A,S3_Donchian,daily,MOEX
-1.4442,-16.63,11.51,-18.44,11.76,5,20.0,2021,A,S3_Donchian,daily,MOEX
0.5432,16.38,30.16,-10.5,23.93,5,60.0,2022,A,S3_Donchian,daily,MOEX
0.9006,15.72,17.46,-12.09,47.64,8,87.5,2023,A,S3_Donchian,daily,MOEX
-1.0025,-13.14,13.1,-14.69,26.17,8,25.0,2024,A,S3_Donchian,daily,MOEX
0.4418,6.16,13.94,-9.17,43.71,10,60.0,2025,A,S3_Donchian,daily,MOEX
1.0394,27.98,26.92,-6.84,8.97,5,80.0,2022,B,S3_Donchian,daily,MOEX
2.1928,37.45,17.08,-6.02,28.74,10,70.0,2023,B,S3_Donchian,daily,MOEX
-0.133,-1.48,11.1,-7.11,19.14,5,60.0,2024,B,S3_Donchian,daily,MOEX
-0.0125,-0.13,10.38,-9.71,26.1,9,44.4,2025,B,S3_Donchian,daily,MOEX
0.6837,19.76,28.9,-8.9,11.11,8,50.0,2022,C,S3_Donchian,daily,MOEX
1.3535,13.51,9.98,-8.21,19.29,20,60.0,2023,C,S3_Donchian,daily,MOEX
-1.017,-10.8,10.62,-10.97,13.28,9,33.3,2024,C,S3_Donchian,daily,MOEX
0.1158,0.87,7.48,-5.62,11.64,12,66.7,2025,C,S3_Donchian,daily,MOEX
0.7136,61.85,86.67,-26.7,23.93,5,60.0,2022,D,S3_Donchian,daily,MOEX
0.9006,47.16,52.37,-36.28,47.64,8,87.5,2023,D,S3_Donchian,daily,MOEX
-0.6047,-6.21,10.27,-9.94,26.17,8,25.0,2024,D,S3_Donchian,daily,MOEX
0.8008,4.89,6.11,-3.24,43.71,10,60.0,2025,D,S3_Donchian,daily,MOEX
2.2559,30.25,13.41,-4.03,11.2,3,100.0,2020,A,S4_Supertrend,daily,MOEX
0.4135,3.74,9.04,-11.14,36.86,5,40.0,2021,A,S4_Supertrend,daily,MOEX
0.9784,8.35,8.53,-2.74,29.06,5,80.0,2022,A,S4_Supertrend,daily,MOEX
-0.0329,-0.19,5.66,-4.66,7.87,5,40.0,2023,A,S4_Supertrend,daily,MOEX
-0.0709,-0.71,10.01,-11.7,18.36,7,42.9,2024,A,S4_Supertrend,daily,MOEX
0.0095,0.08,8.74,-9.25,54.09,11,36.4,2025,A,S4_Supertrend,daily,MOEX
0.9917,6.58,6.63,-2.26,5.98,7,57.1,2022,B,S4_Supertrend,daily,MOEX
-0.4223,-2.44,5.78,-4.31,7.09,5,60.0,2023,B,S4_Supertrend,daily,MOEX
0.5156,6.36,12.33,-9.13,19.92,8,50.0,2024,B,S4_Supertrend,daily,MOEX
0.9874,3.23,3.28,-1.7,11.32,15,53.3,2025,B,S4_Supertrend,daily,MOEX
1.5854,11.04,6.97,-1.25,12.39,8,50.0,2022,C,S4_Supertrend,daily,MOEX
0.3002,1.31,4.35,-4.66,5.91,5,60.0,2023,C,S4_Supertrend,daily,MOEX
0.7431,5.92,7.97,-5.18,7.42,8,62.5,2024,C,S4_Supertrend,daily,MOEX
-0.4534,-2.41,5.31,-6.42,12.26,12,25.0,2025,C,S4_Supertrend,daily,MOEX
1.1103,9.71,8.74,-2.49,29.06,5,80.0,2022,D,S4_Supertrend,daily,MOEX
0.0912,0.53,5.86,-4.31,7.87,5,40.0,2023,D,S4_Supertrend,daily,MOEX
-0.011,-0.09,8.39,-9.52,18.36,7,42.9,2024,D,S4_Supertrend,daily,MOEX
1.2873,5.84,4.54,-3.7,54.09,11,36.4,2025,D,S4_Supertrend,daily,MOEX
0.8432,2.51,2.98,-1.56,1.42,7,71.4,2020,A,S1_MeanRev,hourly,MOEX
1.0171,3.59,3.53,-1.86,1.66,4,75.0,2021,A,S1_MeanRev,hourly,MOEX
1.5215,4.7,3.09,-1.33,1.15,5,80.0,2022,A,S1_MeanRev,hourly,MOEX
-0.3967,-0.42,1.06,-1.34,1.27,2,50.0,2023,A,S1_MeanRev,hourly,MOEX
0.0,0.0,0.0,0.0,0.0,0,0.0,2024,A,S1_MeanRev,hourly,MOEX
-0.7552,-1.63,2.16,-3.63,0.56,4,50.0,2025,A,S1_MeanRev,hourly,MOEX
1.2287,2.22,1.81,-0.47,0.34,5,100.0,2022,B,S1_MeanRev,hourly,MOEX
-1.1968,-0.92,0.77,-1.21,0.35,2,50.0,2023,B,S1_MeanRev,hourly,MOEX
0.0,0.0,0.0,0.0,0.0,0,0.0,2024,B,S1_MeanRev,hourly,MOEX
-0.2885,-0.41,1.43,-1.93,0.18,4,50.0,2025,B,S1_MeanRev,hourly,MOEX
1.513,4.55,3.01,-1.31,1.15,5,80.0,2022,D,S1_MeanRev,hourly,MOEX
-0.3967,-0.3,0.75,-0.95,1.27,2,50.0,2023,D,S1_MeanRev,hourly,MOEX
0.0,0.0,0.0,0.0,0.0,0,0.0,2024,D,S1_MeanRev,hourly,MOEX
-0.6604,-1.31,1.98,-3.19,0.56,4,50.0,2025,D,S1_MeanRev,hourly,MOEX
0.8432,2.51,2.98,-1.56,1.42,7,71.4,2020,A,S2_Bollinger,hourly,MOEX
0.8325,2.89,3.47,-1.86,1.83,4,100.0,2021,A,S2_Bollinger,hourly,MOEX
1.2503,4.26,3.4,-1.69,1.68,5,80.0,2022,A,S2_Bollinger,hourly,MOEX
-1.1048,-1.02,0.92,-1.34,0.96,2,50.0,2023,A,S2_Bollinger,hourly,MOEX
0.0,0.0,0.0,0.0,0.0,0,0.0,2024,A,S2_Bollinger,hourly,MOEX
-0.6202,-1.36,2.19,-3.42,0.6,4,50.0,2025,A,S2_Bollinger,hourly,MOEX
1.2287,2.22,1.81,-0.47,0.34,5,100.0,2022,B,S2_Bollinger,hourly,MOEX
-1.1048,-1.02,0.92,-1.34,0.96,2,50.0,2023,B,S2_Bollinger,hourly,MOEX
0.0,0.0,0.0,0.0,0.0,0,0.0,2024,B,S2_Bollinger,hourly,MOEX
-0.5225,-1.13,2.17,-3.14,0.56,4,50.0,2025,B,S2_Bollinger,hourly,MOEX
1.2183,3.8,3.12,-1.66,1.68,5,80.0,2022,D,S2_Bollinger,hourly,MOEX
-1.1048,-1.87,1.69,-2.47,0.96,2,50.0,2023,D,S2_Bollinger,hourly,MOEX
0.0,0.0,0.0,0.0,0.0,0,0.0,2024,D,S2_Bollinger,hourly,MOEX
-0.6202,-1.36,2.19,-3.42,0.6,4,50.0,2025,D,S2_Bollinger,hourly,MOEX
0.6978,7.81,11.19,-13.37,25.24,31,32.3,2020,A,S3_Donchian,hourly,MOEX
-0.3547,-3.27,9.23,-8.23,15.95,27,33.3,2021,A,S3_Donchian,hourly,MOEX
0.905,35.56,39.3,-11.27,15.62,28,35.7,2022,A,S3_Donchian,hourly,MOEX
1.1732,13.47,11.48,-7.61,24.93,40,47.5,2023,A,S3_Donchian,hourly,MOEX
-1.0668,-10.41,9.76,-12.22,25.68,41,31.7,2024,A,S3_Donchian,hourly,MOEX
0.0794,1.01,12.74,-8.7,21.46,38,28.9,2025,A,S3_Donchian,hourly,MOEX
1.2699,16.37,12.89,-11.4,6.73,29,41.4,2022,B,S3_Donchian,hourly,MOEX
0.8553,8.03,9.39,-5.76,13.04,49,42.9,2023,B,S3_Donchian,hourly,MOEX
-0.8986,-7.57,8.42,-9.8,16.6,46,32.6,2024,B,S3_Donchian,hourly,MOEX
-0.2454,-3.0,12.23,-9.18,10.57,43,34.9,2025,B,S3_Donchian,hourly,MOEX
1.1651,44.82,38.47,-9.43,6.73,13,53.8,2022,C,S3_Donchian,hourly,MOEX
2.0879,19.83,9.5,-6.22,14.26,29,58.6,2023,C,S3_Donchian,hourly,MOEX
-1.0772,-1.11,1.03,-1.13,1.13,3,0.0,2024,C,S3_Donchian,hourly,MOEX
0.5663,1.27,2.24,-1.79,2.07,6,33.3,2025,C,S3_Donchian,hourly,MOEX
0.9202,33.28,36.16,-11.35,15.62,28,35.7,2022,D,S3_Donchian,hourly,MOEX
1.1078,12.15,10.97,-7.93,24.93,40,45.0,2023,D,S3_Donchian,hourly,MOEX
-1.0294,-9.79,9.51,-12.12,25.68,41,31.7,2024,D,S3_Donchian,hourly,MOEX
0.0794,3.03,38.22,-26.09,21.46,38,28.9,2025,D,S3_Donchian,hourly,MOEX
0.7253,7.17,9.88,-5.89,8.09,19,42.1,2020,A,S4_Supertrend,hourly,MOEX
-0.5676,-2.81,4.94,-7.15,6.01,17,35.3,2021,A,S4_Supertrend,hourly,MOEX
-0.2872,-2.26,7.89,-6.26,3.65,16,25.0,2022,A,S4_Supertrend,hourly,MOEX
1.799,13.99,7.78,-3.9,10.76,31,54.8,2023,A,S4_Supertrend,hourly,MOEX
-0.2169,-1.57,7.22,-10.86,10.73,25,44.0,2024,A,S4_Supertrend,hourly,MOEX
-2.5849,-11.37,4.4,-15.94,8.44,26,30.8,2025,A,S4_Supertrend,hourly,MOEX
0.2029,1.4,6.88,-4.24,2.45,16,31.2,2022,B,S4_Supertrend,hourly,MOEX
1.3637,14.32,10.5,-7.38,20.12,31,45.2,2023,B,S4_Supertrend,hourly,MOEX
0.4855,3.4,7.01,-7.61,11.52,25,44.0,2024,B,S4_Supertrend,hourly,MOEX
-1.5142,-8.08,5.33,-13.17,7.95,24,20.8,2025,B,S4_Supertrend,hourly,MOEX
-0.4129,-2.99,7.24,-8.1,2.93,11,18.2,2022,C,S4_Supertrend,hourly,MOEX
1.9938,13.31,6.68,-3.9,8.05,24,58.3,2023,C,S4_Supertrend,hourly,MOEX
-0.0925,-0.66,7.19,-10.86,10.52,24,45.8,2024,C,S4_Supertrend,hourly,MOEX
-1.7235,-5.76,3.34,-9.3,2.66,13,23.1,2025,C,S4_Supertrend,hourly,MOEX
0.0191,0.16,8.39,-5.62,3.65,16,31.2,2022,D,S4_Supertrend,hourly,MOEX
1.8833,14.26,7.57,-3.74,10.76,31,54.8,2023,D,S4_Supertrend,hourly,MOEX
-0.2606,-1.79,6.87,-10.66,10.73,25,40.0,2024,D,S4_Supertrend,hourly,MOEX
-2.1911,-8.12,3.7,-11.57,8.44,26,30.8,2025,D,S4_Supertrend,hourly,MOEX
-0.0895,-0.46,5.12,-4.56,12.4,7,42.9,2020,A,S1_MeanRev,daily,MTSS
-1.781,-4.29,2.41,-4.34,5.1,3,0.0,2021,A,S1_MeanRev,daily,MTSS
-1.0729,-13.16,12.27,-19.81,20.94,10,40.0,2022,A,S1_MeanRev,daily,MTSS
0.628,9.3,14.81,-6.27,16.14,11,54.5,2023,A,S1_MeanRev,daily,MTSS
0.5954,4.97,8.34,-5.71,17.19,9,44.4,2024,A,S1_MeanRev,daily,MTSS
-0.5864,-5.5,9.38,-13.08,18.3,12,50.0,2025,A,S1_MeanRev,daily,MTSS
-0.4177,-4.46,10.68,-12.14,11.54,10,50.0,2022,B,S1_MeanRev,daily,MTSS
1.3027,18.63,14.3,-3.36,12.6,12,58.3,2023,B,S1_MeanRev,daily,MTSS
0.374,2.78,7.44,-4.93,12.11,9,44.4,2024,B,S1_MeanRev,daily,MTSS
-0.2279,-1.72,7.54,-8.6,11.67,12,50.0,2025,B,S1_MeanRev,daily,MTSS
0.154,0.54,3.5,-3.89,6.84,7,71.4,2022,C,S1_MeanRev,daily,MTSS
0.4675,6.44,13.78,-9.37,7.48,8,50.0,2023,C,S1_MeanRev,daily,MTSS
0.4457,2.83,6.35,-5.71,14.45,9,44.4,2024,C,S1_MeanRev,daily,MTSS
-0.5117,-4.15,8.12,-10.8,10.73,13,61.5,2025,C,S1_MeanRev,daily,MTSS
-1.0033,-11.07,11.03,-18.0,20.94,10,50.0,2022,D,S1_MeanRev,daily,MTSS
0.628,27.9,44.42,-18.81,16.14,11,54.5,2023,D,S1_MeanRev,daily,MTSS
0.5954,14.91,25.03,-17.14,17.19,9,44.4,2024,D,S1_MeanRev,daily,MTSS
-0.5864,-16.51,28.15,-39.25,18.3,12,50.0,2025,D,S1_MeanRev,daily,MTSS
-0.0523,-0.27,5.12,-4.56,13.2,7,42.9,2020,A,S2_Bollinger,daily,MTSS
-1.862,-4.49,2.41,-4.54,5.88,3,0.0,2021,A,S2_Bollinger,daily,MTSS
-0.9253,-11.06,11.95,-15.14,12.39,3,33.3,2022,A,S2_Bollinger,daily,MTSS
0.2177,2.48,11.38,-6.56,19.29,9,44.4,2023,A,S2_Bollinger,daily,MTSS
0.8858,11.08,12.51,-8.6,28.91,12,33.3,2024,A,S2_Bollinger,daily,MTSS
-0.721,-6.43,8.91,-14.81,18.3,12,41.7,2025,A,S2_Bollinger,daily,MTSS
0.1656,1.64,9.92,-7.16,7.69,3,66.7,2022,B,S2_Bollinger,daily,MTSS
1.231,17.89,14.53,-3.83,13.78,11,54.5,2023,B,S2_Bollinger,daily,MTSS
1.1714,14.17,12.1,-5.65,21.88,10,40.0,2024,B,S2_Bollinger,daily,MTSS
-0.6412,-5.51,8.6,-12.47,17.67,12,41.7,2025,B,S2_Bollinger,daily,MTSS
0.1598,1.48,9.24,-6.64,7.09,8,37.5,2023,C,S2_Bollinger,daily,MTSS
1.0071,11.73,11.64,-10.12,25.39,13,38.5,2024,C,S2_Bollinger,daily,MTSS
1.1193,4.84,4.32,-3.11,7.57,13,61.5,2025,C,S2_Bollinger,daily,MTSS
-0.3636,-3.77,10.38,-13.4,12.39,3,33.3,2022,D,S2_Bollinger,daily,MTSS
0.2177,7.43,34.13,-19.69,19.29,9,44.4,2023,D,S2_Bollinger,daily,MTSS
0.8849,22.13,25.01,-17.2,28.91,12,33.3,2024,D,S2_Bollinger,daily,MTSS
-0.721,-12.85,17.82,-29.62,18.3,12,41.7,2025,D,S2_Bollinger,daily,MTSS
0.1468,1.74,11.88,-10.93,12.4,5,40.0,2020,A,S3_Donchian,daily,MTSS
-0.2124,-2.23,10.49,-8.13,57.65,6,33.3,2021,A,S3_Donchian,daily,MTSS
0.5371,8.25,15.36,-10.34,30.34,5,60.0,2022,A,S3_Donchian,daily,MTSS
1.6126,18.73,11.62,-4.88,30.71,9,55.6,2023,A,S3_Donchian,daily,MTSS
0.7179,10.02,13.95,-14.85,30.86,12,50.0,2024,A,S3_Donchian,daily,MTSS
0.9854,12.07,12.24,-11.1,28.08,7,28.6,2025,A,S3_Donchian,daily,MTSS
0.4639,5.72,12.32,-7.28,14.1,7,42.9,2022,B,S3_Donchian,daily,MTSS
1.7398,18.32,10.53,-5.75,16.14,9,55.6,2023,B,S3_Donchian,daily,MTSS
1.2942,15.51,11.98,-9.07,24.22,12,58.3,2024,B,S3_Donchian,daily,MTSS
-1.65,-9.38,5.69,-12.02,7.89,11,18.2,2025,B,S3_Donchian,daily,MTSS
1.5821,9.66,6.11,-3.81,12.39,7,57.1,2022,C,S3_Donchian,daily,MTSS
1.7231,14.07,8.17,-2.19,9.84,9,55.6,2023,C,S3_Donchian,daily,MTSS
0.5452,5.01,9.18,-5.91,10.16,14,50.0,2024,C,S3_Donchian,daily,MTSS
0.5358,2.31,4.31,-3.52,7.89,12,58.3,2025,C,S3_Donchian,daily,MTSS
1.0994,15.25,13.87,-5.92,30.34,5,40.0,2022,D,S3_Donchian,daily,MTSS
1.6478,17.28,10.49,-3.99,30.71,9,55.6,2023,D,S3_Donchian,daily,MTSS
1.2589,14.42,11.45,-8.85,30.86,12,50.0,2024,D,S3_Donchian,daily,MTSS
0.9814,11.89,12.11,-11.32,28.08,7,28.6,2025,D,S3_Donchian,daily,MTSS
1.4879,12.59,8.46,-5.35,48.4,4,100.0,2020,A,S4_Supertrend,daily,MTSS
1.912,6.04,3.16,-1.1,10.98,4,75.0,2021,A,S4_Supertrend,daily,MTSS
1.9099,20.01,10.48,-5.6,23.5,4,100.0,2022,A,S4_Supertrend,daily,MTSS
-0.3787,-2.36,6.24,-6.53,32.68,3,66.7,2023,A,S4_Supertrend,daily,MTSS
0.8061,8.32,10.32,-7.08,19.14,5,60.0,2024,A,S4_Supertrend,daily,MTSS
