sharpe,ann_ret_pct,ann_vol_pct,max_dd_pct,exposure_pct,n_trades,win_rate_pct,year,approach,strategy,timeframe,ticker
0.7607,6.17,8.12,-4.1,8.19,4,50.0,2022,D,S2_Bollinger,daily,LSRG
0.5984,16.23,27.12,-11.03,12.2,4,50.0,2023,D,S2_Bollinger,daily,LSRG
0.9465,46.6,49.23,-25.11,28.91,9,55.6,2024,D,S2_Bollinger,daily,LSRG
1.2943,27.31,21.1,-5.76,22.9,9,77.8,2025,D,S2_Bollinger,daily,LSRG
2.4209,46.11,19.04,-4.08,12.8,6,83.3,2020,A,S3_Donchian,daily,LSRG
1.2481,13.03,10.44,-7.17,19.61,5,80.0,2021,A,S3_Donchian,daily,LSRG
-0.0127,-0.19,15.01,-12.23,5.17,3,66.7,2022,A,S3_Donchian,daily,LSRG
1.6639,18.05,10.85,-7.99,11.81,1,100.0,2023,A,S3_Donchian,daily,LSRG
1.1068,23.05,20.83,-23.41,40.62,12,50.0,2024,A,S3_Donchian,daily,LSRG
-0.8684,-7.56,8.7,-8.54,10.65,6,33.3,2025,A,S3_Donchian,daily,LSRG
-0.4152,-5.73,13.79,-12.23,1.29,3,66.7,2022,B,S3_Donchian,daily,LSRG
-1.0613,-5.25,4.94,-6.48,1.97,4,50.0,2023,B,S3_Donchian,daily,LSRG
1.9768,35.13,17.77,-6.01,20.31,12,58.3,2024,B,S3_Donchian,daily,LSRG
-0.3775,-2.33,6.16,-7.03,4.19,5,40.0,2025,B,S3_Donchian,daily,LSRG
-0.0127,-0.19,15.01,-12.23,5.17,3,66.7,2022,C,S3_Donchian,daily,LSRG
2.5127,13.51,5.38,-1.01,5.12,6,100.0,2023,C,S3_Donchian,daily,LSRG
0.7669,15.1,19.69,-24.62,25.78,21,42.9,2024,C,S3_Donchian,daily,LSRG
-0.1831,-1.02,5.59,-6.02,4.84,9,66.7,2025,C,S3_Donchian,daily,LSRG
0.8332,11.01,13.22,-6.32,5.17,3,66.7,2022,D,S3_Donchian,daily,LSRG
1.6637,36.1,21.7,-15.98,11.81,1,100.0,2023,D,S3_Donchian,daily,LSRG
1.525,82.45,54.07,-46.09,40.62,12,50.0,2024,D,S3_Donchian,daily,LSRG
-1.0058,-24.49,24.35,-25.38,10.65,6,33.3,2025,D,S3_Donchian,daily,LSRG
1.4175,34.14,24.08,-13.99,10.4,2,50.0,2020,A,S4_Supertrend,daily,LSRG
0.7825,6.44,8.23,-7.64,27.45,5,60.0,2021,A,S4_Supertrend,daily,LSRG
0.9553,8.4,8.8,-2.74,17.24,5,60.0,2022,A,S4_Supertrend,daily,LSRG
0.5083,5.49,10.8,-7.21,25.59,3,33.3,2023,A,S4_Supertrend,daily,LSRG
1.0487,18.86,17.99,-14.58,40.62,6,50.0,2024,A,S4_Supertrend,daily,LSRG
-0.4381,-4.37,9.98,-13.41,18.06,5,20.0,2025,A,S4_Supertrend,daily,LSRG
0.9683,7.55,7.8,-2.14,4.31,5,60.0,2022,B,S4_Supertrend,daily,LSRG
0.3153,2.86,9.08,-3.83,3.94,5,40.0,2023,B,S4_Supertrend,daily,LSRG
0.9044,9.03,9.99,-9.18,13.67,7,28.6,2024,B,S4_Supertrend,daily,LSRG
0.0786,0.28,3.54,-2.99,2.26,4,50.0,2025,B,S4_Supertrend,daily,LSRG
1.1574,9.53,8.23,-2.56,9.48,4,75.0,2022,C,S4_Supertrend,daily,LSRG
1.2348,8.9,7.21,-3.03,9.84,8,62.5,2023,C,S4_Supertrend,daily,LSRG
0.3996,5.11,12.8,-13.39,19.92,18,33.3,2024,C,S4_Supertrend,daily,LSRG
-1.0104,-6.81,6.74,-11.68,6.77,6,16.7,2025,C,S4_Supertrend,daily,LSRG
1.0235,26.46,25.85,-7.56,17.24,5,60.0,2022,D,S4_Supertrend,daily,LSRG
0.5624,17.96,31.94,-21.63,25.59,3,33.3,2023,D,S4_Supertrend,daily,LSRG
1.4498,25.65,17.69,-12.81,40.62,6,66.7,2024,D,S4_Supertrend,daily,LSRG
-0.141,-1.5,10.66,-11.14,18.06,5,40.0,2025,D,S4_Supertrend,daily,LSRG
-0.7656,-1.66,2.16,-2.46,2.22,7,57.1,2020,A,S1_MeanRev,hourly,LSRG
1.862,12.52,6.72,-3.45,6.8,30,63.3,2021,A,S1_MeanRev,hourly,LSRG
0.3864,3.26,8.43,-4.06,6.22,36,50.0,2022,A,S1_MeanRev,hourly,LSRG
0.7806,5.46,6.99,-3.89,7.31,36,55.6,2023,A,S1_MeanRev,hourly,LSRG
-0.1539,-0.99,6.45,-4.82,4.78,31,38.7,2024,A,S1_MeanRev,hourly,LSRG
-0.7443,-3.34,4.49,-6.3,3.69,27,44.4,2025,A,S1_MeanRev,hourly,LSRG
1.1231,10.11,9.0,-4.06,6.56,36,50.0,2022,B,S1_MeanRev,hourly,LSRG
1.0848,8.47,7.81,-3.24,8.97,35,68.6,2023,B,S1_MeanRev,hourly,LSRG
-1.1984,-7.36,6.15,-10.69,5.74,32,50.0,2024,B,S1_MeanRev,hourly,LSRG
-0.8136,-3.86,4.74,-6.47,5.67,27,51.9,2025,B,S1_MeanRev,hourly,LSRG
-0.0139,-0.08,6.04,-5.14,4.05,21,52.4,2022,C,S1_MeanRev,hourly,LSRG
1.2924,7.72,5.98,-2.95,6.56,33,60.6,2023,C,S1_MeanRev,hourly,LSRG
-0.1539,-0.99,6.45,-4.82,4.78,31,38.7,2024,C,S1_MeanRev,hourly,LSRG
0.426,1.57,3.69,-2.84,3.23,23,52.2,2025,C,S1_MeanRev,hourly,LSRG
0.6102,4.99,8.18,-3.92,6.22,36,50.0,2022,D,S1_MeanRev,hourly,LSRG
0.8643,5.82,6.74,-3.2,7.31,36,61.1,2023,D,S1_MeanRev,hourly,LSRG
-0.199,-1.15,5.8,-4.46,4.78,31,38.7,2024,D,S1_MeanRev,hourly,LSRG
-0.3241,-1.46,4.5,-4.95,3.69,27,44.4,2025,D,S1_MeanRev,hourly,LSRG
-1.6443,-2.75,1.67,-3.82,1.87,7,42.9,2020,A,S2_Bollinger,hourly,LSRG
2.0408,12.63,6.19,-2.29,4.79,24,79.2,2021,A,S2_Bollinger,hourly,LSRG
0.1772,1.44,8.11,-3.71,5.69,36,50.0,2022,A,S2_Bollinger,hourly,LSRG
0.6127,4.37,7.12,-3.89,7.66,36,52.8,2023,A,S2_Bollinger,hourly,LSRG
-0.1539,-0.99,6.45,-4.82,4.78,31,38.7,2024,A,S2_Bollinger,hourly,LSRG
-0.6558,-3.0,4.57,-5.87,3.69,27,44.4,2025,A,S2_Bollinger,hourly,LSRG
1.0596,8.95,8.45,-3.33,5.79,36,52.8,2022,B,S2_Bollinger,hourly,LSRG
0.9265,7.48,8.07,-3.24,9.97,35,65.7,2023,B,S2_Bollinger,hourly,LSRG
-1.1807,-7.26,6.15,-10.69,5.78,32,50.0,2024,B,S2_Bollinger,hourly,LSRG
-0.6982,-3.38,4.84,-5.59,5.88,27,51.9,2025,B,S2_Bollinger,hourly,LSRG
-0.1101,-0.6,5.45,-3.33,3.57,20,50.0,2022,C,S2_Bollinger,hourly,LSRG
0.8546,4.88,5.71,-2.95,5.82,27,59.3,2023,C,S2_Bollinger,hourly,LSRG
-0.135,-0.65,4.82,-3.7,3.82,23,39.1,2024,C,S2_Bollinger,hourly,LSRG
0.5065,1.92,3.78,-2.64,3.23,23,52.2,2025,C,S2_Bollinger,hourly,LSRG
0.4553,3.6,7.91,-3.92,5.69,36,50.0,2022,D,S2_Bollinger,hourly,LSRG
0.6909,4.41,6.38,-2.95,7.66,36,55.6,2023,D,S2_Bollinger,hourly,LSRG
-0.2308,-1.29,5.58,-4.49,4.78,31,38.7,2024,D,S2_Bollinger,hourly,LSRG
-0.2338,-1.08,4.62,-4.72,3.69,27,44.4,2025,D,S2_Bollinger,hourly,LSRG
-0.6601,-11.48,17.39,-19.55,18.49,33,36.4,2020,A,S3_Donchian,hourly,LSRG
1.5821,16.27,10.28,-4.72,24.05,27,37.0,2021,A,S3_Donchian,hourly,LSRG
0.9277,51.29,55.29,-35.92,14.04,23,47.8,2022,A,S3_Donchian,hourly,LSRG
-0.6175,-7.44,12.05,-14.64,19.64,27,25.9,2023,A,S3_Donchian,hourly,LSRG
-0.322,-4.88,15.15,-12.08,8.74,25,32.0,2024,A,S3_Donchian,hourly,LSRG
0.8307,7.0,8.42,-8.23,12.41,30,50.0,2025,A,S3_Donchian,hourly,LSRG
1.9028,50.99,26.8,-5.43,6.99,25,60.0,2022,B,S3_Donchian,hourly,LSRG
-0.224,-2.87,12.8,-12.24,12.51,30,40.0,2023,B,S3_Donchian,hourly,LSRG
0.3402,3.76,11.04,-12.44,5.65,29,41.4,2024,B,S3_Donchian,hourly,LSRG
0.6456,5.68,8.79,-5.47,14.06,30,43.3,2025,B,S3_Donchian,hourly,LSRG
0.9997,54.97,54.99,-33.15,7.19,13,61.5,2022,C,S3_Donchian,hourly,LSRG
1.557,13.88,8.91,-3.69,6.87,10,60.0,2023,C,S3_Donchian,hourly,LSRG
0.0089,0.13,14.79,-9.86,7.17,20,40.0,2024,C,S3_Donchian,hourly,LSRG
0.1013,0.63,6.19,-7.73,4.12,15,53.3,2025,C,S3_Donchian,hourly,LSRG
1.2783,47.77,37.37,-21.99,14.04,23,47.8,2022,D,S3_Donchian,hourly,LSRG
-0.5836,-6.66,11.42,-13.75,19.64,27,25.9,2023,D,S3_Donchian,hourly,LSRG
-0.2827,-4.1,14.51,-11.49,8.74,25,32.0,2024,D,S3_Donchian,hourly,LSRG
0.8039,6.51,8.1,-7.98,12.41,30,50.0,2025,D,S3_Donchian,hourly,LSRG
-0.6562,-5.46,8.33,-7.73,1.16,11,27.3,2020,A,S4_Supertrend,hourly,LSRG
0.5118,1.71,3.34,-3.92,2.61,11,63.6,2021,A,S4_Supertrend,hourly,LSRG
1.4701,13.84,9.42,-2.65,3.96,15,46.7,2022,A,S4_Supertrend,hourly,LSRG
-0.8677,-5.74,6.62,-7.0,3.63,18,38.9,2023,A,S4_Supertrend,hourly,LSRG
0.2073,1.43,6.91,-4.98,3.22,15,33.3,2024,A,S4_Supertrend,hourly,LSRG
-0.72,-2.98,4.13,-6.51,4.23,22,31.8,2025,A,S4_Supertrend,hourly,LSRG
0.8492,6.67,7.85,-4.35,2.65,15,40.0,2022,B,S4_Supertrend,hourly,LSRG
0.7394,7.93,10.72,-6.41,7.7,18,55.6,2023,B,S4_Supertrend,hourly,LSRG
0.7019,4.21,6.0,-6.16,3.43,15,40.0,2024,B,S4_Supertrend,hourly,LSRG
0.8639,6.88,7.96,-6.72,8.89,22,45.5,2025,B,S4_Supertrend,hourly,LSRG
1.4969,14.09,9.42,-2.65,3.91,14,50.0,2022,C,S4_Supertrend,hourly,LSRG
-0.4833,-2.94,6.08,-7.0,3.54,16,43.8,2023,C,S4_Supertrend,hourly,LSRG
0.2727,1.88,6.88,-4.98,3.09,15,33.3,2024,C,S4_Supertrend,hourly,LSRG
-0.7421,-2.8,3.77,-6.27,2.12,14,35.7,2025,C,S4_Supertrend,hourly,LSRG
1.549,36.88,23.81,-5.94,3.96,15,46.7,2022,D,S4_Supertrend,hourly,LSRG
-0.8467,-5.21,6.15,-6.81,3.63,18,38.9,2023,D,S4_Supertrend,hourly,LSRG
0.21,1.44,6.84,-4.88,3.22,15,33.3,2024,D,S4_Supertrend,hourly,LSRG
-0.72,-3.64,5.06,-7.98,4.23,22,31.8,2025,D,S4_Supertrend,hourly,LSRG
2.1755,22.73,10.45,-4.11,11.6,9,77.8,2020,A,S1_MeanRev,daily,MGNT
1.3167,9.5,7.21,-2.66,12.55,9,66.7,2021,A,S1_MeanRev,daily,MGNT
-1.0171,-10.83,10.65,-11.8,19.23,10,40.0,2022,A,S1_MeanRev,daily,MGNT
0.6882,4.68,6.8,-8.06,11.81,7,57.1,2023,A,S1_MeanRev,daily,MGNT
0.5417,8.11,14.96,-12.14,39.84,17,52.9,2024,A,S1_MeanRev,daily,MGNT
0.499,6.36,12.74,-7.72,22.33,12,66.7,2025,A,S1_MeanRev,daily,MGNT
-0.8044,-6.04,7.51,-8.09,7.26,10,30.0,2022,B,S1_MeanRev,daily,MGNT
0.8506,6.59,7.75,-6.55,15.35,7,71.4,2023,B,S1_MeanRev,daily,MGNT
-0.2081,-2.26,10.85,-14.06,26.17,17,52.9,2024,B,S1_MeanRev,daily,MGNT
-0.5001,-3.2,6.41,-11.76,7.86,12,33.3,2025,B,S1_MeanRev,daily,MGNT
-0.2864,-2.35,8.21,-6.4,14.96,10,40.0,2022,C,S1_MeanRev,daily,MGNT
1.8806,5.34,2.84,-1.09,4.33,5,80.0,2023,C,S1_MeanRev,daily,MGNT
1.5507,5.17,3.34,-1.87,8.98,15,66.7,2024,C,S1_MeanRev,daily,MGNT
0.7396,9.2,12.44,-8.04,21.07,14,64.3,2025,C,S1_MeanRev,daily,MGNT
-0.9889,-23.68,23.94,-21.99,19.23,10,40.0,2022,D,S1_MeanRev,daily,MGNT
1.0425,7.25,6.95,-7.33,11.81,7,57.1,2023,D,S1_MeanRev,daily,MGNT
0.6023,25.85,42.91,-36.25,39.84,17,52.9,2024,D,S1_MeanRev,daily,MGNT
0.499,19.08,38.23,-23.17,22.33,12,66.7,2025,D,S1_MeanRev,daily,MGNT
0.6141,5.81,9.46,-6.89,18.0,8,50.0,2020,A,S2_Bollinger,daily,MGNT
0.9389,8.1,8.63,-3.99,19.22,9,55.6,2021,A,S2_Bollinger,daily,MGNT
-0.43,-6.19,14.39,-11.86,29.49,11,45.5,2022,A,S2_Bollinger,daily,MGNT
1.956,16.5,8.44,-3.81,16.54,10,70.0,2023,A,S2_Bollinger,daily,MGNT
1.7184,18.37,10.69,-6.32,16.02,5,60.0,2024,A,S2_Bollinger,daily,MGNT
0.0789,0.81,10.27,-7.34,26.42,12,58.3,2025,A,S2_Bollinger,daily,MGNT
-0.349,-3.34,9.58,-10.05,8.55,11,36.4,2022,B,S2_Bollinger,daily,MGNT
1.9914,17.87,8.98,-4.3,14.96,9,66.7,2023,B,S2_Bollinger,daily,MGNT
1.3988,14.56,10.41,-6.4,12.89,5,40.0,2024,B,S2_Bollinger,daily,MGNT
-0.6863,-4.15,6.05,-12.17,8.18,12,33.3,2025,B,S2_Bollinger,daily,MGNT
0.9122,6.79,7.44,-6.44,6.84,11,63.6,2022,C,S2_Bollinger,daily,MGNT
0.1198,0.54,4.49,-3.86,3.54,6,66.7,2023,C,S2_Bollinger,daily,MGNT
-0.0281,-0.18,6.52,-7.31,8.49,15,40.0,2025,C,S2_Bollinger,daily,MGNT
-0.2659,-3.38,12.71,-11.79,29.49,11,45.5,2022,D,S2_Bollinger,daily,MGNT
1.9096,15.92,8.34,-3.78,16.54,10,70.0,2023,D,S2_Bollinger,daily,MGNT
1.6952,52.69,31.08,-18.96,16.02,5,60.0,2024,D,S2_Bollinger,daily,MGNT
0.079,2.39,30.21,-21.12,26.42,12,58.3,2025,D,S2_Bollinger,daily,MGNT
0.8137,20.83,25.6,-20.79,38.4,7,57.1,2020,A,S3_Donchian,daily,MGNT
0.657,10.39,15.81,-8.93,36.47,8,50.0,2021,A,S3_Donchian,daily,MGNT
1.0079,42.32,41.99,-18.81,40.6,6,83.3,2022,A,S3_Donchian,daily,MGNT
-0.5426,-7.32,13.5,-14.71,42.91,12,25.0,2023,A,S3_Donchian,daily,MGNT
-0.0095,-0.21,21.98,-22.64,57.03,10,40.0,2024,A,S3_Donchian,daily,MGNT
-0.0352,-0.5,14.22,-12.29,24.53,10,50.0,2025,A,S3_Donchian,daily,MGNT
1.7556,25.26,14.39,-7.75,23.08,7,71.4,2022,B,S3_Donchian,daily,MGNT
0.1969,1.76,8.96,-6.71,16.54,12,66.7,2023,B,S3_Donchian,daily,MGNT
0.2281,3.79,16.63,-10.8,34.77,13,46.2,2024,B,S3_Donchian,daily,MGNT
0.9571,7.54,7.88,-5.88,9.12,12,58.3,2025,B,S3_Donchian,daily,MGNT
1.0358,43.28,41.79,-18.81,37.18,10,80.0,2022,C,S3_Donchian,daily,MGNT
0.3238,2.05,6.32,-6.61,13.78,19,63.2,2023,C,S3_Donchian,daily,MGNT
0.5571,10.56,18.95,-15.16,18.75,12,58.3,2024,C,S3_Donchian,daily,MGNT
0.9487,5.47,5.77,-2.4,4.72,9,55.6,2025,C,S3_Donchian,daily,MGNT
1.1432,84.85,74.22,-33.67,40.6,6,66.7,2022,D,S3_Donchian,daily,MGNT
-0.5812,-20.34,34.99,-39.13,42.91,12,25.0,2023,D,S3_Donchian,daily,MGNT
0.1793,9.83,54.82,-45.98,57.03,10,40.0,2024,D,S3_Donchian,daily,MGNT
0.0976,1.53,15.7,-12.57,24.53,10,60.0,2025,D,S3_Donchian,daily,MGNT
0.9624,24.15,25.09,-19.61,33.6,4,50.0,2020,A,S4_Supertrend,daily,MGNT
1.1014,15.1,13.71,-6.44,59.22,6,66.7,2021,A,S4_Supertrend,daily,MGNT
0.7855,15.88,20.21,-13.63,24.36,4,100.0,2022,A,S4_Supertrend,daily,MGNT
0.5296,7.26,13.72,-10.81,50.39,6,16.7,2023,A,S4_Supertrend,daily,MGNT
1.0245,22.08,21.55,-19.5,37.89,5,60.0,2024,A,S4_Supertrend,daily,MGNT
-0.4012,-4.21,10.49,-11.78,17.61,4,25.0,2025,A,S4_Supertrend,daily,MGNT
1.2832,15.43,12.03,-4.18,9.4,4,75.0,2022,B,S4_Supertrend,daily,MGNT
1.217,8.23,6.77,-0.44,2.76,5,60.0,2023,B,S4_Supertrend,daily,MGNT
2.1041,26.68,12.68,-2.63,13.67,7,71.4,2024,B,S4_Supertrend,daily,MGNT
-1.3617,-7.3,5.36,-9.31,5.66,4,25.0,2025,B,S4_Supertrend,daily,MGNT
0.878,16.0,18.23,-10.74,12.82,7,57.1,2022,C,S4_Supertrend,daily,MGNT
1.3169,14.76,11.21,-3.75,9.84,12,58.3,2023,C,S4_Supertrend,daily,MGNT
1.2769,24.45,19.15,-12.0,24.61,12,58.3,2024,C,S4_Supertrend,daily,MGNT
-0.4364,-3.65,8.37,-8.92,7.86,8,62.5,2025,C,S4_Supertrend,daily,MGNT
1.0298,43.72,42.46,-24.47,24.36,4,100.0,2022,D,S4_Supertrend,daily,MGNT
0.5296,21.79,41.16,-32.43,50.39,6,16.7,2023,D,S4_Supertrend,daily,MGNT
1.2271,59.29,48.31,-41.61,37.89,5,60.0,2024,D,S4_Supertrend,daily,MGNT
-0.3782,-10.27,27.15,-33.5,17.61,4,25.0,2025,D,S4_Supertrend,daily,MGNT
0.7995,2.13,2.66,-1.65,1.2,4,75.0,2020,A,S1_MeanRev,hourly,MGNT
-0.7027,-0.97,1.38,-1.54,0.52,3,33.3,2021,A,S1_MeanRev,hourly,MGNT
0.6847,1.2,1.75,-1.61,0.72,3,66.7,2022,A,S1_MeanRev,hourly,MGNT
-1.503,-2.11,1.41,-2.13,0.13,1,0.0,2023,A,S1_MeanRev,hourly,MGNT
-0.7592,-1.95,2.57,-3.12,1.87,6,50.0,2024,A,S1_MeanRev,hourly,MGNT
1.2955,1.92,1.48,-0.05,0.14,2,100.0,2025,A,S1_MeanRev,hourly,MGNT
1.7265,4.66,2.7,-1.61,1.2,3,66.7,2022,B,S1_MeanRev,hourly,MGNT
-1.3546,-0.14,0.1,-0.14,0.04,1,0.0,2023,B,S1_MeanRev,hourly,MGNT
-0.5431,-1.41,2.6,-3.07,2.0,6,50.0,2024,B,S1_MeanRev,hourly,MGNT
1.2955,1.92,1.48,-0.05,0.14,2,100.0,2025,B,S1_MeanRev,hourly,MGNT
0.7847,1.57,2.01,-1.79,0.72,3,66.7,2022,D,S1_MeanRev,hourly,MGNT
-1.5029,-1.53,1.02,-1.55,0.13,1,0.0,2023,D,S1_MeanRev,hourly,MGNT
-0.6459,-1.78,2.75,-3.3,1.87,6,50.0,2024,D,S1_MeanRev,hourly,MGNT
1.3201,2.09,1.58,-0.06,0.14,2,100.0,2025,D,S1_MeanRev,hourly,MGNT
0.7995,2.13,2.66,-1.65,1.2,4,75.0,2020,A,S2_Bollinger,hourly,MGNT
-0.5986,-0.82,1.38,-1.39,0.48,3,33.3,2021,A,S2_Bollinger,hourly,MGNT
0.4311,0.73,1.69,-1.61,0.62,3,66.7,2022,A,S2_Bollinger,hourly,MGNT
-1.503,-2.11,1.41,-2.13,0.13,1,0.0,2023,A,S2_Bollinger,hourly,MGNT
-0.7879,-2.06,2.62,-3.24,1.96,6,50.0,2024,A,S2_Bollinger,hourly,MGNT
1.2955,1.92,1.48,-0.05,0.14,2,100.0,2025,A,S2_Bollinger,hourly,MGNT
1.5099,1.25,0.83,-0.05,0.14,3,100.0,2022,B,S2_Bollinger,hourly,MGNT
-1.3546,-0.14,0.1,-0.14,0.04,1,0.0,2023,B,S2_Bollinger,hourly,MGNT
-0.9981,-1.14,1.14,-1.8,0.65,6,33.3,2024,B,S2_Bollinger,hourly,MGNT
1.2955,1.92,1.48,-0.05,0.14,2,100.0,2025,B,S2_Bollinger,hourly,MGNT
0.488,0.94,1.92,-1.79,0.62,3,66.7,2022,D,S2_Bollinger,hourly,MGNT
-1.5029,-1.53,1.02,-1.55,0.13,1,0.0,2023,D,S2_Bollinger,hourly,MGNT
-0.6765,-1.9,2.81,-3.42,1.96,6,50.0,2024,D,S2_Bollinger,hourly,MGNT
1.3201,2.09,1.58,-0.06,0.14,2,100.0,2025,D,S2_Bollinger,hourly,MGNT
0.6814,8.9,13.07,-14.95,19.96,37,51.4,2020,A,S3_Donchian,hourly,MGNT
-0.9008,-7.45,8.26,-9.51,16.3,44,47.7,2021,A,S3_Donchian,hourly,MGNT
-0.6767,-20.26,29.94,-39.7,13.79,31,45.2,2022,A,S3_Donchian,hourly,MGNT
0.3549,4.24,11.95,-9.73,21.96,42,45.2,2023,A,S3_Donchian,hourly,MGNT
-0.1644,-2.27,13.84,-17.2,22.08,53,47.2,2024,A,S3_Donchian,hourly,MGNT
1.5719,19.37,12.32,-7.26,19.85,44,59.1,2025,A,S3_Donchian,hourly,MGNT
-0.3536,-9.61,27.19,-27.85,4.66,38,55.3,2022,B,S3_Donchian,hourly,MGNT
1.6109,13.95,8.66,-5.3,12.07,49,36.7,2023,B,S3_Donchian,hourly,MGNT
0.9128,10.95,12.0,-8.09,19.04,50,44.0,2024,B,S3_Donchian,hourly,MGNT
0.6318,6.8,10.76,-9.94,12.64,51,47.1,2025,B,S3_Donchian,hourly,MGNT
-0.4169,-12.35,29.63,-39.7,8.84,22,50.0,2022,C,S3_Donchian,hourly,MGNT
0.7346,6.83,9.3,-9.11,14.17,30,53.3,2023,C,S3_Donchian,hourly,MGNT
-2.2032,-3.21,1.46,-3.92,0.87,4,0.0,2024,C,S3_Donchian,hourly,MGNT
0.5912,2.03,3.43,-2.52,4.06,10,50.0,2025,C,S3_Donchian,hourly,MGNT
-0.3401,-7.34,21.57,-28.82,13.79,31,45.2,2022,D,S3_Donchian,hourly,MGNT
0.3285,3.81,11.6,-8.74,21.96,42,45.2,2023,D,S3_Donchian,hourly,MGNT
-0.0593,-0.8,13.45,-16.85,22.08,53,47.2,2024,D,S3_Donchian,hourly,MGNT
1.8207,21.48,11.8,-6.5,19.85,44,59.1,2025,D,S3_Donchian,hourly,MGNT
1.6835,16.53,9.82,-5.55,14.36,18,55.6,2020,A,S4_Supertrend,hourly,MGNT
-0.1823,-1.11,6.06,-6.72,7.89,14,14.3,2021,A,S4_Supertrend,hourly,MGNT
1.0043,13.27,13.21,-8.55,14.13,19,52.6,2022,A,S4_Supertrend,hourly,MGNT
0.3876,3.03,7.82,-8.36,12.47,23,21.7,2023,A,S4_Supertrend,hourly,MGNT
0.8247,9.0,10.92,-10.45,20.6,34,61.8,2024,A,S4_Supertrend,hourly,MGNT
1.0544,11.66,11.06,-8.8,22.58,36,47.2,2025,A,S4_Supertrend,hourly,MGNT
-0.1173,-0.53,4.52,-3.07,1.83,19,42.1,2022,B,S4_Supertrend,hourly,MGNT
0.4852,2.11,4.34,-6.37,6.56,22,59.1,2023,B,S4_Supertrend,hourly,MGNT
0.6279,2.5,3.98,-4.42,4.82,42,59.5,2024,B,S4_Supertrend,hourly,MGNT
0.1612,1.24,7.68,-9.26,9.91,38,31.6,2025,B,S4_Supertrend,hourly,MGNT
1.5444,19.28,12.48,-8.48,8.46,12,66.7,2022,C,S4_Supertrend,hourly,MGNT
1.2475,9.14,7.32,-8.36,7.22,14,42.9,2023,C,S4_Supertrend,hourly,MGNT
