ticker,model,MSE,RMSE,MAE,MAPE,R2,QLIKE,Correlation
AFLT,har,1.3851212799160318e-07,0.0003721721751979898,0.00035552457838871547,420.91099180571587,-2.941705376627685,-7.235418268889935,0.008578591446684507
ALRS,har,4.888813290923607e-08,0.00022110660982710596,0.00010923490061086662,99.36955980787559,-0.017279550161977353,-7.5944155437801335,0.04694303296757703
HYDR,har,1.485698997546274e-07,0.0003854476614984548,0.0001705317485434555,128.3643119868695,-0.0478346708395434,-7.3455587602724615,-0.14963768460552074
IRAO,har,4.4734881358756137e-07,0.0006688413964368244,0.00025161479710481395,109.1021729976581,-0.017511401919157343,-6.8654877989311,-0.0018018767945333135
LKOH,har,2.7958678920594274e-08,0.00016720848937955954,0.00010205567746777922,128.72671968968112,-0.0755151686902873,-7.7569877574510135,-0.08944653405674609
LSRG,har,3.2485450371106005e-07,0.0005699600895773844,0.00017286009476631155,118.80227296761667,-0.02659999506664712,-7.2337302439200615,-0.04473574955468355
MGNT,har,6.322923339311273e-08,0.00025145423717470487,0.00022394774568464001,219.16065615465797,-1.050121011995361,-7.379385593889825,-0.17833544995752118
MOEX,har,1.440868875269587e-07,0.0003795877863247956,9.720867222732104e-05,91.88021217319393,-0.02574472079964263,-7.749729111449766,-0.06099107459528813
MTLR,har,3.094766728019637e-06,0.001759194909047783,0.0005590175107516923,177.47100564731568,-0.037248002231660804,-6.057054433601797,-0.19724224470994167
MTSS,har,8.367961000528836e-08,0.0002892742816174441,0.0001227030040093175,106.39362819998404,-0.01992123241211452,-7.679015219678812,0.007038227080776864
NVTK,har,3.9842534956965216e-08,0.0001996059492023352,0.00018003848896385098,144.3715500809781,-1.8973337729865225,-7.369832983158071,-0.05618442973497647
OGKB,har,1.3949099784834858e-07,0.0003734849365748886,0.00023254671577539098,69.04480628325925,-0.04869193347863576,-6.637705621165931,0.010705636061440977
PHOR,har,1.2799164526317769e-08,0.00011313339262268134,8.446311400626064e-05,107.99163730395078,-0.31422216050379514,-7.930655650426274,-0.08423665491313806
RTKM,har,5.167568771982164e-08,0.00022732287108828632,0.00011714332939737148,127.14403763003553,-0.07626434387226033,-7.617808251725358,-0.09296730857595245
SBER,har,9.096110710249367e-08,0.0003015975913406698,0.00023605423154012017,247.0149832507258,-0.8005667684915456,-7.4782706029803725,0.0861465471272036
TATN,har,4.88607123510904e-08,0.00022104459358032353,0.00012761704894060662,83.14014688474774,-0.060191601789677085,-7.42420976155897,0.014789507725974224
VTBR,har,8.613908434373802e-08,0.00029349460700963146,0.0001444303117226486,116.33649512615543,-0.039898494493837866,-7.419803037808976,-0.07547348916952107
