model,MSE,RMSE,MAE,MAPE,R2,QLIKE,Correlation,rank_QLIKE,rank_RMSE
har,2.936272885099091e-07,0.0005418738677126893,0.00019335246881771549,146.77795223473066,-0.017324797346263576,-7.339709920040521,0.08315694833696931,1.0,1.0
