model,MSE,RMSE,MAE,MAPE,R2,QLIKE,Correlation,rank_QLIKE,rank_RMSE
har,2.526868671202533e-07,0.0005026796864010454,0.00015977157991087947,121.59836891730183,-0.006947952617497144,-7.4136922760860315,0.10688165095091093,1.0,1.0
