model,MSE,RMSE,MAE,MAPE,R2,QLIKE,Correlation,rank_QLIKE,rank_RMSE
har,9.676547672361098e-08,0.0003110714977679745,0.00012812403439198036,94.60695127817071,0.06084322522529606,-7.526845428568904,0.2627389139310177,1.0,1.0
