sharpe,ann_ret_pct,ann_vol_pct,max_dd_pct,exposure_pct,n_trades,trades_per_yr,win_rate_pct,year,approach,strategy,timeframe,ticker
2.303,48.6,21.1,-12.22,84.65,3,3.0,66.7,2023,D,S3_Donchian,daily,LKOH
-0.1321,-2.43,18.4,-19.45,75.78,3,3.0,33.3,2024,D,S3_Donchian,daily,LKOH
-0.6968,-13.0,18.65,-30.42,50.0,6,4.8,33.3,2025,D,S3_Donchian,daily,LKOH
0.7807,29.18,37.38,-31.1,28.8,2,2.0,100.0,2020,A,S4_Supertrend,daily,LKOH
0.1207,1.21,10.0,-7.25,11.76,3,3.0,33.3,2021,A,S4_Supertrend,daily,LKOH
0.1018,1.01,9.89,-7.1,9.4,2,2.2,50.0,2022,A,S4_Supertrend,daily,LKOH
1.6609,34.63,20.85,-19.35,74.41,2,2.0,100.0,2023,A,S4_Supertrend,daily,LKOH
1.0289,13.9,13.51,-8.33,29.69,1,1.0,100.0,2024,A,S4_Supertrend,daily,LKOH
0.4974,9.2,18.5,-18.79,67.61,3,2.4,66.7,2025,A,S4_Supertrend,daily,LKOH
1.4106,5.29,3.75,-0.9,1.71,1,1.1,100.0,2022,B,S4_Supertrend,daily,LKOH
2.1285,23.4,10.99,-6.22,24.02,3,3.0,66.7,2023,B,S4_Supertrend,daily,LKOH
0.0408,0.25,6.21,-5.52,7.81,2,2.0,50.0,2024,B,S4_Supertrend,daily,LKOH
-0.8423,-5.18,6.14,-12.14,13.84,4,3.2,25.0,2025,B,S4_Supertrend,daily,LKOH
-1.1627,-2.03,1.75,-1.99,2.14,2,2.2,0.0,2022,C,S4_Supertrend,daily,LKOH
1.2787,24.68,19.3,-20.62,55.91,14,13.9,50.0,2023,C,S4_Supertrend,daily,LKOH
0.7463,3.57,4.79,-2.64,6.25,9,8.9,44.4,2024,C,S4_Supertrend,daily,LKOH
-2.0609,-11.73,5.69,-16.8,8.81,18,14.3,22.2,2025,C,S4_Supertrend,daily,LKOH
0.4401,2.14,4.86,-3.82,6.41,1,1.1,100.0,2022,D,S4_Supertrend,daily,LKOH
1.6609,34.63,20.85,-19.35,74.41,2,2.0,100.0,2023,D,S4_Supertrend,daily,LKOH
1.6346,12.1,7.4,-3.15,11.72,3,3.0,100.0,2024,D,S4_Supertrend,daily,LKOH
0.4174,7.74,18.54,-18.79,67.3,4,3.2,75.0,2025,D,S4_Supertrend,daily,LKOH
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2020,A,S5_PivotPoints,daily,LKOH
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2021,A,S5_PivotPoints,daily,LKOH
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2022,A,S5_PivotPoints,daily,LKOH
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023,A,S5_PivotPoints,daily,LKOH
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2024,A,S5_PivotPoints,daily,LKOH
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2025,A,S5_PivotPoints,daily,LKOH
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2022,B,S5_PivotPoints,daily,LKOH
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023,B,S5_PivotPoints,daily,LKOH
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2024,B,S5_PivotPoints,daily,LKOH
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2025,B,S5_PivotPoints,daily,LKOH
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2022,D,S5_PivotPoints,daily,LKOH
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023,D,S5_PivotPoints,daily,LKOH
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2024,D,S5_PivotPoints,daily,LKOH
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2025,D,S5_PivotPoints,daily,LKOH
1.0918,7.9,7.23,-0.44,2.0,2,2.0,100.0,2020,A,S6_VWAP,daily,LKOH
0.0947,0.43,4.53,-3.52,2.35,4,4.0,75.0,2021,A,S6_VWAP,daily,LKOH
-0.1237,-0.15,1.22,-0.64,1.71,2,2.2,50.0,2022,A,S6_VWAP,daily,LKOH
-1.2393,-4.11,3.32,-4.15,2.36,3,3.0,33.3,2023,A,S6_VWAP,daily,LKOH
-0.6487,-1.37,2.11,-2.54,1.56,1,1.0,0.0,2024,A,S6_VWAP,daily,LKOH
0.4685,2.75,5.87,-3.16,3.14,2,1.6,50.0,2025,A,S6_VWAP,daily,LKOH
-0.1237,-0.15,1.22,-0.64,1.71,2,2.2,50.0,2022,B,S6_VWAP,daily,LKOH
-0.5407,-2.22,4.11,-3.48,4.33,3,3.0,66.7,2023,B,S6_VWAP,daily,LKOH
1.9767,4.4,2.23,-0.4,3.52,1,1.0,100.0,2024,B,S6_VWAP,daily,LKOH
0.696,4.06,5.83,-3.56,5.03,2,1.6,50.0,2025,B,S6_VWAP,daily,LKOH
-0.1237,-0.15,1.22,-0.64,1.71,2,2.2,50.0,2022,D,S6_VWAP,daily,LKOH
-0.7664,-2.25,2.94,-3.48,1.57,2,2.0,50.0,2023,D,S6_VWAP,daily,LKOH
-0.6487,-1.37,2.11,-2.54,1.56,1,1.0,0.0,2024,D,S6_VWAP,daily,LKOH
0.4685,2.75,5.87,-3.16,3.14,2,1.6,50.0,2025,D,S6_VWAP,daily,LKOH
-1.0332,-15.88,15.37,-17.46,1.07,3,3.0,33.3,2020,A,S1_MeanRev,hourly,LKOH
-0.1629,-0.49,3.01,-2.65,1.66,7,6.9,57.1,2021,A,S1_MeanRev,hourly,LKOH
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2022,A,S1_MeanRev,hourly,LKOH
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023,A,S1_MeanRev,hourly,LKOH
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2024,A,S1_MeanRev,hourly,LKOH
-1.224,-1.67,1.37,-2.37,0.42,2,1.6,0.0,2025,A,S1_MeanRev,hourly,LKOH
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2022,B,S1_MeanRev,hourly,LKOH
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023,B,S1_MeanRev,hourly,LKOH
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2024,B,S1_MeanRev,hourly,LKOH
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2025,B,S1_MeanRev,hourly,LKOH
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2022,D,S1_MeanRev,hourly,LKOH
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023,D,S1_MeanRev,hourly,LKOH
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2024,D,S1_MeanRev,hourly,LKOH
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2025,D,S1_MeanRev,hourly,LKOH
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2020,A,S2_Bollinger,hourly,LKOH
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2021,A,S2_Bollinger,hourly,LKOH
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2022,A,S2_Bollinger,hourly,LKOH
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023,A,S2_Bollinger,hourly,LKOH
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2024,A,S2_Bollinger,hourly,LKOH
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2025,A,S2_Bollinger,hourly,LKOH
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2022,B,S2_Bollinger,hourly,LKOH
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023,B,S2_Bollinger,hourly,LKOH
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2024,B,S2_Bollinger,hourly,LKOH
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2025,B,S2_Bollinger,hourly,LKOH
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2022,D,S2_Bollinger,hourly,LKOH
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023,D,S2_Bollinger,hourly,LKOH
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2024,D,S2_Bollinger,hourly,LKOH
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2025,D,S2_Bollinger,hourly,LKOH
0.5566,11.61,20.86,-13.74,30.93,21,21.2,47.6,2020,A,S3_Donchian,hourly,LKOH
-1.3682,-16.49,12.05,-19.87,24.58,22,21.7,27.3,2021,A,S3_Donchian,hourly,LKOH
0.3375,17.13,50.74,-36.54,13.94,24,26.2,41.7,2022,A,S3_Donchian,hourly,LKOH
1.6616,24.27,14.61,-11.63,34.51,22,21.8,40.9,2023,A,S3_Donchian,hourly,LKOH
-0.1573,-2.0,12.72,-18.65,33.81,24,23.7,37.5,2024,A,S3_Donchian,hourly,LKOH
-0.9092,-12.15,13.37,-29.06,28.0,37,29.4,32.4,2025,A,S3_Donchian,hourly,LKOH
-0.7353,-12.48,16.98,-19.39,7.45,26,28.3,38.5,2022,B,S3_Donchian,hourly,LKOH
0.7123,9.22,12.94,-11.24,26.25,26,25.8,50.0,2023,B,S3_Donchian,hourly,LKOH
-0.255,-2.69,10.55,-15.25,22.95,27,26.6,40.7,2024,B,S3_Donchian,hourly,LKOH
-1.9788,-18.72,9.46,-25.69,18.76,41,32.5,34.1,2025,B,S3_Donchian,hourly,LKOH
0.8803,42.63,48.43,-15.97,10.19,16,17.4,56.2,2022,C,S3_Donchian,hourly,LKOH
2.199,27.07,12.31,-5.79,28.3,18,17.9,55.6,2023,C,S3_Donchian,hourly,LKOH
-0.6804,-1.75,2.57,-2.41,3.09,3,3.0,33.3,2024,C,S3_Donchian,hourly,LKOH
-0.6152,-2.67,4.34,-9.24,6.51,12,9.5,33.3,2025,C,S3_Donchian,hourly,LKOH
0.3953,20.01,50.63,-34.27,13.65,23,25.1,43.5,2022,D,S3_Donchian,hourly,LKOH
1.6029,23.39,14.59,-12.51,33.73,23,22.8,39.1,2023,D,S3_Donchian,hourly,LKOH
-0.1573,-2.0,12.72,-18.65,33.81,24,23.7,37.5,2024,D,S3_Donchian,hourly,LKOH
-0.9092,-12.15,13.37,-29.06,28.0,37,29.4,32.4,2025,D,S3_Donchian,hourly,LKOH
0.4823,6.93,14.36,-19.33,16.53,17,17.1,52.9,2020,A,S4_Supertrend,hourly,LKOH
-0.7436,-5.31,7.14,-12.28,9.11,14,13.8,35.7,2021,A,S4_Supertrend,hourly,LKOH
0.1583,2.48,15.64,-12.63,20.28,24,26.2,33.3,2022,A,S4_Supertrend,hourly,LKOH
1.9218,22.35,11.63,-7.9,30.8,15,14.9,20.0,2023,A,S4_Supertrend,hourly,LKOH
-0.2724,-2.79,10.24,-15.31,32.16,14,13.8,42.9,2024,A,S4_Supertrend,hourly,LKOH
0.344,4.41,12.81,-13.02,24.29,24,19.1,29.2,2025,A,S4_Supertrend,hourly,LKOH
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2022,B,S4_Supertrend,hourly,LKOH
0.3101,2.48,8.01,-4.68,7.66,17,16.9,52.9,2023,B,S4_Supertrend,hourly,LKOH
-0.1469,-0.87,5.91,-10.48,14.21,13,12.8,38.5,2024,B,S4_Supertrend,hourly,LKOH
-0.9914,-6.89,6.95,-15.17,13.34,22,17.5,36.4,2025,B,S4_Supertrend,hourly,LKOH
0.8334,12.18,14.61,-7.35,14.85,15,16.3,46.7,2022,C,S4_Supertrend,hourly,LKOH
2.4284,23.24,9.57,-5.38,17.85,12,11.9,50.0,2023,C,S4_Supertrend,hourly,LKOH
-1.3634,-6.11,4.48,-9.7,10.04,12,11.8,50.0,2024,C,S4_Supertrend,hourly,LKOH
-1.1957,-5.11,4.27,-8.47,7.98,15,11.9,33.3,2025,C,S4_Supertrend,hourly,LKOH
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2022,D,S4_Supertrend,hourly,LKOH
1.5566,14.06,9.03,-5.97,20.43,15,14.9,33.3,2023,D,S4_Supertrend,hourly,LKOH
-0.2462,-1.37,5.58,-9.65,13.43,11,10.8,45.5,2024,D,S4_Supertrend,hourly,LKOH
0.4538,5.3,11.69,-11.43,22.51,25,19.8,28.0,2025,D,S4_Supertrend,hourly,LKOH
-1.3941,-1.2,0.86,-1.19,0.18,1,1.0,0.0,2020,A,S5_PivotPoints,hourly,LKOH
-1.551,-3.1,2.0,-3.14,0.65,3,3.0,33.3,2021,A,S5_PivotPoints,hourly,LKOH
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2022,A,S5_PivotPoints,hourly,LKOH
-1.6841,-2.15,1.28,-2.92,0.79,4,4.0,25.0,2023,A,S5_PivotPoints,hourly,LKOH
-1.4221,-1.31,0.92,-1.7,0.39,2,2.0,50.0,2024,A,S5_PivotPoints,hourly,LKOH
-2.3021,-2.62,1.14,-3.35,0.35,4,3.2,0.0,2025,A,S5_PivotPoints,hourly,LKOH
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2022,B,S5_PivotPoints,hourly,LKOH
-0.5351,-0.4,0.75,-0.61,0.26,1,1.0,0.0,2023,B,S5_PivotPoints,hourly,LKOH
-0.5852,-0.4,0.68,-0.77,0.22,2,2.0,50.0,2024,B,S5_PivotPoints,hourly,LKOH
-1.2824,-0.61,0.48,-0.77,0.07,1,0.8,0.0,2025,B,S5_PivotPoints,hourly,LKOH
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2022,D,S5_PivotPoints,hourly,LKOH
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023,D,S5_PivotPoints,hourly,LKOH
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2024,D,S5_PivotPoints,hourly,LKOH
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2025,D,S5_PivotPoints,hourly,LKOH
-1.5786,-10.48,6.64,-11.07,1.51,8,8.1,25.0,2020,A,S6_VWAP,hourly,LKOH
-2.3137,-7.8,3.37,-8.39,2.09,15,14.8,26.7,2021,A,S6_VWAP,hourly,LKOH
-1.6363,-7.26,4.44,-6.94,1.87,7,7.6,14.3,2022,A,S6_VWAP,hourly,LKOH
-3.0464,-5.52,1.81,-5.56,1.05,6,6.0,16.7,2023,A,S6_VWAP,hourly,LKOH
-2.6957,-4.45,1.65,-4.55,1.13,6,5.9,0.0,2024,A,S6_VWAP,hourly,LKOH
-1.5326,-4.39,2.86,-5.58,1.3,12,9.5,16.7,2025,A,S6_VWAP,hourly,LKOH
-1.4735,-0.72,0.49,-0.66,0.05,1,1.1,0.0,2022,B,S6_VWAP,hourly,LKOH
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023,B,S6_VWAP,hourly,LKOH
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2024,B,S6_VWAP,hourly,LKOH
-2.4722,-3.4,1.38,-4.31,0.28,6,4.8,0.0,2025,B,S6_VWAP,hourly,LKOH
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2022,D,S6_VWAP,hourly,LKOH
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023,D,S6_VWAP,hourly,LKOH
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2024,D,S6_VWAP,hourly,LKOH
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2025,D,S6_VWAP,hourly,LKOH
1.4455,22.46,15.54,-6.02,8.0,4,4.0,75.0,2020,A,S1_MeanRev,daily,IRAO
-0.3757,-2.53,6.73,-5.58,12.94,4,4.0,50.0,2021,A,S1_MeanRev,daily,IRAO
2.0001,22.58,11.29,-0.4,3.42,2,2.2,100.0,2022,A,S1_MeanRev,daily,IRAO
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023,A,S1_MeanRev,daily,IRAO
-0.322,-1.28,3.98,-3.44,0.78,2,2.0,50.0,2024,A,S1_MeanRev,daily,IRAO
-0.0676,-0.32,4.7,-4.34,1.58,4,3.2,50.0,2025,A,S1_MeanRev,daily,IRAO
1.7025,16.41,9.64,-0.4,2.99,2,2.2,100.0,2022,B,S1_MeanRev,daily,IRAO
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023,B,S1_MeanRev,daily,IRAO
-0.0669,-0.33,5.0,-3.44,2.73,2,2.0,50.0,2024,B,S1_MeanRev,daily,IRAO
0.5788,3.14,5.42,-4.34,5.06,4,3.2,75.0,2025,B,S1_MeanRev,daily,IRAO
2.0001,22.58,11.29,-0.4,3.42,2,2.2,100.0,2022,D,S1_MeanRev,daily,IRAO
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023,D,S1_MeanRev,daily,IRAO
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2024,D,S1_MeanRev,daily,IRAO
0.631,0.87,1.38,-0.4,0.32,1,0.8,100.0,2025,D,S1_MeanRev,daily,IRAO
0.7883,9.13,11.58,-6.02,8.4,4,4.0,75.0,2020,A,S2_Bollinger,daily,IRAO
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2021,A,S2_Bollinger,daily,IRAO
2.0001,22.58,11.29,-0.4,3.42,2,2.2,100.0,2022,A,S2_Bollinger,daily,IRAO
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023,A,S2_Bollinger,daily,IRAO
-0.322,-1.28,3.98,-3.44,0.78,2,2.0,50.0,2024,A,S2_Bollinger,daily,IRAO
-0.0676,-0.32,4.7,-4.34,1.58,4,3.2,50.0,2025,A,S2_Bollinger,daily,IRAO
1.7025,16.41,9.64,-0.4,2.99,2,2.2,100.0,2022,B,S2_Bollinger,daily,IRAO
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023,B,S2_Bollinger,daily,IRAO
0.1114,0.56,5.06,-3.44,3.91,2,2.0,50.0,2024,B,S2_Bollinger,daily,IRAO
0.4432,2.3,5.18,-4.34,2.53,4,3.2,50.0,2025,B,S2_Bollinger,daily,IRAO
2.0001,22.58,11.29,-0.4,3.42,2,2.2,100.0,2022,D,S2_Bollinger,daily,IRAO
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023,D,S2_Bollinger,daily,IRAO
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2024,D,S2_Bollinger,daily,IRAO
0.631,0.87,1.38,-0.4,0.32,1,0.8,100.0,2025,D,S2_Bollinger,daily,IRAO
0.22,4.95,22.52,-23.36,21.2,5,5.0,60.0,2020,A,S3_Donchian,daily,IRAO
-0.1826,-2.88,15.79,-20.1,41.57,4,4.0,50.0,2021,A,S3_Donchian,daily,IRAO
0.4765,10.91,22.89,-28.41,26.5,4,4.3,50.0,2022,A,S3_Donchian,daily,IRAO
-0.2296,-2.99,13.04,-11.04,45.28,3,3.0,33.3,2023,A,S3_Donchian,daily,IRAO
-0.6335,-10.45,16.49,-16.79,36.72,3,3.0,0.0,2024,A,S3_Donchian,daily,IRAO
-1.1901,-14.92,12.54,-19.97,8.86,5,4.0,20.0,2025,A,S3_Donchian,daily,IRAO
2.1165,25.04,11.83,-3.09,8.55,4,4.3,75.0,2022,B,S3_Donchian,daily,IRAO
-0.2975,-2.05,6.89,-5.9,12.99,5,5.0,60.0,2023,B,S3_Donchian,daily,IRAO
-0.6016,-4.72,7.84,-8.98,4.69,4,3.9,25.0,2024,B,S3_Donchian,daily,IRAO
-0.6167,-6.9,11.2,-16.19,7.91,5,4.0,60.0,2025,B,S3_Donchian,daily,IRAO
1.0035,16.4,16.35,-16.93,11.11,13,14.0,53.8,2022,C,S3_Donchian,daily,IRAO
-0.8206,-6.34,7.73,-8.21,7.87,7,6.9,14.3,2023,C,S3_Donchian,daily,IRAO
0.7816,8.64,11.06,-6.26,9.38,5,4.9,60.0,2024,C,S3_Donchian,daily,IRAO
-0.2407,-1.6,6.65,-6.73,1.58,1,0.8,0.0,2025,C,S3_Donchian,daily,IRAO
0.7811,15.43,19.75,-18.6,18.38,2,2.2,50.0,2022,D,S3_Donchian,daily,IRAO
-0.2296,-2.99,13.04,-11.04,45.28,3,3.0,33.3,2023,D,S3_Donchian,daily,IRAO
-0.6335,-10.45,16.49,-16.79,36.72,3,3.0,0.0,2024,D,S3_Donchian,daily,IRAO
-1.1901,-14.92,12.54,-19.97,8.86,5,4.0,20.0,2025,D,S3_Donchian,daily,IRAO
0.1628,4.39,26.97,-40.05,19.6,2,2.0,50.0,2020,A,S4_Supertrend,daily,IRAO
0.6037,10.67,17.68,-9.56,35.69,1,1.0,100.0,2021,A,S4_Supertrend,daily,IRAO
1.0829,78.32,72.32,-37.02,64.1,2,2.2,100.0,2022,A,S4_Supertrend,daily,IRAO
-1.7649,-8.47,4.8,-8.55,10.24,2,2.0,0.0,2023,A,S4_Supertrend,daily,IRAO
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2024,A,S4_Supertrend,daily,IRAO
-1.7343,-18.71,10.79,-23.46,6.01,3,2.4,0.0,2025,A,S4_Supertrend,daily,IRAO
1.6252,22.22,13.67,-4.63,16.67,3,3.2,100.0,2022,B,S4_Supertrend,daily,IRAO
-1.2615,-4.59,3.63,-4.63,7.09,2,2.0,0.0,2023,B,S4_Supertrend,daily,IRAO
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2024,B,S4_Supertrend,daily,IRAO
-1.4556,-14.87,10.22,-18.65,2.22,3,2.4,0.0,2025,B,S4_Supertrend,daily,IRAO
1.4064,92.22,65.57,-23.3,23.93,12,12.9,91.7,2022,C,S4_Supertrend,daily,IRAO
-1.6252,-1.32,0.81,-1.33,1.57,1,1.0,0.0,2023,C,S4_Supertrend,daily,IRAO
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2024,C,S4_Supertrend,daily,IRAO
-1.2691,-3.9,3.07,-4.89,1.9,2,1.6,0.0,2025,C,S4_Supertrend,daily,IRAO
2.0901,74.14,35.47,-17.83,59.4,3,3.2,100.0,2022,D,S4_Supertrend,daily,IRAO
-1.7649,-8.47,4.8,-8.55,10.24,2,2.0,0.0,2023,D,S4_Supertrend,daily,IRAO
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2024,D,S4_Supertrend,daily,IRAO
-1.7343,-18.71,10.79,-23.46,6.01,3,2.4,0.0,2025,D,S4_Supertrend,daily,IRAO
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2020,A,S5_PivotPoints,daily,IRAO
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2021,A,S5_PivotPoints,daily,IRAO
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2022,A,S5_PivotPoints,daily,IRAO
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023,A,S5_PivotPoints,daily,IRAO
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2024,A,S5_PivotPoints,daily,IRAO
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2025,A,S5_PivotPoints,daily,IRAO
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2022,B,S5_PivotPoints,daily,IRAO
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023,B,S5_PivotPoints,daily,IRAO
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2024,B,S5_PivotPoints,daily,IRAO
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2025,B,S5_PivotPoints,daily,IRAO
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2022,D,S5_PivotPoints,daily,IRAO
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023,D,S5_PivotPoints,daily,IRAO
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2024,D,S5_PivotPoints,daily,IRAO
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2025,D,S5_PivotPoints,daily,IRAO
0.9253,3.26,3.53,-1.08,4.0,1,1.0,100.0,2020,A,S6_VWAP,daily,IRAO
0.4777,2.24,4.69,-2.5,7.45,3,3.0,66.7,2021,A,S6_VWAP,daily,IRAO
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2022,A,S6_VWAP,daily,IRAO
1.4008,5.48,3.91,-0.83,3.54,2,2.0,100.0,2023,A,S6_VWAP,daily,IRAO
0.6584,1.79,2.72,-1.28,1.95,1,1.0,100.0,2024,A,S6_VWAP,daily,IRAO
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2025,A,S6_VWAP,daily,IRAO
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2022,B,S6_VWAP,daily,IRAO
1.2356,3.13,2.53,-0.4,0.79,1,1.0,100.0,2023,B,S6_VWAP,daily,IRAO
0.6584,1.79,2.72,-1.28,1.95,1,1.0,100.0,2024,B,S6_VWAP,daily,IRAO
0.4578,0.97,2.12,-1.21,2.22,2,1.6,50.0,2025,B,S6_VWAP,daily,IRAO
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2022,D,S6_VWAP,daily,IRAO
1.4008,5.48,3.91,-0.83,3.54,2,2.0,100.0,2023,D,S6_VWAP,daily,IRAO
0.6584,1.79,2.72,-1.28,1.95,1,1.0,100.0,2024,D,S6_VWAP,daily,IRAO
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2025,D,S6_VWAP,daily,IRAO
-1.1226,-6.97,6.21,-11.74,3.38,12,12.1,33.3,2020,A,S1_MeanRev,hourly,IRAO
-2.0674,-6.5,3.15,-6.58,3.05,8,7.9,0.0,2021,A,S1_MeanRev,hourly,IRAO
-0.4408,-1.68,3.81,-3.41,0.82,3,3.3,66.7,2022,A,S1_MeanRev,hourly,IRAO
-0.5065,-0.39,0.76,-0.54,0.17,1,1.0,0.0,2023,A,S1_MeanRev,hourly,IRAO
-1.2279,-3.02,2.46,-3.15,0.17,1,1.0,0.0,2024,A,S1_MeanRev,hourly,IRAO
0.314,0.53,1.7,-1.09,1.16,2,1.6,50.0,2025,A,S1_MeanRev,hourly,IRAO
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2022,B,S1_MeanRev,hourly,IRAO
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023,B,S1_MeanRev,hourly,IRAO
-0.237,-0.17,0.71,-0.58,0.17,2,2.0,0.0,2024,B,S1_MeanRev,hourly,IRAO
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2025,B,S1_MeanRev,hourly,IRAO
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2022,D,S1_MeanRev,hourly,IRAO
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023,D,S1_MeanRev,hourly,IRAO
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2024,D,S1_MeanRev,hourly,IRAO
0.4773,0.8,1.67,-1.09,0.88,2,1.6,50.0,2025,D,S1_MeanRev,hourly,IRAO
-1.0086,-6.19,6.14,-11.74,3.29,12,12.1,33.3,2020,A,S2_Bollinger,hourly,IRAO
-2.1202,-6.89,3.25,-6.97,3.18,7,6.9,0.0,2021,A,S2_Bollinger,hourly,IRAO
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2022,A,S2_Bollinger,hourly,IRAO
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023,A,S2_Bollinger,hourly,IRAO
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2024,A,S2_Bollinger,hourly,IRAO
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2025,A,S2_Bollinger,hourly,IRAO
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2022,B,S2_Bollinger,hourly,IRAO
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023,B,S2_Bollinger,hourly,IRAO
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2024,B,S2_Bollinger,hourly,IRAO
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2025,B,S2_Bollinger,hourly,IRAO
